"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","DYFG","DYFG_ATTRIBUTES","DYNT","DYNT_ATTRIBUTES","DYSD","DYSD_ATTRIBUTES","DYSN","DYSN_ATTRIBUTES","DYTS","DYTS_ATTRIBUTES","DYXP","DYXP_ATTRIBUTES","DYXT","DYXT_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HN01","HN01_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","HX01","HX01_ATTRIBUTES","LN01","LN01_ATTRIBUTES","LX01","LX01_ATTRIBUTES","MN01","MN01_ATTRIBUTES","MX01","MX01_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"USC00200230","1891-10","42.29806","-83.66388","247.8","ANN ARBOR U OF MICH, MI US","","","4.7",",6","","","","","","","","","","","0",",6","4",",6","0",",6","3",",6","0",",6","","","18911028",",,6","","","","","","","","","18911002",",,6","-3.3",",6,28,","","","","","","","26.7",",6,02,","","","","","289.9",",6","","","","","","","","","","","","","","","9.14",",6","13.91",",,,6","4.36",",,,6"
"USC00200230","1891-11","42.29806","-83.66388","247.8","ANN ARBOR U OF MICH, MI US","","","0.0","2,6","11",",6","8",",6","1",",6","","","0",",6","0","2,6","16","2,6","6","2,6","0","2,6","0","2,6","","","18911129",",2,6","","","18911127",",,6","","","18911109",",,6","18911109",",2,6","-13.9","2,6,29,","","","15",",,6,27,","45.2",",,6,09,","15.0","2,6,09,","","","","","473.0","2,6","","","","","","","","","","","126.0",",,,6","15",",,,6","1.44","2,6","5.40","2,,,6","-2.52","2,,,6"
"USC00200230","1891-12","42.29806","-83.66388","247.8","ANN ARBOR U OF MICH, MI US","","","0.0","4,6","","","","","","","","","","","0","2,6","18","2,6","3","2,6","0","2,6","0","2,6","","","18911208","+,2,6","","","","","","","","","18911222",",2,6","-10.6","2,6,08,+","","","","","","","14.4","2,6,22,","","","","","451.8","2,6","","","","","","","","","","","","","","","1.37","4,6","5.47","2,,,6","-2.72","2,,,6"
"USC00200230","1892-01","42.29806","-83.66388","247.8","ANN ARBOR U OF MICH, MI US","0.0","6","0.0",",6","","","","","","","","","4",",6","6",",6","30",",6","22",",6","0",",6","0",",6","","","18920120",",,6","","","18920119",",,6","","","","","18920101",",,6","-22.2",",6,20,","","","127",",,6,19,","","","11.7",",6,01,","","","","","790.0",",6","","","","","","","","","","","","","287",",,,6","-7.15",",6","-2.52",",,,6","-11.78",",,,6"
"USC00200230","1892-02","42.29806","-83.66388","247.8","ANN ARBOR U OF MICH, MI US","0.0","6","0.0","1,6","8",",6","8",",6","0",",6","","","0",",6","1","1,6","26","1,6","9",",6","0",",6","0",",6","","","18920216",",1,6","","","18920214","+,,6","","","18920207",",,6","18920207",",,6","-23.3","1,6,16,","","","8",",,6,14,+","10.2",",,6,07,","7.8",",6,07,","","","","","589.0",",6","","","","","","","","","","","48.2",",,,6","27",",,,6","-2.69","1,6","1.10",",,,6","-6.48","1,,,6"
"USC00200230","1892-03","42.29806","-83.66388","247.8","ANN ARBOR U OF MICH, MI US","0.0","6","0.0","3,6","6",",6","5",",6","0",",6","","","0",",6","0","1,6","27","1,6","11","2,6","0","2,6","0","2,6","","","18920315",",1,6","","","18920313",",,6","","","18920323",",,6","18920331","+,2,6","-12.2","1,6,15,","","","8",",,6,13,","8.9",",,6,23,","12.8","2,6,31,+","","","","","561.1","2,6","","","","","","","","","","","29.2",",,,6","16",",,,6","-1.46","3,6","3.13","2,,,6","-6.06","1,,,6"
"USC00200230","1892-04","42.29806","-83.66388","247.8","ANN ARBOR U OF MICH, MI US","0.0","6","0.0",",6","5",",6","5",",6","0",",6","","","","","0",",6","15",",6","2",",6","2",",6","0",",6","","","18920411","+,,6","","","","","","","18920428",",,6","18920427",",,6","-6.1",",6,11,+","","","","","20.3",",,6,28,","22.2",",6,27,","","","","","350.0",",6","","","","","","","","","","","41.4",",,,6","","","6.67",",6","12.13",",,,6","1.21",",,,6"
"USC00200230","1892-05","42.29806","-83.66388","247.8","ANN ARBOR U OF MICH, MI US","4.5","6","4.5","1,6","","","","","","","","","","","0",",6","0",",6","0","1,6","5","1,6","0","1,6","","","18920508",",,6","","","","","","","","","18920531",",1,6","0.6",",6,08,","","","","","","","27.8","1,6,31,","","","","","164.9","1,6","","","","","","","","","","","","","","","12.94","1,6","17.80","1,,,6","8.07",",,,6"
"USC00200230","1892-06","42.29806","-83.66388","247.8","ANN ARBOR U OF MICH, MI US","77.0","6","72.5",",6","","","","","","","","","","","0",",6","0",",6","0",",6","28",",6","1",",6","","","18920604",",,6","","","","","","","","","18920616",",,6","11.1",",6,04,","","","","","","","32.2",",6,16,","","","","","9.5",",6","","","","","","","","","","","","","","","20.43",",6","25.46",",,,6","15.41",",,,6"
"USC00200230","1892-07","42.29806","-83.66388","247.8","ANN ARBOR U OF MICH, MI US","198.2","6","121.2",",6","5",",6","3",",6","1",",6","","","","","0",",6","0",",6","0",",6","27",",6","6",",6","","","18920703",",,6","","","","","","","18920703",",,6","18920726",",,6","5.0",",6,03,","","","","","46.7",",,6,03,","34.4",",6,26,","19.3","6","","","19.3",",6","","","","","","","","","","","56.0",",,,6","","","21.62",",6","27.60",",,,6","15.64",",,,6"
