"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","DYNT","DYNT_ATTRIBUTES","DYXT","DYXT_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"USR0000FCAC","2000-01","25.3903","-80.6803","1.5","CACHE FLORIDA, FL US","47.9","U","47.9",",U","0",",U","0",",U","0",",U","26",",U","0",",U","20000127",",,U","20000111",",,U","3.9",",U,27,","28.9",",U,11,","","","40.1",",U","18.58",",U","24.74",",,,U","12.43",",,,U"
"USR0000FCAC","2000-02","25.3903","-80.6803","1.5","CACHE FLORIDA, FL US","92.4","U","44.5",",U","0",",U","0",",U","0",",U","27",",U","0",",U","20000211","+,,U","20000220","+,,U","3.3",",U,11,+","28.9",",U,20,+","","","27.0",",U","18.93",",U","25.13",",,,U","12.73",",,,U"
"USR0000FCAC","2000-03","25.3903","-80.6803","1.5","CACHE FLORIDA, FL US","197.9","U","105.5",",U","0",",U","0",",U","0",",U","31",",U","0",",U","20000304",",,U","20000331",",,U","10.0",",U,04,","31.1",",U,31,","","","0.0",",U","21.74",",U","27.92",",,,U","15.55",",,,U"
"USR0000FCAC","2000-04","25.3903","-80.6803","1.5","CACHE FLORIDA, FL US","307.2","U","109.3",",U","0",",U","0",",U","0",",U","30",",U","0",",U","20000428","+,,U","20000425",",,U","10.6",",U,28,+","30.6",",U,25,","","","0.0",",U","21.98",",U","28.01",",,,U","15.94",",,,U"
"USR0000FCAC","2000-05","25.3903","-80.6803","1.5","CACHE FLORIDA, FL US","499.0","U","191.8",",U","0",",U","0",",U","0",",U","31",",U","8",",U","20000501",",,U","20000525","+,,U","12.8",",U,01,","33.3",",U,25,+","","","0.0",",U","24.52",",U","30.72",",,,U","18.32",",,,U"
"USR0000FCAC","2000-06","25.3903","-80.6803","1.5","CACHE FLORIDA, FL US","739.9","U","240.9",",U","0",",U","0",",U","0",",U","30",",U","6",",U","20000623",",,U","20000607",",,U","19.4",",U,23,","33.9",",U,07,","","","0.0",",U","26.36",",U","31.08",",,,U","21.64",",,,U"
"USR0000FCAC","2000-09","25.3903","-80.6803","1.5","CACHE FLORIDA, FL US","","","282.8",",U","0",",U","0",",U","0",",U","30",",U","17",",U","20000912",",,U","20000902",",,U","21.7",",U,12,","33.9",",U,02,","","","0.0",",U","27.76",",U","31.93",",,,U","23.59",",,,U"
"USR0000FCAC","2000-10","25.3903","-80.6803","1.5","CACHE FLORIDA, FL US","","","189.0",",U","0",",U","0",",U","0",",U","31",",U","0",",U","20001029","+,,U","20001007","+,,U","15.6",",U,29,+","31.7",",U,07,+","","","0.0",",U","24.43",",U","28.79",",,,U","20.07",",,,U"
"USR0000FCAC","2000-11","25.3903","-80.6803","1.5","CACHE FLORIDA, FL US","","","103.3",",U","0",",U","0",",U","0",",U","29",",U","0",",U","20001122",",,U","20001120","+,,U","9.4",",U,22,","30.6",",U,20,+","","","4.2",",U","21.64",",U","27.43",",,,U","15.84",",,,U"
"USR0000FCAC","2000-12","25.3903","-80.6803","1.5","CACHE FLORIDA, FL US","","","67.6",",U","0",",U","0",",U","0",",U","26",",U","0",",U","20001231",",,U","20001215","+,,U","1.1",",U,31,","29.4",",U,15,+","","","37.8",",U","19.30",",U","24.42",",,,U","14.17",",,,U"
"USR0000FCAC","2001-01","25.3903","-80.6803","1.5","CACHE FLORIDA, FL US","23.9","U","23.9",",U","0",",U","1",",U","0",",U","22",",U","0",",U","20010105",",,U","20010131",",,U","-0.6",",U,05,","28.9",",U,31,","","","96.9",",U","15.98",",U","23.14",",,,U","8.81",",,,U"
"USR0000FCAC","2001-02","25.3903","-80.6803","1.5","CACHE FLORIDA, FL US","131.3","U","107.4",",U","0",",U","0",",U","0",",U","28",",U","0",",U","20010206",",,U","20010228","+,,U","8.9",",U,06,","30.0",",U,28,+","","","2.2",",U","22.09",",U","27.97",",,,U","16.21",",,,U"
"USR0000FCAC","2001-03","25.3903","-80.6803","1.5","CACHE FLORIDA, FL US","240.8","U","109.5",",U","0",",U","0",",U","0",",U","31",",U","0",",U","20010309",",,U","20010331","+,,U","7.2",",U,09,","30.6",",U,31,+","","","8.8",",U","21.58",",U","27.53",",,,U","15.63",",,,U"
"USR0000FCAC","2001-04","25.3903","-80.6803","1.5","CACHE FLORIDA, FL US","375.2","U","134.4",",U","0",",U","0",",U","0",",U","30",",U","2",",U","20010419",",,U","20010414",",,U","11.1",",U,19,","33.3",",U,14,","","","0.3",",U","22.81",",U","29.07",",,,U","16.54",",,,U"
"USR0000FCAC","2001-05","25.3903","-80.6803","1.5","CACHE FLORIDA, FL US","552.8","U","177.6",",U","0",",U","0",",U","0",",U","31",",U","7",",U","20010518",",,U","20010517",",,U","13.3",",U,18,","33.3",",U,17,","","","0.0",",U","24.06",",U","29.60",",,,U","18.53",",,,U"
"USR0000FCAC","2001-06","25.3903","-80.6803","1.5","CACHE FLORIDA, FL US","814.6","U","261.8",",U","0",",U","0",",U","0",",U","30",",U","23",",U","20010624","+,,U","20010624","+,,U","19.4",",U,24,+","35.0",",U,24,+","","","0.0",",U","27.06",",U","32.83",",,,U","21.28",",,,U"
"USR0000FCAC","2001-07","25.3903","-80.6803","1.5","CACHE FLORIDA, FL US","1097.3","U","282.7",",U","0",",U","0",",U","0",",U","31",",U","26",",U","20010704",",,U","20010731","+,,U","20.0",",U,04,","35.0",",U,31,+","0.0","U","0.0",",U","27.45",",U","32.87",",,,U","22.03",",,,U"
"USR0000FCAC","2001-08","25.3903","-80.6803","1.5","CACHE FLORIDA, FL US","1396.7","U","299.4","2,U","0",",U","0",",U","0","2,U","29","2,U","26","2,U","20010801",",,U","20010814",",2,U","21.7",",U,01,","35.6","2,U,14,","0.0","U","0.0","2,U","28.61","2,U","33.66","2,,,U","23.56",",,,U"
"USR0000FCAC","2001-09","25.3903","-80.6803","1.5","CACHE FLORIDA, FL US","1657.2","U","260.5",",U","0",",U","0",",U","0",",U","30",",U","14",",U","20010929","+,,U","20010918","+,,U","20.6",",U,29,+","33.9",",U,18,+","0.0","U","0.0",",U","27.02",",U","31.52",",,,U","22.52",",,,U"
"USR0000FCAC","2001-10","25.3903","-80.6803","1.5","CACHE FLORIDA, FL US","1891.0","U","233.8",",U","0",",U","0",",U","0",",U","31",",U","9",",U","20011028",",,U","20011025","+,,U","15.6",",U,28,","33.3",",U,25,+","0.0","U","0.0",",U","25.88",",U","29.84",",,,U","21.92",",,,U"
"USR0000FCAC","2001-11","25.3903","-80.6803","1.5","CACHE FLORIDA, FL US","2014.8","U","123.8",",U","0",",U","0",",U","0",",U","30",",U","0",",U","20011121",",,U","20011120","+,,U","12.2",",U,21,","29.4",",U,20,+","0.0","U","0.0",",U","22.46",",U","27.42",",,,U","17.50",",,,U"
"USR0000FCAC","2001-12","25.3903","-80.6803","1.5","CACHE FLORIDA, FL US","2127.1","U","112.3",",U","0",",U","0",",U","0",",U","29",",U","0",",U","20011227",",,U","20011215",",,U","7.2",",U,27,","30.6",",U,15,","8.1","U","8.1",",U","21.69",",U","26.63",",,,U","16.76",",,,U"
"USR0000FCAC","2002-01","25.3903","-80.6803","1.5","CACHE FLORIDA, FL US","94.9","U","94.9",",U","0",",U","0",",U","0",",U","28",",U","0",",U","20020109","+,,U","20020125","+,,U","4.4",",U,09,+","31.1",",U,25,+","43.0","U","34.9",",U","20.27",",U","26.18",",,,U","14.35",",,,U"
"USR0000FCAC","2002-02","25.3903","-80.6803","1.5","CACHE FLORIDA, FL US","160.0","U","65.1",",U","0",",U","0",",U","0",",U","27",",U","0",",U","20020228",",,U","20020202",",,U","6.7",",U,28,","31.1",",U,02,","55.6","U","12.6",",U","20.21",",U","25.78",",,,U","14.65",",,,U"
"USR0000FCAC","2002-03","25.3903","-80.6803","1.5","CACHE FLORIDA, FL US","296.7","U","136.7",",U","0",",U","0",",U","0",",U","30",",U","0",",U","20020305",",,U","20020328","+,,U","11.1",",U,05,","31.7",",U,28,+","58.7","U","3.1",",U","22.64",",U","28.38",",,,U","16.91",",,,U"
"USR0000FCAC","2002-04","25.3903","-80.6803","1.5","CACHE FLORIDA, FL US","463.2","U","166.5",",U","0",",U","0",",U","0",",U","30",",U","4",",U","20020422",",,U","20020423",",,U","15.0",",U,22,","34.4",",U,23,","58.7","U","0.0",",U","23.88",",U","30.15",",,,U","17.61",",,,U"
"USR0000FCAC","2002-05","25.3903","-80.6803","1.5","CACHE FLORIDA, FL US","687.0","U","223.8",",U","0",",U","0",",U","0",",U","31",",U","8",",U","20020501",",,U","20020518","+,,U","16.7",",U,01,","33.3",",U,18,+","58.7","U","0.0",",U","25.55",",U","31.15",",,,U","19.96",",,,U"
"USR0000FCAC","2002-06","25.3903","-80.6803","1.5","CACHE FLORIDA, FL US","934.0","U","247.0",",U","0",",U","0",",U","0",",U","30",",U","9",",U","20020618",",,U","20020601",",,U","20.0",",U,18,","35.0",",U,01,","58.7","U","0.0",",U","26.57",",U","30.65",",,,U","22.48",",,,U"
"USR0000FCAC","2002-07","25.3903","-80.6803","1.5","CACHE FLORIDA, FL US","1229.4","U","295.4",",U","0",",U","0",",U","0",",U","31",",U","22",",U","20020709","+,,U","20020730","+,,U","21.7",",U,09,+","33.9",",U,30,+","0.0","U","0.0",",U","27.86",",U","32.25",",,,U","23.47",",,,U"
"USR0000FCAC","2002-08","25.3903","-80.6803","1.5","CACHE FLORIDA, FL US","1523.6","U","294.2",",U","0",",U","0",",U","0",",U","31",",U","24",",U","20020825","+,,U","20020812","+,,U","20.6",",U,25,+","34.4",",U,12,+","0.0","U","0.0",",U","27.82",",U","32.83",",,,U","22.82",",,,U"
"USR0000FCAC","2002-09","25.3903","-80.6803","1.5","CACHE FLORIDA, FL US","1812.2","U","288.6",",U","0",",U","0",",U","0",",U","30",",U","20",",U","20020911",",,U","20020917",",,U","20.6",",U,11,","34.4",",U,17,","0.0","U","0.0",",U","27.95",",U","32.34",",,,U","23.56",",,,U"
"USR0000FCAC","2002-10","25.3903","-80.6803","1.5","CACHE FLORIDA, FL US","2067.9","U","255.7",",U","0",",U","0",",U","0",",U","31",",U","15",",U","20021022",",,U","20021013","+,,U","18.3",",U,22,","33.3",",U,13,+","0.0","U","0.0",",U","26.58",",U","31.82",",,,U","21.35",",,,U"
"USR0000FCAC","2002-11","25.3903","-80.6803","1.5","CACHE FLORIDA, FL US","2182.0","U","114.1",",U","0",",U","0",",U","0",",U","30",",U","1",",U","20021130","+,,U","20021101",",,U","8.9",",U,30,+","32.2",",U,01,","9.1","U","9.1",",U","21.83",",U","27.21",",,,U","16.46",",,,U"
"USR0000FCAC","2002-12","25.3903","-80.6803","1.5","CACHE FLORIDA, FL US","2262.1","U","80.1",",U","0",",U","0",",U","0",",U","28",",U","0",",U","20021216",",,U","20021205",",,U","6.1",",U,16,","29.4",",U,05,","32.1","U","23.0",",U","20.18",",U","25.59",",,,U","14.76",",,,U"
"USR0000FCAC","2003-01","25.3903","-80.6803","1.5","CACHE FLORIDA, FL US","18.4","U","18.4",",U","0",",U","1",",U","0",",U","22",",U","0",",U","20030119",",,U","20030102",",,U","0.0",",U,19,","28.9",",U,02,","130.4","U","98.3",",U","15.75",",U","22.45",",,,U","9.05",",,,U"
"USR0000FCAC","2003-02","25.3903","-80.6803","1.5","CACHE FLORIDA, FL US","106.4","U","88.0","1,U","0","1,U","0","1,U","0","1,U","27","1,U","0","1,U","20030213",",1,U","20030228",",1,U","10.0","1,U,13,","31.7","1,U,28,","131.0","U","0.6","1,U","21.57","1,U","28.23","1,,,U","14.91","1,,,U"
"USR0000FCAC","2003-03","25.3903","-80.6803","1.5","CACHE FLORIDA, FL US","300.2","U","193.8",",U","0",",U","0",",U","0",",U","30",",U","10",",U","20030331",",,U","20030322",",,U","8.9",",U,31,","33.9",",U,22,","136.0","U","5.0",",U","24.42",",U","30.81",",,,U","18.04",",,,U"
"USR0000FCAC","2003-04","25.3903","-80.6803","1.5","CACHE FLORIDA, FL US","436.7","U","136.5",",U","0",",U","0",",U","0",",U","30",",U","1",",U","20030401",",,U","20030423",",,U","8.3",",U,01,","32.8",",U,23,","140.7","U","4.7",",U","22.73",",U","29.11",",,,U","16.34",",,,U"
"USR0000FCAC","2003-05","25.3903","-80.6803","1.5","CACHE FLORIDA, FL US","691.0","U","254.3",",U","0",",U","0",",U","0",",U","31",",U","22",",U","20030503",",,U","20030528","+,,U","18.9",",U,03,","33.3",",U,28,+","140.7","U","0.0",",U","26.54",",U","32.20",",,,U","20.87",",,,U"
"USR0000FCAC","2003-06","25.3903","-80.6803","1.5","CACHE FLORIDA, FL US","972.3","U","281.3",",U","0",",U","0",",U","0",",U","30",",U","22",",U","20030612","+,,U","20030621","+,,U","21.7",",U,12,+","34.4",",U,21,+","140.7","U","0.0",",U","27.71",",U","32.45",",,,U","22.96",",,,U"
"USR0000FCAC","2003-07","25.3903","-80.6803","1.5","CACHE FLORIDA, FL US","1278.0","U","305.7",",U","0",",U","0",",U","0",",U","31",",U","28",",U","20030729",",,U","20030731","+,,U","21.1",",U,29,","35.0",",U,31,+","0.0","U","0.0",",U","28.20",",U","33.56",",,,U","22.83",",,,U"
"USR0000FCAC","2003-08","25.3903","-80.6803","1.5","CACHE FLORIDA, FL US","1545.9","U","267.9","4,U","0","2,U","0","2,U","0","4,U","27","4,U","23","4,U","20030820",",2,U","20030825","+,4,U","21.1","2,U,20,","34.4","4,U,25,+","0.0","U","0.0","4,U","28.23","4,U","33.16","4,,,U","23.30","2,,,U"
"USR0000FCAC","2003-10","25.3903","-80.6803","1.5","CACHE FLORIDA, FL US","","","249.7",",U","0",",U","0",",U","0",",U","31",",U","15",",U","20031023",",,U","20031010",",,U","17.8",",U,23,","33.9",",U,10,","","","0.0",",U","26.39",",U","31.57",",,,U","21.20",",,,U"
"USR0000FCAC","2003-11","25.3903","-80.6803","1.5","CACHE FLORIDA, FL US","","","173.5",",U","0",",U","0",",U","0",",U","29",",U","0",",U","20031130","+,,U","20031112","+,,U","12.8",",U,30,+","31.7",",U,12,+","","","1.9",",U","24.05",",U","29.30",",,,U","18.80",",,,U"
