"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","DSND","DSND_ATTRIBUTES","DYSD","DYSD_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES"
"GME00111464","1926-05","51.1292","13.7558","227.0","DRESDEN KLOTZSCHE, GM","0",",","19260531","+,,E","0",",,E,31,+"
"GME00111464","1926-06","51.1292","13.7558","227.0","DRESDEN KLOTZSCHE, GM","0",",","19260630","+,,E","0",",,E,30,+"
"GME00111464","1926-07","51.1292","13.7558","227.0","DRESDEN KLOTZSCHE, GM","0",",","19260731","+,,E","0",",,E,31,+"
"GME00111464","1926-08","51.1292","13.7558","227.0","DRESDEN KLOTZSCHE, GM","0",",","19260831","+,,E","0",",,E,31,+"
"GME00111464","1926-09","51.1292","13.7558","227.0","DRESDEN KLOTZSCHE, GM","0",",","19260930","+,,E","0",",,E,30,+"
"GME00111464","1926-10","51.1292","13.7558","227.0","DRESDEN KLOTZSCHE, GM","0","1,","19261031","+,1,E","0","1,,E,31,+"
"GME00111464","1926-11","51.1292","13.7558","227.0","DRESDEN KLOTZSCHE, GM","0",",","19261130","+,,E","0",",,E,30,+"
"GME00111464","1927-01","51.1292","13.7558","227.0","DRESDEN KLOTZSCHE, GM","0",",","19270131","+,,E","0",",,E,31,+"
"GME00111464","1927-02","51.1292","13.7558","227.0","DRESDEN KLOTZSCHE, GM","0","5,","19270228","+,5,E","0","5,,E,28,+"
"GME00111464","1927-03","51.1292","13.7558","227.0","DRESDEN KLOTZSCHE, GM","0","1,","19270331","+,1,E","0","1,,E,31,+"
"GME00111464","1927-04","51.1292","13.7558","227.0","DRESDEN KLOTZSCHE, GM","0",",","19270430","+,,E","0",",,E,30,+"
"GME00111464","1927-05","51.1292","13.7558","227.0","DRESDEN KLOTZSCHE, GM","0",",","19270531","+,,E","0",",,E,31,+"
"GME00111464","1927-06","51.1292","13.7558","227.0","DRESDEN KLOTZSCHE, GM","0",",","19270630","+,,E","0",",,E,30,+"
"GME00111464","1927-07","51.1292","13.7558","227.0","DRESDEN KLOTZSCHE, GM","0",",","19270731","+,,E","0",",,E,31,+"
"GME00111464","1927-08","51.1292","13.7558","227.0","DRESDEN KLOTZSCHE, GM","0",",","19270831","+,,E","0",",,E,31,+"
"GME00111464","1927-09","51.1292","13.7558","227.0","DRESDEN KLOTZSCHE, GM","0",",","19270930","+,,E","0",",,E,30,+"
"GME00111464","1927-10","51.1292","13.7558","227.0","DRESDEN KLOTZSCHE, GM","0",",","19271031","+,,E","0",",,E,31,+"
"GME00111464","1928-02","51.1292","13.7558","227.0","DRESDEN KLOTZSCHE, GM","0","1,","19280229","+,1,E","0","1,,E,29,+"
"GME00111464","1928-03","51.1292","13.7558","227.0","DRESDEN KLOTZSCHE, GM","0","3,","19280331","+,3,E","0","3,,E,31,+"
"GME00111464","1928-04","51.1292","13.7558","227.0","DRESDEN KLOTZSCHE, GM","0","3,","19280430","+,3,E","0","3,,E,30,+"
"GME00111464","1928-05","51.1292","13.7558","227.0","DRESDEN KLOTZSCHE, GM","0",",","19280531","+,,E","0",",,E,31,+"
"GME00111464","1928-06","51.1292","13.7558","227.0","DRESDEN KLOTZSCHE, GM","0",",","19280630","+,,E","0",",,E,30,+"
"GME00111464","1928-07","51.1292","13.7558","227.0","DRESDEN KLOTZSCHE, GM","0",",","19280731","+,,E","0",",,E,31,+"
"GME00111464","1928-08","51.1292","13.7558","227.0","DRESDEN KLOTZSCHE, GM","0",",","19280831","+,,E","0",",,E,31,+"
"GME00111464","1928-09","51.1292","13.7558","227.0","DRESDEN KLOTZSCHE, GM","0",",","19280930","+,,E","0",",,E,30,+"
"GME00111464","1928-10","51.1292","13.7558","227.0","DRESDEN KLOTZSCHE, GM","0",",","19281031","+,,E","0",",,E,31,+"
"GME00111464","1928-11","51.1292","13.7558","227.0","DRESDEN KLOTZSCHE, GM","0",",","19281130","+,,E","0",",,E,30,+"
"GME00111464","1929-04","51.1292","13.7558","227.0","DRESDEN KLOTZSCHE, GM","0","4,","19290430","+,4,E","0","4,,E,30,+"
"GME00111464","1929-05","51.1292","13.7558","227.0","DRESDEN KLOTZSCHE, GM","0",",","19290531","+,,E","0",",,E,31,+"
"GME00111464","1929-06","51.1292","13.7558","227.0","DRESDEN KLOTZSCHE, GM","0",",","19290630","+,,E","0",",,E,30,+"
"GME00111464","1929-07","51.1292","13.7558","227.0","DRESDEN KLOTZSCHE, GM","0",",","19290731","+,,E","0",",,E,31,+"
"GME00111464","1929-08","51.1292","13.7558","227.0","DRESDEN KLOTZSCHE, GM","0",",","19290831","+,,E","0",",,E,31,+"
"GME00111464","1929-09","51.1292","13.7558","227.0","DRESDEN KLOTZSCHE, GM","0",",","19290930","+,,E","0",",,E,30,+"
"GME00111464","1929-10","51.1292","13.7558","227.0","DRESDEN KLOTZSCHE, GM","0",",","19291031","+,,E","0",",,E,31,+"
