"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","DYFG","DYFG_ATTRIBUTES","DYNT","DYNT_ATTRIBUTES","DYSD","DYSD_ATTRIBUTES","DYSN","DYSN_ATTRIBUTES","DYTS","DYTS_ATTRIBUTES","DYXP","DYXP_ATTRIBUTES","DYXT","DYXT_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"USC00141593","1931-04","39.5722","-97.2836","402.9","CLIFTON, KS US","","","","","6","2,6","6","2,6","0","2,6","","","0",",6","","","","","","","","","","","","","","","","","19310430","+,,6","","","19310420",",2,6","","","","","","","0",",,6,30,+","21.8","2,,6,20,","","","","","84.0","2,,,6","0",",,,6","","","","","",""
"USC00141593","1931-05","39.5722","-97.2836","402.9","CLIFTON, KS US","","","","","6",",6","6",",6","1",",6","","","0",",6","","","","","","","","","","","","","","","","","19310531","+,,6","","","19310505",",,6","","","","","","","0",",,6,31,+","45.5",",,6,05,","","","","","89.8",",,,6","0",",,,6","","","","","",""
"USC00141593","1931-06","39.5722","-97.2836","402.9","CLIFTON, KS US","","","","","2",",6","2",",6","0",",6","","","0",",6","","","","","","","","","","","","","","","","","19310630","+,,6","","","19310611","+,,6","","","","","","","0",",,6,30,+","5.1",",,6,11,+","","","","","10.2",",,,6","0",",,,6","","","","","",""
"USC00141593","1931-07","39.5722","-97.2836","402.9","CLIFTON, KS US","","","","","3",",6","3",",6","1",",6","","","0",",6","","","","","","","","","","","","","","","","","19310731","+,,6","","","19310704",",,6","","","","","","","0",",,6,31,+","64.8",",,6,04,","","","","","74.0",",,,6","0",",,,6","","","","","",""
"USC00141593","1931-08","39.5722","-97.2836","402.9","CLIFTON, KS US","","","","","8",",6","6",",6","2",",6","","","0",",6","","","","","","","","","","","","","","","","","19310831","+,,6","","","19310801",",,6","","","","","","","0",",,6,31,+","33.0",",,6,01,","","","","","121.1",",,,6","0",",,,6","","","","","",""
"USC00141593","1931-09","39.5722","-97.2836","402.9","CLIFTON, KS US","","","","","3",",6","3",",6","0",",6","","","0",",6","","","","","","","","","","","","","","","","","19310930","+,,6","","","19310924",",,6","","","","","","","0",",,6,30,+","20.8",",,6,24,","","","","","43.2",",,,6","0",",,,6","","","","","",""
"USC00141593","1931-10","39.5722","-97.2836","402.9","CLIFTON, KS US","","","","","8",",6","6",",6","0",",6","","","0",",6","","","","","","","","","","","","","","","","","19311031","+,,6","","","19311010",",,6","","","","","","","0",",,6,31,+","22.9",",,6,10,","","","","","66.6",",,,6","0",",,,6","","","","","",""
"USC00141593","1931-11","39.5722","-97.2836","402.9","CLIFTON, KS US","","","","","9",",6","8",",6","1",",6","","","2",",6","","","","","","","","","","","","","","","","","19311126",",,6","","","19311122",",,6","","","","","","","140",",,6,26,","36.8",",,6,22,","","","","","104.9",",,,6","209",",,,6","","","","","",""
"USC00141593","1932-01","39.5722","-97.2836","402.9","CLIFTON, KS US","","","","","5",",6","4",",6","0",",6","","","","","","","","","","","","","","","","","","","","","","","","","19320126",",,6","","","","","","","","","12.4",",,6,26,","","","","","37.9",",,,6","","","","","","","",""
"USC00141593","1932-02","39.5722","-97.2836","402.9","CLIFTON, KS US","","","","","2",",6","2",",6","0",",6","","","1",",6","","","","","","","","","","","","","","","","","19320215",",,6","","","19320215",",,6","","","","","","","191",",,6,15,","14.2",",,6,15,","","","","","20.6",",,,6","191",",,,6","","","","","",""
"USC00141593","1932-04","39.5722","-97.2836","402.9","CLIFTON, KS US","","","","","4",",6","4",",6","0",",6","","","0",",6","","","","","","","","","","","","","","","","","19320430","+,,6","","","19320411",",,6","","","","","","","0",",,6,30,+","24.1",",,6,11,","","","","","55.9",",,,6","0",",,,6","","","","","",""
"USC00141593","1932-05","39.5722","-97.2836","402.9","CLIFTON, KS US","","","","","6",",6","5",",6","0",",6","","","0",",6","","","","","","","","","","","","","","","","","19320531","+,,6","","","19320525",",,6","","","","","","","0",",,6,31,+","21.6",",,6,25,","","","","","64.8",",,,6","0",",,,6","","","","","",""
"USC00141593","1932-06","39.5722","-97.2836","402.9","CLIFTON, KS US","","","","","3",",6","3",",6","3",",6","","","0",",6","","","","","","","","","","","","","","","","","19320630","+,,6","","","19320612",",,6","","","","","","","0",",,6,30,+","47.0",",,6,12,","","","","","117.1",",,,6","0",",,,6","","","","","",""
"USC00141593","1932-07","39.5722","-97.2836","402.9","CLIFTON, KS US","","","","","4",",6","3",",6","0",",6","","","0",",6","","","","","","","","","","","","","","","","","19320731","+,,6","","","19320704",",,6","","","","","","","0",",,6,31,+","24.9",",,6,04,","","","","","47.0",",,,6","0",",,,6","","","","","",""
"USC00141593","1932-08","39.5722","-97.2836","402.9","CLIFTON, KS US","","","","","5",",6","5",",6","2",",6","","","0",",6","","","","","","","","","","","","","","","","","19320831","+,,6","","","19320830",",,6","","","","","","","0",",,6,31,+","168.9",",,6,30,","","","","","245.9",",,,6","0",",,,6","","","","","",""
"USC00141593","1932-09","39.5722","-97.2836","402.9","CLIFTON, KS US","","","","","4",",6","4",",6","1",",6","","","0",",6","","","","","","","","","","","","","","","","","19320930","+,,6","","","19320922",",,6","","","","","","","0",",,6,30,+","35.6",",,6,22,","","","","","91.4",",,,6","0",",,,6","","","","","",""
"USC00141593","1933-04","39.5722","-97.2836","402.9","CLIFTON, KS US","","","","","3",",6","3",",6","0",",6","","","0",",6","","","","","","","","","","","","","","","","","19330430","+,,6","","","19330420",",,6","","","","","","","0",",,6,30,+","21.8",",,6,20,","","","","","52.8",",,,6","0",",,,6","","","","","",""
