"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","DYFG","DYFG_ATTRIBUTES","DYSD","DYSD_ATTRIBUTES","DYSN","DYSN_ATTRIBUTES","DYXP","DYXP_ATTRIBUTES","DYXT","DYXT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES"
"USC00063989","1893-01","41.4","-72.18333","54.9","LAKE KONOMOC, CT US","12",",6","8",",6","1",",6","","","","","","","","","","","","","","","","","18930101",",,6","","","","","","","34.0",",,6,01,","","","69.0",",,,6","","","",""
"USC00063989","1893-02","41.4","-72.18333","54.9","LAKE KONOMOC, CT US","15",",6","14",",6","3",",6","","","","","","","","","","","","","","","","","18930213",",,6","","","","","","","34.8",",,6,13,","","","201.6",",,,6","","","",""
"USC00063989","1893-04","41.4","-72.18333","54.9","LAKE KONOMOC, CT US","14",",6","9",",6","0",",6","","","","","","","","","","","","","","","","","18930415",",,6","","","","","","","18.8",",,6,15,","","","105.1",",,,6","","","",""
"USC00063989","1893-05","41.4","-72.18333","54.9","LAKE KONOMOC, CT US","13",",6","10",",6","1",",6","","","","","","","","","","","","","","","","","18930504",",,6","","","","","","","67.6",",,6,04,","","","182.2",",,,6","","","",""
"USC00063989","1893-06","41.4","-72.18333","54.9","LAKE KONOMOC, CT US","10",",6","6",",6","1",",6","","","","","","","","","","","","","","","","","18930622",",,6","","","","","","","30.5",",,6,22,","","","67.0",",,,6","","","",""
"USC00063989","1893-07","41.4","-72.18333","54.9","LAKE KONOMOC, CT US","7",",6","3",",6","0",",6","","","","","","","","","","","","","","","","","18930706",",,6","","","","","","","10.7",",,6,06,","","","23.1",",,,6","","","",""
"USC00063989","1893-08","41.4","-72.18333","54.9","LAKE KONOMOC, CT US","9",",6","7",",6","1",",6","","","","","","","","","","","","","","","","","18930821",",,6","","","","","","","29.7",",,6,21,","","","85.7",",,,6","","","",""
"USC00063989","1893-10","41.4","-72.18333","54.9","LAKE KONOMOC, CT US","5",",6","4",",6","2",",6","","","","","","","","","","","","","","","","","18931024",",,6","","","","","","","32.5",",,6,24,","","","87.7",",,,6","","","",""
"USC00063989","1893-11","41.4","-72.18333","54.9","LAKE KONOMOC, CT US","8",",6","5",",6","1",",6","","","","","","","","","","","","","","","","","18931122",",,6","","","","","","","26.9",",,6,22,","","","88.3",",,,6","","","",""
"USC00063989","1893-12","41.4","-72.18333","54.9","LAKE KONOMOC, CT US","16",",6","12",",6","1",",6","","","","","","","","","","","","","","","","","18931203",",,6","","","","","","","30.7",",,6,03,","","","118.4",",,,6","","","",""
"USC00063989","1894-01","41.4","-72.18333","54.9","LAKE KONOMOC, CT US","12",",6","7",",6","0",",6","","","","","","","","","","","","","","","","","18940127",",,6","","","","","","","19.6",",,6,27,","","","63.7",",,,6","","","",""
"USC00063989","1894-02","41.4","-72.18333","54.9","LAKE KONOMOC, CT US","13",",6","10",",6","0",",6","","","","","","","","","","","","","","","","","18940209",",,6","","","","","","","17.3",",,6,09,","","","75.8",",,,6","","","",""
"USC00063989","1894-03","41.4","-72.18333","54.9","LAKE KONOMOC, CT US","9",",6","6",",6","0",",6","","","","","","","","","","","","","","","","","18940329",",,6","","","","","","","13.7",",,6,29,","","","42.5",",,,6","","","",""
"USC00063989","1894-04","41.4","-72.18333","54.9","LAKE KONOMOC, CT US","8",",6","6",",6","0",",6","","","","","","","","","","","","","","","","","18940404",",,6","","","","","","","24.1",",,6,04,","","","81.7",",,,6","","","",""
"USC00063989","1894-05","41.4","-72.18333","54.9","LAKE KONOMOC, CT US","10",",6","7",",6","1",",6","","","","","","","","","","","","","","","","","18940531",",,6","","","","","","","29.2",",,6,31,","","","99.3",",,,6","","","",""
