"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","DYNT","DYNT_ATTRIBUTES","DYXP","DYXP_ATTRIBUTES","DYXT","DYXT_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"BR001957002","1968-09","-19.083","-57.5","141.0","CORUMBA, BR","9",",I","5",",I","0",",I","","","","","","","","","","","","","19680909",",,I","","","","","11.4",",,I,09,","","","39.4",",,,I","","","",""
"BR001957002","1968-10","-19.083","-57.5","141.0","CORUMBA, BR","3",",I","3",",I","0",",I","","","","","","","","","","","","","19681011",",,I","","","","","9.2",",,I,11,","","","16.2",",,,I","","","",""
"BR001957002","1968-11","-19.083","-57.5","141.0","CORUMBA, BR","2","3,I","2","3,I","0","3,I","","","","","","","","","","","","","19681115",",3,I","","","","","20.2","3,,I,15,","","","28.4","3,,,I","","","",""
"BR001957002","1969-04","-19.083","-57.5","141.0","CORUMBA, BR","5",",I","5",",I","1",",I","","","","","","","","","","","","","19690401",",,I","","","","","47.0",",,I,01,","","","82.9",",,,I","","","",""
"BR001957002","1969-05","-19.083","-57.5","141.0","CORUMBA, BR","5",",I","1",",I","0",",I","","","","","","","","","","","","","19690512",",,I","","","","","3.0",",,I,12,","","","5.6",",,,I","","","",""
"BR001957002","1969-06","-19.083","-57.5","141.0","CORUMBA, BR","2",",I","2",",I","0",",I","","","","","","","","","","","","","19690629",",,I","","","","","16.2",",,I,29,","","","19.7",",,,I","","","",""
"BR001957002","1969-07","-19.083","-57.5","141.0","CORUMBA, BR","1",",I","1",",I","0",",I","","","","","","","","","","","","","19690706",",,I","","","","","4.6",",,I,06,","","","4.6",",,,I","","","",""
"BR001957002","1970-02","-19.083","-57.5","141.0","CORUMBA, BR","7","5,I","7","5,I","3","5,I","","","","","","","","","","","","","19700214",",5,I","","","","","60.6","5,,I,14,","","","175.0","5,,,I","","","",""
"BR001957002","1970-03","-19.083","-57.5","141.0","CORUMBA, BR","6",",I","6",",I","0",",I","","","","","","","","","","","","","19700330",",,I","","","","","18.4",",,I,30,","","","62.2",",,,I","","","",""
"BR001957002","1970-05","-19.083","-57.5","141.0","CORUMBA, BR","5",",I","5",",I","1",",I","","","","","","","","","","","","","19700519",",,I","","","","","26.0",",,I,19,","","","78.4",",,,I","","","",""
"BR001957002","1970-06","-19.083","-57.5","141.0","CORUMBA, BR","3",",I","3",",I","0",",I","","","","","","","","","","","","","19700623",",,I","","","","","23.6",",,I,23,","","","33.3",",,,I","","","",""
"BR001957002","1970-07","-19.083","-57.5","141.0","CORUMBA, BR","6",",I","5",",I","1",",I","","","","","","","","","","","","","19700708",",,I","","","","","26.8",",,I,08,","","","79.2",",,,I","","","",""
"BR001957002","1970-08","-19.083","-57.5","141.0","CORUMBA, BR","1",",I","1",",I","0",",I","","","","","","","","","","","","","19700827",",,I","","","","","4.2",",,I,27,","","","4.2",",,,I","","","",""
"BR001957002","1970-09","-19.083","-57.5","141.0","CORUMBA, BR","7",",I","6",",I","2",",I","","","","","","","","","","","","","19700919",",,I","","","","","36.0",",,I,19,","","","101.2",",,,I","","","",""
"BR001957002","1970-10","-19.083","-57.5","141.0","CORUMBA, BR","7","1,I","6","1,I","0","1,I","","","","","","","","","","","","","19701004",",1,I","","","","","20.5","1,,I,04,","","","56.0","1,,,I","","","",""
"BR001957002","1970-11","-19.083","-57.5","141.0","CORUMBA, BR","7",",I","7",",I","1",",I","","","","","","","","","","","","","19701128",",,I","","","","","60.4",",,I,28,","","","110.4",",,,I","","","",""
"BR001957002","1970-12","-19.083","-57.5","141.0","CORUMBA, BR","12",",I","10",",I","2",",I","","","","","","","","","","","","","19701229",",,I","","","","","34.6",",,I,29,","","","155.2",",,,I","","","",""
"BR001957002","1971-01","-19.083","-57.5","141.0","CORUMBA, BR","16",",I","14",",I","5",",I","","","","","","","","","","","","","19710103",",,I","","","","","60.5",",,I,03,","","","310.6",",,,I","","","",""
"BR001957002","1971-02","-19.083","-57.5","141.0","CORUMBA, BR","15",",I","14",",I","2",",I","","","","","","","","","","","","","19710208",",,I","","","","","65.5",",,I,08,","","","213.3",",,,I","","","",""
"BR001957002","1971-03","-19.083","-57.5","141.0","CORUMBA, BR","16",",I","14",",I","1",",I","","","","","","","","","","","","","19710303",",,I","","","","","32.4",",,I,03,","","","127.1",",,,I","","","",""
"BR001957002","1971-04","-19.083","-57.5","141.0","CORUMBA, BR","10",",I","6",",I","1",",I","","","","","","","","","","","","","19710409",",,I","","","","","30.2",",,I,09,","","","75.8",",,,I","","","",""
"BR001957002","1971-05","-19.083","-57.5","141.0","CORUMBA, BR","9",",I","7",",I","0",",I","","","","","","","","","","","","","19710504",",,I","","","","","20.4",",,I,04,","","","92.9",",,,I","","","",""
"BR001957002","1971-06","-19.083","-57.5","141.0","CORUMBA, BR","11",",I","8",",I","2",",I","","","","","","","","","","","","","19710613",",,I","","","","","50.6",",,I,13,","","","152.6",",,,I","","","",""
"BR001957002","1971-07","-19.083","-57.5","141.0","CORUMBA, BR","7",",I","5",",I","0",",I","","","","","","","","","","","","","19710730",",,I","","","","","18.1",",,I,30,","","","68.8",",,,I","","","",""
"BR001957002","1971-08","-19.083","-57.5","141.0","CORUMBA, BR","2",",I","1",",I","0",",I","","","","","","","","","","","","","19710806",",,I","","","","","4.6",",,I,06,","","","6.7",",,,I","","","",""
"BR001957002","1971-09","-19.083","-57.5","141.0","CORUMBA, BR","9",",I","7",",I","2",",I","","","","","","","","","","","","","19710927",",,I","","","","","41.3",",,I,27,","","","107.4",",,,I","","","",""
"BR001957002","1971-10","-19.083","-57.5","141.0","CORUMBA, BR","13",",I","10",",I","1",",I","","","","","","","","","","","","","19711019",",,I","","","","","35.6",",,I,19,","","","91.0",",,,I","","","",""
