"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","DYNT","DYNT_ATTRIBUTES","DYSD","DYSD_ATTRIBUTES","DYXP","DYXP_ATTRIBUTES","DYXT","DYXT_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"TUM00017285","1973-02","37.567","43.767","1728.0","HAKKARI, TU","","","","","","","","","","","","","9","5,S","0","5,S","0","5,S","","","","","","","19730218",",5,S","","","","","","","10.0","5,S,18,","","","","","2.52","5,,,S","",""
"TUM00017285","2013-06","37.567","43.767","1728.0","HAKKARI, TU","","","","","","","","","0","2,S","0","2,S","","","","","","","20130601",",2,S","","","","","","","9.8","2,S,01,","","","","","","","","","","","","","14.76","2,,,S"
"TUM00017285","2013-07","37.567","43.767","1728.0","HAKKARI, TU","","","","","","","","","0",",","0",",S","","","","","","","20130702",",,S","","","","","","","16.7",",S,02,","","","","","","","","","","","","","19.29",",,,S"
"TUM00017285","2013-08","37.567","43.767","1728.0","HAKKARI, TU","","","","","","","","","0",",","0",",S","","","","","","","20130821",",,S","","","","","","","15.0",",S,21,","","","","","","","","","","","","","18.62",",,,S"
"TUM00017285","2013-09","37.567","43.767","1728.0","HAKKARI, TU","","","","","","","","","0","1,","0","1,S","","","","","","","20130926",",1,S","","","","","","","10.0","1,S,26,","","","","","","","","","","","","","14.38","1,,,S"
"TUM00017285","2013-10","37.567","43.767","1728.0","HAKKARI, TU","","","","","","","","","0","2,","0","2,S","","","","","","","20131028","+,2,S","","","","","","","3.0","2,S,28,+","","","","","","","","","","","","","7.13","2,,,S"
"TUM00017285","2013-11","37.567","43.767","1728.0","HAKKARI, TU","","","","","","","","","0","4,","0","4,S","","","","","","","20131118",",4,S","","","","","","","2.0","4,S,18,","","","","","","","","","","","","","4.15","4,,,S"
"TUM00017285","2013-12","37.567","43.767","1728.0","HAKKARI, TU","","","","","","","","","0","3,","25","3,S","","","","","","","20131216",",3,S","","","","","","","-14.4","3,S,16,","","","","","","","","","","","","","-6.90","3,,,S"
"TUM00017285","2014-01","37.567","43.767","1728.0","HAKKARI, TU","","","","","","","31",",","0","1,","28","1,S","","","","","","","20140106",",1,S","20140129",",,S","","","","","-13.4","1,S,06,","541",",,S,29,","","","","","","","","","","","-5.51","1,,,S"
"TUM00017285","2014-02","37.567","43.767","1728.0","HAKKARI, TU","","","","","","","24","3,","0","3,","23","3,S","","","","","","","20140203",",3,S","20140201",",3,S","","","","","-13.9","3,S,03,","381","3,,S,01,","","","","","","","","","","","-6.10","3,,,S"
"TUM00017285","2014-03","37.567","43.767","1728.0","HAKKARI, TU","12",",S","10",",S","1",",S","","","0","3,S","7","3,S","0","3,S","0","3,S","0","3,S","20140331",",3,S","","","20140311",",,S","20140309",",3,S","-5.5","3,S,31,","","","44.7",",,S,11,","15.7","3,S,09,","161.7",",,,S","6.13","6,S","10.49","3,,,S","1.77","3,,,S"
"TUM00017285","2014-04","37.567","43.767","1728.0","HAKKARI, TU","8","3,S","7","3,S","0","3,S","","","0","2,S","3","2,S","","","","","","","20140401",",2,S","","","20140418",",3,S","","","-5.8","2,S,01,","","","12.7","3,,S,18,","","","51.6","3,,,S","","","","","5.27","2,,,S"
"TUM00017285","2014-05","37.567","43.767","1728.0","HAKKARI, TU","13","1,S","3","1,S","1","1,S","","","0","2,S","0","2,S","","","","","","","20140515",",2,S","","","20140523",",1,S","","","7.8","2,S,15,","","","25.7","1,,S,23,","","","49.7","1,,,S","","","","","10.42","2,,,S"
"TUM00017285","2014-06","37.567","43.767","1728.0","HAKKARI, TU","","","","","","","","","0","1,S","0","1,S","","","","","","","20140613",",1,S","","","","","","","9.0","1,S,13,","","","","","","","","","","","","","14.56","1,,,S"
"TUM00017285","2014-07","37.567","43.767","1728.0","HAKKARI, TU","","","","","","","","","0",",S","0",",S","","","","","","","20140709",",,S","","","","","","","17.0",",S,09,","","","","","","","","","","","","","19.66",",,,S"
"TUM00017285","2014-08","37.567","43.767","1728.0","HAKKARI, TU","","","","","","","","","0","1,","0","1,S","","","","","","","20140812",",1,S","","","","","","","15.0","1,S,12,","","","","","","","","","","","","","19.34","1,,,S"
"TUM00017285","2014-09","37.567","43.767","1728.0","HAKKARI, TU","","","","","","","","","0","1,","0","1,S","","","","","","","20140930",",1,S","","","","","","","10.2","1,S,30,","","","","","","","","","","","","","15.09","1,,,S"
"TUM00017285","2014-10","37.567","43.767","1728.0","HAKKARI, TU","","","","","","","","","0","4,","2","4,S","","","","","","","20141022","+,4,S","","","","","","","0.0","4,S,22,+","","","","","","","","","","","","","7.56","4,,,S"
"TUM00017285","2014-11","37.567","43.767","1728.0","HAKKARI, TU","","","","","","","","","0","1,","11","1,S","","","","","","","20141130",",1,S","","","","","","","-5.1","1,S,30,","","","","","","","","","","","","","0.36","1,,,S"
"TUM00017285","2015-02","37.567","43.767","1728.0","HAKKARI, TU","","","","","","","","","0","2,","24","2,S","","","","","","","20150214",",2,S","","","","","","","-5.3","2,S,14,","","","","","","","","","","","","","-2.88","2,,,S"
"TUM00017285","2015-03","37.567","43.767","1728.0","HAKKARI, TU","","","","","","","","","0",",","13",",S","","","","","","","20150306",",,S","","","","","","","-5.1",",S,06,","","","","","","","","","","","","","0.86",",,,S"
"TUM00017285","2015-04","37.567","43.767","1728.0","HAKKARI, TU","","","","","","","","","0","2,","1","2,S","","","","","","","20150425",",2,S","","","","","","","-0.6","2,S,25,","","","","","","","","","","","","","5.16","2,,,S"
"TUM00017285","2015-05","37.567","43.767","1728.0","HAKKARI, TU","","","","","","","","","0","2,","0","2,S","","","","","","","20150507",",2,S","","","","","","","6.7","2,S,07,","","","","","","","","","","","","","10.87","2,,,S"
"TUM00017285","2015-06","37.567","43.767","1728.0","HAKKARI, TU","","","","","","","","","0","2,","0","2,S","","","","","","","20150602",",2,S","","","","","","","11.6","2,S,02,","","","","","","","","","","","","","15.81","2,,,S"
"TUM00017285","2015-07","37.567","43.767","1728.0","HAKKARI, TU","","","","","","","","","0","1,","0","1,S","","","","","","","20150723",",1,S","","","","","","","12.2","1,S,23,","","","","","","","","","","","","","19.90","1,,,S"
"TUM00017285","2015-08","37.567","43.767","1728.0","HAKKARI, TU","","","","","","","","","0","3,","0","3,S","","","","","","","20150826",",3,S","","","","","","","13.0","3,S,26,","","","","","","","","","","","","","19.73","3,,,S"
"TUM00017285","2015-09","37.567","43.767","1728.0","HAKKARI, TU","","","","","","","","","0","4,","0","4,S","","","","","","","20150919",",4,S","","","","","","","11.9","4,S,19,","","","","","","","","","","","","","15.55","4,,,S"
"TUM00017285","2015-10","37.567","43.767","1728.0","HAKKARI, TU","","","","","","","","","0","3,","0","3,S","","","","","","","20151030",",3,S","","","","","","","6.9","3,S,30,","","","","","","","","","","","","","9.86","3,,,S"
"TUM00017285","2015-11","37.567","43.767","1728.0","HAKKARI, TU","","","","","","","","","0","1,","1","1,S","","","","","","","20151111",",1,S","","","","","","","-0.2","1,S,11,","","","","","","","","","","","","","2.72","1,,,S"
"TUM00017285","2015-12","37.567","43.767","1728.0","HAKKARI, TU","","","","","","","27","4,","0","1,","28","1,S","","","","","","","20151205",",1,S","20151214",",4,S","","","","","-13.6","1,S,05,","480","4,,S,14,","","","","","","","","","","","-6.17","1,,,S"
"TUM00017285","2016-01","37.567","43.767","1728.0","HAKKARI, TU","","","","","","","28","3,","1","5,","26","5,S","","","","","","","20160128",",5,S","20160102",",3,S","","","","","-19.7","5,S,28,","759","3,,S,02,","","","","","","","","","","","-7.22","5,,,S"
"TUM00017285","2016-02","37.567","43.767","1728.0","HAKKARI, TU","","","","","","","28","1,","0","4,","15","4,S","","","","","","","20160211",",4,S","20160208",",1,S","","","","","-11.9","4,S,11,","579","1,,S,08,","","","","","","","","","","","-2.58","4,,,S"
"TUM00017285","2016-03","37.567","43.767","1728.0","HAKKARI, TU","18","5,S","14","5,S","0","5,S","","","0","4,","7","4,S","","","","","","","20160319",",4,S","","","20160329",",5,S","","","-2.4","4,S,19,","","","20.3","5,,S,29,","","","169.3","5,,,S","","","","","1.27","4,,,S"
"TUM00017285","2016-04","37.567","43.767","1728.0","HAKKARI, TU","","","","","","","","","0","1,","2","1,S","","","","","","","20160402",",1,S","","","","","","","-0.3","1,S,02,","","","","","","","","","","","","","6.02","1,,,S"
"TUM00017285","2016-06","37.567","43.767","1728.0","HAKKARI, TU","","","","","","","","","0","2,","0","2,S","","","","","","","20160618",",2,S","","","","","","","8.6","2,S,18,","","","","","","","","","","","","","14.47","2,,,S"
"TUM00017285","2016-07","37.567","43.767","1728.0","HAKKARI, TU","","","","","","","","","0",",","0",",S","","","","","","","20160707",",,S","","","","","","","14.9",",S,07,","","","","","","","","","","","","","19.15",",,,S"
"TUM00017285","2016-08","37.567","43.767","1728.0","HAKKARI, TU","","","","","","","","","0",",","0",",S","","","","","","","20160823",",,S","","","","","","","18.2",",S,23,","","","","","","","","","","","","","20.38",",,,S"
"TUM00017285","2016-09","37.567","43.767","1728.0","HAKKARI, TU","","","","","","","","","0",",","0",",S","","","","","","","20160925",",,S","","","","","","","8.4",",S,25,","","","","","","","","","","","","","15.00",",,,S"
"TUM00017285","2016-10","37.567","43.767","1728.0","HAKKARI, TU","","","","","","","","","0","1,","0","1,S","","","","","","","20161023",",1,S","","","","","","","5.8","1,S,23,","","","","","","","","","","","","","9.14","1,,,S"
"TUM00017285","2016-11","37.567","43.767","1728.0","HAKKARI, TU","","","","","","","","","0","3,","11","3,S","","","","","","","20161129","+,3,S","","","","","","","-3.9","3,S,29,+","","","","","","","","","","","","","1.66","3,,,S"
"TUM00017285","2016-12","37.567","43.767","1728.0","HAKKARI, TU","","","","","","","29",",","0","1,","30","1,S","","","","","","","20161221",",1,S","20161228","+,,S","","","","","-17.0","1,S,21,","541",",,S,28,+","","","","","","","","","","","-6.77","1,,,S"
