"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","DYFG","DYFG_ATTRIBUTES","DYNT","DYNT_ATTRIBUTES","DYSD","DYSD_ATTRIBUTES","DYSN","DYSN_ATTRIBUTES","DYTS","DYTS_ATTRIBUTES","DYXP","DYXP_ATTRIBUTES","DYXT","DYXT_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","EVAP","EVAP_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","WDMV","WDMV_ATTRIBUTES"
"USC00414978","1947-12","33.66667","-98.78333","323.1","LAKE KICKAPOO, TX US","","","0.0",",0","2",",0","2",",0","1",",0","0",",0","0",",0","0",",0","10",",0","0",",0","1",",0","0",",0","","","19471213",",,0","19471231",",,0","19471231",",,0","","","19471204",",,0","19471228",",,0","-2.8",",0,13,","0",",T,0,31,","0",",T,0,31,","35.6",",,0,04,","21.7",",0,28,","","","","","333.0",",0","45.0",",,,0","0",",T,,0","7.59",",0","12.94",",,,0","2.25",",,,0","",""
"USC00414978","1948-01","33.66667","-98.78333","323.1","LAKE KICKAPOO, TX US","0.0","0","0.0",",0","2",",0","1",",0","0",",0","1",",0","1",",0","0",",0","20",",0","9",",0","0",",0","0",",0","","","19480129","+,,0","19480125",",,0","19480125",",,0","","","19480101",",,0","19480109","+,,0","-12.2",",0,29,+","25",",,0,25,","38",",,0,25,","5.1",",,0,01,","20.0",",0,09,+","","","","","498.5",",0","6.9",",,,0","38",",,,0","2.25",",0","7.43",",,,0","-2.92",",,,0","",""
"USC00414978","1948-02","33.66667","-98.78333","323.1","LAKE KICKAPOO, TX US","0.0","0","0.0",",0","9",",0","6",",0","0",",0","1",",0","1",",0","0",",0","16",",0","3",",0","1",",0","0",",0","","","19480212","+,,0","19480212",",,0","19480212",",,0","","","19480225",",,0","19480219",",,0","-8.3",",0,12,+","25",",,0,12,","25",",,0,12,","16.5",",,0,25,","21.7",",0,19,","","","","","403.7",",0","47.2",",,,0","25",",,,0","4.41",",0","8.90",",,,0","-0.08",",,,0","7766",",,,0"
"USC00414978","1948-03","33.66667","-98.78333","323.1","LAKE KICKAPOO, TX US","2.8","0","2.8",",0","6",",0","3",",0","0",",0","0",",0","1",",0","0",",0","13",",0","3",",0","10",",0","0",",0","","","19480311",",,0","19480331","+,,0","19480306",",,0","","","19480321",",,0","19480325",",,0","-14.4",",0,11,","0",",,0,31,+","25",",,0,06,","17.0",",,0,21,","26.7",",0,25,","","","","","291.6",",0","27.0",",,,0","38",",,,0","9.02",",0","14.93",",,,0","3.11",",,,0","10463",",,,0"
"USC00414978","1948-04","33.66667","-98.78333","323.1","LAKE KICKAPOO, TX US","98.1","0","95.3",",0","2",",0","2",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","26",",0","4",",0","","","19480401",",,0","19480430","+,,0","19480430","+,,0","","","19480425",",,0","19480427",",,0","3.3",",0,01,","0",",,0,30,+","0",",,0,30,+","20.8",",,0,25,","32.8",",0,27,","297.1",",,,0","","","30.8",",0","32.5",",,,0","0",",,,0","20.48",",0","26.83",",,,0","14.13",",,,0","10391",",,,0"
"USC00414978","1948-05","33.66667","-98.78333","323.1","LAKE KICKAPOO, TX US","246.0","0","147.9",",0","7",",0","5",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","28",",0","9",",0","","","19480512",",,0","19480531","+,,0","19480531","+,,0","","","19480511",",,0","19480522",",,0","8.9",",0,12,","0",",,0,31,+","0",",,0,31,+","25.9",",,0,11,","35.6",",0,22,","274.7","1,,,0","","","13.9",",0","57.2",",,,0","0",",,,0","22.65",",0","28.31",",,,0","17.00",",,,0","8805",",,,0"
"USC00414978","1948-06","33.66667","-98.78333","323.1","LAKE KICKAPOO, TX US","529.3","0","283.3",",0","6",",0","5",",0","4",",0","0",",0","0",",0","0",",0","0",",0","0",",0","30",",0","20",",0","","","19480603",",,0","19480630","+,,0","19480630","+,,0","","","19480624",",,0","19480606",",,0","16.1",",0,03,","0",",,0,30,+","0",",,0,30,+","78.0",",,0,24,","38.9",",0,06,","349.8","3,,,0","","","0.0",",0","192.0",",,,0","0",",,,0","27.78",",0","33.13",",,,0","22.42",",,,0","8386",",,,0"
"USC00414978","1948-07","33.66667","-98.78333","323.1","LAKE KICKAPOO, TX US","879.4","0","350.1",",0","6",",0","4",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","24",",0","","","19480706",",,0","19480731","+,,0","19480731","+,,0","","","19480703",",,0","19480725",",,0","21.1",",0,06,","0",",,0,31,+","0",",,0,31,+","13.2",",,0,03,","37.8",",0,25,","342.4",",,,0","0.0","0","0.0",",0","29.5",",,,0","0",",,,0","29.63",",0","34.54",",,,0","24.72",",,,0","7254",",,,0"
"USC00414978","1948-08","33.66667","-98.78333","323.1","LAKE KICKAPOO, TX US","1233.9","0","354.5",",0","3",",0","2",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","27",",0","","","19480805",",,0","19480831","+,,0","19480831","+,,0","","","19480826",",,0","19480823",",,0","18.3",",0,05,","0",",,0,31,+","0",",,0,31,+","3.8",",,0,26,","40.6",",0,23,","353.5",",,,0","0.0","0","0.0",",0","8.8",",,,0","0",",,,0","29.77",",0","35.77",",,,0","23.76",",,,0","5910",",,,0"
"USC00414978","1948-09","33.66667","-98.78333","323.1","LAKE KICKAPOO, TX US","1446.9","0","213.0",",0","2",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","30",",0","16",",0","","","19480927",",,0","19480930","+,,0","19480930","+,,0","","","19480909",",,0","19480907",",,0","10.0",",0,27,","0",",,0,30,+","0",",,0,30,+","1.5",",,0,09,","38.3",",0,07,","296.8",",,,0","0.3","0","0.3",",0","2.5",",,,0","0",",,,0","25.43",",0","31.89",",,,0","18.96",",,,0","6008",",,,0"
"USC00414978","1948-10","33.66667","-98.78333","323.1","LAKE KICKAPOO, TX US","1473.6","0","26.7","5,0","3",",0","2",",0","0",",0","0",",0","0",",0","0","2,0","0","2,0","0","4,0","21","4,0","0","4,0","1","","19481018",",2,0","19481031","+,,0","19481031","+,,0","","","19481010",",,0","19481017","+,4,0","4.4","2,0,18,","0",",,0,31,+","0",",,0,31,+","23.1",",,0,10,","31.7","4,0,17,+","169.6","5,,,0","60.3","0","60.0","4,0","32.0",",,,0","0",",,,0","16.86","5,0","23.37","4,,,0","10.34","2,,,0","5883","1,,,0"
"USC00414978","1948-11","33.66667","-98.78333","323.1","LAKE KICKAPOO, TX US","1473.6","0","0.0","4,0","2",",0","1",",0","0",",0","0",",0","0",",0","0",",0","6",",0","1","4,0","1","4,0","0","4,0","2","","19481130","+,,0","19481130","+,,0","19481130","+,,0","","","19481101",",,0","19481101",",4,0","-2.2",",0,30,+","0",",,0,30,+","0",",,0,30,+","15.5",",,0,01,","22.2","4,0,01,","156.1","2,,,0","309.8","0","249.5","4,0","16.0",",,,0","0",",,,0","8.47","4,0","11.78","4,,,0","5.16",",,,0","10512",",,,0"
"USC00414978","1948-12","33.66667","-98.78333","323.1","LAKE KICKAPOO, TX US","","","","","1","2,0","0","2,0","0","2,0","0",",0","0",",0","0","1,","8","1,0","","","","","","","4","","19481230",",1,0","19481231","+,,0","19481226",",,0","","","19481218",",2,0","","","-4.4","1,0,30,","0",",,0,31,+","0",",T,0,26,","1.0","2,,0,18,","","","135.3",",,,0","","","","","15.0",",a,,0","0",",T,,0","","","","","2.70","1,,,0","8598",",,,0"
"USC00414978","1949-01","33.66667","-98.78333","323.1","LAKE KICKAPOO, TX US","","","","","10",",0","8",",0","1",",0","","","","","0","4,0","24","4,0","","","","","","","2","","19490131",",4,0","","","","","","","19490123",",,0","","","-11.1","4,0,31,","","","","","30.0",",,0,23,","","","","","","","","","83.8",",,,0","","","","","","","-4.66","4,,,0","7464",",,,0"
"USC00414978","1949-02","33.66667","-98.78333","323.1","LAKE KICKAPOO, TX US","","","0.0","1,0","3",",0","2",",0","1",",0","0","2,0","0",",0","0",",0","16",",0","2","1,0","0","1,0","0","1,0","7","","19490201",",,0","19490228","+,2,0","19490213",",,0","","","19490213",",,0","19490212",",1,0","-10.6",",0,01,","0","2,,0,28,+","0",",T,0,13,","29.2",",,0,13,","17.2","1,0,12,","","","","","357.8","1,0","38.1",",,,0","0",",T,,0","5.09","1,0","10.10","1,,,0","0.08",",,,0","5311",",,,0"
"USC00414978","1949-03","33.66667","-98.78333","323.1","LAKE KICKAPOO, TX US","","","0.0","2,0","2",",0","2",",0","1",",0","0",",0","0",",0","0","1,0","5","1,0","0","1,0","3","1,0","0","1,0","","","19490318",",1,0","19490331","+,,0","19490326",",,0","1","","19490321",",,0","19490323",",1,0","-1.7","1,0,18,","0",",,0,31,+","0",",T,0,26,","37.3",",,0,21,","23.9","1,0,23,","163.0","3,,,0","","","223.3","1,0","51.0",",,,0","0",",T,,0","10.55","2,0","16.21","1,,,0","4.89","1,,,0","9921",",,,0"
"USC00414978","1949-04","33.66667","-98.78333","323.1","LAKE KICKAPOO, TX US","","","15.4",",0","3",",0","2",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","12",",0","0",",0","4","","19490403",",,0","19490430","+,,0","19490430","+,,0","1","","19490428",",,0","19490413",",,0","2.2",",0,03,","0",",,0,30,+","0",",,0,30,+","3.6",",,0,28,","31.1",",0,13,","190.3","1,,,0","","","101.3",",0","7.1",",,,0","0",",,,0","15.47",",0","20.66",",,,0","10.28",",,,0","7281",",,,0"
"USC00414978","1949-05","33.66667","-98.78333","323.1","LAKE KICKAPOO, TX US","","","126.8","2,0","9","2,0","7","2,0","2","2,0","0",",0","0",",0","0","1,0","0","1,0","0","1,0","30","1,0","2","1,0","6","","19490510",",1,0","19490531","+,,0","19490523",",,0","6","","19490526",",2,0","19490530",",1,0","12.8","1,0,10,","0",",,0,31,+","0",",T,0,23,","47.0","2,,0,26,","34.4","1,0,30,","","","","","0.3","1,0","177.9",",a,,0","0",",T,,0","22.63","2,0","27.91","1,,,0","17.35","1,,,0","8561",",,,0"
