"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","DYFG","DYFG_ATTRIBUTES","DYNT","DYNT_ATTRIBUTES","DYSD","DYSD_ATTRIBUTES","DYSN","DYSN_ATTRIBUTES","DYXP","DYXP_ATTRIBUTES","DYXT","DYXT_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","EVAP","EVAP_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","WDMV","WDMV_ATTRIBUTES"
"USC00290205","1948-01","34.6","-104.38333","1314.9","SUMNER LAKE, NM US","","","","","4",",0","2",",0","0",",0","6",",0","3",",0","","","","","","","","","","","1","","","","19480130","+,,0","19480128",",,0","19480123",",,0","","","","","102",",,0,30,+","107",",,0,28,","6.4",",,0,23,","","","","","","","","","12.5",",,,0","224",",,,0","","","","","","","",""
"USC00290205","1948-02","34.6","-104.38333","1314.9","SUMNER LAKE, NM US","","","0.0",",0","6",",0","2",",0","0",",0","4",",0","3",",0","0",",0","22",",0","2",",0","4",",0","0",",0","2","","19480212",",,0","19480201",",,0","19480205",",,0","19480205",",,0","19480218",",,0","-15.6",",0,12,","76",",,0,01,","69",",,0,05,","20.6",",,0,05,","22.2",",0,18,","","","","","417.4",",0","27.4",",,,0","140",",,,0","3.94",",0","11.29",",,,0","-3.41",",,,0","",""
"USC00290205","1948-03","34.6","-104.38333","1314.9","SUMNER LAKE, NM US","","","0.0",",0","4",",0","2",",0","0",",0","3",",0","3",",0","0",",0","21",",0","2",",0","7",",0","0",",0","","","19480305",",,0","19480304",",,0","19480304",",,0","19480301",",,0","19480324",",,0","-16.1",",0,05,","76",",,0,04,","76",",,0,04,","6.4",",,0,01,","25.0",",0,24,","","","","","369.2",",0","11.4",",,,0","142",",,,0","6.42",",0","15.18",",,,0","-2.34",",,,0","",""
"USC00290205","1948-04","34.6","-104.38333","1314.9","SUMNER LAKE, NM US","","","16.6",",0","1",",0","1",",0","0",",0","0",",0","0",",0","0",",0","2",",0","0",",0","27",",0","3",",0","","","19480401",",,0","19480430","+,,0","19480430","+,,0","19480421",",,0","19480417",",,0","-6.1",",0,01,","0",",,0,30,+","0",",,0,30,+","5.6",",,0,21,","33.3",",0,17,","","","","","73.5",",0","5.6",",,,0","0",",,,0","16.44",",0","26.48",",,,0","6.39",",,,0","6937","5,,,0"
"USC00290205","1948-05","34.6","-104.38333","1314.9","SUMNER LAKE, NM US","","","67.3",",0","4",",0","3",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","30",",0","9",",0","","","19480504",",,0","19480531","+,,0","19480531","+,,0","19480531",",,0","19480521",",,0","3.3",",0,04,","0",",,0,31,+","0",",,0,31,+","10.4",",,0,31,","35.0",",0,21,","","","","","25.1",",0","18.8",",,,0","0",",,,0","19.69",",0","28.96",",,,0","10.43",",,,0","",""
"USC00290205","1948-06","34.6","-104.38333","1314.9","SUMNER LAKE, NM US","","","186.4","1,0","9",",0","3",",0","0",",0","0",",0","0",",0","0","1,0","0","1,0","0","1,0","29","1,0","25","1,0","","","19480609","+,1,0","19480630","+,,0","19480630","+,,0","19480601",",,0","19480617",",1,0","13.3","1,0,09,+","0",",,0,30,+","0",",,0,30,+","8.6",",,0,01,","38.3","1,0,17,","","","","","0.5","1,0","23.2",",,,0","0",",,,0","24.74","1,0","33.37","1,,,0","16.11","1,,,0","5143","5,,,0"
"USC00290205","1948-07","34.6","-104.38333","1314.9","SUMNER LAKE, NM US","","","241.5","1,0","9",",0","4",",0","0",",0","0",",0","0",",0","0","1,0","0","1,0","0","1,0","30","1,0","26","1,0","","","19480730",",1,0","19480731","+,,0","19480731","+,,0","19480728",",,0","19480725","+,1,0","12.2","1,0,30,","0",",,0,31,+","0",",,0,31,+","16.3",",,0,28,","37.8","1,0,25,+","","","0.0","0","0.0","1,0","34.4",",,,0","0",",,,0","26.38","1,0","34.30","1,,,0","18.46","1,,,0","",""
"USC00290205","1948-08","34.6","-104.38333","1314.9","SUMNER LAKE, NM US","","","224.5","1,0","8",",0","4",",0","0",",0","0",",0","0",",0","0","1,0","0","1,0","0","1,0","30","1,0","26","1,0","","","19480826",",1,0","19480831","+,,0","19480831","+,,0","19480804",",,0","19480820",",1,0","13.3","1,0,26,","0",",,0,31,+","0",",,0,31,+","19.3",",,0,04,","38.9","1,0,20,","","","0.0","0","0.0","1,0","48.8",",,,0","0",",,,0","25.82","1,0","34.24","1,,,0","17.39","1,,,0","7738","4,,,0"
"USC00290205","1948-09","34.6","-104.38333","1314.9","SUMNER LAKE, NM US","","","119.8",",0","1",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","30",",0","15",",0","","","19480929",",,0","19480930","+,,0","19480930","+,,0","19480902",",,0","19480905","+,,0","4.4",",0,29,","0",",,0,30,+","0",",,0,30,+","2.5",",,0,02,","37.8",",0,05,+","","","10.8","0","10.8",",0","2.5",",,,0","0",",,,0","21.96",",0","30.89",",,,0","13.04",",,,0","5886","5,,,0"
"USC00290205","1948-10","34.6","-104.38333","1314.9","SUMNER LAKE, NM US","","","3.9",",0","4",",0","3",",0","0",",0","0",",0","0",",0","0",",0","2",",0","0",",0","24",",0","0",",0","","","19481006",",,0","19481031","+,,0","19481031","+,,0","19481031",",,0","19481013",",,0","-0.6",",0,06,","0",",,0,31,+","0",",,0,31,+","10.9",",,0,31,","30.0",",0,13,","","","125.3","0","114.5",",0","21.9",",,,0","0",",,,0","14.76",",0","23.71",",,,0","5.82",",,,0","",""
