"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","DYNT","DYNT_ATTRIBUTES","DYSN","DYSN_ATTRIBUTES","DYXP","DYXP_ATTRIBUTES","DYXT","DYXT_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"CA006158598","1955-11","43.7833","-79.1667","114.0","TORONTO HIGHLAND CREEK, ON CA","","","","","14",",C","6",",C","0",",C","0",",C","","","","","","","","","","","","","19551118",",,C","19551102",",,C","","","","","20",",,C,18,","11.4",",,C,02,","","","","","48.9",",,,C","56",",,,C","","","","","",""
"CA006158598","1955-12","43.7833","-79.1667","114.0","TORONTO HIGHLAND CREEK, ON CA","","","","","12",",C","6",",C","0",",C","4",",C","","","","","","","","","","","","","19551208",",,C","19551203",",,C","","","","","107",",,C,08,","18.0",",,C,03,","","","","","62.1",",,,C","365",",,,C","","","","","",""
"CA006158598","1957-01","43.7833","-79.1667","114.0","TORONTO HIGHLAND CREEK, ON CA","","","","","12",",C","9",",C","1",",C","8",",C","","","","","","","","","","","","","19570115",",,C","19570122",",,C","","","","","107",",,C,15,","33.0",",,C,22,","","","","","96.5",",,,C","554",",,,C","","","","","",""
"CA006158598","1957-02","43.7833","-79.1667","114.0","TORONTO HIGHLAND CREEK, ON CA","","","","","11",",C","9",",C","0",",C","4",",C","","","","","","","","","","","","","19570214",",,C","19570208",",,C","","","","","58",",,C,14,","9.7",",,C,08,","","","","","55.0",",,,C","204",",,,C","","","","","",""
"CA006158598","1957-03","43.7833","-79.1667","114.0","TORONTO HIGHLAND CREEK, ON CA","","","","","8",",C","4",",C","0",",C","3",",C","","","","","","","","","","","","","19570307",",,C","19570319",",,C","","","","","102",",,C,07,","10.9",",,C,19,","","","","","42.3",",,,C","222",",,,C","","","","","",""
"CA006158598","1957-04","43.7833","-79.1667","114.0","TORONTO HIGHLAND CREEK, ON CA","","","","","13",",C","8",",C","0",",C","4",",C","","","","","","","","","","","","","19570411",",,C","19570405",",,C","","","","","51",",,C,11,","18.8",",,C,05,","","","","","90.9",",,,C","141",",,,C","","","","","",""
"CA006158598","1957-05","43.7833","-79.1667","114.0","TORONTO HIGHLAND CREEK, ON CA","","","2.8",",C","11",",C","6",",C","1",",C","0",",C","0",",C","6",",C","0",",C","10",",C","0",",C","19570517",",,C","19570531","+,,C","19570519",",,C","19570507",",,C","-2.8",",C,17,","0",",,C,31,+","28.4",",,C,19,","28.3",",C,07,","219.0",",C","81.7",",,,C","0",",,,C","11.36",",C","17.06",",,,C","5.65",",,,C"
"CA006158598","1957-06","43.7833","-79.1667","114.0","TORONTO HIGHLAND CREEK, ON CA","","","41.8","3,C","8","3,C","4","3,C","0","3,C","0","3,C","0","2,C","0","2,C","0","3,C","19","3,C","0","3,C","19570609",",2,C","19570630","+,3,C","19570617",",3,C","19570618","+,3,C","3.3","2,C,09,","0","3,,C,30,+","5.6","3,,C,17,","31.1","3,C,18,+","59.3","3,C","22.6","3,,,C","0","3,,,C","17.78","3,C","23.64","3,,,C","11.91","2,,,C"
"CA006158598","1957-08","43.7833","-79.1667","114.0","TORONTO HIGHLAND CREEK, ON CA","","","","","","","","","","","0",",C","","","","","","","","","","","","","19570831","+,,C","","","","","","","0",",,C,31,+","","","","","","","","","0",",,,C","","","","","",""
"CA006158598","1957-09","43.7833","-79.1667","114.0","TORONTO HIGHLAND CREEK, ON CA","","","11.9",",C","13",",C","7",",C","1",",C","0",",C","0",",C","2",",C","0",",C","14",",C","0",",C","19570928",",,C","19570930","+,,C","19570915",",,C","19570903",",,C","-2.2",",C,28,","0",",,C,30,+","47.0",",,C,15,","27.8",",C,03,","123.1",",C","123.5",",,,C","0",",,,C","14.63",",C","20.48",",,,C","8.77",",,,C"
"CA006158598","1957-10","43.7833","-79.1667","114.0","TORONTO HIGHLAND CREEK, ON CA","","","0.0","1,C","7",",C","4",",C","1",",C","0",",C","0","1,C","12","1,C","0",",C","2",",C","0",",C","19571026",",1,C","19571031","+,,C","19571023",",,C","19571008",",,C","-6.1","1,C,26,","0",",,C,31,+","42.2",",,C,23,","22.8",",C,08,","302.0",",C","62.1",",,,C","0",",,,C","8.24","1,C","14.17",",,,C","2.32","1,,,C"
"CA006158598","1957-11","43.7833","-79.1667","114.0","TORONTO HIGHLAND CREEK, ON CA","","","0.0",",C","8",",C","7",",C","0",",C","0",",C","0",",C","18",",C","0",",C","0",",C","0",",C","19571127",",,C","19571121",",,C","19571114",",,C","19571101",",,C","-8.9",",C,27,","10",",,C,21,","16.0",",,C,14,","15.0",",C,01,","427.6",",C","65.7",",,,C","10",",,,C","4.08",",C","8.37",",,,C","-0.21",",,,C"
"CA006158598","1957-12","43.7833","-79.1667","114.0","TORONTO HIGHLAND CREEK, ON CA","","","0.0",",C","9","2,C","8","2,C","0","2,C","1",",C","0",",C","25",",C","6",",C","0",",C","0",",C","19571212",",,C","19571213",",,C","19571225",",2,C","19571223","+,,C","-17.2",",C,12,","33",",,C,13,","24.1","2,,C,25,","12.8",",C,23,+","580.9",",C","97.5",",a,,C","51",",a,,C","-0.41",",C","3.39",",,,C","-4.21",",,,C"
