"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","DYNT","DYNT_ATTRIBUTES","DYSD","DYSD_ATTRIBUTES","DYSN","DYSN_ATTRIBUTES","DYXP","DYXP_ATTRIBUTES","DYXT","DYXT_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","WDFG","WDFG_ATTRIBUTES","WSFG","WSFG_ATTRIBUTES"
"CA002100LRP","1995-11","64.05","-139.1333","370.0","DAWSON, YT CA","","","0.0",",C","","","","","","","","","","","24",",C","30",",C","30",",C","0",",C","0",",C","19951127","+,,C","","","","","","","19951102",",,C","-39.8",",C,27,+","","","","","","","-4.3",",C,02,","","","1286.0",",C","","","","","-24.53",",C","-20.63",",,,C","-28.43",",,,C","","","",""
"CA002100LRP","1995-12","64.05","-139.1333","370.0","DAWSON, YT CA","","","0.0",",C","","","","","","","","","","","25",",C","31",",C","31",",C","0",",C","0",",C","19951206","+,,C","","","","","","","19951227",",,C","-49.0",",C,06,+","","","","","","","-6.8",",C,27,","","","1372.1",",C","","","","","-25.93",",C","-22.52",",,,C","-29.33",",,,C","","","",""
"CA002100LRP","1996-01","64.05","-139.1333","370.0","DAWSON, YT CA","0.0","C","0.0",",C","","","","","","","","","","","31",",C","31",",C","31",",C","0",",C","0",",C","19960119",",,C","","","","","","","19960101",",,C","-49.3",",C,19,","","","","","","","-12.1",",C,01,","","","1675.6",",C","","","","","-35.72",",C","-32.92",",,,C","-38.52",",,,C","","","",""
"CA002100LRP","1996-02","64.05","-139.1333","370.0","DAWSON, YT CA","0.0","C","0.0","1,C","","","","","","","","","","","25","1,C","28","1,C","26","1,C","0","1,C","0","1,C","19960221",",1,C","","","","","","","19960210",",1,C","-42.7","1,C,21,","","","","","","","6.1","1,C,10,","","","1082.4","1,C","","","","","-20.33","1,C","-13.38","1,,,C","-27.28","1,,,C","","","",""
"CA002100LRP","1996-03","64.05","-139.1333","370.0","DAWSON, YT CA","0.0","C","0.0",",C","","","","","","","","","","","24",",C","31",",C","19",",C","0",",C","0",",C","19960320",",,C","","","","","","","19960324",",,C","-32.9",",C,20,","","","","","","","8.6",",C,24,","","","940.6",",C","","","","","-12.01",",C","-2.00",",,,C","-22.01",",,,C","","","",""
"CA002100LRP","1996-04","64.05","-139.1333","370.0","DAWSON, YT CA","0.0","C","0.0",",C","","","","","","","","","","","3",",C","29",",C","3",",C","0",",C","0",",C","19960402",",,C","","","","","","","19960418",",,C","-29.0",",C,02,","","","","","","","15.5",",C,18,","","","538.6",",C","","","","","0.38",",C","9.52",",,,C","-8.77",",,,C","","","",""
"CA002100LRP","1996-05","64.05","-139.1333","370.0","DAWSON, YT CA","0.0","C","0.0",",C","","","","","","","","","","","0",",C","19",",C","0",",C","3",",C","0",",C","19960508","+,,C","","","","","","","19960530",",,C","-8.0",",C,08,+","","","","","","","23.5",",C,30,","","","360.5",",C","","","","","6.70",",C","14.46",",,,C","-1.05",",,,C","","","",""
"CA002100LRP","1996-06","64.05","-139.1333","370.0","DAWSON, YT CA","0.0","C","0.0",",C","","","","","","","","","","","0",",C","3",",C","0",",C","11",",C","0",",C","19960605",",,C","","","","","","","19960624",",,C","-3.5",",C,05,","","","","","","","28.4",",C,24,","","","184.9",",C","","","","","12.17",",C","20.09",",,,C","4.25",",,,C","","","",""
"CA002100LRP","1996-07","64.05","-139.1333","370.0","DAWSON, YT CA","0.0","C","0.0","1,C","","","","","","","","","","","0","1,C","0","1,C","0",",C","25",",C","0",",C","19960716",",1,C","","","","","","","19960728",",,C","2.9","1,C,16,","","","","","","","28.9",",C,28,","90.0","C","90.0",",C","","","","","15.35","1,C","23.49",",,,C","7.22","1,,,C","","","",""
"CA002100LRP","1996-08","64.05","-139.1333","370.0","DAWSON, YT CA","0.0","C","0.0",",C","","","","","","","","","","","0",",C","3",",C","0",",C","2",",C","0",",C","19960820",",,C","","","","","","","19960815",",,C","-2.5",",C,20,","","","","","","","22.7",",C,15,","325.1","C","235.1",",C","","","","","10.75",",C","17.23",",,,C","4.27",",,,C","","","",""
"CA002100LRP","1996-09","64.05","-139.1333","370.0","DAWSON, YT CA","0.0","C","0.0",",C","19","1,C","5","1,C","0","1,C","","","","","0",",C","24",",C","0",",C","0",",C","0",",C","19960905",",,C","","","","","19960924",",1,C","19960908",",,C","-8.3",",C,05,","","","","","8.8","1,,C,24,","18.8",",C,08,","743.6","C","418.5",",C","39.4","1,,,C","","","4.38",",C","11.54",",,,C","-2.77",",,,C","","","",""
