"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","DYNT","DYNT_ATTRIBUTES","DYXT","DYXT_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"FIE00144121","1993-06","61.5356","28.1917","125.0","PUUMALA KIRKONKYLA, FI","","","0.0","2,E","0","1,E","0","1,E","0","2,E","0","2,E","0","2,E","19930611",",1,E","19930620",",2,E","2.5","1,E,11,","19.6","2,E,20,","","","200.6","2,E","11.22","2,E","15.13","2,,,E","7.30","1,,,E"
"FIE00144121","1993-07","61.5356","28.1917","125.0","PUUMALA KIRKONKYLA, FI","","","1.1","3,E","0","3,E","0","3,E","0","3,E","11","3,E","0","3,E","19930708",",3,E","19930717",",3,E","7.0","3,E,08,","24.4","3,E,17,","73.6","E","73.6","3,E","15.74","3,E","19.58","3,,,E","11.91","3,,,E"
"FIE00144121","1993-08","61.5356","28.1917","125.0","PUUMALA KIRKONKYLA, FI","","","0.6",",E","0",",E","0",",E","0",",E","6",",E","0",",E","19930831",",,E","19930811",",,E","5.1",",E,31,","23.3",",E,11,","215.5","E","141.9",",E","13.77",",E","16.92",",,,E","10.62",",,,E"
"FIE00144121","1993-09","61.5356","28.1917","125.0","PUUMALA KIRKONKYLA, FI","","","0.0",",E","0",",E","6",",E","0",",E","0",",E","0",",E","19930930",",,E","19930906",",,E","-2.1",",E,30,","13.4",",E,06,","583.5","E","368.0",",E","6.07",",E","9.28",",,,E","2.85",",,,E"
"FIE00144121","1993-10","61.5356","28.1917","125.0","PUUMALA KIRKONKYLA, FI","","","0.0",",E","0",",E","12",",E","1",",E","0",",E","0",",E","19931027",",,E","19931013",",,E","-8.1",",E,27,","11.0",",E,13,","1067.5","E","484.0",",E","2.72",",E","5.36",",,,E","0.08",",,,E"
"FIE00144121","1993-11","61.5356","28.1917","125.0","PUUMALA KIRKONKYLA, FI","","","0.0",",E","0",",E","29",",E","26",",E","0",",E","0",",E","19931121",",,E","19931101",",,E","-15.6",",E,21,","4.4",",E,01,","1776.1","E","708.6",",E","-5.29",",E","-3.64",",,,E","-6.94",",,,E"
"FIE00144121","1993-12","61.5356","28.1917","125.0","PUUMALA KIRKONKYLA, FI","","","0.0","2,E","2",",E","31",",E","23","2,E","0","2,E","0","2,E","19931228",",,E","19931207",",2,E","-23.5",",E,28,","2.0","2,E,07,","2490.7","E","714.6","2,E","-6.05","2,E","-4.35","2,,,E","-7.76",",,,E"
"FIE00144121","1994-01","61.5356","28.1917","125.0","PUUMALA KIRKONKYLA, FI","0.0","E","0.0",",E","4",",E","31",",E","25",",E","0",",E","0",",E","19940130",",,E","19940122",",,E","-21.5",",E,30,","2.7",",E,22,","3274.7","E","784.0",",E","-6.96",",E","-4.27",",,,E","-9.65",",,,E"
"FIE00144121","1994-02","61.5356","28.1917","125.0","PUUMALA KIRKONKYLA, FI","0.0","E","0.0",",E","13",",E","28",",E","28",",E","0",",E","0",",E","19940212",",,E","19940215",",,E","-29.9",",E,12,","-3.0",",E,15,","4198.1","E","923.4",",E","-14.64",",E","-11.05",",,,E","-18.24",",,,E"
"FIE00144121","1994-03","61.5356","28.1917","125.0","PUUMALA KIRKONKYLA, FI","0.0","E","0.0",",E","1",",E","30",",E","15",",E","0",",E","0",",E","19940301",",,E","19940331",",,E","-18.7",",E,01,","9.3",",E,31,","4876.5","E","678.4",",E","-3.55",",E","0.01",",,,E","-7.11",",,,E"
"FIE00144121","1994-04","61.5356","28.1917","125.0","PUUMALA KIRKONKYLA, FI","0.0","E","0.0","1,E","0","1,E","11","1,E","0","1,E","0","1,E","0","1,E","19940413",",1,E","19940427",",1,E","-2.7","1,E,13,","19.4","1,E,27,","5272.3","E","395.8","1,E","4.69","1,E","8.55","1,,,E","0.82","1,,,E"
"FIE00144121","1994-05","61.5356","28.1917","125.0","PUUMALA KIRKONKYLA, FI","0.0","E","0.0","3,E","0","3,E","4","3,E","0","3,E","2","3,E","0","3,E","19940503",",3,E","19940510",",3,E","-1.3","3,E,03,","23.9","3,E,10,","5555.0","E","282.7","3,E","8.24","3,E","13.52","3,,,E","2.95","3,,,E"
"FIE00144121","1994-06","61.5356","28.1917","125.0","PUUMALA KIRKONKYLA, FI","0.4","E","0.4",",E","0",",E","0",",E","0",",E","6",",E","0",",E","19940601",",,E","19940630",",,E","5.7",",E,01,","24.7",",E,30,","5693.8","E","138.8",",E","13.72",",E","18.26",",,,E","9.18",",,,E"
