"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","DYNT","DYNT_ATTRIBUTES","DYSD","DYSD_ATTRIBUTES","DYXP","DYXP_ATTRIBUTES","DYXT","DYXT_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"RSM00031373","1959-01","53.0","128.65","332.0","OKTJABRSKIJ PRIISK, RS","4","4,I","0","4,I","0","4,I","","","","","","","","","","","","","","","","","19590122",",4,I","","","","","","","1.8","4,,I,22,","","","4.6","4,,,I","","","",""
"RSM00031373","1959-02","53.0","128.65","332.0","OKTJABRSKIJ PRIISK, RS","3","3,I","0","3,I","0","3,I","","","","","","","23","5,S","0","5,S","0","5,S","","","","","19590202",",3,I","19590227",",5,S","","","","","0.8","3,,I,02,","-6.1","5,S,27,","2.2","3,,,I","-12.85","5,,,S","",""
"RSM00031373","1959-03","53.0","128.65","332.0","OKTJABRSKIJ PRIISK, RS","4","1,I","3","1,I","0","1,I","","","","","","","","","","","","","","","","","19590328",",1,I","","","","","","","18.7","1,,I,28,","","","31.1","1,,,I","","","",""
"RSM00031373","1959-04","53.0","128.65","332.0","OKTJABRSKIJ PRIISK, RS","5",",I","1",",I","0",",I","","","","","","","6","5,S","0","5,S","0","5,S","","","","","19590419",",,I","19590429",",5,S","","","","","3.3",",,I,19,","20.0","5,S,29,","7.0",",,,I","6.46","5,,,S","",""
"RSM00031373","1959-05","53.0","128.65","332.0","OKTJABRSKIJ PRIISK, RS","6",",I","4",",I","0",",I","","","","","","","","","","","","","","","","","19590527",",,I","","","","","","","17.5",",,I,27,","","","35.5",",,,I","","","",""
"RSM00031373","1959-06","53.0","128.65","332.0","OKTJABRSKIJ PRIISK, RS","9","1,I","4","1,I","1","1,I","","","","","","","","","","","","","","","","","19590626",",1,I","","","","","","","25.4","1,,I,26,","","","46.1","1,,,I","","","",""
"RSM00031373","1959-07","53.0","128.65","332.0","OKTJABRSKIJ PRIISK, RS","11","2,I","8","2,I","1","2,I","","","","","","","","","","","","","","","","","19590718",",2,I","","","","","","","40.6","2,,I,18,","","","132.3","2,,,I","","","",""
"RSM00031373","1959-08","53.0","128.65","332.0","OKTJABRSKIJ PRIISK, RS","21",",I","16",",I","2",",I","","","","","","","","","","","","","","","","","19590803",",,I","","","","","","","36.3",",,I,03,","","","199.9",",,,I","","","",""
"RSM00031373","1959-09","53.0","128.65","332.0","OKTJABRSKIJ PRIISK, RS","7",",I","6",",I","0",",I","","","","","","","","","","","","","","","","","19590903",",,I","","","","","","","19.3",",,I,03,","","","49.9",",,,I","","","",""
"RSM00031373","1959-10","53.0","128.65","332.0","OKTJABRSKIJ PRIISK, RS","11","1,I","4","1,I","0","1,I","","","","","","","","","","","","","","","","","19591028",",1,I","","","","","","","12.1","1,,I,28,","","","35.0","1,,,I","","","",""
"RSM00031373","1959-11","53.0","128.65","332.0","OKTJABRSKIJ PRIISK, RS","10",",I","4",",I","0",",I","","","","","","","","","","","","","","","","","19591102",",,I","","","","","","","16.9",",,I,02,","","","32.8",",,,I","","","",""
"RSM00031373","1959-12","53.0","128.65","332.0","OKTJABRSKIJ PRIISK, RS","6",",I","0",",I","0",",I","","","","","","","","","","","","","","","","","19591211",",,I","","","","","","","1.3",",,I,11,","","","4.9",",,,I","","","",""
"RSM00031373","1960-01","53.0","128.65","332.0","OKTJABRSKIJ PRIISK, RS","1","1,I","0","1,I","0","1,I","","","","","","","","","","","","","","","","","19600103",",1,I","","","","","","","1.1","1,,I,03,","","","1.1","1,,,I","","","",""
"RSM00031373","1960-02","53.0","128.65","332.0","OKTJABRSKIJ PRIISK, RS","5",",I","0",",I","0",",I","","","","","","","25","4,S","0","4,S","0","4,S","","","","","19600224",",,I","19600224","+,4,S","","","","","1.2",",,I,24,","-5.0","4,S,24,+","3.9",",,,I","-16.66","4,,,S","",""
"RSM00031373","1960-03","53.0","128.65","332.0","OKTJABRSKIJ PRIISK, RS","4",",I","1",",I","0",",I","","","","","","","26","5,S","0","5,S","0","5,S","","","","","19600325",",,I","19600316",",5,S","","","","","2.6",",,I,25,","0.0","5,S,16,","5.6",",,,I","-8.27","5,,,S","",""
"RSM00031373","1960-04","53.0","128.65","332.0","OKTJABRSKIJ PRIISK, RS","6",",I","4",",I","0",",I","","","","","","","11","2,S","0","2,S","0","2,S","","","","","19600423",",,I","19600430",",2,S","","","","","5.1",",,I,23,","11.1","2,S,30,","19.7",",,,I","2.30","2,,,S","",""
"RSM00031373","1960-05","53.0","128.65","332.0","OKTJABRSKIJ PRIISK, RS","12","1,I","9","1,I","0","1,I","","","","","","","0","1,S","1","1,S","0","1,S","","","","","19600502",",1,I","19600528",",1,S","","","","","13.3","1,,I,02,","21.1","1,S,28,","64.8","1,,,I","12.06","1,,,S","",""
"RSM00031373","1960-06","53.0","128.65","332.0","OKTJABRSKIJ PRIISK, RS","9","1,I","7","1,I","0","1,I","","","","","","","","","","","","","","","","","19600602",",1,I","","","","","","","24.8","1,,I,02,","","","58.1","1,,,I","","","",""
"RSM00031373","1960-07","53.0","128.65","332.0","OKTJABRSKIJ PRIISK, RS","6",",I","5",",I","3",",I","","","","","","","","","","","","","","","","","19600716",",,I","","","","","","","76.5",",,I,16,","","","165.9",",,,I","","","",""
"RSM00031373","1960-08","53.0","128.65","332.0","OKTJABRSKIJ PRIISK, RS","16",",I","10",",I","4",",I","","","","","","","0","5,S","17","5,S","0","5,S","","","","","19600830",",,I","19600820",",5,S","","","","","43.0",",,I,30,","27.2","5,S,20,","185.3",",,,I","21.88","5,,,S","",""
"RSM00031373","1960-09","53.0","128.65","332.0","OKTJABRSKIJ PRIISK, RS","9",",I","3",",I","0",",I","","","","","","","","","","","","","","","","","19600903",",,I","","","","","","","9.3",",,I,03,","","","28.0",",,,I","","","",""
"RSM00031373","1960-10","53.0","128.65","332.0","OKTJABRSKIJ PRIISK, RS","4","5,I","1","5,I","0","5,I","","","","","","","14","3,S","0","3,S","0","3,S","","","","","19601017",",5,I","19601006",",3,S","","","","","5.8","5,,I,17,","16.1","3,S,06,","8.4","5,,,I","2.48","3,,,S","",""
"RSM00031373","1960-11","53.0","128.65","332.0","OKTJABRSKIJ PRIISK, RS","8",",I","4",",I","0",",I","","","","","","","","","","","","","","","","","19601119",",,I","","","","","","","5.2",",,I,19,","","","20.2",",,,I","","","",""
"RSM00031373","1960-12","53.0","128.65","332.0","OKTJABRSKIJ PRIISK, RS","0",",I","0",",I","0",",I","","","","","","","26","5,S","0","5,S","0","5,S","","","","","19601207",",,I","19601213",",5,S","","","","","0.1",",,I,07,","-17.2","5,S,13,","0.1",",,,I","-23.18","5,,,S","",""
"RSM00031373","1961-01","53.0","128.65","332.0","OKTJABRSKIJ PRIISK, RS","2",",I","0",",I","0",",I","","","25","5,S","26","5,S","","","","","","","19610110",",5,S","","","19610124",",,I","","","-45.0","5,S,10,","","","1.2",",,I,24,","","","1.8",",,,I","","","-36.11","5,,,S"
"RSM00031373","1961-02","53.0","128.65","332.0","OKTJABRSKIJ PRIISK, RS","1",",I","0",",I","0",",I","","","","","","","25","3,S","0","3,S","0","3,S","","","","","19610208",",,I","19610228","+,3,S","","","","","0.6",",,I,08,","-7.8","3,S,28,+","1.2",",,,I","-13.54","3,,,S","",""
"RSM00031373","1961-03","53.0","128.65","332.0","OKTJABRSKIJ PRIISK, RS","6",",I","3",",I","0",",I","","","","","","","26","4,S","0","4,S","0","4,S","","","","","19610330",",,I","19610317",",4,S","","","","","4.6",",,I,30,","1.1","4,S,17,","14.2",",,,I","-4.26","4,,,S","",""
"RSM00031373","1961-04","53.0","128.65","332.0","OKTJABRSKIJ PRIISK, RS","11",",I","5",",I","0",",I","","","","","","","11","1,S","1","1,S","0","1,S","","","","","19610412",",,I","19610425",",1,S","","","","","16.2",",,I,12,","21.1","1,S,25,","58.2",",,,I","3.28","1,,,S","",""
"RSM00031373","1961-05","53.0","128.65","332.0","OKTJABRSKIJ PRIISK, RS","7",",I","3",",I","0",",I","","","","","","","0","2,S","3","2,S","0","2,S","","","","","19610513",",,I","19610531",",2,S","","","","","13.7",",,I,13,","25.0","2,S,31,","34.3",",,,I","14.52","2,,,S","",""
