"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","DYNT","DYNT_ATTRIBUTES","DYSD","DYSD_ATTRIBUTES","DYSN","DYSN_ATTRIBUTES","DYTS","DYTS_ATTRIBUTES","DYXP","DYXP_ATTRIBUTES","DYXT","DYXT_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","EVAP","EVAP_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","WDMV","WDMV_ATTRIBUTES"
"USC00295685","1935-03","35.8","-108.83333","1964.1","MEXICAN SPRINGS, NM US","0.0","6","0.0",",6","8",",6","2",",6","0",",6","","","1",",6","0",",6","27",",6","0",",6","0",",6","0",",6","19350316",",,6","","","19350311",",,6","","","19350303",",,6","19350329","+,,6","-12.2",",6,16,","","","51",",,6,11,","5.1",",,6,03,","19.4",",6,29,+","","","2692.5","6","459.0",",6","11.2",",,,6","123",",,,6","3.53",",6","11.05",",,,6","-3.99",",,,6","",""
"USC00295685","1935-04","35.8","-108.83333","1964.1","MEXICAN SPRINGS, NM US","0.0","6","0.0",",6","5",",6","2",",6","0",",6","","","1",",6","0",",6","17",",6","0",",6","4",",6","0",",6","19350410",",,6","","","19350409",",,6","","","19350408",",,6","19350429","+,,6","-4.4",",6,10,","","","25",",,6,09,","4.1",",,6,08,","23.3",",6,29,+","","","2995.8","6","303.3",",6","8.8",",,,6","38",",,,6","8.22",",6","16.20",",,,6","0.24",",,,6","",""
"USC00295685","1935-05","35.8","-108.83333","1964.1","MEXICAN SPRINGS, NM US","0.0","6","0.0",",6","9",",6","4",",6","0",",6","","","0",",6","0",",6","7",",6","0",",6","11",",6","0",",6","19350501",",,6","","","19350504",",,6","","","19350514","+,,6","19350525","+,,6","-2.2",",6,01,","","","0",",T,6,04,","3.8",",,6,14,+","24.4",",6,25,+","","","3239.2","6","243.4",",6","17.3",",,,6","0",",T,,6","10.48",",6","17.59",",,,6","3.37",",,,6","",""
"USC00295685","1935-06","35.8","-108.83333","1964.1","MEXICAN SPRINGS, NM US","48.0","6","48.0",",6","5",",6","0",",6","0",",6","","","0",",6","0",",6","0",",6","0",",6","30",",6","3",",6","19350601",",,6","","","19350630","+,,6","","","19350608",",,6","19350626","+,,6","1.7",",6,01,","","","0",",,6,30,+","0.8",",,6,08,","33.3",",6,26,+","","","3257.8","6","18.6",",6","2.2",",,,6","0",",,,6","19.31",",6","28.76",",,,6","9.87",",,,6","",""
"USC00295685","1935-07","35.8","-108.83333","1964.1","MEXICAN SPRINGS, NM US","176.7","6","128.7",",6","9",",6","3",",6","1",",6","","","0",",6","0",",6","0",",6","0",",6","31",",6","11",",6","19350704",",,6","","","19350731","+,,6","","","19350719",",,6","19350725",",,6","8.3",",6,04,","","","0",",,6,31,+","29.0",",,6,19,","34.4",",6,25,","","","0.0","6","0.0",",6","46.2",",,,6","0",",,,6","22.49",",6","30.91",",,,6","14.06",",,,6","",""
"USC00295685","1935-08","35.8","-108.83333","1964.1","MEXICAN SPRINGS, NM US","257.7","6","81.0",",6","","","","","","","","","0",",6","0",",6","0",",6","0",",6","31",",6","0",",6","19350816",",,6","","","19350831","+,,6","","","","","19350820",",,6","10.0",",6,16,","","","0",",,6,31,+","","","31.1",",6,20,","","","0.5","6","0.5",",6","","","0",",,,6","20.93",",6","28.80",",,,6","13.06",",,,6","",""
"USC00295685","1935-09","35.8","-108.83333","1964.1","MEXICAN SPRINGS, NM US","277.4","6","19.7",",6","7",",6","3",",6","1",",6","","","0",",6","0",",6","0",",6","0",",6","24",",6","0",",6","19350929","+,,6","","","19350930","+,,6","","","19350927",",,6","19350917",",,6","2.2",",6,29,+","","","0",",,6,30,+","27.2",",,6,27,","31.1",",6,17,","","","62.5","6","62.0",",6","55.5",",,,6","0",",,,6","16.92",",6","25.11",",,,6","8.74",",,,6","",""
"USC00295685","1935-10","35.8","-108.83333","1964.1","MEXICAN SPRINGS, NM US","277.4","6","0.0",",6","2",",6","0",",6","0",",6","","","0",",6","0",",6","11",",6","0",",6","13",",6","0",",6","19351031",",,6","","","19351023",",,6","","","19351019",",,6","19351003",",,6","-8.3",",6,31,","","","0",",T,6,23,","2.3",",,6,19,","26.7",",6,03,","","","308.8","6","246.3",",6","3.3",",,,6","0",",T,,6","10.39",",6","19.09",",,,6","1.69",",,,6","",""
"USC00295685","1935-11","35.8","-108.83333","1964.1","MEXICAN SPRINGS, NM US","277.4","6","0.0",",6","6",",6","4",",6","0",",6","","","1",",6","0",",6","26",",6","0",",6","0",",6","0",",6","19351111",",,6","","","19351110",",,6","","","19351124",",,6","19351101",",,6","-11.7",",6,11,","","","119",",,6,10,","8.4",",,6,24,","17.8",",6,01,","","","769.3","6","460.5",",6","27.3",",,,6","119",",,,6","2.98",",6","10.31",",,,6","-4.34",",,,6","",""
"USC00295685","1935-12","35.8","-108.83333","1964.1","MEXICAN SPRINGS, NM US","277.4","6","0.0",",6","3",",6","1",",6","0",",6","","","","","0",",6","31",",6","0",",6","0",",6","0",",6","19351219",",,6","","","","","","","19351204",",,6","19351225",",,6","-12.8",",6,19,","","","","","8.1",",,6,04,","12.2",",6,25,","","","1340.8","6","571.5",",6","8.9",",,,6","","","-0.10",",6","6.89",",,,6","-7.09",",,,6","",""
"USC00295685","1936-01","35.8","-108.83333","1964.1","MEXICAN SPRINGS, NM US","0.0","","0.0",",6","4",",6","0",",6","0",",6","","","0",",6","0",",6","31",",6","0",",6","0",",6","0",",6","19360119","+,,6","","","19360107",",,6","","","19360129",",,6","19360115",",,6","-12.2",",6,19,+","","","20",",,6,07,","1.8",",,6,29,","14.4",",6,15,","","","1926.1","","585.3",",6","5.6",",,,6","48",",,,6","-0.55",",6","7.29",",,,6","-8.38",",,,6","",""
"USC00295685","1936-02","35.8","-108.83333","1964.1","MEXICAN SPRINGS, NM US","0.0","","0.0","1,6","11",",6","5",",6","0",",6","","","","","0",",6","26",",6","1","1,6","0","1,6","0","1,6","19360204",",,6","","","","","","","19360223",",,6","19360222",",1,6","-12.8",",6,04,","","","","","10.4",",,6,23,","15.0","1,6,22,","","","2399.4","","473.3","1,6","28.9",",,,6","","","1.53","1,6","7.74","1,,,6","-4.68",",,,6","",""
"USC00295685","1936-03","35.8","-108.83333","1964.1","MEXICAN SPRINGS, NM US","0.0","","0.0",",6","5",",6","2",",6","0",",6","","","","","0",",6","27",",6","1",",6","0",",6","0",",6","19360326",",,6","","","","","","","19360324",",,6","19360320",",,6","-10.6",",6,26,","","","","","7.4",",,6,24,","18.9",",6,20,","","","2818.8","","419.4",",6","13.5",",,,6","","","4.80",",6","13.47",",,,6","-3.87",",,,6","",""
"USC00295685","1936-04","35.8","-108.83333","1964.1","MEXICAN SPRINGS, NM US","0.0","","0.0",",6","3",",6","1",",6","0",",6","","","1",",6","0",",6","12",",6","0",",6","19",",6","0",",6","19360402",",,6","","","19360404",",,6","","","19360404",",,6","19360423",",,6","-9.4",",6,02,","","","41",",,6,04,","2.8",",,6,04,","26.7",",6,23,","","","3064.9","","246.1",",6","3.9",",,,6","41",",,,6","10.13",",6","20.06",",,,6","0.20",",,,6","",""
"USC00295685","1936-05","35.8","-108.83333","1964.1","MEXICAN SPRINGS, NM US","0.0","","0.0",",6","3",",6","2",",6","0",",6","","","1",",6","0",",6","3",",6","0",",6","28",",6","0",",6","19360509",",,6","","","19360506",",,6","","","19360506",",,6","19360515",",,6","-2.2",",6,09,","","","38",",,6,06,","7.6",",,6,06,","30.0",",6,15,","","","3178.1","","113.2",",6","11.4",",,,6","38",",,,6","14.68",",6","24.93",",,,6","4.43",",,,6","",""
"USC00295685","1936-06","35.8","-108.83333","1964.1","MEXICAN SPRINGS, NM US","119.4","","119.4",",6","5",",6","2",",6","0",",6","","","0",",6","0",",6","1",",6","0",",6","30",",6","21",",6","19360606",",,6","","","19360630","+,,6","","","19360628",",,6","19360618",",,6","-1.7",",6,06,","","","0",",,6,30,+","2.8",",,6,28,","38.9",",6,18,","","","3206.9","","28.8",",6","8.7",",,,6","0",",,,6","21.35",",6","32.29",",,,6","10.41",",,,6","",""
"USC00295685","1936-07","35.8","-108.83333","1964.1","MEXICAN SPRINGS, NM US","261.7","","142.3",",6","8",",6","2",",6","0",",6","","","0",",6","0",",6","0",",6","0",",6","31",",6","14",",6","19360712",",,6","","","19360731","+,,6","","","19360718",",,6","19360705",",,6","7.2",",6,12,","","","0",",,6,31,+","6.4",",,6,18,","38.9",",6,05,","","","0.6","","0.6",",6","17.2",",,,6","0",",,,6","22.90",",6","32.17",",,,6","13.64",",,,6","",""
"USC00295685","1936-08","35.8","-108.83333","1964.1","MEXICAN SPRINGS, NM US","343.1","","81.4","4,6","","","","","","","","","","","0",",6","0",",6","0","4,6","27","4,6","7","4,6","19360822",",,6","","","","","","","","","19360816",",4,6","10.6",",6,22,","","","","","","","33.3","4,6,16,","2316.5","1,,,6","0.9","","0.3","4,6","","","","","21.29","4,6","29.26","4,,,6","13.32",",,,6","28069",",,,6"
"USC00295685","1936-09","35.8","-108.83333","1964.1","MEXICAN SPRINGS, NM US","352.0","","8.9","1,6","13",",6","4",",6","0",",6","","","","","0",",6","3",",6","0","1,6","24","1,6","0","1,6","19360929",",,6","","","","","","","19360901",",,6","19360908","+,1,6","-2.8",",6,29,","","","","","17.8",",,6,01,","29.4","1,6,08,+","","","69.7","","68.8","1,6","42.5",",,,6","","","16.12","1,6","24.03","1,,,6","8.20",",,,6","11225",",,,6"
"USC00295685","1936-10","35.8","-108.83333","1964.1","MEXICAN SPRINGS, NM US","352.0","","0.0","1,6","4",",6","3",",6","0",",6","","","","","0",",6","8",",6","0","1,6","16","1,6","0","1,6","19361024",",,6","","","","","","","19361019",",,6","19361011","+,1,6","-3.3",",6,24,","","","","","7.4",",,6,19,","26.7","1,6,11,+","1583.4",",,,6","292.9","","223.2","1,6","17.9",",,,6","","","10.95","1,6","19.75","1,,,6","2.15",",,,6","2997",",,,6"
"USC00295685","1937-03","35.8","-108.83333","1964.1","MEXICAN SPRINGS, NM US","","","0.0","2,6","8",",6","1",",6","0",",6","","","","","0","1,6","27","1,6","0","1,6","0","1,6","0","1,6","19370329","+,1,6","","","","","","","19370314",",,6","19370322",",1,6","-7.8","1,6,29,+","","","","","14.7",",,6,14,","20.0","1,6,22,","","","","","410.6","1,6","19.4",",,,6","","","4.18","2,6","11.71","1,,,6","-3.34","1,,,6","15102",",,,6"
"USC00295685","1937-04","35.8","-108.83333","1964.1","MEXICAN SPRINGS, NM US","","","0.0","4,6","1",",6","1",",6","0",",6","","","","","0","2,6","16","2,6","0","2,6","8","2,6","0","2,6","19370424","+,2,6","","","","","","","19370403",",,6","19370415",",2,6","-4.4","2,6,24,+","","","","","5.1",",,6,03,","27.2","2,6,15,","","","","","234.9","2,6","5.1",",,,6","","","9.48","4,6","18.54","2,,,6","0.42","2,,,6","8981",",,,6"
"USC00295685","1937-05","35.8","-108.83333","1964.1","MEXICAN SPRINGS, NM US","","","7.5",",6","6",",6","5",",6","0",",6","","","","","0",",6","0",",6","0",",6","27",",6","0",",6","19370501",",,6","","","","","","","19370527",",,6","19370515",",,6","0.6",",6,01,","","","","","13.0",",,6,27,","30.6",",6,15,","2574.5","2,,,6","","","109.4",",6","35.6",",,,6","","","15.05",",6","24.07",",,,6","6.02",",,,6","5505","2,,,6"
"USC00295685","1937-06","35.8","-108.83333","1964.1","MEXICAN SPRINGS, NM US","","","38.3",",6","5",",6","3",",6","0",",6","","","","","0",",6","0",",6","0",",6","28",",6","3",",6","19370606",",,6","","","","","","","19370622",",,6","19370621",",,6","3.3",",6,06,","","","","","7.9",",,6,22,","34.4",",6,21,","2908.4",",,,6","","","44.5",",6","19.5",",,,6","","","18.13",",6","27.28",",,,6","8.98",",,,6","4499","1,,,6"
"USC00295685","1937-07","35.8","-108.83333","1964.1","MEXICAN SPRINGS, NM US","","","118.0","1,6","","","","","","","","","","","0",",6","0",",6","0","1,6","30","1,6","13","1,6","19370712",",,6","","","","","","","","","19370723",",1,6","9.4",",6,12,","","","","","","","36.1","1,6,23,","2581.9","2,,,6","0.3","","0.3","1,6","","","","","22.21","1,6","30.83","1,,,6","13.58",",,,6","3277","1,,,6"
"USC00295685","1937-08","35.8","-108.83333","1964.1","MEXICAN SPRINGS, NM US","","","128.1",",6","13",",6","9",",6","0",",6","","","","","0",",6","0",",6","0",",6","31",",6","9",",6","19370820",",,6","","","","","","","19370830",",,6","19370809",",,6","10.6",",6,20,","","","","","14.7",",,6,30,","37.8",",6,09,","3189.8",",,,6","0.3","","0.0",",6","56.9",",,,6","","","22.46",",6","31.15",",,,6","13.78",",,,6","3015","1,,,6"
"USC00295685","1937-09","35.8","-108.83333","1964.1","MEXICAN SPRINGS, NM US","","","27.5",",6","6",",6","3",",6","0",",6","","","","","0",",6","0",",6","0",",6","28",",6","0",",6","19370925",",,6","","","","","","","19370929",",,6","19370913",",,6","3.9",",6,25,","","","","","6.4",",,6,29,","30.6",",6,13,","1954.9",",,,6","25.7","","25.4",",6","19.1",",,,6","","","18.40",",6","27.17",",,,6","9.64",",,,6","2593","2,,,6"
"USC00295685","1937-10","35.8","-108.83333","1964.1","MEXICAN SPRINGS, NM US","","","0.0","1,6","2",",6","1",",6","0",",6","","","","","0",",6","3",",6","0","1,6","19","1,6","0","1,6","19371019",",,6","","","","","","","19371015",",,6","19371007","+,1,6","-2.2",",6,19,","","","","","4.3",",,6,15,","25.6","1,6,07,+","1493.9","1,,,6","196.5","","170.8","1,6","5.8",",,,6","","","12.59","1,6","21.27","1,,,6","3.92",",,,6","3419",",,,6"
"USC00295685","1937-11","35.8","-108.83333","1964.1","MEXICAN SPRINGS, NM US","","","0.0",",6","3",",6","0",",6","0",",6","","","","","0",",6","24",",6","0",",6","0",",6","0",",6","19371127",",,6","","","","","","","19371106",",,6","19371103",",,6","-8.9",",6,27,","","","","","1.5",",,6,06,","20.6",",6,03,","1008.8","3,,,6","560.2","","363.7",",6","2.8",",,,6","","","6.21",",6","14.90",",,,6","-2.48",",,,6","3823","1,,,6"
"USC00295685","1938-04","35.8","-108.83333","1964.1","MEXICAN SPRINGS, NM US","","","0.0","2,6","4",",6","0",",6","0",",6","","","","","0",",6","16",",6","0","2,6","12","2,6","0","2,6","19380407","+,,6","","","","","","","19380413",",,6","19380428","+,2,6","-7.8",",6,07,+","","","","","1.8",",,6,13,","25.0","2,6,28,+","","","","","247.3","2,6","3.6",",,,6","","","9.35","2,6","18.77","2,,,6","-0.08",",,,6","5565",",,,6"
"USC00295685","1938-05","35.8","-108.83333","1964.1","MEXICAN SPRINGS, NM US","","","3.6","1,6","1",",6","1",",6","0",",6","","","","","0",",6","7",",6","0","1,6","21","1,6","0","1,6","19380507",",,6","","","","","","","19380505",",,6","19380527","+,1,6","-5.0",",6,07,","","","","","4.8",",,6,05,","28.9","1,6,27,+","2870.6",",,,6","","","156.9","1,6","4.8",",,,6","","","13.14","1,6","22.27","1,,,6","4.02",",,,6","6574",",,,6"
"USC00295685","1938-06","35.8","-108.83333","1964.1","MEXICAN SPRINGS, NM US","","","40.9",",6","6",",6","5",",6","0",",6","","","","","0",",6","0",",6","0",",6","30",",6","2",",6","19380611",",,6","","","","","","","19380628",",,6","19380604",",,6","5.6",",6,11,","","","","","19.8",",,6,28,","35.6",",6,04,","2951.5","1,,,6","","","7.2",",6","54.6",",,,6","","","19.46",",6","28.73",",,,6","10.18",",,,6","4710",",,,6"
"USC00295685","1938-07","35.8","-108.83333","1964.1","MEXICAN SPRINGS, NM US","","","88.8",",6","6",",6","3",",6","0",",6","","","","","0",",6","0",",6","0",",6","31",",6","7",",6","19380708","+,,6","","","","","","","19380727",",,6","19380731",",,6","9.4",",6,08,+","","","","","7.6",",,6,27,","35.6",",6,31,","2993.6",",,,6","0.0","","0.0",",6","19.0",",,,6","","","21.20",",6","29.84",",,,6","12.56",",,,6","3417",",,,6"
"USC00295685","1938-08","35.8","-108.83333","1964.1","MEXICAN SPRINGS, NM US","","","102.0","1,6","8",",6","5",",6","0",",6","","","","","0",",6","0",",6","0","1,6","30","1,6","7","1,6","19380818",",,6","","","","","","","19380809",",,6","19380801",",1,6","7.8",",6,18,","","","","","12.4",",,6,09,","36.1","1,6,01,","2990.8",",,,6","0.3","","0.3","1,6","41.1",",,,6","","","21.71","1,6","29.97","1,,,6","13.45",",,,6","3674",",,,6"
"USC00295685","1938-09","35.8","-108.83333","1964.1","MEXICAN SPRINGS, NM US","","","2.2","1,6","8",",6","5",",6","0",",6","","","","","0",",6","0",",6","0","1,6","29","1,6","0","1,6","19380917",",,6","","","","","","","19380910",",,6","19380927","+,1,6","5.6",",6,17,","","","","","13.0",",,6,10,","28.3","1,6,27,+","1580.9","2,,,6","39.9","","39.6","1,6","31.7",",,,6","","","17.11","1,6","25.48","1,,,6","8.74",",,,6","2446",",,,6"
"USC00295685","1938-10","35.8","-108.83333","1964.1","MEXICAN SPRINGS, NM US","","","0.0",",6","3",",6","0",",6","0",",6","","","","","0",",6","8",",6","0",",6","15",",6","0",",6","19381020",",,6","","","","","","","19381020",",,6","19381014",",,6","-5.6",",6,20,","","","","","1.3",",,6,20,","26.7",",6,14,","1752.4",",,,6","251.5","","211.6",",6","2.4",",,,6","","","11.51",",6","20.55",",,,6","2.47",",,,6","3852",",,,6"
"USC00295685","1939-04","35.8","-108.83333","1964.1","MEXICAN SPRINGS, NM US","","","0.0","1,6","3",",6","2",",6","0",",6","","","","","0",",6","7",",6","0","1,6","12","1,6","0","1,6","19390415",",,6","","","","","","","19390403",",,6","19390422",",1,6","-5.0",",6,15,","","","","","13.2",",,6,03,","25.6","1,6,22,","2759.8","1,,,6","","","226.1","1,6","21.6",",,,6","","","10.56","1,6","19.20","1,,,6","1.92",",,,6","5972","1,,,6"
"USC00295685","1939-05","35.8","-108.83333","1964.1","MEXICAN SPRINGS, NM US","","","0.0",",6","3",",6","2",",6","0",",6","","","","","0",",6","1",",6","0",",6","26",",6","0",",6","19390524",",,6","","","","","","","19390514",",,6","19390529","+,,6","-2.2",",6,24,","","","","","5.6",",,6,14,","27.8",",6,29,+","3222.9",",,,6","","","117.5",",6","9.6",",,,6","","","14.54",",6","24.02",",,,6","5.06",",,,6","5995",",,,6"
"USC00295685","1939-06","35.8","-108.83333","1964.1","MEXICAN SPRINGS, NM US","","","39.5",",6","1",",6","0",",6","0",",6","","","","","0",",6","2",",6","0",",6","30",",6","4",",6","19390619","+,,6","","","","","","","19390629",",,6","19390613",",,6","0.0",",6,19,+","","","","","1.0",",,6,29,","35.6",",6,13,","3512.5","4,,,6","","","29.7",",6","1.0",",,,6","","","18.66",",6","29.26",",,,6","8.05",",,,6","6712",",,,6"
"USC00295685","1939-07","35.8","-108.83333","1964.1","MEXICAN SPRINGS, NM US","","","114.1",",6","4",",6","1",",6","0",",6","","","","","0",",6","0",",6","0",",6","31",",6","15",",6","19390711",",,6","","","","","","","19390728",",,6","19390721",",,6","7.8",",6,11,","","","","","16.8",",,6,28,","35.6",",6,21,","3483.7","1,,,6","1.4","","1.4",",6","19.9",",,,6","","","21.97",",6","30.99",",,,6","12.95",",,,6","4686",",,,6"
"USC00295685","1939-08","35.8","-108.83333","1964.1","MEXICAN SPRINGS, NM US","","","105.5",",6","10",",6","5",",6","0",",6","","","","","0",",6","0",",6","0",",6","31",",6","3",",6","19390824",",,6","","","","","","","19390826",",,6","19390816","+,,6","10.0",",6,24,","","","","","11.7",",,6,26,","32.8",",6,16,+","2881.5",",,,6","1.4","","0.0",",6","33.9",",,,6","","","21.74",",6","29.79",",,,6","13.68",",,,6","4283",",,,6"
"USC00295685","1939-09","35.8","-108.83333","1964.1","MEXICAN SPRINGS, NM US","","","15.6",",6","6",",6","4",",6","0",",6","","","","","0",",6","0",",6","0",",6","27",",6","0",",6","19390930",",,6","","","","","","","19390910",",,6","19390901",",,6","5.0",",6,30,","","","","","22.4",",,6,10,","30.0",",6,01,","1957.0",",,,6","36.8","","35.4",",6","45.7",",,,6","","","17.67",",6","24.77",",,,6","10.58",",,,6","3768",",,,6"
"USC00295685","1939-10","35.8","-108.83333","1964.1","MEXICAN SPRINGS, NM US","","","0.0",",6","5",",6","2",",6","0",",6","","","","","0",",6","7",",6","0",",6","14",",6","0",",6","19391028","+,,6","","","","","","","19391025",",,6","19391022","+,,6","-4.4",",6,28,+","","","","","9.1",",,6,25,","22.8",",6,22,+","1915.7",",,,6","274.9","","238.1",",6","14.2",",,,6","","","10.65",",6","19.33",",,,6","1.97",",,,6","4612","1,,,6"
