"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","DYFG","DYFG_ATTRIBUTES","DYNT","DYNT_ATTRIBUTES","DYSD","DYSD_ATTRIBUTES","DYSN","DYSN_ATTRIBUTES","DYTS","DYTS_ATTRIBUTES","DYXP","DYXP_ATTRIBUTES","DYXT","DYXT_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"RQC00662336","1969-04","18.1547","-66.5619","1219.8","CERRO MARAVILLA, PR US","","","24.8",",0","22",",0","18",",0","5",",0","0",",0","0",",0","0",",0","0",",0","0",",0","29",",0","0",",0","","","19690408","+,,0","19690430","+,,0","19690430","+,,0","4","","19690419",",,0","19690409","+,,0","12.8",",0,08,+","0",",,0,30,+","0",",,0,30,+","51.8",",,0,19,","24.4",",0,09,+","","","4.2",",0","292.9",",,,0","0",",,,0","19.02",",0","22.99",",,,0","15.05",",,,0"
"RQC00662336","1969-05","18.1547","-66.5619","1219.8","CERRO MARAVILLA, PR US","","","29.6",",0","28",",0","23",",0","8",",0","0",",0","0",",0","0",",0","0",",0","0",",0","24",",0","0",",0","","","19690510",",,0","19690531","+,,0","19690531","+,,0","19","","19690521",",,0","19690520",",,0","15.0",",0,10,","0",",,0,31,+","0",",,0,31,+","156.7",",,0,21,","25.0",",0,20,","","","2.4",",0","752.3",",,,0","0",",,,0","19.21",",0","22.21",",,,0","16.21",",,,0"
"RQC00662336","1969-06","18.1547","-66.5619","1219.8","CERRO MARAVILLA, PR US","","","26.6",",0","21",",0","17",",0","6",",0","0",",0","0",",0","0",",0","0",",0","0",",0","26",",0","0",",0","","","19690629","+,,0","19690630","+,,0","19690630","+,,0","","","19690621",",,0","19690623",",,0","15.6",",0,29,+","0",",,0,30,+","0",",,0,30,+","50.8",",,0,21,","24.4",",0,23,","","","0.9",",0","358.0",",,,0","0",",,,0","19.19",",0","22.20",",,,0","16.18",",,,0"
"RQC00662336","1969-07","18.1547","-66.5619","1219.8","CERRO MARAVILLA, PR US","","","42.5",",0","19",",0","8",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","0",",0","","","19690727","+,,0","19690731","+,,0","19690731","+,,0","6","","19690723",",,0","19690727",",,0","15.6",",0,27,+","0",",,0,31,+","0",",,0,31,+","28.4",",,0,23,","25.6",",0,27,","0.0","0","0.0",",0","107.2",",,,0","0",",,,0","19.70",",0","23.31",",,,0","16.10",",,,0"
"RQC00662336","1969-08","18.1547","-66.5619","1219.8","CERRO MARAVILLA, PR US","","","43.9",",0","19",",0","13",",0","5",",0","0",",0","0",",0","0",",0","0",",0","0",",0","30",",0","0",",0","","","19690812",",,0","19690831","+,,0","19690831","+,,0","14","","19690812","+,,0","19690824",",,0","13.9",",0,12,","0",",,0,31,+","0",",,0,31,+","53.3",",,0,12,+","26.1",",0,24,","1.4","0","1.4",",0","291.5",",,,0","0",",,,0","19.70",",0","23.57",",,,0","15.84",",,,0"
"RQC00662336","1969-09","18.1547","-66.5619","1219.8","CERRO MARAVILLA, PR US","","","44.2",",0","22",",0","18",",0","3",",0","0",",0","0",",0","0",",0","0",",0","0",",0","29",",0","0",",0","","","19690928","+,,0","19690930","+,,0","19690930","+,,0","2","","19690926",",,0","19690927","+,,0","15.0",",0,28,+","0",",,0,30,+","0",",,0,30,+","63.2",",,0,26,","25.6",",0,27,+","1.6","0","0.2",",0","258.3",",,,0","0",",,,0","19.80",",0","23.44",",,,0","16.16",",,,0"
"RQC00662336","1969-10","18.1547","-66.5619","1219.8","CERRO MARAVILLA, PR US","","","33.4",",0","26",",0","25",",0","8",",0","0",",0","0",",0","0",",0","0",",0","0",",0","27",",0","0",",0","","","19691027","+,,0","19691031","+,,0","19691031","+,,0","11","","19691008",",,0","19691013","+,,0","15.0",",0,27,+","0",",,0,31,+","0",",,0,31,+","81.0",",,0,08,","25.0",",0,13,+","3.8","0","2.2",",0","472.9",",,,0","0",",,,0","19.34",",0","22.74",",,,0","15.93",",,,0"
"RQC00662336","1969-11","18.1547","-66.5619","1219.8","CERRO MARAVILLA, PR US","","","13.5","1,0","21",",0","8",",0","4",",0","0",",0","0",",0","0","1,0","0","1,0","0",",0","19",",0","0",",0","","","19691123","+,1,0","19691130","+,,0","19691130","+,,0","","","19691109",",,0","19691101",",,0","11.1","1,0,23,+","0",",,0,30,+","0",",,0,30,+","72.4",",,0,09,","24.4",",0,01,","28.0","0","24.2",",0","257.7",",,,0","0",",,,0","18.02","1,0","21.36",",,,0","14.68","1,,,0"
"RQC00662336","1969-12","18.1547","-66.5619","1219.8","CERRO MARAVILLA, PR US","","","2.3",",0","14",",0","7",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","16",",0","0",",0","","","19691211",",,0","19691231","+,,0","19691231","+,,0","2","","19691206",",,0","19691203",",,0","11.1",",0,11,","0",",,0,31,+","0",",,0,31,+","27.9",",,0,06,","25.6",",0,03,","67.7","0","39.7",",0","71.6",",,,0","0",",,,0","17.13",",0","20.59",",,,0","13.67",",,,0"
"RQC00662336","1970-01","18.1547","-66.5619","1219.8","CERRO MARAVILLA, PR US","1.7","0","1.7",",0","17",",0","7",",0","2",",0","0",",0","0",",0","0",",0","0",",0","0",",0","15",",0","0",",0","","","19700117","+,,0","19700131","+,,0","19700131","+,,0","","","19700114",",,0","19700125",",,0","11.7",",0,17,+","0",",,0,31,+","0",",,0,31,+","78.7",",,0,14,","23.3",",0,25,","108.1","0","40.4",",0","160.2",",,,0","0",",,,0","17.08",",0","20.75",",,,0","13.42",",,,0"
