"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","DYXP","DYXP_ATTRIBUTES","DYXT","DYXT_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES"
"GMM00010142","1993-07","53.983","9.567","26.0","ITZEHOE, GM","21","4,S","8","4,S","2","4,S","","","","","","","19930727",",4,S","","","41.9","4,,S,27,","","","166.4","4,,,S","",""
"GMM00010142","1993-09","53.983","9.567","26.0","ITZEHOE, GM","16","5,S","11","5,S","2","5,S","","","","","","","19930901",",5,S","","","99.1","5,,S,01,","","","205.3","5,,,S","",""
"GMM00010142","1994-03","53.983","9.567","26.0","ITZEHOE, GM","20","5,S","13","5,S","0","5,S","","","","","","","19940324",",5,S","","","17.8","5,,S,24,","","","115.1","5,,,S","",""
"GMM00010142","1995-02","53.983","9.567","26.0","ITZEHOE, GM","17","5,S","11","5,S","0","5,S","","","","","","","19950217",",5,S","","","22.9","5,,S,17,","","","94.9","5,,,S","",""
"GMM00010142","1995-09","53.983","9.567","26.0","ITZEHOE, GM","13","2,S","10","2,S","1","2,S","","","","","","","19950914",",2,S","","","28.7","2,,S,14,","","","110.0","2,,,S","",""
"GMM00010142","1995-10","53.983","9.567","26.0","ITZEHOE, GM","8","4,S","2","4,S","0","4,S","","","","","","","19951020",",4,S","","","9.1","4,,S,20,","","","17.5","4,,,S","",""
"GMM00010142","1995-12","53.983","9.567","26.0","ITZEHOE, GM","7","4,S","3","4,S","0","4,S","","","","","","","19951223",",4,S","","","9.7","4,,S,23,","","","23.5","4,,,S","",""
"GMM00010142","1996-01","53.983","9.567","26.0","ITZEHOE, GM","2",",S","0",",S","0",",S","","","","","","","19960108",",,S","","","2.3",",,S,08,","","","2.6",",,,S","",""
"GMM00010142","1996-02","53.983","9.567","26.0","ITZEHOE, GM","16",",S","6",",S","0",",S","","","","","","","19960219",",,S","","","20.6",",,S,19,","","","55.8",",,,S","",""
"GMM00010142","1996-03","53.983","9.567","26.0","ITZEHOE, GM","9","1,S","2","1,S","0","1,S","1","5,S","0","5,S","0","5,S","19960329",",1,S","19960320",",5,S","7.6","1,,S,29,","10.0","5,S,20,","14.2","1,,,S","4.55","5,,,S"
