"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","DYFG","DYFG_ATTRIBUTES","DYNT","DYNT_ATTRIBUTES","DYSD","DYSD_ATTRIBUTES","DYSN","DYSN_ATTRIBUTES","DYTS","DYTS_ATTRIBUTES","DYXP","DYXP_ATTRIBUTES","DYXT","DYXT_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HN01","HN01_ATTRIBUTES","HN02","HN02_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","HX01","HX01_ATTRIBUTES","HX02","HX02_ATTRIBUTES","LN01","LN01_ATTRIBUTES","LN02","LN02_ATTRIBUTES","LX01","LX01_ATTRIBUTES","LX02","LX02_ATTRIBUTES","MN01","MN01_ATTRIBUTES","MN02","MN02_ATTRIBUTES","MX01","MX01_ATTRIBUTES","MX02","MX02_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","WDFG","WDFG_ATTRIBUTES","WSFG","WSFG_ATTRIBUTES"
"USC00203331","2013-01","42.8971","-85.7794","188.4","GRANDVILLE 1 SW, MI US","","","","","18",",N","12",",N","1",",N","20",",N","7",",N","","","","","","","","","","","","","","","20130126",",,N","20130122",",,N","","","20130130",",,N","","","","","241",",,N,26,","191",",,N,22,","27.9",",,N,30,","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","118.2",",,,N","703",",,,N","","","","","","","","","",""
"USC00203331","2013-02","42.8971","-85.7794","188.4","GRANDVILLE 1 SW, MI US","","","","","19",",N","14",",N","0",",N","28",",N","12",",N","","","","","","","","","","","","","","","20130202",",,N","20130202",",,N","","","20130208",",,N","","","","","381",",,N,02,","269",",,N,02,","23.1",",,N,08,","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","125.4",",,,N","1503",",,,N","","","","","","","","","",""
"USC00203331","2013-03","42.8971","-85.7794","188.4","GRANDVILLE 1 SW, MI US","","","","","11",",N","7",",N","0",",N","18",",N","6",",N","","","","","","","","","","","","","","","20130301",",,N","20130320",",,N","","","20130311",",,N","","","","","191",",,N,01,","135",",,N,20,","9.7",",,N,11,","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","45.2",",,,N","350",",,,N","","","","","","","","","",""
"USC00203331","2013-04","42.8971","-85.7794","188.4","GRANDVILLE 1 SW, MI US","","","","","16",",N","12",",N","3",",N","0",",N","0",",N","","","","","","","","","","","","","","","20130420","+,,N","20130420",",,N","","","20130418",",,N","","","","","0",",T,N,20,+","5",",,N,20,","78.2",",,N,18,","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","254.5",",,,N","11",",,,N","","","","","","","","","",""
"USC00203331","2013-05","42.8971","-85.7794","188.4","GRANDVILLE 1 SW, MI US","","","","","13",",N","10",",N","0",",N","0",",N","0",",N","","","","","","","","","","","","","","","20130531","+,,N","20130531","+,,N","","","20130529",",,N","","","","","0",",,N,31,+","0",",,N,31,+","21.8",",,N,29,","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","96.7",",,,N","0",",,,N","","","","","","","","","",""
"USC00203331","2013-06","42.8971","-85.7794","188.4","GRANDVILLE 1 SW, MI US","","","","","12",",N","9",",N","2",",N","0",",N","0",",N","","","","","","","","","","","","","","","20130630","+,,N","20130630","+,,N","","","20130616",",,N","","","","","0",",,N,30,+","0",",,N,30,+","39.9",",,N,16,","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","119.6",",,,N","0",",,,N","","","","","","","","","",""
"USC00203331","2013-07","42.8971","-85.7794","188.4","GRANDVILLE 1 SW, MI US","","","","","12",",N","6",",N","1",",N","0",",N","0",",N","","","","","","","","","","","","","","","20130731","+,,N","20130731","+,,N","","","20130722",",,N","","","","","0",",,N,31,+","0",",,N,31,+","40.6",",,N,22,","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","80.9",",,,N","0",",,,N","","","","","","","","","",""
"USC00203331","2013-08","42.8971","-85.7794","188.4","GRANDVILLE 1 SW, MI US","","","","","10",",N","7",",N","0",",N","0",",N","0",",N","","","","","","","","","","","","","","","20130831","+,,N","20130831","+,,N","","","20130813",",,N","","","","","0",",,N,31,+","0",",,N,31,+","13.7",",,N,13,","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","51.3",",,,N","0",",,,N","","","","","","","","","",""
"USC00203331","2013-09","42.8971","-85.7794","188.4","GRANDVILLE 1 SW, MI US","","","","","11",",N","6",",N","1",",N","0",",N","0",",N","","","","","","","","","","","","","","","20130930","+,,N","20130930","+,,N","","","20130909",",,N","","","","","0",",,N,30,+","0",",,N,30,+","95.5",",,N,09,","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","133.7",",,,N","0",",,,N","","","","","","","","","",""
"USC00203331","2013-10","42.8971","-85.7794","188.4","GRANDVILLE 1 SW, MI US","","","","","16",",N","13",",N","0",",N","0",",N","0","1,N","","","","","","","","","","","","","","","20131031","+,,N","20131024","+,1,N","","","20131031",",,N","","","","","0",",,N,31,+","0","1,T,N,24,+","19.6",",,N,31,","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","102.2",",,,N","0","1,T,,N","","","","","","","","","",""
"USC00203331","2013-11","42.8971","-85.7794","188.4","GRANDVILLE 1 SW, MI US","","","","","18",",N","10",",N","1",",N","5",",N","3",",N","","","","","","","","","","","","","","","20131129",",,N","20131126",",,N","","","20131118",",,N","","","","","64",",,N,29,","51",",,N,26,","37.1",",,N,18,","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","138.0",",,,N","146",",,,N","","","","","","","","","",""
"USC00203331","2013-12","42.8971","-85.7794","188.4","GRANDVILLE 1 SW, MI US","","","","","24",",N","14",",N","0",",N","25",",N","12",",N","","","","","","","","","","","","","","","20131227",",,N","20131224",",,N","","","20131204",",,N","","","","","241",",,N,27,","135",",,N,24,","20.3",",,N,04,","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","95.7",",,,N","1046",",,,N","","","","","","","","","",""
"USC00203331","2014-01","42.8971","-85.7794","188.4","GRANDVILLE 1 SW, MI US","","","","","23",",N","16",",N","0",",N","31",",N","17",",N","","","","","","","","","","","","","","","20140127",",,N","20140125",",,N","","","20140111",",,N","","","","","597",",,N,27,","229",",,N,25,","21.3",",,N,11,","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","125.7",",,,N","1524",",,,N","","","","","","","","","",""
"USC00203331","2014-02","42.8971","-85.7794","188.4","GRANDVILLE 1 SW, MI US","","","","","20",",N","6",",N","0",",N","28",",N","10",",N","","","","","","","","","","","","","","","20140219","+,,N","20140218",",,N","","","20140221",",,N","","","","","660",",,N,19,+","160",",,N,18,","15.0",",,N,21,","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","56.9",",,,N","713",",,,N","","","","","","","","","",""
"USC00203331","2014-03","42.8971","-85.7794","188.4","GRANDVILLE 1 SW, MI US","","","","","14",",N","6",",N","0",",N","30",",N","3",",N","","","","","","","","","","","","","","","20140303","+,,N","20140302",",,N","","","20140328",",,N","","","","","559",",,N,03,+","61",",,N,02,","11.2",",,N,28,","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","42.6",",,,N","231",",,,N","","","","","","","","","",""
"USC00203331","2014-04","42.8971","-85.7794","188.4","GRANDVILLE 1 SW, MI US","","","","","10","1,N","10","1,N","1","1,N","1","1,N","1","1,N","","","","","","","","","","","","","","","20140415",",1,N","20140415",",1,N","","","20140414",",1,N","","","","","64","1,,N,15,","79","1,,N,15,","25.4","1,,N,14,","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","81.7","1,,,N","87","1,,,N","","","","","","","","","",""
"USC00203331","2014-05","42.8971","-85.7794","188.4","GRANDVILLE 1 SW, MI US","","","","","15",",N","10",",N","0",",N","0",",N","0",",N","","","","","","","","","","","","","","","20140531","+,,N","20140531","+,,N","","","20140515",",,N","","","","","0",",,N,31,+","0",",,N,31,+","19.1",",,N,15,","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","96.9",",,,N","0",",,,N","","","","","","","","","",""
"USC00203331","2014-06","42.8971","-85.7794","188.4","GRANDVILLE 1 SW, MI US","","","","","17",",N","12",",N","1",",N","0",",N","0",",N","","","","","","","","","","","","","","","20140630","+,,N","20140630","+,,N","","","20140622",",,N","","","","","0",",,N,30,+","0",",,N,30,+","34.8",",,N,22,","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","180.1",",,,N","0",",,,N","","","","","","","","","",""
"USC00203331","2014-07","42.8971","-85.7794","188.4","GRANDVILLE 1 SW, MI US","","","","","11",",N","7",",N","2",",N","0",",N","0",",N","","","","","","","","","","","","","","","20140731","+,,N","20140731","+,,N","","","20140707",",,N","","","","","0",",,N,31,+","0",",,N,31,+","28.4",",,N,07,","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","93.4",",,,N","0",",,,N","","","","","","","","","",""
"USC00203331","2014-08","42.8971","-85.7794","188.4","GRANDVILLE 1 SW, MI US","","","","","8",",N","5",",N","0",",N","0",",N","0",",N","","","","","","","","","","","","","","","20140831","+,,N","20140831","+,,N","","","20140820",",,N","","","","","0",",,N,31,+","0",",,N,31,+","23.6",",,N,20,","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","68.8",",,,N","0",",,,N","","","","","","","","","",""
"USC00203331","2014-09","42.8971","-85.7794","188.4","GRANDVILLE 1 SW, MI US","","","","","13",",N","7",",N","0",",N","0",",N","0",",N","","","","","","","","","","","","","","","20140930","+,,N","20140930","+,,N","","","20140911",",,N","","","","","0",",,N,30,+","0",",,N,30,+","20.3",",,N,11,","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","91.8",",,,N","0",",,,N","","","","","","","","","",""
"USC00203331","2014-10","42.8971","-85.7794","188.4","GRANDVILLE 1 SW, MI US","","","","","18",",N","9",",N","1",",N","0",",N","0",",N","","","","","","","","","","","","","","","20141031","+,,N","20141031","+,,N","","","20141003",",,N","","","","","0",",,N,31,+","0",",,N,31,+","47.8",",,N,03,","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","131.4",",,,N","0",",,,N","","","","","","","","","",""
"USC00203331","2014-11","42.8971","-85.7794","188.4","GRANDVILLE 1 SW, MI US","","","","","25","1,N","15","1,N","1","1,N","15","1,N","11","1,N","","","","","","","","","","","","","","","20141119",",1,N","20141114",",1,N","","","20141124",",1,N","","","","","241","1,,N,19,","224","1,,N,14,","45.0","1,,N,24,","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","132.2","1,,,N","946","1,,,N","","","","","","","","","",""
"USC00203331","2014-12","42.8971","-85.7794","188.4","GRANDVILLE 1 SW, MI US","","","","","14",",N","5",",N","0",",N","0","1,N","0","2,N","","","","","","","","","","","","","","","20141203",",1,N","20141218","+,2,N","","","20141225",",,N","","","","","13","1,,N,03,","13","2,,N,18,+","17.3",",,N,25,","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","52.1",",,,N","42","2,,,N","","","","","","","","","",""
"USC00203331","2015-01","42.8971","-85.7794","188.4","GRANDVILLE 1 SW, MI US","","","","","19",",N","8",",N","0",",N","30",",N","9",",N","","","","","","","","","","","","","","","20150109",",,N","20150109",",,N","","","20150109",",,N","","","","","356",",,N,09,","297",",,N,09,","17.3",",,N,09,","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","72.0",",,,N","846",",,,N","","","","","","","","","",""
"USC00203331","2015-02","42.8971","-85.7794","188.4","GRANDVILLE 1 SW, MI US","","","","","15",",N","6",",N","0",",N","28",",N","7",",N","","","","","","","","","","","","","","","20150218",",,N","20150202",",,N","","","20150202",",,N","","","","","368",",,N,18,","180",",,N,02,","17.0",",,N,02,","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","48.3",",,,N","706",",,,N","","","","","","","","","",""
"USC00203331","2015-03","42.8971","-85.7794","188.4","GRANDVILLE 1 SW, MI US","","","","","8",",N","4",",N","0",",N","16",",N","1",",N","","","","","","","","","","","","","","","20150304",",,N","20150304",",,N","","","20150304",",,N","","","","","381",",,N,04,","89",",,N,04,","11.4",",,N,04,","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","30.0",",,,N","108",",,,N","","","","","","","","","",""
"USC00203331","2015-04","42.8971","-85.7794","188.4","GRANDVILLE 1 SW, MI US","","","","","13",",N","9",",N","1",",N","0",",N","0",",N","","","","","","","","","","","","","","","20150423",",,N","20150423",",,N","","","20150410",",,N","","","","","0",",T,N,23,","5",",,N,23,","57.7",",,N,10,","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","119.7",",,,N","5",",,,N","","","","","","","","","",""
"USC00203331","2015-05","42.8971","-85.7794","188.4","GRANDVILLE 1 SW, MI US","","","","","19",",N","10",",N","0",",N","0",",N","0",",N","","","","","","","","","","","","","","","20150531","+,,N","20150531","+,,N","","","20150530",",,N","","","","","0",",,N,31,+","0",",,N,31,+","19.3",",,N,30,","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","119.5",",,,N","0",",,,N","","","","","","","","","",""
"USC00203331","2015-06","42.8971","-85.7794","188.4","GRANDVILLE 1 SW, MI US","","","","","12",",N","7",",N","1",",N","0",",N","0",",N","","","","","","","","","","","","","","","20150630","+,,N","20150630","+,,N","","","20150623",",,N","","","","","0",",,N,30,+","0",",,N,30,+","33.0",",,N,23,","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","95.4",",,,N","0",",,,N","","","","","","","","","",""
"USC00203331","2015-07","42.8971","-85.7794","188.4","GRANDVILLE 1 SW, MI US","","","","","7",",N","4",",N","0",",N","0",",N","0",",N","","","","","","","","","","","","","","","20150731","+,,N","20150731","+,,N","","","20150714",",,N","","","","","0",",,N,31,+","0",",,N,31,+","17.0",",,N,14,","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","39.6",",,,N","0",",,,N","","","","","","","","","",""
"USC00203331","2015-08","42.8971","-85.7794","188.4","GRANDVILLE 1 SW, MI US","","","","","13",",N","8",",N","0",",N","0",",N","0",",N","","","","","","","","","","","","","","","20150831","+,,N","20150831","+,,N","","","20150824",",,N","","","","","0",",,N,31,+","0",",,N,31,+","20.3",",,N,24,","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","86.9",",,,N","0",",,,N","","","","","","","","","",""
"USC00203331","2015-09","42.8971","-85.7794","188.4","GRANDVILLE 1 SW, MI US","","","","","10",",N","5",",N","0",",N","0",",N","0",",N","","","","","","","","","","","","","","","20150930","+,,N","20150930","+,,N","","","20150904",",,N","","","","","0",",,N,30,+","0",",,N,30,+","23.6",",,N,04,","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","81.1",",,,N","0",",,,N","","","","","","","","","",""
"USC00203331","2015-10","42.8971","-85.7794","188.4","GRANDVILLE 1 SW, MI US","","","","","16",",N","7",",N","0",",N","0",",N","0",",N","","","","","","","","","","","","","","","20151031","+,,N","20151018",",,N","","","20151009",",,N","","","","","0",",,N,31,+","0",",T,N,18,","11.9",",,N,09,","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","74.5",",,,N","0",",T,,N","","","","","","","","","",""
"USC00203331","2015-11","42.8971","-85.7794","188.4","GRANDVILLE 1 SW, MI US","","","","","16",",N","9",",N","0",",N","3",",N","1","1,N","","","","","","","","","","","","","","","20151122",",,N","20151122",",1,N","","","20151127",",,N","","","","","76",",,N,22,","86","1,,N,22,","20.6",",,N,27,","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","96.5",",,,N","117","1,,,N","","","","","","","","","",""
"USC00203331","2015-12","42.8971","-85.7794","188.4","GRANDVILLE 1 SW, MI US","","","","","16",",N","8",",N","1",",N","3","1,N","1","2,N","","","","","","","","","","","","","","","20151231","+,1,N","20151229",",2,N","","","20151229",",,N","","","","","51","1,,N,31,+","61","2,,N,29,","35.6",",,N,29,","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","111.4",",,,N","89","2,,,N","","","","","","","","","",""
"USC00203331","2016-01","42.8971","-85.7794","188.4","GRANDVILLE 1 SW, MI US","","","","","21",",N","12",",N","0",",N","31",",N","9",",N","","","","","","","","","","","","","","","20160113",",,N","20160112",",,N","","","20160110",",,N","","","","","229",",,N,13,","160",",,N,12,","17.3",",,N,10,","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","79.6",",,,N","792",",,,N","","","","","","","","","",""
"USC00203331","2016-02","42.8971","-85.7794","188.4","GRANDVILLE 1 SW, MI US","","","","","15","1,N","5","1,N","1","1,N","17","1,N","3","2,N","","","","","","","","","","","","","","","20160225",",1,N","20160225",",2,N","","","20160203",",1,N","","","","","254","1,,N,25,","262","2,,N,25,","32.5","1,,N,03,","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","82.7","1,,,N","461","2,,,N","","","","","","","","","",""
"USC00203331","2016-03","42.8971","-85.7794","188.4","GRANDVILLE 1 SW, MI US","","","","","15",",N","9",",N","1",",N","7",",N","3",",N","","","","","","","","","","","","","","","20160302",",,N","20160302",",,N","","","20160325",",,N","","","","","178",",,N,02,","142",",,N,02,","26.4",",,N,25,","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","126.8",",,,N","257",",,,N","","","","","","","","","",""
"USC00203331","2016-04","42.8971","-85.7794","188.4","GRANDVILLE 1 SW, MI US","","","","","16",",N","10",",N","0",",N","2",",N","2",",N","","","","","","","","","","","","","","","20160403",",,N","20160403",",,N","","","20160411",",,N","","","","","89",",,N,03,","135",",,N,03,","20.1",",,N,11,","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","95.8",",,,N","189",",,,N","","","","","","","","","",""
"USC00203331","2016-05","42.8971","-85.7794","188.4","GRANDVILLE 1 SW, MI US","","","","","13",",N","10",",N","0",",N","0",",N","0",",N","","","","","","","","","","","","","","","20160531","+,,N","20160516",",,N","","","20160505",",,N","","","","","0",",,N,31,+","0",",T,N,16,","20.1",",,N,05,","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","97.2",",,,N","0",",T,,N","","","","","","","","","",""
"USC00203331","2016-06","42.8971","-85.7794","188.4","GRANDVILLE 1 SW, MI US","","","","","11",",N","5",",N","0",",N","0",",N","0",",N","","","","","","","","","","","","","","","20160630","+,,N","20160630","+,,N","","","20160616",",,N","","","","","0",",,N,30,+","0",",,N,30,+","15.0",",,N,16,","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","57.6",",,,N","0",",,,N","","","","","","","","","",""
"USC00203331","2016-07","42.8971","-85.7794","188.4","GRANDVILLE 1 SW, MI US","","","","","12",",N","8",",N","2",",N","0","1,N","0","1,N","","","","","","","","","","","","","","","20160731","+,1,N","20160731","+,1,N","","","20160729",",,N","","","","","0","1,,N,31,+","0","1,,N,31,+","39.9",",,N,29,","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","135.0",",,,N","0","1,,,N","","","","","","","","","",""
"USC00203331","2016-08","42.8971","-85.7794","188.4","GRANDVILLE 1 SW, MI US","","","","","13",",N","7",",N","3",",N","0",",N","0",",N","","","","","","","","","","","","","","","20160831","+,,N","20160831","+,,N","","","20160813",",,N","","","","","0",",,N,31,+","0",",,N,31,+","57.7",",,N,13,","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","182.0",",,,N","0",",,,N","","","","","","","","","",""
"USC00203331","2016-09","42.8971","-85.7794","188.4","GRANDVILLE 1 SW, MI US","","","","","13",",N","8",",N","0",",N","0",",N","0",",N","","","","","","","","","","","","","","","20160930","+,,N","20160930","+,,N","","","20160907",",,N","","","","","0",",,N,30,+","0",",,N,30,+","19.1",",,N,07,","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","84.5",",,,N","0",",,,N","","","","","","","","","",""
"USC00203331","2016-10","42.8971","-85.7794","188.4","GRANDVILLE 1 SW, MI US","","","","","10",",N","6",",N","2",",N","0",",N","0",",N","","","","","","","","","","","","","","","20161031","+,,N","20161031","+,,N","","","20161016",",,N","","","","","0",",,N,31,+","0",",,N,31,+","36.1",",,N,16,","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","106.1",",,,N","0",",,,N","","","","","","","","","",""
"USC00203331","2016-11","42.8971","-85.7794","188.4","GRANDVILLE 1 SW, MI US","","","","","11",",N","8",",N","1",",N","0",",N","1",",N","","","","","","","","","","","","","","","20161120",",,N","20161120",",,N","","","20161103",",,N","","","","","13",",,N,20,","46",",,N,20,","41.1",",,N,03,","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","104.7",",,,N","46",",,,N","","","","","","","","","",""
"USC00203331","2016-12","42.8971","-85.7794","188.4","GRANDVILLE 1 SW, MI US","","","","","18",",N","14",",N","0",",N","24","1,N","12",",N","","","","","","","","","","","","","","","20161219","+,1,N","20161212",",,N","","","20161212",",,N","","","","","305","1,,N,19,+","196",",,N,12,","17.5",",,N,12,","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","101.6",",,,N","1153",",,,N","","","","","","","","","",""
"USC00203331","2017-01","42.8971","-85.7794","188.4","GRANDVILLE 1 SW, MI US","","","","","24",",N","13",",N","1",",N","7",",N","6","2,N","","","","","","","","","","","","","","","20170110",",,N","20170131","+,2,N","","","20170117",",,N","","","","","152",",,N,10,","89","2,,N,31,+","28.4",",,N,17,","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","109.3",",,,N","457","2,,,N","","","","","","","","","",""
"USC00203331","2017-02","42.8971","-85.7794","188.4","GRANDVILLE 1 SW, MI US","","","","","14",",N","5",",N","0",",N","8",",N","2",",N","","","","","","","","","","","","","","","20170201",",,N","20170201",",,N","","","20170225",",,N","","","","","102",",,N,01,","38",",,N,01,","13.0",",,N,25,","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","46.4",",,,N","108",",,,N","","","","","","","","","",""
"USC00203331","2017-03","42.8971","-85.7794","188.4","GRANDVILLE 1 SW, MI US","","","","","15",",N","12",",N","0",",N","5",",N","3",",N","","","","","","","","","","","","","","","20170314",",,N","20170302",",,N","","","20170331",",,N","","","","","51",",,N,14,","36",",,N,02,","19.8",",,N,31,","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","101.1",",,,N","116",",,,N","","","","","","","","","",""
"USC00203331","2017-04","42.8971","-85.7794","188.4","GRANDVILLE 1 SW, MI US","","","","","15",",N","8",",N","2",",N","0",",N","0",",N","","","","","","","","","","","","","","","20170406",",,N","20170407","+,,N","","","20170411",",,N","","","","","0",",T,N,06,","0",",T,N,07,+","33.8",",,N,11,","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","154.8",",,,N","0",",T,,N","","","","","","","","","",""
"USC00203331","2017-05","42.8971","-85.7794","188.4","GRANDVILLE 1 SW, MI US","","","","","13",",N","5",",N","1",",N","0","1,N","0","1,N","","","","","","","","","","","","","","","20170531","+,1,N","20170531","+,1,N","","","20170501",",,N","","","","","0","1,,N,31,+","0","1,,N,31,+","32.8",",,N,01,","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","80.4",",,,N","0","1,,,N","","","","","","","","","",""
"USC00203331","2017-06","42.8971","-85.7794","188.4","GRANDVILLE 1 SW, MI US","","","","","11",",N","9",",N","1",",N","0",",N","0",",N","","","","","","","","","","","","","","","20170630","+,,N","20170630","+,,N","","","20170618",",,N","","","","","0",",,N,30,+","0",",,N,30,+","27.2",",,N,18,","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","111.5",",,,N","0",",,,N","","","","","","","","","",""
"USC00203331","2017-07","42.8971","-85.7794","188.4","GRANDVILLE 1 SW, MI US","","","","","11",",N","4",",N","0",",N","0",",N","0",",N","","","","","","","","","","","","","","","20170731","+,,N","20170731","+,,N","","","20170713",",,N","","","","","0",",,N,31,+","0",",,N,31,+","15.2",",,N,13,","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","44.3",",,,N","0",",,,N","","","","","","","","","",""
"USC00203331","2017-08","42.8971","-85.7794","188.4","GRANDVILLE 1 SW, MI US","","","","","11",",N","8",",N","1",",N","0",",N","0",",N","","","","","","","","","","","","","","","20170831","+,,N","20170831","+,,N","","","20170804",",,N","","","","","0",",,N,31,+","0",",,N,31,+","36.1",",,N,04,","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","81.0",",,,N","0",",,,N","","","","","","","","","",""
"USC00203331","2017-09","42.8971","-85.7794","188.4","GRANDVILLE 1 SW, MI US","","","","","6",",N","3",",N","0",",N","0",",N","0",",N","","","","","","","","","","","","","","","20170930","+,,N","20170930","+,,N","","","20170908",",,N","","","","","0",",,N,30,+","0",",,N,30,+","5.6",",,N,08,","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","15.4",",,,N","0",",,,N","","","","","","","","","",""
"USC00203331","2017-10","42.8971","-85.7794","188.4","GRANDVILLE 1 SW, MI US","","","","","17",",N","12",",N","4",",N","0",",N","0",",N","","","","","","","","","","","","","","","20171031","+,,N","20171031",",,N","","","20171024",",,N","","","","","0",",,N,31,+","5",",,N,31,","67.1",",,N,24,","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","275.4",",,,N","5",",,,N","","","","","","","","","",""
"USC00203331","2017-11","42.8971","-85.7794","188.4","GRANDVILLE 1 SW, MI US","","","","","16",",N","8",",N","0",",N","0",",N","0","1,N","","","","","","","","","","","","","","","20171119","+,,N","20171110",",1,N","","","20171118","+,,N","","","","","0",",T,N,19,+","5","1,,N,10,","16.8",",,N,18,+","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","74.2",",,,N","8","1,,,N","","","","","","","","","",""
"USC00203331","2017-12","42.8971","-85.7794","188.4","GRANDVILLE 1 SW, MI US","","","","","20",",N","10",",N","0",",N","25",",N","10",",N","","","","","","","","","","","","","","","20171230",",,N","20171230","+,,N","","","20171216",",,N","","","","","343",",,N,30,","170",",,N,30,+","12.2",",,N,16,","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","81.5",",,,N","1131",",,,N","","","","","","","","","",""
"USC00203331","2018-01","42.8971","-85.7794","188.4","GRANDVILLE 1 SW, MI US","","","","","16",",N","7",",N","1",",N","21",",N","8",",N","","","","","","","","","","","","","","","20180104","+,,N","20180116",",,N","","","20180123",",,N","","","","","330",",,N,04,+","97",",,N,16,","25.4",",,N,23,","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","68.9",",,,N","505",",,,N","","","","","","","","","",""
"USC00203331","2018-02","42.8971","-85.7794","188.4","GRANDVILLE 1 SW, MI US","","","","","17",",N","12",",N","2",",N","17",",N","10",",N","","","","","","","","","","","","","","","20180212",",,N","20180204",",,N","","","20180221",",,N","","","","","267",",,N,12,","142",",,N,04,","44.5",",,N,21,","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","140.7",",,,N","696",",,,N","","","","","","","","","",""
"USC00203331","2018-03","42.8971","-85.7794","188.4","GRANDVILLE 1 SW, MI US","","","","","9",",N","3",",N","0",",N","6",",N","3",",N","","","","","","","","","","","","","","","20180307",",,N","20180307",",,N","","","20180307",",,N","","","","","165",",,N,07,","168",",,N,07,","20.6",",,N,07,","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","41.4",",,,N","267",",,,N","","","","","","","","","",""
