"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","AWND","AWND_ATTRIBUTES","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","DYFG","DYFG_ATTRIBUTES","DYHF","DYHF_ATTRIBUTES","DYNT","DYNT_ATTRIBUTES","DYSD","DYSD_ATTRIBUTES","DYSN","DYSN_ATTRIBUTES","DYTS","DYTS_ATTRIBUTES","DYXP","DYXP_ATTRIBUTES","DYXT","DYXT_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","WDF2","WDF2_ATTRIBUTES","WDF5","WDF5_ATTRIBUTES","WSF2","WSF2_ATTRIBUTES","WSF5","WSF5_ATTRIBUTES"
"USW00012953","2011-06","29.26611","-96.0075","30.5","WHARTON REGIONAL AIRPORT, TX US","3.3",",W","","","334.3",",W","7",",W","3",",W","1",",W","0",",W","0",",W","0",",W","0",",W","0",",W","30",",W","29",",W","18","","1","","20110622","+,,W","20110630","+,,W","20110630","+,,W","5","","20110622",",,W","20110605",",,W","21.1",",W,22,+","0",",,W,30,+","0",",,W,30,+","55.4",",,W,22,","37.8",",W,05,","","","0.0",",W","66.1",",,,W","0",",,,W","29.48",",W","35.57",",,,W","23.38",",,,W","320",",W","320","3,W","10.7",",W","14.8","3,W"
"USW00012953","2011-07","29.26611","-96.0075","30.5","WHARTON REGIONAL AIRPORT, TX US","2.3",",W","","","373.2",",W","6",",W","5",",W","0",",W","0",",W","0",",W","0",",W","0",",W","0",",W","31",",W","31",",W","15","","1","","20110705","+,,W","20110731","+,,W","20110731","+,,W","6","","20110720",",,W","20110731","+,,W","22.2",",W,05,+","0",",,W,31,+","0",",,W,31,+","12.7",",,W,20,","37.8",",W,31,+","0.0","W","0.0",",W","34.3",",,,W","0",",,,W","30.37",",W","36.56",",,,W","24.18",",,,W","130",",W","","","9.4",",W","",""
"USW00012953","2011-08","29.26611","-96.0075","30.5","WHARTON REGIONAL AIRPORT, TX US","2.4",",W","","","402.4",",W","2",",W","2",",W","0",",W","0",",W","0",",W","0",",W","0",",W","0",",W","31",",W","31",",W","5","","","","20110829","+,,W","20110831","+,,W","20110831","+,,W","2","","20110825",",,W","20110828",",,W","22.2",",W,29,+","0",",,W,31,+","0",",,W,31,+","3.8",",,W,25,","42.2",",W,28,","0.0","W","0.0",",W","7.1",",,,W","0",",,,W","31.31",",W","38.09",",,,W","24.54",",,,W","130",",W","","","10.3",",W","",""
"USW00012953","2011-09","29.26611","-96.0075","30.5","WHARTON REGIONAL AIRPORT, TX US","2.8",",W","","","303.5",",W","4",",W","2",",W","0",",W","0",",W","0",",W","0",",W","0",",W","0",",W","30",",W","30",",W","11","","2","","20110907","+,,W","20110930","+,,W","20110930","+,,W","3","","20110918",",,W","20110913",",,W","16.1",",W,07,+","0",",,W,30,+","0",",,W,30,+","20.6",",,W,18,","38.9",",W,13,","0.0","W","0.0",",W","27.7",",,,W","0",",,,W","28.45",",W","35.50",",,,W","21.40",",,,W","340",",W","340","5,W","14.3",",W","18.3","5,W"
"USW00012953","2011-10","29.26611","-96.0075","30.5","WHARTON REGIONAL AIRPORT, TX US","2.6",",W","","","136.7",",W","4",",W","1",",W","1",",W","0",",W","0",",W","0",",W","0",",W","0",",W","30",",W","6",",W","11","","5","","20111030","+,,W","20111031","+,,W","20111031","+,,W","2","","20111009",",,W","20111008","+,,W","6.1",",W,30,+","0",",,W,31,+","0",",,W,31,+","44.7",",,W,09,","32.8",",W,08,+","17.2","W","17.2",",W","49.0",",,,W","0",",,,W","22.19",",W","29.26",",,,W","15.11",",,,W","330",",W","","","13.9",",W","",""
"USW00012953","2011-11","29.26611","-96.0075","30.5","WHARTON REGIONAL AIRPORT, TX US","4.1",",W","","","62.5","2,W","4",",W","2",",W","0",",W","0",",W","0",",W","0","1,W","0","1,W","0","1,W","24","1,W","0","1,W","8","","","","20111128","+,1,W","20111130","+,,W","20111130","+,,W","3","","20111126",",,W","20111116","+,1,W","1.1","1,W,28,+","0",",,W,30,+","0",",,W,30,+","23.1",",,W,26,","31.1","1,W,16,+","85.5","W","68.3","1,W","38.7",",,,W","0",",,,W","18.25","2,W","25.02","1,,,W","11.48","1,,,W","340",",W","340","4,W","12.5",",W","17.0","4,W"
"USW00012953","2011-12","29.26611","-96.0075","30.5","WHARTON REGIONAL AIRPORT, TX US","3.7",",W","","","18.3",",W","7",",W","3",",W","1",",W","0","1,W","0","4,W","0",",W","3",",W","0",",W","15",",W","0",",W","16","","3","","20111208","+,,W","20111231","+,1,W","20111231","+,4,W","2","","20111222",",,W","20111215",",,W","-2.1",",W,08,+","0","1,,W,31,+","0","4,,W,31,+","29.2",",,W,22,","27.8",",W,15,","239.1","W","153.6",",W","43.2",",,,W","0","4,,,W","13.97",",W","18.90",",,,W","9.04",",,,W","150",",W","","","12.5",",W","",""
"USW00012953","2012-01","29.26611","-96.0075","30.5","WHARTON REGIONAL AIRPORT, TX US","3.8",",W","15.3","W","15.3",",W","5",",W","3",",W","1",",W","0",",W","0","2,W","0",",W","2",",W","0",",W","21",",W","0",",W","15","","2","","20120114","+,,W","20120131","+,,W","20120131","+,2,W","4","","20120109",",,W","20120108",",,W","0.0",",W,14,+","0",",,W,31,+","0","2,,W,31,+","42.7",",,W,09,","27.2",",W,08,","356.3","W","117.2",",W","68.4",",,,W","0","2,,,W","15.04",",W","21.09",",,,W","9.00",",,,W","320",",W","","","16.5",",W","",""
"USW00012953","2012-02","29.26611","-96.0075","30.5","WHARTON REGIONAL AIRPORT, TX US","3.5","1,W","43.6","W","28.3","3,W","9","1,W","7","1,W","0","1,W","0","1,W","0","5,W","0","2,W","0","2,W","0","2,W","12","2,W","0","2,W","15","","6","","20120212",",2,W","20120229","+,1,W","20120229","+,5,W","6","","20120218",",1,W","20120229",",2,W","2.8","2,W,12,","0","1,,W,29,+","0","5,,W,29,+","16.8","1,,W,18,","27.2","2,W,29,","453.8","W","97.5","2,W","53.9","1,,,W","0","5,,,W","15.65","3,W","19.65","2,,,W","11.64","2,,,W","360","2,W","","","11.2","2,W","",""
"USW00012953","2012-03","29.26611","-96.0075","30.5","WHARTON REGIONAL AIRPORT, TX US","3.1",",W","126.8","W","83.2",",W","8",",W","5",",W","1",",W","0",",W","0",",W","0",",W","0",",W","0",",W","27",",W","0",",W","18","","6","","20120304",",,W","20120331","+,,W","20120331","+,,W","7","","20120320",",,W","20120326",",,W","3.9",",W,04,","0",",,W,31,+","0",",,W,31,+","26.2",",,W,20,","28.9",",W,26,","479.3","W","25.5",",W","68.5",",,,W","0",",,,W","20.20",",W","25.03",",,,W","15.36",",,,W","140","3,W","","","13.9","3,W","",""
