"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","DYFG","DYFG_ATTRIBUTES","DYNT","DYNT_ATTRIBUTES","DYSD","DYSD_ATTRIBUTES","DYSN","DYSN_ATTRIBUTES","DYTS","DYTS_ATTRIBUTES","DYXP","DYXP_ATTRIBUTES","DYXT","DYXT_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","EVAP","EVAP_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","MNPN","MNPN_ATTRIBUTES","MXPN","MXPN_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","WDMV","WDMV_ATTRIBUTES"
"USC00025467","1896-03","33.4114","-111.8183","376.4","MESA, AZ US","","","32.0",",0","2",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","24",",0","3",",0","","","18960305",",,0","18960331","+,,0","18960331","+,,0","","","18960303",",,0","18960325",",,0","1.1",",0,05,","0",",,0,31,+","0",",,0,31,+","9.9",",,0,03,","35.0",",0,25,","","","","","83.1",",0","","","","","11.7",",,,0","0",",,,0","16.68",",0","24.93",",,,0","8.44",",,,0","",""
"USC00025467","1896-04","33.4114","-111.8183","376.4","MESA, AZ US","","","35.9",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","28",",0","4",",0","","","18960419","+,,0","18960430","+,,0","18960430","+,,0","","","18960410",",,0","18960404",",,0","4.4",",0,19,+","0",",,0,30,+","0",",,0,30,+","0.8",",,0,10,","35.6",",0,04,","","","","","36.1",",0","","","","","0.8",",,,0","0",",,,0","18.33",",0","27.98",",,,0","8.67",",,,0","",""
"USC00025467","1896-06","33.4114","-111.8183","376.4","MESA, AZ US","","","385.0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","30",",0","30",",0","","","18960604","+,,0","18960630","+,,0","18960630","+,,0","","","18960630","+,,0","18960615",",,0","15.6",",0,04,+","0",",,0,30,+","0",",,0,30,+","0.0",",,0,30,+","46.7",",0,15,","","","","","0.0",",0","","","","","0.0",",,,0","0",",,,0","31.17",",0","41.86",",,,0","20.47",",,,0","",""
"USC00025467","1896-07","33.4114","-111.8183","376.4","MESA, AZ US","","","318.0",",0","8",",0","8",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","31",",0","","","18960724","+,,0","18960731","+,,0","18960731","+,,0","","","18960721",",,0","18960709","+,,0","12.2",",0,24,+","0",",,0,31,+","0",",,0,31,+","22.9",",,0,21,","43.3",",0,09,+","","","0.0","0","0.0",",0","","","","","86.5",",,,0","0",",,,0","28.59",",0","38.41",",,,0","18.78",",,,0","",""
"USC00025467","1896-08","33.4114","-111.8183","376.4","MESA, AZ US","","","358.8",",0","4",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","30",",0","","","18960804",",,0","18960831","+,,0","18960831","+,,0","","","18960815",",,0","18960814",",,0","16.1",",0,04,","0",",,0,31,+","0",",,0,31,+","2.3",",,0,15,","43.3",",0,14,","","","0.0","0","0.0",",0","","","","","6.7",",,,0","0",",,,0","29.91",",0","37.05",",,,0","22.77",",,,0","",""
"USC00025467","1896-10","33.4114","-111.8183","376.4","MESA, AZ US","","","109.2",",0","6",",0","5",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","27",",0","11",",0","","","18961029","+,,0","18961031","+,,0","18961031","+,,0","2","","18961022",",,0","18961001",",,0","7.8",",0,29,+","0",",,0,31,+","0",",,0,31,+","26.9",",,0,22,","35.6",",0,01,","","","","","27.8",",0","","","","","55.2",",,,0","0",",,,0","20.96",",0","27.59",",,,0","14.33",",,,0","",""
"USC00025467","1896-11","33.4114","-111.8183","376.4","MESA, AZ US","","","1.1",",0","1",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","24",",0","0",",0","","","18961129","+,,0","18961130","+,,0","18961130","+,,0","","","18961125",",,0","18961118","+,,0","1.1",",0,29,+","0",",,0,30,+","0",",,0,30,+","21.6",",,0,25,","26.7",",0,18,+","","","","","123.3",",0","","","","","21.6",",,,0","0",",,,0","14.26",",0","21.72",",,,0","6.81",",,,0","",""
"USC00025467","1896-12","33.4114","-111.8183","376.4","MESA, AZ US","","","0.0",",0","3",",0","3",",0","0",",0","0",",0","0",",0","0",",0","2",",0","0",",0","14",",0","0",",0","","","18961231","+,,0","18961231","+,,0","18961231","+,,0","","","18961229",",,0","18961224",",,0","0.0",",0,31,+","0",",,0,31,+","0",",,0,31,+","11.4",",,0,29,","23.9",",0,24,","","","","","213.0",",0","","","","","19.0",",,,0","0",",,,0","11.46",",0","19.80",",,,0","3.13",",,,0","",""
"USC00025467","1897-01","33.4114","-111.8183","376.4","MESA, AZ US","0.0","0","0.0",",0","9",",0","8",",0","1",",0","0",",0","0",",0","0",",0","3",",0","0",",0","15",",0","0",",0","","","18970102",",,0","18970131","+,,0","18970131","+,,0","1","","18970111",",,0","18970111",",,0","-2.8",",0,02,","0",",,0,31,+","0",",,0,31,+","27.9",",,0,11,","25.6",",0,11,","","","","","192.5",",0","","","","","92.8",",,,0","0",",,,0","12.12",",0","19.38",",,,0","4.86",",,,0","",""
"USC00025467","1897-02","33.4114","-111.8183","376.4","MESA, AZ US","0.0","0","0.0",",0","2",",0","2",",0","0",",0","0",",0","0",",0","0",",0","8",",0","0",",0","8",",0","0",",0","","","18970214",",,0","18970228","+,,0","18970228","+,,0","","","18970220",",,0","18970227",",,0","-3.3",",0,14,","0",",,0,28,+","0",",,0,28,+","13.5",",,0,20,","23.3",",0,27,","","","","","230.1",",0","","","","","19.1",",,,0","0",",,,0","10.11",",0","18.31",",,,0","1.92",",,,0","",""
