"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DYSD","DYSD_ATTRIBUTES","DYXP","DYXP_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES"
"US1CTHR0082","2019-04","41.997832","-72.698963","62.2","SUFFIELD 0.5 NNE, CT US","20",",N","15",",N","1",",N","","","","","20190427",",,N","","","50.8",",,N,27,","202.1",",,,N"
"US1CTHR0082","2019-05","41.997832","-72.698963","62.2","SUFFIELD 0.5 NNE, CT US","19",",N","13",",N","1",",N","","","","","20190513",",,N","","","25.7",",,N,13,","134.8",",,,N"
"US1CTHR0082","2019-06","41.997832","-72.698963","62.2","SUFFIELD 0.5 NNE, CT US","13",",N","8",",N","0",",N","","","","","20190611",",,N","","","21.6",",,N,11,","63.8",",,,N"
"US1CTHR0082","2019-07","41.997832","-72.698963","62.2","SUFFIELD 0.5 NNE, CT US","7",",N","5",",N","2",",N","","","","","20190723",",,N","","","41.9",",,N,23,","86.6",",,,N"
"US1CTHR0082","2019-08","41.997832","-72.698963","62.2","SUFFIELD 0.5 NNE, CT US","13",",N","7",",N","2",",N","","","","","20190817",",,N","","","31.8",",,N,17,","112.1",",,,N"
"US1CTHR0082","2019-09","41.997832","-72.698963","62.2","SUFFIELD 0.5 NNE, CT US","6",",N","5",",N","1",",N","","","","","20190903",",,N","","","31.0",",,N,03,","68.8",",,,N"
"US1CTHR0082","2019-10","41.997832","-72.698963","62.2","SUFFIELD 0.5 NNE, CT US","18","2,N","9","2,N","2","2,N","","","","","20191017",",2,N","","","63.0","2,,N,17,","153.8","2,,,N"
"US1CTHR0082","2019-11","41.997832","-72.698963","62.2","SUFFIELD 0.5 NNE, CT US","13",",N","5",",N","0",",N","","","","","20191125",",,N","","","23.9",",,N,25,","79.0",",,,N"
"US1CTHR0082","2019-12","41.997832","-72.698963","62.2","SUFFIELD 0.5 NNE, CT US","13",",N","9",",N","3",",N","","","","","20191214",",,N","","","41.7",",,N,14,","189.7",",,,N"
"US1CTHR0082","2020-01","41.997832","-72.698963","62.2","SUFFIELD 0.5 NNE, CT US","13",",N","3",",N","1",",N","","","","","20200126",",,N","","","25.9",",,N,26,","49.6",",,,N"
"US1CTHR0082","2020-02","41.997832","-72.698963","62.2","SUFFIELD 0.5 NNE, CT US","13",",N","12",",N","0",",N","","","","","20200227",",,N","","","24.1",",,N,27,","89.0",",,,N"
"US1CTHR0082","2020-03","41.997832","-72.698963","62.2","SUFFIELD 0.5 NNE, CT US","12",",N","8",",N","1",",N","","","","","20200324",",,N","","","30.5",",,N,24,","110.0",",,,N"
"US1CTHR0082","2020-04","41.997832","-72.698963","62.2","SUFFIELD 0.5 NNE, CT US","16",",N","11",",N","1",",N","","","","","20200414",",,N","","","35.6",",,N,14,","111.0",",,,N"
"US1CTHR0082","2020-05","41.997832","-72.698963","62.2","SUFFIELD 0.5 NNE, CT US","16",",N","4",",N","1",",N","","","","","20200501",",,N","","","39.9",",,N,01,","69.0",",,,N"
"US1CTHR0082","2020-06","41.997832","-72.698963","62.2","SUFFIELD 0.5 NNE, CT US","9",",N","4",",N","0",",N","","","","","20200628",",,N","","","13.5",",,N,28,","34.0",",,,N"
"US1CTHR0082","2020-07","41.997832","-72.698963","62.2","SUFFIELD 0.5 NNE, CT US","16",",N","4",",N","0",",N","","","","","20200704",",,N","","","6.9",",,N,04,","25.0",",,,N"
"US1CTHR0082","2020-08","41.997832","-72.698963","62.2","SUFFIELD 0.5 NNE, CT US","13",",N","8",",N","1",",N","","","","","20200803",",,N","","","32.8",",,N,03,","75.1",",,,N"
"US1CTHR0082","2020-09","41.997832","-72.698963","62.2","SUFFIELD 0.5 NNE, CT US","7",",N","3",",N","1",",N","","","","","20200930",",,N","","","31.8",",,N,30,","63.9",",,,N"
"US1CTHR0082","2020-10","41.997832","-72.698963","62.2","SUFFIELD 0.5 NNE, CT US","17",",N","9",",N","2",",N","","","","","20201017",",,N","","","49.5",",,N,17,","159.4",",,,N"
"US1CTHR0082","2020-11","41.997832","-72.698963","62.2","SUFFIELD 0.5 NNE, CT US","13",",N","8",",N","0",",N","","","","","20201116",",,N","","","14.5",",,N,16,","81.3",",,,N"
"US1CTHR0082","2020-12","41.997832","-72.698963","62.2","SUFFIELD 0.5 NNE, CT US","11",",N","8",",N","3",",N","","","","","20201201",",,N","","","57.2",",,N,01,","187.4",",,,N"
"US1CTHR0082","2021-01","41.997832","-72.698963","62.2","SUFFIELD 0.5 NNE, CT US","7","1,N","5","1,N","1","1,N","","","","","20210116",",1,N","","","31.2","1,,N,16,","63.0","1,,,N"
"US1CTHR0082","2021-02","41.997832","-72.698963","62.2","SUFFIELD 0.5 NNE, CT US","12","1,N","9","1,N","0","1,N","25","3,N","20210202",",3,N","20210202",",1,N","254","3,,N,02,","21.6","1,,N,02,","73.8","1,,,N"
"US1CTHR0082","2021-03","41.997832","-72.698963","62.2","SUFFIELD 0.5 NNE, CT US","6",",N","5",",N","0",",N","","","","","20210329",",,N","","","24.1",",,N,29,","64.0",",,,N"
"US1CTHR0082","2021-04","41.997832","-72.698963","62.2","SUFFIELD 0.5 NNE, CT US","11",",N","5",",N","1",",N","","","","","20210416",",,N","","","44.5",",,N,16,","86.7",",,,N"
"US1CTHR0082","2021-05","41.997832","-72.698963","62.2","SUFFIELD 0.5 NNE, CT US","10",",N","9",",N","3",",N","","","","","20210529",",,N","","","42.2",",,N,29,","167.5",",,,N"
"US1CTHR0082","2021-06","41.997832","-72.698963","62.2","SUFFIELD 0.5 NNE, CT US","14",",N","4",",N","0",",N","","","","","20210615",",,N","","","17.8",",,N,15,","47.1",",,,N"
"US1CTHR0082","2021-07","41.997832","-72.698963","62.2","SUFFIELD 0.5 NNE, CT US","19",",N","18",",N","3",",N","","","","","20210702",",,N","","","56.6",",,N,02,","278.9",",,,N"
"US1CTHR0082","2021-08","41.997832","-72.698963","62.2","SUFFIELD 0.5 NNE, CT US","11",",N","5",",N","4",",N","","","","","20210823",",,N","","","64.8",",,N,23,","202.0",",,,N"
"US1CTHR0082","2021-09","41.997832","-72.698963","62.2","SUFFIELD 0.5 NNE, CT US","12",",N","8",",N","1",",N","","","","","20210902",",,N","","","118.1",",,N,02,","161.3",",,,N"
"US1CTHR0082","2021-10","41.997832","-72.698963","62.2","SUFFIELD 0.5 NNE, CT US","11","1,N","8","1,N","1","1,N","","","","","20211004",",1,N","","","26.7","1,,N,04,","121.2","1,,,N"
"US1CTHR0082","2021-11","41.997832","-72.698963","62.2","SUFFIELD 0.5 NNE, CT US","9",",N","5",",N","0",",N","","","","","20211113",",,N","","","15.2",",,N,13,","38.7",",,,N"
"US1CTHR0082","2021-12","41.997832","-72.698963","62.2","SUFFIELD 0.5 NNE, CT US","18","1,N","10","1,N","0","1,N","","","","","20211219",",1,N","","","16.5","1,,N,19,","83.2","1,,,N"
"US1CTHR0082","2022-01","41.997832","-72.698963","62.2","SUFFIELD 0.5 NNE, CT US","14",",N","7",",N","0",",N","","","","","20220130",",,N","","","9.7",",,N,30,","51.0",",,,N"
"US1CTHR0082","2022-02","41.997832","-72.698963","62.2","SUFFIELD 0.5 NNE, CT US","10",",N","7",",N","1",",N","","","","","20220204",",,N","","","42.4",",,N,04,","110.4",",,,N"
"US1CTHR0082","2022-03","41.997832","-72.698963","62.2","SUFFIELD 0.5 NNE, CT US","15",",N","6",",N","0",",N","","","","","20220325",",,N","","","19.1",",,N,25,","70.1",",,,N"
"US1CTHR0082","2022-04","41.997832","-72.698963","62.2","SUFFIELD 0.5 NNE, CT US","15",",N","12",",N","2",",N","","","","","20220408",",,N","","","52.1",",,N,08,","154.4",",,,N"
"US1CTHR0082","2022-05","41.997832","-72.698963","62.2","SUFFIELD 0.5 NNE, CT US","14",",N","9",",N","1",",N","","","","","20220529",",,N","","","31.0",",,N,29,","99.1",",,,N"
"US1CTHR0082","2022-06","41.997832","-72.698963","62.2","SUFFIELD 0.5 NNE, CT US","12",",N","8",",N","1",",N","","","","","20220609",",,N","","","25.9",",,N,09,","75.4",",,,N"
"US1CTHR0082","2022-07","41.997832","-72.698963","62.2","SUFFIELD 0.5 NNE, CT US","10",",N","7",",N","1",",N","","","","","20220713",",,N","","","32.5",",,N,13,","72.2",",,,N"
"US1CTHR0082","2022-08","41.997832","-72.698963","62.2","SUFFIELD 0.5 NNE, CT US","12",",N","7",",N","0",",N","","","","","20220827",",,N","","","9.4",",,N,27,","44.7",",,,N"
