"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DYNT","DYNT_ATTRIBUTES","DYXP","DYXP_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"UY000001405","1964-01","-31.7","-55.983","134.0","TACUAREMBO, UY","2",",I","2",",I","1",",I","","","","","","","19640127",",,I","","","39.0",",,I,27,","46.0",",,,I","",""
"UY000001405","1964-02","-31.7","-55.983","134.0","TACUAREMBO, UY","4",",I","4",",I","2",",I","","","","","","","19640207",",,I","","","56.0",",,I,07,","125.0",",,,I","",""
"UY000001405","1964-03","-31.7","-55.983","134.0","TACUAREMBO, UY","11",",I","11",",I","5",",I","","","","","","","19640304",",,I","","","77.0",",,I,04,","290.0",",,,I","",""
"UY000001405","1964-04","-31.7","-55.983","134.0","TACUAREMBO, UY","8","1,I","8","1,I","2","1,I","","","","","","","19640412",",1,I","","","65.0","1,,I,12,","211.0","1,,,I","",""
"UY000001405","1964-05","-31.7","-55.983","134.0","TACUAREMBO, UY","6",",I","6",",I","0",",I","","","","","","","19640520",",,I","","","24.0",",,I,20,","52.0",",,,I","",""
"UY000001405","1964-06","-31.7","-55.983","134.0","TACUAREMBO, UY","4",",I","3",",I","1",",I","","","","","","","19640604",",,I","","","48.0",",,I,04,","70.0",",,,I","",""
"UY000001405","1964-07","-31.7","-55.983","134.0","TACUAREMBO, UY","4",",I","3",",I","0",",I","","","","","","","19640716",",,I","","","23.0",",,I,16,","41.0",",,,I","",""
"UY000001405","1964-08","-31.7","-55.983","134.0","TACUAREMBO, UY","5",",I","3",",I","1",",I","","","","","","","19640815",",,I","","","36.0",",,I,15,","61.0",",,,I","",""
"UY000001405","1964-09","-31.7","-55.983","134.0","TACUAREMBO, UY","4",",I","4",",I","1",",I","","","","","","","19640919",",,I","","","33.0",",,I,19,","59.0",",,,I","",""
"UY000001405","1964-10","-31.7","-55.983","134.0","TACUAREMBO, UY","2",",I","2",",I","1",",I","","","","","","","19641021",",,I","","","30.0",",,I,21,","34.0",",,,I","",""
"UY000001405","1964-11","-31.7","-55.983","134.0","TACUAREMBO, UY","5",",I","5",",I","0",",I","","","","","","","19641118",",,I","","","24.0",",,I,18,","91.0",",,,I","",""
