"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DYNT","DYNT_ATTRIBUTES","DYXP","DYXP_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"IN012081300","1948-08","20.533","76.233","650.0","BULDANA, IN","19",",I","12",",I","2",",I","","","","","","","19480815",",,I","","","27.4",",,I,15,","128.1",",,,I","",""
"IN012081300","1948-09","20.533","76.233","650.0","BULDANA, IN","13",",I","9",",I","0",",I","","","","","","","19480905",",,I","","","19.6",",,I,05,","94.8",",,,I","",""
"IN012081300","1948-10","20.533","76.233","650.0","BULDANA, IN","1",",I","0",",I","0",",I","","","","","","","19481021",",,I","","","1.0",",,I,21,","1.0",",,,I","",""
"IN012081300","1948-11","20.533","76.233","650.0","BULDANA, IN","11",",I","9",",I","3",",I","","","","","","","19481107",",,I","","","38.1",",,I,07,","164.4",",,,I","",""
"IN012081300","1948-12","20.533","76.233","650.0","BULDANA, IN","0",",I","0",",I","0",",I","","","","","","","19481231","+,,I","","","0.0",",,I,31,+","0.0",",,,I","",""
"IN012081300","1949-01","20.533","76.233","650.0","BULDANA, IN","0",",I","0",",I","0",",I","","","","","","","19490131","+,,I","","","0.0",",,I,31,+","0.0",",,,I","",""
"IN012081300","1949-02","20.533","76.233","650.0","BULDANA, IN","0",",I","0",",I","0",",I","","","","","","","19490228","+,,I","","","0.0",",,I,28,+","0.0",",,,I","",""
"IN012081300","1949-03","20.533","76.233","650.0","BULDANA, IN","0",",I","0",",I","0",",I","","","","","","","19490331","+,,I","","","0.0",",,I,31,+","0.0",",,,I","",""
"IN012081300","1949-04","20.533","76.233","650.0","BULDANA, IN","1",",I","0",",I","0",",I","","","","","","","19490404",",,I","","","1.8",",,I,04,","1.8",",,,I","",""
"IN012081300","1949-05","20.533","76.233","650.0","BULDANA, IN","7",",I","3",",I","0",",I","","","","","","","19490529",",,I","","","10.2",",,I,29,","27.1",",,,I","",""
"IN012081300","1949-06","20.533","76.233","650.0","BULDANA, IN","18",",I","15",",I","1",",I","","","","","","","19490608",",,I","","","26.2",",,I,08,","175.6",",,,I","",""
"IN012081300","1949-07","20.533","76.233","650.0","BULDANA, IN","16",",I","13",",I","6",",I","","","","","","","19490716",",,I","","","71.9",",,I,16,","341.9",",,,I","",""
"IN012081300","1949-08","20.533","76.233","650.0","BULDANA, IN","12",",I","10",",I","4",",I","","","","","","","19490831",",,I","","","54.6",",,I,31,","182.8",",,,I","",""
"IN012081300","1949-09","20.533","76.233","650.0","BULDANA, IN","17",",I","16",",I","5",",I","","","","","","","19490925",",,I","","","67.1",",,I,25,","370.3",",,,I","",""
"IN012081300","1949-10","20.533","76.233","650.0","BULDANA, IN","10",",I","6",",I","1",",I","","","","","","","19491014",",,I","","","43.7",",,I,14,","77.9",",,,I","",""
"IN012081300","1949-11","20.533","76.233","650.0","BULDANA, IN","0",",I","0",",I","0",",I","","","","","","","19491130","+,,I","","","0.0",",,I,30,+","0.0",",,,I","",""
"IN012081300","1949-12","20.533","76.233","650.0","BULDANA, IN","0",",I","0",",I","0",",I","","","","","","","19491231","+,,I","","","0.0",",,I,31,+","0.0",",,,I","",""
"IN012081300","1950-01","20.533","76.233","650.0","BULDANA, IN","1",",I","0",",I","0",",I","","","","","","","19500126",",,I","","","0.5",",,I,26,","0.5",",,,I","",""
"IN012081300","1950-02","20.533","76.233","650.0","BULDANA, IN","1",",I","0",",I","0",",I","","","","","","","19500222",",,I","","","1.3",",,I,22,","1.3",",,,I","",""
"IN012081300","1950-03","20.533","76.233","650.0","BULDANA, IN","1",",I","0",",I","0",",I","","","","","","","19500331",",,I","","","0.5",",,I,31,","0.5",",,,I","",""
"IN012081300","1950-04","20.533","76.233","650.0","BULDANA, IN","3",",I","0",",I","0",",I","","","","","","","19500409","+,,I","","","1.0",",,I,09,+","2.8",",,,I","",""
"IN012081300","1950-05","20.533","76.233","650.0","BULDANA, IN","3",",I","3",",I","0",",I","","","","","","","19500505",",,I","","","11.7",",,I,05,","24.4",",,,I","",""
"IN012081300","1950-06","20.533","76.233","650.0","BULDANA, IN","5",",I","3",",I","0",",I","","","","","","","19500603",",,I","","","9.7",",,I,03,","17.3",",,,I","",""
"IN012081300","1950-07","20.533","76.233","650.0","BULDANA, IN","19",",I","13",",I","2",",I","","","","","","","19500726","+,,I","","","37.3",",,I,26,+","146.9",",,,I","",""
"IN012081300","1950-08","20.533","76.233","650.0","BULDANA, IN","8",",I","7",",I","1",",I","","","","","","","19500828",",,I","","","95.3",",,I,28,","125.7",",,,I","",""
"IN012081300","1950-09","20.533","76.233","650.0","BULDANA, IN","20",",I","14",",I","3",",I","","","","","","","19500905",",,I","","","52.6",",,I,05,","263.4",",,,I","",""
"IN012081300","1950-10","20.533","76.233","650.0","BULDANA, IN","1","1,I","0","1,I","0","1,I","","","","","","","19501001",",1,I","","","0.8","1,,I,01,","0.8","1,,,I","",""
"IN012081300","1950-11","20.533","76.233","650.0","BULDANA, IN","1",",I","0",",I","0",",I","","","","","","","19501115",",,I","","","1.5",",,I,15,","1.5",",,,I","",""
"IN012081300","1950-12","20.533","76.233","650.0","BULDANA, IN","5","1,I","3","1,I","0","1,I","","","","","","","19501230",",1,I","","","19.6","1,,I,30,","44.4","1,,,I","",""
"IN012081300","1951-01","20.533","76.233","650.0","BULDANA, IN","2",",I","1",",I","0",",I","","","","","","","19510115",",,I","","","14.7",",,I,15,","15.2",",,,I","",""
"IN012081300","1951-02","20.533","76.233","650.0","BULDANA, IN","0",",I","0",",I","0",",I","","","","","","","19510228","+,,I","","","0.0",",,I,28,+","0.0",",,,I","",""
"IN012081300","1951-03","20.533","76.233","650.0","BULDANA, IN","1",",I","1",",I","0",",I","","","","","","","19510326",",,I","","","3.0",",,I,26,","3.0",",,,I","",""
"IN012081300","1951-04","20.533","76.233","650.0","BULDANA, IN","3",",I","1",",I","0",",I","","","","","","","19510412",",,I","","","6.1",",,I,12,","9.1",",,,I","",""
"IN012081300","1951-05","20.533","76.233","650.0","BULDANA, IN","1",",I","0",",I","0",",I","","","","","","","19510523",",,I","","","2.3",",,I,23,","2.3",",,,I","",""
"IN012081300","1951-06","20.533","76.233","650.0","BULDANA, IN","14",",I","10",",I","4",",I","","","","","","","19510610",",,I","","","36.1",",,I,10,","194.8",",,,I","",""
"IN012081300","1951-07","20.533","76.233","650.0","BULDANA, IN","18",",I","10",",I","2",",I","","","","","","","19510719",",,I","","","41.1",",,I,19,","183.2",",,,I","",""
"IN012081300","1951-08","20.533","76.233","650.0","BULDANA, IN","17",",I","10",",I","2",",I","","","","","","","19510807",",,I","","","66.0",",,I,07,","169.3",",,,I","",""
"IN012081300","1951-09","20.533","76.233","650.0","BULDANA, IN","9",",I","7",",I","1",",I","","","","","","","19510904",",,I","","","26.2",",,I,04,","83.7",",,,I","",""
"IN012081300","1951-10","20.533","76.233","650.0","BULDANA, IN","6",",I","5",",I","2",",I","","","","","","","19511014",",,I","","","50.0",",,I,14,","127.7",",,,I","",""
"IN012081300","1951-11","20.533","76.233","650.0","BULDANA, IN","2",",I","1",",I","0",",I","","","","","","","19511122",",,I","","","6.4",",,I,22,","7.2",",,,I","",""
