"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","DYFG","DYFG_ATTRIBUTES","DYNT","DYNT_ATTRIBUTES","DYSN","DYSN_ATTRIBUTES","DYTS","DYTS_ATTRIBUTES","DYXP","DYXP_ATTRIBUTES","DYXT","DYXT_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"USC00386890","1895-09","33.3","-80.05","26.5","PINOPOLIS, SC US","","","3",",6","3",",6","0",",6","","","","","","","","","","","","","4","","","","","","","","18950911",",,6","","","","","","","13.7",",,6,11,","","","","","","","24.6",",,,6","","","","","","","",""
"USC00386890","1895-10","33.3","-80.05","26.5","PINOPOLIS, SC US","","","3",",6","1",",6","0",",6","","","","","","","","","","","","","1","","","","","","","","18951031",",,6","","","","","","","6.6",",,6,31,","","","","","","","10.7",",,,6","","","","","","","",""
"USC00386890","1895-11","33.3","-80.05","26.5","PINOPOLIS, SC US","","","10",",6","4",",6","2",",6","","","","","","","","","","","","","3","","","","","","","","18951101",",,6","","","","","","","61.5",",,6,01,","","","","","","","113.5",",,,6","","","","","","","",""
"USC00386890","1895-12","33.3","-80.05","26.5","PINOPOLIS, SC US","","","7",",6","3",",6","1",",6","","","","","","","","","","","","","","","","","","","","","18951210",",,6","","","","","","","29.2",",,6,10,","","","","","","","42.9",",,,6","","","","","","","",""
"USC00386890","1896-01","33.3","-80.05","26.5","PINOPOLIS, SC US","","","7",",6","5",",6","2",",6","","","","","","","","","","","","","1","","","","","","","","18960122",",,6","","","","","","","30.7",",,6,22,","","","","","","","74.7",",,,6","","","","","","","",""
"USC00386890","1896-02","33.3","-80.05","26.5","PINOPOLIS, SC US","","","9",",6","6",",6","4",",6","","","","","","","","","","","","","1","","","","","","","","18960208",",,6","","","","","","","103.9",",,6,08,","","","","","","","221.0",",,,6","","","","","","","",""
"USC00386890","1896-03","33.3","-80.05","26.5","PINOPOLIS, SC US","","","5",",6","5",",6","1",",6","","","","","","","","","","","","","","","","","","","","","18960311",",,6","","","","","","","25.4",",,6,11,","","","","","","","71.7",",,,6","","","","","","","",""
"USC00386890","1896-04","33.3","-80.05","26.5","PINOPOLIS, SC US","","","4",",6","3",",6","0",",6","","","","","","","","","","","","","","","","","","","","","18960401",",,6","","","","","","","11.7",",,6,01,","","","","","","","28.5",",,,6","","","","","","","",""
"USC00386890","1896-05","33.3","-80.05","26.5","PINOPOLIS, SC US","","","9",",6","6",",6","2",",6","","","","","","","","","","","","","2","","","","","","","","18960521",",,6","","","","","","","74.7",",,6,21,","","","","","","","154.2",",,,6","","","","","","","",""
"USC00386890","1896-06","33.3","-80.05","26.5","PINOPOLIS, SC US","","","18",",6","9",",6","2",",6","","","","","","","","","","","","","1","","","","","","","","18960603",",,6","","","","","","","41.9",",,6,03,","","","","","","","189.0",",,,6","","","","","","","",""
"USC00386890","1896-07","33.3","-80.05","26.5","PINOPOLIS, SC US","","","15",",6","10",",6","2",",6","","","","","","","","","","","","","1","","","","","","","","18960713",",,6","","","","","","","43.9",",,6,13,","","","","","","","173.3",",,,6","","","","","","","",""
"USC00386890","1896-08","33.3","-80.05","26.5","PINOPOLIS, SC US","","","14",",6","10",",6","4",",6","","","","","","","","","","","","","","","","","","","","","18960811",",,6","","","","","","","52.6",",,6,11,","","","","","","","205.3",",,,6","","","","","","","",""
"USC00386890","1896-09","33.3","-80.05","26.5","PINOPOLIS, SC US","","","6",",6","4",",6","0",",6","","","","","","","","","","","","","7","","","","","","","","18960914",",,6","","","","","","","23.6",",,6,14,","","","","","","","52.6",",,,6","","","","","","","",""
"USC00386890","1896-10","33.3","-80.05","26.5","PINOPOLIS, SC US","","","7",",6","5",",6","0",",6","","","","","","","","","","","","","","","","","","","","","18961023",",,6","","","","","","","7.6",",,6,23,","","","","","","","31.7",",,,6","","","","","","","",""
"USC00386890","1896-12","33.3","-80.05","26.5","PINOPOLIS, SC US","","","7",",6","6",",6","2",",6","","","","","","","","","","","","","2","","","","","","","","18961202",",,6","","","","","","","78.2",",,6,02,","","","","","","","131.7",",,,6","","","","","","","",""
"USC00386890","1897-01","33.3","-80.05","26.5","PINOPOLIS, SC US","","","9",",6","6",",6","0",",6","","","","","","","","","","","","","4","","","","","","","","18970113",",,6","","","","","","","12.7",",,6,13,","","","","","","","50.9",",,,6","","","","","","","",""
"USC00386890","1897-02","33.3","-80.05","26.5","PINOPOLIS, SC US","","","12",",6","9",",6","4",",6","","","","","","","","","","","","","","","","","","","","","18970225",",,6","","","","","","","49.5",",,6,25,","","","","","","","230.6",",,,6","","","","","","","",""
"USC00386890","1897-03","33.3","-80.05","26.5","PINOPOLIS, SC US","","","17",",6","10",",6","1",",6","","","","","","","","","","","","","2","","","","","","","","18970313",",,6","","","","","","","68.3",",,6,13,","","","","","","","132.2",",,,6","","","","","","","",""
"USC00386890","1897-04","33.3","-80.05","26.5","PINOPOLIS, SC US","","","8",",6","5",",6","1",",6","","","","","","","","","","","","","","","","","","","","","18970430",",,6","","","","","","","48.3",",,6,30,","","","","","","","95.2",",,,6","","","","","","","",""
"USC00386890","1897-05","33.3","-80.05","26.5","PINOPOLIS, SC US","","","5",",6","3",",6","0",",6","","","","","","","","","","","","","","","","","","","","","18970513",",,6","","","","","","","14.0",",,6,13,","","","","","","","30.3",",,,6","","","","","","","",""
"USC00386890","1897-06","33.3","-80.05","26.5","PINOPOLIS, SC US","","","15",",6","14",",6","4",",6","","","","","","","","","","","","","2","","","","","","","","18970604",",,6","","","","","","","70.1",",,6,04,","","","","","","","298.2",",,,6","","","","","","","",""
"USC00386890","1897-07","33.3","-80.05","26.5","PINOPOLIS, SC US","","","18",",6","12",",6","2",",6","","","","","","","","","","","","","","","","","","","","","18970704",",,6","","","","","","","69.1",",,6,04,","","","","","","","214.2",",,,6","","","","","","","",""
"USC00386890","1897-08","33.3","-80.05","26.5","PINOPOLIS, SC US","","","14",",6","9",",6","3",",6","","","","","","","","","","","","","","","","","","","","","18970821",",,6","","","","","","","42.7",",,6,21,","","","","","","","177.7",",,,6","","","","","","","",""
"USC00386890","1897-09","33.3","-80.05","26.5","PINOPOLIS, SC US","","","5",",6","4",",6","1",",6","","","","","","","","","","","","","2","","","","","","","","18970922",",,6","","","","","","","67.8",",,6,22,","","","","","","","84.8",",,,6","","","","","","","",""
"USC00386890","1897-10","33.3","-80.05","26.5","PINOPOLIS, SC US","","","10",",6","5",",6","1",",6","","","","","","","","","","","","","5","","","","","","","","18971019",",,6","","","","","","","101.6",",,6,19,","","","","","","","126.5",",,,6","","","","","","","",""
"USC00386890","1897-11","33.3","-80.05","26.5","PINOPOLIS, SC US","","","6",",6","3",",6","1",",6","","","","","","","","","","","","","4","","","","","","","","18971101",",,6","","","","","","","35.1",",,6,01,","","","","","","","47.4",",,,6","","","","","","","",""
"USC00386890","1897-12","33.3","-80.05","26.5","PINOPOLIS, SC US","","","11",",6","7",",6","1",",6","","","","","","","","","","","","","3","","","","","","","","18971225",",,6","","","","","","","27.7",",,6,25,","","","","","","","77.5",",,,6","","","","","","","",""
"USC00386890","1898-01","33.3","-80.05","26.5","PINOPOLIS, SC US","","","6",",6","3",",6","0",",6","","","","","","","","","","","","","2","","","","","","","","18980125",",,6","","","","","","","5.1",",,6,25,","","","","","","","14.6",",,,6","","","","","","","",""
"USC00386890","1898-02","33.3","-80.05","26.5","PINOPOLIS, SC US","","","3",",6","2",",6","0",",6","","","","","","","","","","","","","3","","","","","","","","18980218",",,6","","","","","","","12.4",",,6,18,","","","","","","","17.0",",,,6","","","","","","","",""
"USC00386890","1898-03","33.3","-80.05","26.5","PINOPOLIS, SC US","","","5",",6","5",",6","1",",6","","","","","","","","","","","","","2","","","","","","","","18980303",",,6","","","","","","","38.1",",,6,03,","","","","","","","72.4",",,,6","","","","","","","",""
"USC00386890","1898-04","33.3","-80.05","26.5","PINOPOLIS, SC US","","","8",",6","7",",6","1",",6","","","","","","","","","","","","","1","","","","","","","","18980405",",,6","","","","","","","56.1",",,6,05,","","","","","","","137.9",",,,6","","","","","","","",""
"USC00386890","1898-05","33.3","-80.05","26.5","PINOPOLIS, SC US","","","9",",6","8",",6","1",",6","","","","","","","","","","","","","","","","","","","","","18980525",",,6","","","","","","","45.7",",,6,25,","","","","","","","93.9",",,,6","","","","","","","",""
"USC00386890","1898-06","33.3","-80.05","26.5","PINOPOLIS, SC US","","","8",",6","7",",6","2",",6","","","","","","","","","","","","","1","","","","","","","","18980619",",,6","","","","","","","106.2",",,6,19,","","","","","","","271.2",",,,6","","","","","","","",""
"USC00386890","1898-07","33.3","-80.05","26.5","PINOPOLIS, SC US","","","18",",6","12",",6","2",",6","","","","","","","","","","","","","1","","","","","","","","18980713",",,6","","","","","","","45.0",",,6,13,","","","","","","","155.8",",,,6","","","","","","","",""
"USC00386890","1898-08","33.3","-80.05","26.5","PINOPOLIS, SC US","","","21",",6","21",",6","5",",6","","","","","","","","","","","","","2","","","","","","","","18980831",",,6","","","","","","","54.9",",,6,31,","","","","","","","377.1",",,,6","","","","","","","",""
"USC00386890","1898-09","33.3","-80.05","26.5","PINOPOLIS, SC US","","","9",",6","5",",6","2",",6","","","","","","","","","","","","","2","","","","","","","","18980923",",,6","","","","","","","34.3",",,6,23,","","","","","","","87.6",",,,6","","","","","","","",""
"USC00386890","1898-10","33.3","-80.05","26.5","PINOPOLIS, SC US","","","15",",6","8",",6","1",",6","","","","","","","","","","","","","","","","","","","","","18981002",",,6","","","","","","","43.2",",,6,02,","","","","","","","114.9",",,,6","","","","","","","",""
"USC00386890","1898-11","33.3","-80.05","26.5","PINOPOLIS, SC US","","","10",",6","8",",6","1",",6","","","","","","","","","","","","","","","","","","","","","18981118",",,6","","","","","","","38.1",",,6,18,","","","","","","","131.7",",,,6","","","","","","","",""
"USC00386890","1898-12","33.3","-80.05","26.5","PINOPOLIS, SC US","","","7",",6","7",",6","2",",6","","","","","","","","","","","","","","","","","","","","","18981203","+,,6","","","","","","","25.4",",,6,03,+","","","","","","","105.3",",,,6","","","","","","","",""
"USC00386890","1899-01","33.3","-80.05","26.5","PINOPOLIS, SC US","","","7",",6","6",",6","1",",6","","","","","","","","","","","","","","","","","","","","","18990111",",,6","","","","","","","33.0",",,6,11,","","","","","","","94.3",",,,6","","","","","","","",""
"USC00386890","1899-02","33.3","-80.05","26.5","PINOPOLIS, SC US","","","7",",6","6",",6","2",",6","0",",6","","","","","","","","","","","","","","","18990213",",,6","","","18990227",",,6","","","","","15",",,6,13,","31.8",",,6,27,","","","","","","","104.7",",,,6","18",",,,6","","","","","",""
"USC00386890","1899-03","33.3","-80.05","26.5","PINOPOLIS, SC US","","","6",",6","2",",6","0",",6","","","","","","","","","","","","","","","","","","","","","18990319",",,6","","","","","","","20.3",",,6,19,","","","","","","","42.0",",,,6","","","","","","","",""
"USC00386890","1899-04","33.3","-80.05","26.5","PINOPOLIS, SC US","","","4",",6","4",",6","1",",6","","","","","","","","","","","","","","","","","","","","","18990404",",,6","","","","","","","33.0",",,6,04,","","","","","","","73.9",",,,6","","","","","","","",""
"USC00386890","1899-06","33.3","-80.05","26.5","PINOPOLIS, SC US","221.0","2,6","6",",6","6",",6","1",",6","","","0","1,6","0","1,6","0","1,6","28","1,6","9","1,6","","","18990619",",1,6","","","","","18990617",",,6","18990615",",1,6","14.4","1,6,19,","","","47.0",",,6,17,","35.6","1,6,15,","","","0.8","1,6","96.3",",,,6","","","26.13","2,6","30.23","1,,,6","22.04","1,,,6"
"USC00386890","1899-07","33.3","-80.05","26.5","PINOPOLIS, SC US","","","9",",6","8",",6","1",",6","","","","","","","","","","","","","","","","","","","","","18990728",",,6","","","","","","","26.2",",,6,28,","","","","","","","101.4",",,,6","","","","","","","",""
"USC00386890","1899-08","33.3","-80.05","26.5","PINOPOLIS, SC US","","","11",",6","11",",6","4",",6","","","","","","","","","","","","","","","","","","","","","18990827",",,6","","","","","","","203.2",",,6,27,","","","","","","","455.7",",,,6","","","","","","","",""
"USC00386890","1899-09","33.3","-80.05","26.5","PINOPOLIS, SC US","","","4",",6","4",",6","0",",6","","","","","","","","","","","","","","","","","","","","","18990918",",,6","","","","","","","18.0",",,6,18,","","","","","","","49.5",",,,6","","","","","","","",""
"USC00386890","1899-10","33.3","-80.05","26.5","PINOPOLIS, SC US","","","6",",6","5",",6","2",",6","","","","","","","","","","","","","","","","","","","","","18991031",",,6","","","","","","","81.3",",,6,31,","","","","","","","139.7",",,,6","","","","","","","",""
"USC00386890","1899-11","33.3","-80.05","26.5","PINOPOLIS, SC US","2.0",",6","2",",6","2",",6","1",",6","","","0",",6","0",",6","0",",6","3",",6","0",",6","","","18991105",",,6","","","","","18991125",",,6","18991123",",,6","3.3",",6,05,","","","42.2",",,6,25,","23.9",",6,23,","","","149.9",",6","45.2",",,,6","","","13.40",",6","17.23",",,,6","9.57",",,,6"
"USC00386890","1899-12","33.3","-80.05","26.5","PINOPOLIS, SC US","","","4",",6","4",",6","0",",6","0",",6","","","","","","","","","","","","","","","18991231","+,,6","","","18991223",",,6","","","","","0",",,6,31,+","11.4",",,6,23,","","","","","","","30.0",",,,6","0",",,,6","","","","","",""
"USC00386890","1900-01","33.3","-80.05","26.5","PINOPOLIS, SC US","","","6","1,6","6","1,6","0","1,6","0",",6","","","","","","","","","","","","","","","19000127",",,6","","","19000109",",1,6","","","","","5",",,6,27,","18.5","1,,6,09,","","","","","","","68.2","1,,,6","5",",,,6","","","","","",""
"USC00386890","1900-02","33.3","-80.05","26.5","PINOPOLIS, SC US","","","","","","","","","0",",6","","","","","","","","","","","","","","","19000225",",,6","","","","","","","","","0",",T,6,25,","","","","","","","","","","","0",",T,,6","","","","","",""
"USC00386890","1900-03","33.3","-80.05","26.5","PINOPOLIS, SC US","","","3",",6","3",",6","0",",6","","","","","","","","","","","","","","","","","","","","","19000324",",,6","","","","","","","12.7",",,6,24,","","","","","","","24.4",",,,6","","","","","","","",""
"USC00386890","1900-05","33.3","-80.05","26.5","PINOPOLIS, SC US","","","4",",6","3",",6","1",",6","","","","","","","","","","","","","","","","","","","","","19000519",",,6","","","","","","","33.8",",,6,19,","","","","","","","66.0",",,,6","","","","","","","",""
"USC00386890","1900-06","33.3","-80.05","26.5","PINOPOLIS, SC US","","","12",",6","9",",6","2",",6","","","","","","","","","","","","","","","","","","","","","19000624",",,6","","","","","","","87.6",",,6,24,","","","","","","","210.4",",,,6","","","","","","","",""
"USC00386890","1900-07","33.3","-80.05","26.5","PINOPOLIS, SC US","","","7",",6","5",",6","1",",6","","","","","","","","","","","","","","","","","","","","","19000728",",,6","","","","","","","36.3",",,6,28,","","","","","","","95.2",",,,6","","","","","","","",""
"USC00386890","1900-08","33.3","-80.05","26.5","PINOPOLIS, SC US","","","5",",6","4",",6","0",",6","","","","","","","","","","","","","","","","","","","","","19000823",",,6","","","","","","","23.1",",,6,23,","","","","","","","59.4",",,,6","","","","","","","",""
"USC00386890","1900-09","33.3","-80.05","26.5","PINOPOLIS, SC US","","","6",",6","6",",6","1",",6","","","","","","","","","","","","","","","","","","","","","19000915",",,6","","","","","","","41.7",",,6,15,","","","","","","","95.9",",,,6","","","","","","","",""
"USC00386890","1900-11","33.3","-80.05","26.5","PINOPOLIS, SC US","","","5",",6","2",",6","1",",6","","","","","","","","","","","","","","","","","","","","","19001103",",,6","","","","","","","56.6",",,6,03,","","","","","","","71.9",",,,6","","","","","","","",""
"USC00386890","1900-12","33.3","-80.05","26.5","PINOPOLIS, SC US","","","8",",6","7",",6","3",",6","","","","","","","","","","","","","","","","","","","","","19001203",",,6","","","","","","","42.2",",,6,03,","","","","","","","145.4",",,,6","","","","","","","",""
"USC00386890","1901-01","33.3","-80.05","26.5","PINOPOLIS, SC US","","","5",",6","4",",6","0",",6","","","","","","","","","","","","","","","","","","","","","19010119","+,,6","","","","","","","9.1",",,6,19,+","","","","","","","30.5",",,,6","","","","","","","",""
"USC00386890","1901-02","33.3","-80.05","26.5","PINOPOLIS, SC US","","","5",",6","5",",6","2",",6","1",",6","","","","","","","","","","","","","","","19010223",",,6","","","19010226",",,6","","","","","178",",,6,23,","33.0",",,6,26,","","","","","","","105.2",",,,6","178",",,,6","","","","","",""
"USC00386890","1901-03","33.3","-80.05","26.5","PINOPOLIS, SC US","","","5",",6","4",",6","0",",6","","","","","","","","","","","","","","","","","","","","","19010319",",,6","","","","","","","24.1",",,6,19,","","","","","","","57.6",",,,6","","","","","","","",""
"USC00386890","1901-04","33.3","-80.05","26.5","PINOPOLIS, SC US","","","5",",6","4",",6","2",",6","","","","","","","","","","","","","","","","","","","","","19010402",",,6","","","","","","","58.4",",,6,02,","","","","","","","105.6",",,,6","","","","","","","",""
"USC00386890","1901-06","33.3","-80.05","26.5","PINOPOLIS, SC US","","","14",",6","12",",6","3",",6","","","","","","","","","","","","","","","","","","","","","19010613",",,6","","","","","","","77.5",",,6,13,","","","","","","","302.7",",,,6","","","","","","","",""
"USC00386890","1901-07","33.3","-80.05","26.5","PINOPOLIS, SC US","","","9",",6","7",",6","1",",6","","","","","","","","","","","","","","","","","","","","","19010720",",,6","","","","","","","32.5",",,6,20,","","","","","","","99.9",",,,6","","","","","","","",""
"USC00386890","1901-08","33.3","-80.05","26.5","PINOPOLIS, SC US","","","10",",6","9",",6","1",",6","","","","","","","","","","","","","","","","","","","","","19010807",",,6","","","","","","","35.6",",,6,07,","","","","","","","91.8",",,,6","","","","","","","",""
"USC00386890","1901-10","33.3","-80.05","26.5","PINOPOLIS, SC US","","","4",",6","4",",6","0",",6","","","","","","","","","","","","","","","","","","","","","19011001",",,6","","","","","","","10.2",",,6,01,","","","","","","","21.8",",,,6","","","","","","","",""
"USC00386890","1901-11","33.3","-80.05","26.5","PINOPOLIS, SC US","","","5",",6","4",",6","0",",6","0",",6","","","","","","","","","","","","","","","19011119",",,6","","","19011119",",,6","","","","","0",",T,6,19,","12.7",",,6,19,","","","","","","","33.6",",,,6","0",",T,,6","","","","","",""
"USC00386890","1901-12","33.3","-80.05","26.5","PINOPOLIS, SC US","","","8","1,6","5","1,6","0","1,6","0",",6","","","","","","","","","","","","","","","19011219",",,6","","","19011223",",1,6","","","","","0",",T,6,19,","15.2","1,,6,23,","","","","","","","54.7","1,,,6","0",",T,,6","","","","","",""
"USC00386890","1902-01","33.3","-80.05","26.5","PINOPOLIS, SC US","","","9",",6","6",",6","0",",6","0",",6","0","3,6","8","3,6","0","3,6","0","3,6","0","3,6","","","19020113",",3,6","19020131","+,,6","","","19020130","+,,6","19020128",",3,6","-5.6","3,6,13,","0",",,6,31,+","15.2",",,6,30,+","20.0","3,6,28,","","","","","69.9",",,,6","0",",,,6","7.66","6,6","12.38","3,,,6","2.94","3,,,6"
"USC00386890","1902-02","33.3","-80.05","26.5","PINOPOLIS, SC US","","","8",",6","8",",6","3",",6","","","","","","","","","","","","","","","","","","","","","19020224",",,6","","","","","","","33.0",",,6,24,","","","","","","","141.5",",,,6","","","","","","","",""
"USC00386890","1902-04","33.3","-80.05","26.5","PINOPOLIS, SC US","","","5",",6","4",",6","0",",6","","","","","","","","","","","","","","","","","","","","","19020407",",,6","","","","","","","14.2",",,6,07,","","","","","","","36.4",",,,6","","","","","","","",""
"USC00386890","1902-05","33.3","-80.05","26.5","PINOPOLIS, SC US","","","4",",6","4",",6","1",",6","0",",6","","","","","","","","","","","","","","","19020531","+,,6","","","19020525",",,6","","","","","0",",,6,31,+","35.6",",,6,25,","","","","","","","59.7",",,,6","0",",,,6","","","","","",""
"USC00386890","1902-06","33.3","-80.05","26.5","PINOPOLIS, SC US","","","","","","","","","0",",6","","","","","","","","","","","","","","","19020630","+,,6","","","","","","","","","0",",,6,30,+","","","","","","","","","","","0",",,,6","","","","","",""
