"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","DYNT","DYNT_ATTRIBUTES","DYXP","DYXP_ATTRIBUTES","DYXT","DYXT_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"SF006727480","1905-08","-23.967","26.917","857.0","CUMBERLAND, SF","","","","","1",",I","1",",I","0",",I","","","","","","","","","","","","","19050821",",,I","","","","","10.2",",,I,21,","","","","","10.2",",,,I","","","","","",""
"SF006727480","1905-09","-23.967","26.917","857.0","CUMBERLAND, SF","","","","","1",",I","1",",I","0",",I","","","","","","","","","","","","","19050928",",,I","","","","","7.6",",,I,28,","","","","","7.6",",,,I","","","","","",""
"SF006727480","1905-10","-23.967","26.917","857.0","CUMBERLAND, SF","","","","","2",",I","2",",I","0",",I","","","","","","","","","","","","","19051029",",,I","","","","","6.4",",,I,29,","","","","","12.0",",,,I","","","","","",""
"SF006727480","1905-12","-23.967","26.917","857.0","CUMBERLAND, SF","","","","","7",",I","4",",I","1",",I","","","","","","","","","","","","","19051212",",,I","","","","","167.6",",,I,12,","","","","","197.8",",,,I","","","","","",""
"SF006727480","1906-01","-23.967","26.917","857.0","CUMBERLAND, SF","","","","","5",",I","5",",I","1",",I","","","","","","","","","","","","","19060121",",,I","","","","","33.5",",,I,21,","","","","","58.2",",,,I","","","","","",""
"SF006727480","1906-02","-23.967","26.917","857.0","CUMBERLAND, SF","","","","","6",",I","4",",I","0",",I","","","","","","","","","","","","","19060202",",,I","","","","","16.5",",,I,02,","","","","","51.6",",,,I","","","","","",""
"SF006727480","1906-03","-23.967","26.917","857.0","CUMBERLAND, SF","","","","","4",",I","4",",I","0",",I","","","","","","","","","","","","","19060322",",,I","","","","","7.6",",,I,22,","","","","","21.1",",,,I","","","","","",""
"SF006727480","1906-04","-23.967","26.917","857.0","CUMBERLAND, SF","","","","","3",",I","3",",I","0",",I","","","","","","","","","","","","","19060418",",,I","","","","","20.3",",,I,18,","","","","","34.8",",,,I","","","","","",""
"SF006727480","1906-05","-23.967","26.917","857.0","CUMBERLAND, SF","","","","","0",",I","0",",I","0",",I","","","","","","","","","","","","","19060531","+,,I","","","","","0.0",",,I,31,+","","","","","0.0",",,,I","","","","","",""
"SF006727480","1906-06","-23.967","26.917","857.0","CUMBERLAND, SF","","","","","0",",I","0",",I","0",",I","","","","","","","","","","","","","19060630","+,,I","","","","","0.0",",,I,30,+","","","","","0.0",",,,I","","","","","",""
"SF006727480","1906-07","-23.967","26.917","857.0","CUMBERLAND, SF","","","","","0",",I","0",",I","0",",I","","","","","","","","","","","","","19060731","+,,I","","","","","0.0",",,I,31,+","","","","","0.0",",,,I","","","","","",""
"SF006727480","1906-08","-23.967","26.917","857.0","CUMBERLAND, SF","","","","","0",",I","0",",I","0",",I","","","","","","","","","","","","","19060831","+,,I","","","","","0.0",",,I,31,+","","","","","0.0",",,,I","","","","","",""
"SF006727480","1906-09","-23.967","26.917","857.0","CUMBERLAND, SF","","","","","1",",I","1",",I","0",",I","","","","","","","","","","","","","19060921",",,I","","","","","10.7",",,I,21,","","","","","10.7",",,,I","","","","","",""
"SF006727480","1906-10","-23.967","26.917","857.0","CUMBERLAND, SF","","","","","3",",I","3",",I","2",",I","","","","","","","","","","","","","19061011",",,I","","","","","53.1",",,I,11,","","","","","89.4",",,,I","","","","","",""
"SF006727480","1906-12","-23.967","26.917","857.0","CUMBERLAND, SF","","","","","8",",I","8",",I","1",",I","","","","","","","","","","","","","19061229",",,I","","","","","45.7",",,I,29,","","","","","86.3",",,,I","","","","","",""
"SF006727480","1907-01","-23.967","26.917","857.0","CUMBERLAND, SF","","","","","7",",I","7",",I","2",",I","","","","","","","","","","","","","19070116",",,I","","","","","47.0",",,I,16,","","","","","144.8",",,,I","","","","","",""
"SF006727480","1907-04","-23.967","26.917","857.0","CUMBERLAND, SF","","","","","6",",I","5",",I","0",",I","","","","","","","","","","","","","19070407",",,I","","","","","17.8",",,I,07,","","","","","41.7",",,,I","","","","","",""
"SF006727480","1907-05","-23.967","26.917","857.0","CUMBERLAND, SF","","","","","0",",I","0",",I","0",",I","","","","","","","","","","","","","19070531","+,,I","","","","","0.0",",,I,31,+","","","","","0.0",",,,I","","","","","",""
"SF006727480","1907-06","-23.967","26.917","857.0","CUMBERLAND, SF","","","","","0",",I","0",",I","0",",I","","","","","","","","","","","","","19070630","+,,I","","","","","0.0",",,I,30,+","","","","","0.0",",,,I","","","","","",""
