"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","ADPT","ADPT_ATTRIBUTES","ASLP","ASLP_ATTRIBUTES","ASTP","ASTP_ATTRIBUTES","AWBT","AWBT_ATTRIBUTES","AWND","AWND_ATTRIBUTES","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","DYFG","DYFG_ATTRIBUTES","DYHF","DYHF_ATTRIBUTES","DYNT","DYNT_ATTRIBUTES","DYSD","DYSD_ATTRIBUTES","DYSN","DYSN_ATTRIBUTES","DYTS","DYTS_ATTRIBUTES","DYXP","DYXP_ATTRIBUTES","DYXT","DYXT_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","PSUN","PSUN_ATTRIBUTES","RHAV","RHAV_ATTRIBUTES","RHMN","RHMN_ATTRIBUTES","RHMX","RHMX_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","TSUN","TSUN_ATTRIBUTES","WDF1","WDF1_ATTRIBUTES","WDF2","WDF2_ATTRIBUTES","WDF5","WDF5_ATTRIBUTES","WDFG","WDFG_ATTRIBUTES","WDFM","WDFM_ATTRIBUTES","WSF1","WSF1_ATTRIBUTES","WSF2","WSF2_ATTRIBUTES","WSF5","WSF5_ATTRIBUTES","WSFG","WSFG_ATTRIBUTES","WSFM","WSFM_ATTRIBUTES"
"USW00024131","1940-01","43.56705","-116.24062","860.5","BOISE AIR TERMINAL, ID US","","","","","","","","","","","0.0","0","0.0",",0","13",",0","8",",0","0",",0","2",",0","2",",0","0",",0","26",",0","6",",0","0",",0","0",",0","","","","","19400119","+,,0","19400125","+,,0","19400124",",,0","","","19400102",",,0","19400127",",,0","-8.9",",0,19,+","51",",,0,25,+","51",",,0,24,","12.7",",,0,02,","11.1",",0,27,","","","550.5",",0","46.9",",,,0","","","","","","","","","89",",,,0","0.58",",0","4.33",",,,0","-3.17",",,,0","","","","","","","","","","","","","","","","","","","","","",""
"USW00024131","1940-02","43.56705","-116.24062","860.5","BOISE AIR TERMINAL, ID US","","","","","","","","","","","0.0","0","0.0",",0","19",",0","10",",0","0",",0","1",",0","1",",0","0",",0","21",",0","0",",0","0",",0","0",",0","","","","","19400201",",,0","19400213",",,0","19400213",",,0","","","19400214",",,0","19400228",",,0","-6.1",",0,01,","25",",,0,13,","38",",,0,13,","5.6",",,0,14,","17.2",",0,28,","","","420.3",",0","45.5",",,,0","","","","","","","","","38",",,,0","3.84",",0","7.95",",,,0","-0.27",",,,0","","","","","","","","","","","","","","","","","","","","","",""
"USW00024131","1940-03","43.56705","-116.24062","860.5","BOISE AIR TERMINAL, ID US","","","","","","","","","","","0.0","0","0.0",",0","11",",0","5",",0","0",",0","0",",0","0",",0","0",",0","12",",0","0",",0","2",",0","0",",0","","","","","19400312",",,0","19400331","+,,0","19400311","+,,0","","","19400331",",,0","19400323","+,,0","-4.4",",0,12,","0",",,0,31,+","0",",T,0,11,+","19.1",",,0,31,","21.1",",0,23,+","","","334.5",",0","57.5",",,,0","","","","","","","","","0",",T,,0","7.54",",0","13.44",",,,0","1.65",",,,0","","","","","","","","","","","","","","","","","","","","","",""
"USW00024131","1940-04","43.56705","-116.24062","860.5","BOISE AIR TERMINAL, ID US","","","","","","","","","","","0.0","0","0.0",",0","12",",0","8",",0","0",",0","0",",0","0",",0","0",",0","4",",0","0",",0","5",",0","0",",0","","","","","19400410",",,0","19400430","+,,0","19400430","+,,0","","","19400428",",,0","19400413",",,0","-0.6",",0,10,","0",",,0,30,+","0",",,0,30,+","10.9",",,0,28,","25.6",",0,13,","","","248.5",",0","46.0",",,,0","","","","","","","","","0",",,,0","10.05",",0","16.18",",,,0","3.92",",,,0","","","","","","","","","","","","","","","","","","","","","",""
"USW00024131","1940-05","43.56705","-116.24062","860.5","BOISE AIR TERMINAL, ID US","","","","","","","","","","","22.5","0","22.5",",0","3",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","26",",0","1",",0","","","","","19400505",",,0","19400531","+,,0","19400531","+,,0","","","19400502",",,0","19400510",",,0","1.7",",0,05,","0",",,0,31,+","0",",,0,31,+","1.5",",,0,02,","33.3",",0,10,","","","86.2",",0","2.3",",,,0","","","","","","","","","0",",,,0","16.28",",0","24.59",",,,0","7.96",",,,0","","","","","","","","","","","","","","","","","","","","","",""
"USW00024131","1940-06","43.56705","-116.24062","860.5","BOISE AIR TERMINAL, ID US","","","","","","","","","","","129.6","0","107.1",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","28",",0","11",",0","","","","","19400608",",,0","19400630","+,,0","19400630","+,,0","","","19400604",",,0","19400619",",,0","4.4",",0,08,","0",",,0,30,+","0",",,0,30,+","2.0",",,0,04,","42.8",",0,19,","","","30.5",",0","2.0",",,,0","","","","","","","","","0",",,,0","20.89",",0","29.65",",,,0","12.12",",,,0","","","","","","","","","","","","","","","","","","","","","",""
"USW00024131","1940-07","43.56705","-116.24062","860.5","BOISE AIR TERMINAL, ID US","","","","","","","","","","","300.5","0","170.9",",0","4",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","30",",0","23",",0","","","","","19400728",",,0","19400731","+,,0","19400731","+,,0","","","19400703",",,0","19400711",",,0","10.0",",0,28,","0",",,0,31,+","0",",,0,31,+","5.8",",,0,03,","37.2",",0,11,","0.8","0","0.8",",0","9.2",",,,0","","","","","","","","","0",",,,0","23.82",",0","32.55",",,,0","15.08",",,,0","","","","","","","","","","","","","","","","","","","","","",""
"USW00024131","1940-08","43.56705","-116.24062","860.5","BOISE AIR TERMINAL, ID US","","","","","","","","","","","458.6","0","158.1",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","17",",0","","","","","19400829","+,,0","19400831","+,,0","19400831","+,,0","","","19400824",",,0","19400812","+,,0","8.9",",0,29,+","0",",,0,31,+","0",",,0,31,+","0.3",",,0,24,","37.8",",0,12,+","0.8","0","0.0",",0","0.3",",,,0","","","","","","","","","0",",,,0","23.43",",0","32.74",",,,0","14.13",",,,0","","","","","","","","","","","","","","","","","","","","","",""
"USW00024131","1940-09","43.56705","-116.24062","860.5","BOISE AIR TERMINAL, ID US","","","","","","","","","","","512.5","0","53.9",",0","11",",0","7",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","21",",0","5",",0","","","","","19400928",",,0","19400930","+,,0","19400930","+,,0","","","19400909",",,0","19400911","+,,0","3.3",",0,28,","0",",,0,30,+","0",",,0,30,+","7.9",",,0,09,","33.9",",0,11,+","85.9","0","85.1",",0","47.0",",,,0","","","","","","","","","0",",,,0","17.30",",0","23.55",",,,0","11.04",",,,0","","","","","","","","","","","","","","","","","","","","","",""
"USW00024131","1940-10","43.56705","-116.24062","860.5","BOISE AIR TERMINAL, ID US","","","","","","","","","","","512.5","0","0.0",",0","10",",0","5",",0","0",",0","0",",0","0",",0","0",",0","1",",0","0",",0","14",",0","0",",0","","","","","19401028",",,0","19401031","+,,0","19401031","+,,0","","","19401024",",,0","19401018","+,,0","-1.1",",0,28,","0",",,0,31,+","0",",,0,31,+","15.7",",,0,24,","25.6",",0,18,+","269.6","0","183.7",",0","46.3",",,,0","","","","","","","","","0",",,,0","12.41",",0","18.87",",,,0","5.94",",,,0","","","","","","","","","","","","","","","","","","","","","",""
