"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DYXP","DYXP_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES"
"SF004340200","1926-11","-26.83","25.52","1345.0","RIETPAN II, SF","3",",I","3",",I","0",",I","19261105",",,I","12.7",",,I,05,","33.1",",,,I"
"SF004340200","1926-12","-26.83","25.52","1345.0","RIETPAN II, SF","6",",I","6",",I","1",",I","19261210",",,I","27.9",",,I,10,","66.5",",,,I"
"SF004340200","1927-01","-26.83","25.52","1345.0","RIETPAN II, SF","4",",I","4",",I","2",",I","19270122",",,I","32.5",",,I,22,","74.6",",,,I"
"SF004340200","1927-02","-26.83","25.52","1345.0","RIETPAN II, SF","2",",I","2",",I","1",",I","19270227",",,I","27.9",",,I,27,","39.3",",,,I"
"SF004340200","1927-03","-26.83","25.52","1345.0","RIETPAN II, SF","9",",I","9",",I","2",",I","19270331",",,I","46.5",",,I,31,","161.0",",,,I"
"SF004340200","1927-04","-26.83","25.52","1345.0","RIETPAN II, SF","0",",I","0",",I","0",",I","19270430","+,,I","0.0",",,I,30,+","0.0",",,,I"
"SF004340200","1927-05","-26.83","25.52","1345.0","RIETPAN II, SF","0",",I","0",",I","0",",I","19270531","+,,I","0.0",",,I,31,+","0.0",",,,I"
"SF004340200","1927-06","-26.83","25.52","1345.0","RIETPAN II, SF","0",",I","0",",I","0",",I","19270630","+,,I","0.0",",,I,30,+","0.0",",,,I"
"SF004340200","1927-07","-26.83","25.52","1345.0","RIETPAN II, SF","1",",I","1",",I","0",",I","19270726",",,I","6.9",",,I,26,","6.9",",,,I"
"SF004340200","1927-08","-26.83","25.52","1345.0","RIETPAN II, SF","0",",I","0",",I","0",",I","19270831","+,,I","0.0",",,I,31,+","0.0",",,,I"
"SF004340200","1927-10","-26.83","25.52","1345.0","RIETPAN II, SF","4",",I","4",",I","0",",I","19271028",",,I","9.9",",,I,28,","31.5",",,,I"
"SF004340200","1927-11","-26.83","25.52","1345.0","RIETPAN II, SF","1",",I","1",",I","0",",I","19271124",",,I","3.6",",,I,24,","3.6",",,,I"
"SF004340200","1927-12","-26.83","25.52","1345.0","RIETPAN II, SF","5",",I","5",",I","0",",I","19271226",",,I","19.1",",,I,26,","40.2",",,,I"
"SF004340200","1928-01","-26.83","25.52","1345.0","RIETPAN II, SF","10",",I","10",",I","2",",I","19280111",",,I","28.2",",,I,11,","162.3",",,,I"
"SF004340200","1928-02","-26.83","25.52","1345.0","RIETPAN II, SF","5",",I","5",",I","0",",I","19280201",",,I","16.3",",,I,01,","59.2",",,,I"
"SF004340200","1928-03","-26.83","25.52","1345.0","RIETPAN II, SF","4",",I","4",",I","3",",I","19280328",",,I","34.8",",,I,28,","109.8",",,,I"
"SF004340200","1928-04","-26.83","25.52","1345.0","RIETPAN II, SF","2",",I","2",",I","0",",I","19280404",",,I","15.2",",,I,04,","17.7",",,,I"
