"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","DYFG","DYFG_ATTRIBUTES","DYNT","DYNT_ATTRIBUTES","DYSD","DYSD_ATTRIBUTES","DYSN","DYSN_ATTRIBUTES","DYTS","DYTS_ATTRIBUTES","DYXP","DYXP_ATTRIBUTES","DYXT","DYXT_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"USC00360629","1940-10","40.61667","-75.38333","73.2","BETHLEHEM, PA US","","","9",",6","4",",6","0",",6","","","0",",6","","","","","","","","","","","","","","","","","19401020",",,6","","","19401003",",,6","","","","","","","5",",,6,20,","18.8",",,6,03,","","","","","49.0",",,,6","5",",,,6","","","","","",""
"USC00360629","1940-11","40.61667","-75.38333","73.2","BETHLEHEM, PA US","","","","","","","","","","","1",",6","","","","","","","","","","","","","","","","","19401127",",,6","","","","","","","","","","","48",",,6,27,","","","","","","","","","48",",,,6","","","","","",""
"USC00360629","1940-12","40.61667","-75.38333","73.2","BETHLEHEM, PA US","","","12","1,6","8","1,6","2","1,6","","","1",",6","","","","","","","","","","","","","","","","","19401205",",,6","","","19401228","+,1,6","","","","","","","64",",,6,05,","32.3","1,,6,28,+","","","","","95.8","1,,,6","69",",,,6","","","","","",""
"USC00360629","1941-01","40.61667","-75.38333","73.2","BETHLEHEM, PA US","","","8",",6","6",",6","0",",6","","","4",",6","","","","","","","","","","","","","","","","","19410127",",,6","","","19410117",",,6","","","","","","","104",",,6,27,","20.8",",,6,17,","","","","","77.7",",,,6","333",",,,6","","","","","",""
"USC00360629","1941-02","40.61667","-75.38333","73.2","BETHLEHEM, PA US","","","3",",6","3",",6","0",",6","","","0",",6","","","","","","","","","","","","","","","","","19410218",",,6","","","19410208",",,6","","","","","","","18",",,6,18,","25.1",",,6,08,","","","","","39.1",",,,6","18",",,,6","","","","","",""
"USC00360629","1941-03","40.61667","-75.38333","73.2","BETHLEHEM, PA US","","","6",",6","4",",6","1",",6","","","2",",6","","","","","","","","","","","","","","","","","19410308",",,6","","","19410308",",,6","","","","","","","300",",,6,08,","27.4",",,6,08,","","","","","74.9",",,,6","504",",,,6","","","","","",""
"USC00360629","1941-04","40.61667","-75.38333","73.2","BETHLEHEM, PA US","","","3",",6","3",",6","1",",6","","","","","","","","","","","","","","","","","","","","","","","","","19410406",",,6","","","","","","","","","25.9",",,6,06,","","","","","49.5",",,,6","","","","","","","",""
"USC00360629","1941-05","40.61667","-75.38333","73.2","BETHLEHEM, PA US","","","7",",6","4",",6","0",",6","","","","","","","","","","","","","","","","","","","","","","","","","19410510",",,6","","","","","","","","","14.7",",,6,10,","","","","","35.5",",,,6","","","","","","","",""
"USC00360629","1941-09","40.61667","-75.38333","73.2","BETHLEHEM, PA US","","","2",",6","1",",6","0",",6","","","","","","","","","","","","","","","1","","","","","","","","","","19410911",",,6","","","","","","","","","5.8",",,6,11,","","","","","7.6",",,,6","","","","","","","",""
"USC00360629","1941-10","40.61667","-75.38333","73.2","BETHLEHEM, PA US","","","6",",6","5",",6","0",",6","","","","","","","","","","","","","","","","","","","","","","","","","19411028",",,6","","","","","","","","","12.7",",,6,28,","","","","","46.5",",,,6","","","","","","","",""
