"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","DYFG","DYFG_ATTRIBUTES","DYNT","DYNT_ATTRIBUTES","DYSD","DYSD_ATTRIBUTES","DYSN","DYSN_ATTRIBUTES","DYTS","DYTS_ATTRIBUTES","DYXP","DYXP_ATTRIBUTES","DYXT","DYXT_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HN01","HN01_ATTRIBUTES","HN02","HN02_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","HX01","HX01_ATTRIBUTES","HX02","HX02_ATTRIBUTES","LN01","LN01_ATTRIBUTES","LN02","LN02_ATTRIBUTES","LX01","LX01_ATTRIBUTES","LX02","LX02_ATTRIBUTES","MN01","MN01_ATTRIBUTES","MN02","MN02_ATTRIBUTES","MX01","MX01_ATTRIBUTES","MX02","MX02_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"USC00115079","1906-02","40.152","-89.3387","177.7","LINCOLN, IL US","","","0.0","2,0","6",",0","4",",0","0",",0","","","0",",0","1","1,0","21","1,0","12","1,0","0","1,0","0","1,0","","","19060207",",1,0","","","19060204",",,0","","","19060223",",,0","19060222",",1,0","-17.8","1,0,07,","","","20",",,0,04,","15.2",",,0,23,","12.2","1,0,22,","","","","","","","525.7","1,0","","","","","","","","","","","","","","","","","","","","","53.3",",,,0","20",",,,0","-2.01","2,0","1.46","1,,,0","-5.49","1,,,0"
"USC00115079","1906-03","40.152","-89.3387","177.7","LINCOLN, IL US","","","0.0",",0","11",",0","6",",0","0",",0","","","0","2,0","0",",0","22",",0","12",",0","0",",0","0",",0","","","19060317",",,0","","","19060331","+,2,0","","","19060320",",,0","19060326",",,0","-16.7",",0,17,","","","0","2,,0,31,+","24.9",",,0,20,","12.8",",0,26,","","","","","","","581.4",",0","","","","","","","","","","","","","","","","","","","","","73.7",",,,0","0","2,,,0","-0.42",",0","3.01",",,,0","-3.86",",,,0"
"USC00115079","1906-04","40.152","-89.3387","177.7","LINCOLN, IL US","","","13.3",",0","9",",0","5",",0","1",",0","0",",0","0",",0","0",",0","2",",0","0",",0","15",",0","0",",0","","","19060401",",,0","19060430","+,,0","19060430","+,,0","6","","19060408",",,0","19060425",",,0","-0.6",",0,01,","0",",,0,30,+","0",",,0,30,+","32.8",",,0,08,","28.9",",0,25,","","","","","","","149.2",",0","","","","","","","","","","","","","","","","","","","","","62.3",",,,0","0",",,,0","13.81",",0","19.67",",,,0","7.94",",,,0"
"USC00115079","1906-05","40.152","-89.3387","177.7","LINCOLN, IL US","","","58.3",",0","5",",0","5",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","24",",0","1",",0","","","19060509","+,,0","19060531","+,,0","19060527","+,,0","7","","19060530",",,0","19060517",",,0","1.1",",0,09,+","0",",,0,31,+","0",",T,0,27,+","25.1",",,0,30,","32.8",",0,17,","","","","","","","68.6",",0","","","","","","","","","","","","","","","","","","","","","58.4",",,,0","0",",T,,0","18.00",",0","24.66",",,,0","11.34",",,,0"
"USC00115079","1906-06","40.152","-89.3387","177.7","LINCOLN, IL US","","","117.2",",0","6",",0","4",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","29",",0","4",",0","","","19060611",",,0","19060630","+,,0","19060630","+,,0","","","19060607",",,0","19060629","+,,0","8.3",",0,11,","0",",,0,30,+","0",",,0,30,+","19.8",",,0,07,","35.0",",0,29,+","","","","","","","11.7",",0","","","","","","","","","","","","","","","","","","","","","53.9",",,,0","0",",,,0","21.85",",0","27.55",",,,0","16.14",",,,0"
"USC00115079","1906-07","40.152","-89.3387","177.7","LINCOLN, IL US","","","187.3",",0","3",",0","2",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","15",",0","","","19060706",",,0","19060731","+,,0","19060731","+,,0","2","","19060728",",,0","19060722",",,0","13.3",",0,06,","0",",,0,31,+","0",",,0,31,+","7.9",",,0,28,","36.7",",0,22,","0.0","","","","","","0.0",",0","","","","","","","","","","","","","","","","","","","","","15.5",",,,0","0",",,,0","24.37",",0","31.17",",,,0","17.57",",,,0"
"USC00115079","1906-08","40.152","-89.3387","177.7","LINCOLN, IL US","","","222.0",",0","8",",0","7",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","14",",0","","","19060828","+,,0","19060831","+,,0","19060831","+,,0","8","","19060805",",,0","19060803",",,0","10.0",",0,28,+","0",",,0,31,+","0",",,0,31,+","23.4",",,0,05,","36.1",",0,03,","1.1","","","","","","1.1",",0","","","","","","","","","","","","","","","","","","","","","69.1",",,,0","0",",,,0","25.46",",0","31.38",",,,0","19.54",",,,0"
"USC00115079","1906-09","40.152","-89.3387","177.7","LINCOLN, IL US","","","123.9","3,0","5",",0","4",",0","3",",0","0",",0","0",",0","0","3,0","0","3,0","0",",0","27",",0","7",",0","","","19060930","+,3,0","19060930","+,,0","19060930","+,,0","2","","19060929",",,0","19060918",",,0","10.0","3,0,30,+","0",",,0,30,+","0",",,0,30,+","33.0",",,0,29,","36.1",",0,18,","12.0","","","","","","10.9",",0","","","","","","","","","","","","","","","","","","","","","94.4",",,,0","0",",,,0","22.33","3,0","28.46",",,,0","16.19","3,,,0"
"USC00115079","1906-10","40.152","-89.3387","177.7","LINCOLN, IL US","","","6.7",",0","4",",0","3",",0","0",",0","0",",0","0",",0","0",",0","3",",0","0",",0","16",",0","0",",0","","","19061031",",,0","19061031","+,,0","19061031","+,,0","","","19061024",",,0","19061004",",,0","-4.4",",0,31,","0",",,0,31,+","0",",,0,31,+","17.3",",,0,24,","26.7",",0,04,","186.6","","","","","","174.6",",0","","","","","","","","","","","","","","","","","","","","","28.2",",,,0","0",",,,0","12.92",",0","18.40",",,,0","7.43",",,,0"
"USC00115079","1906-11","40.152","-89.3387","177.7","LINCOLN, IL US","","","0.0",",0","8",",0","6",",0","2",",0","0",",0","0",",0","0",",0","17",",0","1",",0","2",",0","0",",0","","","19061122",",,0","19061130","+,,0","19061121","+,,0","","","19061121",",,0","19061106","+,,0","-4.4",",0,22,","0",",,0,30,+","0",",T,0,21,+","33.5",",,0,21,","22.2",",0,06,+","577.5","","","","","","390.9",",0","","","","","","","","","","","","","","","","","","","","","90.9",",,,0","0",",T,,0","5.30",",0","9.61",",,,0","0.99",",,,0"
