"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","DYFG","DYFG_ATTRIBUTES","DYNT","DYNT_ATTRIBUTES","DYSD","DYSD_ATTRIBUTES","DYSN","DYSN_ATTRIBUTES","DYTS","DYTS_ATTRIBUTES","DYXP","DYXP_ATTRIBUTES","DYXT","DYXT_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"USC00144735","1905-01","38.5866","-97.6083","402.0","LINDSBORG 3 E, KS US","","","","","3",",6","2",",6","0",",6","","","2",",6","","","","","","","","","","","","","","","","","19050110",",,6","","","19050110",",,6","","","","","","","102",",,6,10,","10.2",",,6,10,","","","","","18.8",",,,6","178",",,,6","","","","","",""
"USC00144735","1905-02","38.5866","-97.6083","402.0","LINDSBORG 3 E, KS US","","","","","2",",6","2",",6","0",",6","","","2",",6","","","","","","","","","","","","","","","","","19050202",",,6","","","19050202",",,6","","","","","","","76",",,6,02,","7.6",",,6,02,","","","","","12.7",",,,6","129",",,,6","","","","","",""
"USC00144735","1905-04","38.5866","-97.6083","402.0","LINDSBORG 3 E, KS US","","","","","4",",6","4",",6","1",",6","","","","","","","","","","","","","","","","","","","","","","","","","19050401",",,6","","","","","","","","","30.5",",,6,01,","","","","","63.0",",,,6","","","","","","","",""
"USC00144735","1905-05","38.5866","-97.6083","402.0","LINDSBORG 3 E, KS US","","","","","5",",6","5",",6","2",",6","","","","","","","","","","","","","","","","","","","","","","","","","19050524",",,6","","","","","","","","","44.5",",,6,24,","","","","","105.4",",,,6","","","","","","","",""
"USC00144735","1905-06","38.5866","-97.6083","402.0","LINDSBORG 3 E, KS US","","","","","5",",6","5",",6","2",",6","","","","","","","","","","","","","","","","","","","","","","","","","19050629",",,6","","","","","","","","","50.8",",,6,29,","","","","","137.3",",,,6","","","","","","","",""
"USC00144735","1905-07","38.5866","-97.6083","402.0","LINDSBORG 3 E, KS US","","","","","4",",6","4",",6","1",",6","","","","","","","","","","","","","","","","","","","","","","","","","19050702",",,6","","","","","","","","","36.6",",,6,02,","","","","","79.0",",,,6","","","","","","","",""
"USC00144735","1906-01","38.5866","-97.6083","402.0","LINDSBORG 3 E, KS US","","","","","1",",6","1",",6","0",",6","","","1",",6","","","","","","","","","","","","","","","","","19060102",",,6","","","19060102",",,6","","","","","","","56",",,6,02,","8.1",",,6,02,","","","","","8.1",",,,6","56",",,,6","","","","","",""
"USC00144735","1906-02","38.5866","-97.6083","402.0","LINDSBORG 3 E, KS US","","","","","1",",6","1",",6","0",",6","","","","","","","","","","","","","","","","","","","","","","","","","19060213",",,6","","","","","","","","","2.5",",,6,13,","","","","","2.5",",,,6","","","","","","","",""
"USC00144735","1906-03","38.5866","-97.6083","402.0","LINDSBORG 3 E, KS US","","","","","3",",6","2",",6","0",",6","","","1",",6","","","","","","","","","","","","","","","","","19060305",",,6","","","19060305",",,6","","","","","","","127",",,6,05,","13.0",",,6,05,","","","","","19.7",",,,6","130",",,,6","","","","","",""
"USC00144735","1906-04","38.5866","-97.6083","402.0","LINDSBORG 3 E, KS US","","","","","5",",6","5",",6","1",",6","","","","","","","","","","","","","","","","","","","","","","","","","19060425",",,6","","","","","","","","","31.2",",,6,25,","","","","","55.8",",,,6","","","","","","","",""
