"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","DYFG","DYFG_ATTRIBUTES","DYNT","DYNT_ATTRIBUTES","DYSD","DYSD_ATTRIBUTES","DYSN","DYSN_ATTRIBUTES","DYXP","DYXP_ATTRIBUTES","DYXT","DYXT_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"USC00206281","1891-09","42.46667","-85.8","219.8","OTSEGO, MI US","71.9",",6","4",",6","3",",6","1",",6","","","0",",6","0",",6","0",",6","0",",6","26",",6","8",",6","","","18910908","+,,6","","","18910930","+,,6","18910902",",,6","18910924",",,6","3.3",",6,08,+","","","0",",,6,30,+","49.8",",,6,02,","33.9",",6,24,","54.2",",6","74.2",",,,6","0",",,,6","18.92",",6","27.19",",,,6","10.66",",,,6"
"USC00206281","1891-10","42.46667","-85.8","219.8","OTSEGO, MI US","10.6",",6","7",",6","4",",6","0",",6","","","0",",6","0",",6","7",",6","0",",6","4",",6","0",",6","","","18911027",",,6","","","18911031","+,,6","18911014",",,6","18911002",",,6","-5.0",",6,27,","","","0",",,6,31,+","11.2",",,6,14,","31.7",",6,02,","268.0",",6","30.9",",,,6","0",",,,6","10.03",",6","16.69",",,,6","3.37",",,,6"
"USC00206281","1915-05","42.46667","-85.8","219.8","OTSEGO, MI US","","","13",",6","10",",6","1",",6","0",",6","0",",6","","","","","","","","","","","","","","","19150531","+,,6","19150531","+,,6","19150528",",,6","","","","","0",",,6,31,+","0",",,6,31,+","29.2",",,6,28,","","","","","116.4",",,,6","0",",,,6","","","","","",""
"USC00206281","1915-06","42.46667","-85.8","219.8","OTSEGO, MI US","","","12",",6","6",",6","0",",6","0",",6","0",",6","","","","","","","","","","","","","","","19150630","+,,6","19150630","+,,6","19150618",",,6","","","","","0",",,6,30,+","0",",,6,30,+","16.5",",,6,18,","","","","","63.6",",,,6","0",",,,6","","","","","",""
"USC00206281","1915-07","42.46667","-85.8","219.8","OTSEGO, MI US","","","14",",6","7",",6","1",",6","0",",6","0",",6","","","","","","","","","","","","","","","19150731","+,,6","19150731","+,,6","19150729",",,6","","","","","0",",,6,31,+","0",",,6,31,+","25.7",",,6,29,","","","","","108.6",",,,6","0",",,,6","","","","","",""
"USC00206281","1915-08","42.46667","-85.8","219.8","OTSEGO, MI US","","","11",",6","8",",6","1",",6","0",",6","0",",6","","","","","","","","","","","","","","","19150831","+,,6","19150831","+,,6","19150802",",,6","","","","","0",",,6,31,+","0",",,6,31,+","27.4",",,6,02,","","","","","102.5",",,,6","0",",,,6","","","","","",""
"USC00206281","1915-09","42.46667","-85.8","219.8","OTSEGO, MI US","","","12",",6","8",",6","4",",6","0",",6","0",",6","","","","","","","","","","","","","","","19150930","+,,6","19150930","+,,6","19150910",",,6","","","","","0",",,6,30,+","0",",,6,30,+","53.3",",,6,10,","","","","","226.4",",,,6","0",",,,6","","","","","",""
"USC00206281","1915-10","42.46667","-85.8","219.8","OTSEGO, MI US","","","8",",6","4",",6","0",",6","0",",6","0",",6","","","","","","","","","","","","","","","19151031","+,,6","19151031","+,,6","19151018",",,6","","","","","0",",,6,31,+","0",",,6,31,+","16.8",",,6,18,","","","","","40.7",",,,6","0",",,,6","","","","","",""
"USC00206281","1915-11","42.46667","-85.8","219.8","OTSEGO, MI US","","","13",",6","7",",6","0",",6","2",",6","2",",6","","","","","","","","","","","","","","","19151130","+,,6","19151130",",,6","19151119",",,6","","","","","25",",,6,30,+","51",",,6,30,","9.4",",,6,19,","","","","","43.8",",,,6","115",",,,6","","","","","",""
"USC00206281","1915-12","42.46667","-85.8","219.8","OTSEGO, MI US","","","11",",6","6",",6","0",",6","24","2,6","5","2,6","","","","","","","","","","","","","","","19151225",",2,6","19151214",",2,6","19151225",",,6","","","","","203","2,,6,25,","48","2,,6,14,","15.2",",,6,25,","","","","","39.1",",,,6","231","2,,,6","","","","","",""
"USC00206281","1916-01","42.46667","-85.8","219.8","OTSEGO, MI US","","","15",",6","8",",6","1",",6","","","3",",6","","","","","","","","","","","","","","","","","19160117","+,,6","19160121",",,6","","","","","","","51",",,6,17,+","43.2",",,6,21,","","","","","126.9",",,,6","176",",,,6","","","","","",""
"USC00206281","1916-02","42.46667","-85.8","219.8","OTSEGO, MI US","","","10",",6","6",",6","0",",6","","","5","2,6","","","","","","","","","","","","","","","","","19160205",",2,6","19160223",",,6","","","","","","","64","2,,6,05,","6.6",",,6,23,","","","","","32.5",",,,6","249","2,,,6","","","","","",""
"USC00206281","1916-03","42.46667","-85.8","219.8","OTSEGO, MI US","","","14","1,6","5","1,6","0","1,6","9","1,6","2",",6","","","","","","","","","","","","","","","19160303",",1,6","19160322",",,6","19160327",",1,6","","","","","51","1,,6,03,","102",",,6,22,","22.4","1,,6,27,","","","","","60.3","1,,,6","212",",,,6","","","","","",""
"USC00206281","1916-04","42.46667","-85.8","219.8","OTSEGO, MI US","","","9","1,6","5","1,6","0","1,6","0",",6","0",",6","","","","","","","","","","","","","","","19160430","+,,6","19160406",",,6","19160419",",1,6","","","","","0",",,6,30,+","0",",T,6,06,","14.0","1,,6,19,","","","","","54.0","1,,,6","0",",T,,6","","","","","",""
