"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DYFG","DYFG_ATTRIBUTES","DYSN","DYSN_ATTRIBUTES","DYTS","DYTS_ATTRIBUTES","DYXP","DYXP_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES"
"USC00422584","1911-05","39.95","-113.616667","1889.8","EREKSON, UT US","4",",6","2",",6","0",",6","","","","","","","","","19110527",",,6","","","7.1",",,6,27,","14.7",",,,6","",""
"USC00422584","1911-06","39.95","-113.616667","1889.8","EREKSON, UT US","3",",6","2",",6","0",",6","","","","","","","","","19110615",",,6","","","3.3",",,6,15,","6.6",",,,6","",""
"USC00422584","1911-07","39.95","-113.616667","1889.8","EREKSON, UT US","5",",6","4",",6","1",",6","","","","","","","","","19110721",",,6","","","48.0",",,6,21,","58.1",",,,6","",""
"USC00422584","1911-08","39.95","-113.616667","1889.8","EREKSON, UT US","1",",6","0",",6","0",",6","","","","","","","","","19110815",",,6","","","1.8",",,6,15,","1.8",",,,6","",""
"USC00422584","1911-12","39.95","-113.616667","1889.8","EREKSON, UT US","5",",6","3",",6","0",",6","5",",6","","","19111229",",,6","","","19111229",",,6","203",",,6,29,","10.2",",,6,29,","21.1",",,,6","482",",,,6"
"USC00422584","1912-01","39.95","-113.616667","1889.8","EREKSON, UT US","4",",6","1",",6","0",",6","3",",6","","","19120107",",,6","","","19120107",",,6","76",",,6,07,","3.0",",,6,07,","6.5",",,,6","165",",,,6"
"USC00422584","1912-02","39.95","-113.616667","1889.8","EREKSON, UT US","1",",6","1",",6","0",",6","1",",6","","","19120224",",,6","","","19120224",",,6","30",",,6,24,","13.5",",,6,24,","13.5",",,,6","30",",,,6"
"USC00422584","1912-03","39.95","-113.616667","1889.8","EREKSON, UT US","14",",6","10",",6","0",",6","","","","","","","","","19120330",",,6","","","20.1",",,6,30,","87.8",",,,6","",""
"USC00422584","1912-04","39.95","-113.616667","1889.8","EREKSON, UT US","12",",6","8",",6","0",",6","","","","","","","","","19120409",",,6","","","10.2",",,6,09,","63.5",",,,6","",""
"USC00422584","1912-05","39.95","-113.616667","1889.8","EREKSON, UT US","8",",6","3",",6","0",",6","1",",6","","","19120504",",,6","","","19120504",",,6","152",",,6,04,","15.0",",,6,04,","34.1",",,,6","165",",,,6"
"USC00422584","1912-06","39.95","-113.616667","1889.8","EREKSON, UT US","4",",6","0",",6","0",",6","","","","","","","","","19120605",",,6","","","2.3",",,6,05,","4.4",",,,6","",""
"USC00422584","1912-07","39.95","-113.616667","1889.8","EREKSON, UT US","7",",6","2",",6","0",",6","","","","","","","","","19120731",",,6","","","9.9",",,6,31,","24.8",",,,6","",""
"USC00422584","1912-08","39.95","-113.616667","1889.8","EREKSON, UT US","6",",6","2",",6","0",",6","","","","","","","","","19120827",",,6","","","6.1",",,6,27,","12.4",",,,6","",""
"USC00422584","1912-10","39.95","-113.616667","1889.8","EREKSON, UT US","4","1,6","3","1,6","1","1,6","2",",6","","","19121028",",,6","","","19121028",",1,6","152",",,6,28,","47.2","1,,6,28,","83.8","1,,,6","254",",,,6"
"USC00422584","1912-11","39.95","-113.616667","1889.8","EREKSON, UT US","5",",6","4",",6","0",",6","3",",6","","","19121130",",,6","","","19121103",",,6","64",",,6,30,","7.9",",,6,03,","19.1",",,,6","166",",,,6"
"USC00422584","1913-04","39.95","-113.616667","1889.8","EREKSON, UT US","4",",6","3",",6","1",",6","","","","","","","","","19130402",",,6","","","28.4",",,6,02,","41.7",",,,6","",""
"USC00422584","1913-05","39.95","-113.616667","1889.8","EREKSON, UT US","4","1,6","2","1,6","0","1,6","1",",6","","","19130502",",,6","","","19130519",",1,6","64",",,6,02,","11.4","1,,6,19,","17.0","1,,,6","64",",,,6"
"USC00422584","1913-06","39.95","-113.616667","1889.8","EREKSON, UT US","6",",6","3",",6","0",",6","","","","","","","","","19130611",",,6","","","14.2",",,6,11,","37.3",",,,6","",""
"USC00422584","1913-07","39.95","-113.616667","1889.8","EREKSON, UT US","7",",6","3",",6","0",",6","","","","","","","","","19130718",",,6","","","10.4",",,6,18,","28.1",",,,6","",""
