"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","DYNT","DYNT_ATTRIBUTES","DYXP","DYXP_ATTRIBUTES","DYXT","DYXT_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"MV000043555","1981-02","4.2","73.533","2.0","MALE, MV","","","","","","","","","","","0","3,I","25","3,I","0","3,I","","","","","19810228","+,3,I","","","","","31.0","3,I,28,+","","","","","30.72","3,,,I","",""
"MV000043555","1981-05","4.2","73.533","2.0","MALE, MV","13","4,I","10","4,I","3","4,I","","","","","","","","","","","","","19810522",",4,I","","","","","45.0","4,,I,22,","","","170.8","4,,,I","","","","","",""
"MV000043555","1981-12","4.2","73.533","2.0","MALE, MV","11","3,I","8","3,I","3","3,I","","","","","0","4,I","27","4,I","0","4,I","","","19811219",",3,I","19811216","+,4,I","","","89.9","3,,I,19,","31.0","4,I,16,+","235.7","3,,,I","","","30.00","4,,,I","",""
"MV000043555","1983-05","4.2","73.533","2.0","MALE, MV","","","","","","","","","","","0","5,I","26","5,I","7","5,I","","","","","19830506","+,5,I","","","","","32.6","5,I,06,+","","","","","31.58","5,,,I","",""
"MV000043555","1984-08","4.2","73.533","2.0","MALE, MV","9","4,I","6","4,I","3","4,I","","","","","0","4,I","27","4,I","0","4,I","","","19840805",",4,I","19840811",",4,I","","","59.9","4,,I,05,","30.8","4,I,11,","155.3","4,,,I","","","29.97","4,,,I","",""
"MV000043555","1985-03","4.2","73.533","2.0","MALE, MV","","","","","","","","","","","0","5,I","26","5,I","1","5,I","","","","","19850329",",5,I","","","","","32.2","5,I,29,","","","","","30.98","5,,,I","",""
"MV000043555","1985-05","4.2","73.533","2.0","MALE, MV","","","","","","","0","4,I","0","4,I","0","5,I","26","5,I","1","5,I","19850516",",4,I","","","19850508",",5,I","23.6","4,I,16,","","","33.0","5,I,08,","","","28.64","8,I","31.04","5,,,I","26.23","4,,,I"
"MV000043555","1985-06","4.2","73.533","2.0","MALE, MV","11","3,I","8","3,I","1","3,I","","","","","0","4,I","26","4,I","0","4,I","","","19850613",",3,I","19850610",",4,I","","","96.0","3,,I,13,","31.2","4,I,10,","153.4","3,,,I","","","30.00","4,,,I","",""
"MV000043555","1985-09","4.2","73.533","2.0","MALE, MV","","","","","","","","","","","0","5,I","25","5,I","0","5,I","","","","","19850930","+,5,I","","","","","30.6","5,I,30,+","","","","","29.69","5,,,I","",""
"MV000043555","1985-10","4.2","73.533","2.0","MALE, MV","15","5,I","12","5,I","3","5,I","","","","","","","","","","","","","19851016",",5,I","","","","","54.1","5,,I,16,","","","228.1","5,,,I","","","","","",""
"MV000043555","1985-11","4.2","73.533","2.0","MALE, MV","11","4,I","7","4,I","1","4,I","","","","","","","","","","","","","19851107",",4,I","","","","","29.0","4,,I,07,","","","125.4","4,,,I","","","","","",""
"MV000043555","1986-05","4.2","73.533","2.0","MALE, MV","19","2,I","12","2,I","0","2,I","","","","","0","4,I","27","4,I","1","4,I","","","19860528",",2,I","19860502",",4,I","","","17.0","2,,I,28,","32.2","4,I,02,","106.0","2,,,I","","","30.97","4,,,I","",""
"MV000043555","1986-06","4.2","73.533","2.0","MALE, MV","","","","","","","","","","","0","5,I","25","5,I","0","5,I","","","","","19860602",",5,I","","","","","31.8","5,I,02,","","","","","30.63","5,,,I","",""
"MV000043555","1986-08","4.2","73.533","2.0","MALE, MV","","","","","","","","","","","0","5,I","26","5,I","0","5,I","","","","","19860816",",5,I","","","","","31.2","5,I,16,","","","","","29.94","5,,,I","",""
"MV000043555","1986-09","4.2","73.533","2.0","MALE, MV","18","1,I","13","1,I","3","1,I","","","","","0","2,I","28","2,I","0","2,I","","","19860923",",1,I","19860928",",2,I","","","35.1","1,,I,23,","30.7","2,I,28,","198.5","1,,,I","","","29.14","2,,,I","",""
"MV000043555","1987-03","4.2","73.533","2.0","MALE, MV","","","","","","","","","","","0","3,I","28","3,I","8","3,I","","","","","19870324",",3,I","","","","","32.9","3,I,24,","","","","","31.87","3,,,I","",""
"MV000043555","1987-11","4.2","73.533","2.0","MALE, MV","13","5,I","9","5,I","4","5,I","","","","","0","5,I","25","5,I","0","5,I","","","19871125",",5,I","19871126","+,5,I","","","87.9","5,,I,25,","31.6","5,I,26,+","210.9","5,,,I","","","30.63","5,,,I","",""
"MV000043555","1989-02","4.2","73.533","2.0","MALE, MV","","","","","","","","","","","0","5,I","23","5,I","0","5,I","","","","","19890223","+,5,I","","","","","31.4","5,I,23,+","","","","","30.67","5,,,I","",""
"MV000043555","1989-06","4.2","73.533","2.0","MALE, MV","","","","","","","","","","","0","2,I","28","2,I","0","2,I","","","","","19890629",",2,I","","","","","31.8","2,I,29,","","","","","30.10","2,,,I","",""
"MV000043555","1993-03","4.2","73.533","2.0","MALE, MV","","","","","","","","","","","0","5,I","26","5,I","0","5,I","","","","","19930331",",5,I","","","","","31.8","5,I,31,","","","","","30.94","5,,,I","",""
"MV000043555","1993-04","4.2","73.533","2.0","MALE, MV","","","","","","","","","","","0","5,I","25","5,I","9","5,I","","","","","19930420",",5,I","","","","","32.8","5,I,20,","","","","","31.76","5,,,I","",""
"MV000043555","1993-06","4.2","73.533","2.0","MALE, MV","","","","","","","","","","","0","3,I","27","3,I","0","3,I","","","","","19930619",",3,I","","","","","32.1","3,I,19,","","","","","30.61","3,,,I","",""
"MV000043555","1993-08","4.2","73.533","2.0","MALE, MV","","","","","","","","","","","0","5,I","26","5,I","0","5,I","","","","","19930826",",5,I","","","","","31.6","5,I,26,","","","","","30.16","5,,,I","",""
"MV000043555","1993-09","4.2","73.533","2.0","MALE, MV","","","","","","","","","","","0","4,I","26","4,I","0","4,I","","","","","19930912","+,4,I","","","","","30.8","4,I,12,+","","","","","29.89","4,,,I","",""
