"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","DYFG","DYFG_ATTRIBUTES","DYNT","DYNT_ATTRIBUTES","DYSD","DYSD_ATTRIBUTES","DYSN","DYSN_ATTRIBUTES","DYTS","DYTS_ATTRIBUTES","DYXP","DYXP_ATTRIBUTES","DYXT","DYXT_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","WSFG","WSFG_ATTRIBUTES"
"USC00026468","1931-11","34.7994","-109.885","1659.9","PETRIFIED FOREST NATIONAL PARK, AZ US","477.6","6","0.0","3,6","9","1,6","7","1,6","1","1,6","","","4",",6","2","1,6","20","1,6","5","2,6","3","2,6","0","2,6","","","19311123",",1,6","","","19311122",",,6","","","19311122",",1,6","19311105","+,2,6","-25.0","1,6,23,","","","305",",,6,22,","29.2","1,,6,22,","22.2","2,6,05,+","539.9","6","377.1","2,6","67.9","1,,,6","508",",,,6","3.81","3,6","11.13","2,,,6","-3.52","1,,,6","",""
"USC00026468","1931-12","34.7994","-109.885","1659.9","PETRIFIED FOREST NATIONAL PARK, AZ US","477.6","6","0.0",",6","1",",6","1",",6","0",",6","","","1",",6","7",",6","30",",6","15",",6","0",",6","0",",6","","","19311216",",,6","","","19311212",",,6","","","19311212",",,6","19311228",",,6","-21.7",",6,16,","","","76",",,6,12,","6.1",",,6,12,","10.0",",6,28,","1267.5","6","727.6",",6","6.1",",,,6","76",",,,6","-5.14",",6","0.68",",,,6","-10.95",",,,6","",""
"USC00026468","1932-01","34.7994","-109.885","1659.9","PETRIFIED FOREST NATIONAL PARK, AZ US","0.0","6","0.0",",6","3",",6","2",",6","0",",6","","","3",",6","1",",6","31",",6","5",",6","0",",6","0",",6","","","19320129",",,6","","","19320113",",,6","","","19320113",",,6","19320131",",,6","-18.3",",6,29,","","","51",",,6,13,","5.1",",,6,13,","12.8",",6,31,","1909.6","6","642.1",",6","9.4",",,,6","101",",,,6","-2.38",",6","4.18",",,,6","-8.94",",,,6","",""
"USC00026468","1932-02","34.7994","-109.885","1659.9","PETRIFIED FOREST NATIONAL PARK, AZ US","0.0","6","0.0","1,6","6",",6","3",",6","0",",6","","","1",",6","0",",6","25",",6","0","1,6","0","1,6","0","1,6","","","19320204",",,6","","","19320203",",,6","","","19320209",",,6","19320228",",1,6","-13.9",",6,04,","","","25",",,6,03,","3.6",",,6,09,","19.4","1,6,28,","2289.9","6","380.3","1,6","15.8",",,,6","25",",,,6","4.73","1,6","12.34","1,,,6","-2.88",",,,6","",""
"USC00026468","1932-03","34.7994","-109.885","1659.9","PETRIFIED FOREST NATIONAL PARK, AZ US","0.0","6","0.0",",6","4",",6","0",",6","0",",6","","","0",",6","0",",6","23",",6","0",",6","6",",6","0",",6","","","19320313","+,,6","","","19320304",",,6","","","19320303",",,6","19320319",",,6","-8.9",",6,13,+","","","13",",,6,04,","1.5",",,6,03,","22.8",",6,19,","2641.4","6","351.5",",6","4.9",",,,6","13",",,,6","6.99",",6","16.28",",,,6","-2.29",",,,6","",""
"USC00026468","1932-04","34.7994","-109.885","1659.9","PETRIFIED FOREST NATIONAL PARK, AZ US","0.3","6","0.3",",6","2",",6","1",",6","0",",6","","","0",",6","0",",6","12",",6","0",",6","20",",6","0",",6","","","19320407",",,6","","","19320427","+,,6","","","19320427",",,6","19320420",",,6","-5.6",",6,07,","","","0",",T,6,27,+","7.4",",,6,27,","27.8",",6,20,","2839.1","6","197.7",",6","8.9",",,,6","0",",T,,6","11.75",",6","21.88",",,,6","1.63",",,,6","",""
"USC00026468","1932-05","34.7994","-109.885","1659.9","PETRIFIED FOREST NATIONAL PARK, AZ US","7.0","6","6.7",",6","4",",6","1",",6","0",",6","","","0",",6","0",",6","1",",6","0",",6","28",",6","0",",6","","","19320506",",,6","","","19320531","+,,6","","","19320509",",,6","19320503",",,6","0.0",",6,06,","","","0",",,6,31,+","10.9",",,6,09,","31.1",",6,03,","2908.3","6","69.2",",6","13.2",",,,6","0",",,,6","16.32",",6","25.55",",,,6","7.08",",,,6","",""
"USC00026468","1932-06","34.7994","-109.885","1659.9","PETRIFIED FOREST NATIONAL PARK, AZ US","107.5","6","100.5","1,6","0",",6","0",",6","0",",6","","","0",",6","0",",6","0",",6","0","1,6","29","1,6","15","1,6","","","19320605",",,6","","","19320630","+,,6","","","19320630","+,,6","19320628",",1,6","2.2",",6,05,","","","0",",,6,30,+","0.0",",,6,30,+","36.1","1,6,28,","2936.6","6","28.3","1,6","0.0",",,,6","0",",,,6","20.74","1,6","30.24","1,,,6","11.25",",,,6","",""
"USC00026468","1932-07","34.7994","-109.885","1659.9","PETRIFIED FOREST NATIONAL PARK, AZ US","303.3","6","195.8",",6","10",",6","3",",6","0",",6","","","0",",6","0",",6","0",",6","0",",6","31",",6","16",",6","","","19320703",",,6","","","19320731","+,,6","","","19320710",",,6","19320718","+,,6","13.9",",6,03,","","","0",",,6,31,+","13.2",",,6,10,","36.7",",6,18,+","0.0","6","0.0",",6","28.7",",,,6","0",",,,6","24.65",",6","32.66",",,,6","16.64",",,,6","",""
"USC00026468","1932-08","34.7994","-109.885","1659.9","PETRIFIED FOREST NATIONAL PARK, AZ US","482.8","6","179.5",",6","6",",6","4",",6","0",",6","","","0",",6","0",",6","0",",6","0",",6","31",",6","20",",6","","","19320831",",,6","","","19320831","+,,6","","","19320819",",,6","19320817","+,,6","10.6",",6,31,","","","0",",,6,31,+","14.0",",,6,19,","35.6",",6,17,+","0.0","6","0.0",",6","31.6",",,,6","0",",,,6","24.12",",6","32.13",",,,6","16.12",",,,6","",""
"USC00026468","1932-09","34.7994","-109.885","1659.9","PETRIFIED FOREST NATIONAL PARK, AZ US","542.0","6","59.2",",6","","","","","","","","","","","0",",6","0",",6","0",",6","30",",6","10",",6","","","19320929","+,,6","","","","","","","","","19320910","+,,6","6.7",",6,29,+","","","","","","","33.9",",6,10,+","15.3","6","15.3",",6","","","","","19.80",",6","29.42",",,,6","10.17",",,,6","",""
"USC00026468","1932-10","34.7994","-109.885","1659.9","PETRIFIED FOREST NATIONAL PARK, AZ US","542.6","6","0.6",",6","3",",6","2",",6","0",",6","","","0",",6","0",",6","8",",6","0",",6","19",",6","0",",6","","","19321026","+,,6","","","19321031","+,,6","","","19321021",",,6","19321006",",,6","-3.9",",6,26,+","","","0",",,6,31,+","5.8",",,6,21,","27.2",",6,06,","207.7","6","192.4",",6","9.1",",,,6","0",",,,6","12.15",",6","21.21",",,,6","3.08",",,,6","",""
"USC00026468","1932-11","34.7994","-109.885","1659.9","PETRIFIED FOREST NATIONAL PARK, AZ US","542.6","6","0.0","1,6","0",",6","0",",6","0",",6","","","0",",6","0","1,6","24","1,6","0",",6","0",",6","0",",6","","","19321112",",1,6","","","19321130","+,,6","","","19321130","+,,6","19321121",",,6","-8.9","1,6,12,","","","0",",,6,30,+","0.0",",,6,30,+","20.0",",6,21,","560.3","6","352.6",",6","0.0",",,,6","0",",,,6","6.18","1,6","16.57",",,,6","-4.22","1,,,6","",""
"USC00026468","1932-12","34.7994","-109.885","1659.9","PETRIFIED FOREST NATIONAL PARK, AZ US","542.6","6","0.0",",6","7",",6","4",",6","0",",6","","","","","8",",6","30",",6","18",",6","0",",6","0",",6","","","19321231",",,6","","","","","","","19321222",",,6","19321205",",,6","-26.7",",6,31,","","","","","15.2",",,6,22,","18.9",",6,05,","1285.3","6","725.0",",6","38.8",",,,6","","","-5.05",",6","1.74",",,,6","-11.85",",,,6","",""
"USC00026468","1933-01","34.7994","-109.885","1659.9","PETRIFIED FOREST NATIONAL PARK, AZ US","0.0","6","0.0","1,6","3",",6","1",",6","0",",6","26","4,6","","","14","1,6","30","1,6","13",",6","0",",6","0",",6","","","19330103","+,1,6","19330102","+,4,6","","","","","19330117",",,6","19330116",",,6","-24.4","1,6,03,+","152","4,,6,02,+","","","5.6",",,6,17,","7.2",",6,16,","2047.8","6","762.5",",6","9.7",",,,6","","","-7.02","1,6","0.46",",,,6","-14.49","1,,,6","",""
"USC00026468","1933-02","34.7994","-109.885","1659.9","PETRIFIED FOREST NATIONAL PARK, AZ US","0.0","6","0.0","1,6","4",",6","2",",6","0",",6","","","1",",6","1","1,6","26","1,6","2",",6","0",",6","0",",6","","","19330208",",1,6","","","19330207",",,6","","","19330226",",,6","19330228",",,6","-17.8","1,6,08,","","","25",",,6,07,","18.8",",,6,26,","17.2",",6,28,","2549.1","6","501.3",",6","27.2",",,,6","25",",,,6","-0.18","1,6","7.43",",,,6","-7.78","1,,,6","",""
"USC00026468","1933-03","34.7994","-109.885","1659.9","PETRIFIED FOREST NATIONAL PARK, AZ US","0.0","6","0.0",",6","","","","","","","","","","","0",",6","23",",6","0",",6","4",",6","0",",6","","","19330320",",,6","","","","","","","","","19330328",",,6","-6.1",",6,20,","","","","","","","22.8",",6,28,","2873.4","6","324.3",",6","","","","","7.87",",6","17.18",",,,6","-1.44",",,,6","",""
"USC00026468","1933-04","34.7994","-109.885","1659.9","PETRIFIED FOREST NATIONAL PARK, AZ US","0.0","6","0.0",",6","5",",6","4",",6","0",",6","","","1",",6","0",",6","13",",6","0",",6","10",",6","0",",6","","","19330406",",,6","","","19330419",",,6","","","19330421",",,6","19330403",",,6","-6.7",",6,06,","","","25",",,6,19,","5.3",",,6,21,","24.4",",6,03,","3140.6","6","267.2",",6","19.3",",,,6","25",",,,6","9.43",",6","18.50",",,,6","0.36",",,,6","",""
"USC00026468","1933-05","34.7994","-109.885","1659.9","PETRIFIED FOREST NATIONAL PARK, AZ US","7.2","6","7.2",",6","1",",6","0",",6","0",",6","","","0",",6","0",",6","5",",6","0",",6","19",",6","2",",6","","","19330512",",,6","","","19330503",",,6","","","19330503",",,6","19330530",",,6","-2.8",",6,12,","","","0",",T,6,03,","0.5",",,6,03,","32.8",",6,30,","3283.4","6","142.8",",6","0.5",",,,6","0",",T,,6","13.96",",6","23.31",",,,6","4.60",",,,6","",""
"USC00026468","1933-06","34.7994","-109.885","1659.9","PETRIFIED FOREST NATIONAL PARK, AZ US","171.7","6","164.5",",6","3",",6","1",",6","0",",6","","","","","0",",6","0",",6","0",",6","30",",6","20",",6","","","19330601",",,6","","","","","","","19330622",",,6","19330612",",,6","5.6",",6,01,","","","","","2.5",",,6,22,","37.2",",6,12,","3289.3","6","5.9",",6","5.1",",,,6","","","23.62",",6","32.53",",,,6","14.71",",,,6","",""
"USC00026468","1933-07","34.7994","-109.885","1659.9","PETRIFIED FOREST NATIONAL PARK, AZ US","397.9","6","226.2",",6","7",",6","4",",6","0",",6","","","","","0",",6","0",",6","0",",6","31",",6","27",",6","","","19330703",",,6","","","","","","","19330707",",,6","19330711",",,6","13.9",",6,03,","","","","","19.8",",,6,07,","37.8",",6,11,","0.0","6","0.0",",6","38.2",",,,6","","","25.63",",6","34.19",",,,6","17.07",",,,6","",""
"USC00026468","1933-08","34.7994","-109.885","1659.9","PETRIFIED FOREST NATIONAL PARK, AZ US","579.6","6","181.7","1,6","7",",6","4",",6","0",",6","","","","","0","1,6","0","1,6","0",",6","31",",6","19",",6","","","19330828",",1,6","","","","","","","19330820",",,6","19330814",",,6","12.8","1,6,28,","","","","","5.1",",,6,20,","37.2",",6,14,","0.0","6","0.0",",6","21.4",",,,6","","","24.31","1,6","32.31",",,,6","16.32","1,,,6","",""
"USC00026468","1933-09","34.7994","-109.885","1659.9","PETRIFIED FOREST NATIONAL PARK, AZ US","680.9","6","101.3","1,6","6",",6","4",",6","0",",6","","","","","0",",6","0",",6","0","1,6","29","1,6","6","1,6","","","19330927",",,6","","","","","","","19330909",",,6","19330904",",1,6","7.8",",6,27,","","","","","18.0",",,6,09,","35.0","1,6,04,","0.0","6","0.0","1,6","48.8",",,,6","","","21.87","1,6","29.88","1,,,6","13.85",",,,6","",""
"USC00026468","1933-10","34.7994","-109.885","1659.9","PETRIFIED FOREST NATIONAL PARK, AZ US","686.1","6","5.2",",6","9",",6","4",",6","0",",6","","","","","0",",6","0",",6","0",",6","25",",6","0",",6","","","19331029","+,,6","","","","","","","19331006",",,6","19331002",",,6","1.7",",6,29,+","","","","","13.2",",,6,06,","26.1",",6,02,","116.6","6","116.6",",6","36.2",",,,6","","","14.74",",6","22.45",",,,6","7.03",",,,6","",""
"USC00026468","1933-11","34.7994","-109.885","1659.9","PETRIFIED FOREST NATIONAL PARK, AZ US","686.1","6","0.0","1,6","3",",6","3",",6","0",",6","","","0",",6","0",",6","24",",6","0","1,6","4","1,6","0","1,6","","","19331123","+,,6","","","19331130","+,,6","","","19331101",",,6","19331128",",1,6","-5.6",",6,23,+","","","0",",T,6,30,+","9.7",",,6,01,","22.8","1,6,28,","449.1","6","332.5","1,6","16.6",",,,6","0",",T,,6","6.97","1,6","16.36","1,,,6","-2.42",",,,6","",""
"USC00026468","1933-12","34.7994","-109.885","1659.9","PETRIFIED FOREST NATIONAL PARK, AZ US","686.1","6","0.0",",6","2",",6","2",",6","0",",6","","","1",",6","0",",6","29",",6","0",",6","0",",6","0",",6","","","19331217",",,6","","","19331216",",,6","","","19331216",",,6","19331211",",,6","-16.7",",6,17,","","","51",",,6,16,","4.6",",,6,16,","17.2",",6,11,","912.3","6","463.2",",6","7.4",",,,6","51",",,,6","3.39",",6","11.77",",,,6","-4.99",",,,6","",""
"USC00026468","1934-01","34.7994","-109.885","1659.9","PETRIFIED FOREST NATIONAL PARK, AZ US","0.0","6","0.0",",6","3",",6","0",",6","0",",6","","","0",",6","0",",6","29",",6","0",",6","0",",6","0",",6","","","19340108",",,6","","","19340104",",,6","","","19340102",",,6","19340123",",,6","-12.8",",6,08,","","","0",",T,6,04,","1.5",",,6,02,","18.3",",6,23,","1413.9","6","501.6",",6","2.8",",,,6","0",",T,,6","2.15",",6","10.97",",,,6","-6.66",",,,6","",""
"USC00026468","1934-02","34.7994","-109.885","1659.9","PETRIFIED FOREST NATIONAL PARK, AZ US","0.0","6","0.0",",6","2",",6","1",",6","1",",6","","","1",",6","0",",6","24",",6","0",",6","0",",6","0",",6","","","19340211",",,6","","","19340224",",,6","","","19340224",",,6","19340205","+,,6","-7.8",",6,11,","","","102",",,6,24,","29.2",",,6,24,","20.6",",6,05,+","1753.4","6","339.5",",6","31.0",",,,6","102",",,,6","6.21",",6","14.86",",,,6","-2.44",",,,6","",""
"USC00026468","1934-03","34.7994","-109.885","1659.9","PETRIFIED FOREST NATIONAL PARK, AZ US","0.0","6","0.0",",6","4",",6","2",",6","0",",6","","","","","0",",6","12",",6","0",",6","19",",6","0",",6","","","19340310","+,,6","","","","","","","19340326",",,6","19340331","+,,6","-4.4",",6,10,+","","","","","5.6",",,6,26,","28.3",",6,31,+","1959.2","6","205.8",",6","10.2",",,,6","","","11.69",",6","21.93",",,,6","1.46",",,,6","",""
"USC00026468","1934-04","34.7994","-109.885","1659.9","PETRIFIED FOREST NATIONAL PARK, AZ US","4.5","6","4.5",",6","4",",6","3",",6","0",",6","","","1",",6","0",",6","3",",6","0",",6","22",",6","0",",6","","","19340403",",,6","","","19340403",",,6","","","19340417",",,6","19340422",",,6","-3.9",",6,03,","","","51",",,6,03,","9.7",",,6,17,","29.4",",6,22,","2093.9","6","134.7",",6","19.1",",,,6","51",",,,6","13.99",",6","23.20",",,,6","4.78",",,,6","",""
"USC00026468","1934-05","34.7994","-109.885","1659.9","PETRIFIED FOREST NATIONAL PARK, AZ US","47.5","6","43.0","2,6","4",",6","4",",6","0",",6","","","0",",6","0",",6","0",",6","0","2,6","28","2,6","3","2,6","","","19340503","+,,6","","","19340502",",,6","","","19340530",",,6","19340512",",2,6","1.1",",6,03,+","","","0",",T,6,02,","19.1",",,6,30,","32.8","2,6,12,","2114.7","6","20.8","2,6","37.0",",,,6","0",",T,,6","18.96","2,6","28.95","2,,,6","8.97",",,,6","",""
"USC00026468","1934-06","34.7994","-109.885","1659.9","PETRIFIED FOREST NATIONAL PARK, AZ US","127.2","6","79.7","1,6","1",",6","0",",6","0",",6","","","","","0",",6","0",",6","0","1,6","29","1,6","13","1,6","","","19340607",",,6","","","","","","","19340623",",,6","19340611",",1,6","3.3",",6,07,","","","","","2.3",",,6,23,","35.0","1,6,11,","2122.0","6","7.3","1,6","2.3",",,,6","","","20.83","1,6","30.59","1,,,6","11.08",",,,6","",""
"USC00026468","1934-07","34.7994","-109.885","1659.9","PETRIFIED FOREST NATIONAL PARK, AZ US","347.9","6","220.7",",6","5",",6","3",",6","0",",6","","","","","0",",6","0",",6","0",",6","31",",6","25",",6","","","19340720","+,,6","","","","","","","19340719",",,6","19340730","+,,6","14.4",",6,20,+","","","","","15.7",",,6,19,","37.8",",6,30,+","0.0","6","0.0",",6","27.0",",,,6","","","25.45",",6","33.75",",,,6","17.16",",,,6","",""
"USC00026468","1934-08","34.7994","-109.885","1659.9","PETRIFIED FOREST NATIONAL PARK, AZ US","519.1","6","171.2",",6","10",",6","7",",6","0",",6","","","","","0",",6","0",",6","0",",6","31",",6","17",",6","","","19340802",",,6","","","","","","","19340830",",,6","19340802",",,6","12.2",",6,02,","","","","","16.5",",,6,30,","37.2",",6,02,","0.0","6","0.0",",6","53.0",",,,6","","","23.86",",6","31.43",",,,6","16.29",",,,6","",""
"USC00026468","1934-09","34.7994","-109.885","1659.9","PETRIFIED FOREST NATIONAL PARK, AZ US","579.3","6","60.2",",6","","","","","","","","","","","0",",6","0",",6","0",",6","29",",6","5",",6","","","19340929",",,6","","","","","","","","","19340912","+,,6","1.1",",6,29,","","","","","","","33.3",",6,12,+","27.9","6","27.9",",6","","","","","19.41",",6","28.47",",,,6","10.35",",,,6","",""
"USC00026468","1934-10","34.7994","-109.885","1659.9","PETRIFIED FOREST NATIONAL PARK, AZ US","585.9","6","6.6",",6","1",",6","0",",6","0",",6","","","","","0",",6","10",",6","0",",6","29",",6","1",",6","","","19341024",",,6","","","","","","","19341012",",,6","19341006",",,6","-3.9",",6,24,","","","","","2.0",",,6,12,","32.2",",6,06,","150.1","6","122.2",",6","2.0",",,,6","","","14.61",",6","25.52",",,,6","3.70",",,,6","",""
"USC00026468","1934-11","34.7994","-109.885","1659.9","PETRIFIED FOREST NATIONAL PARK, AZ US","585.9","6","0.0",",6","3",",6","3",",6","0",",6","","","0",",6","0",",6","21",",6","0",",6","9",",6","0",",6","","","19341129",",,6","","","19341128","+,,6","","","19341120","+,,6","19341110","+,,6","-11.7",",6,29,","","","0",",T,6,28,+","3.8",",,6,20,+","25.6",",6,10,+","486.0","6","335.9",",6","11.2",",,,6","0",",T,,6","7.14",",6","15.43",",,,6","-1.16",",,,6","",""
"USC00026468","1934-12","34.7994","-109.885","1659.9","PETRIFIED FOREST NATIONAL PARK, AZ US","585.9","6","0.0",",6","4",",6","3",",6","0",",6","","","","","0",",6","28",",6","0",",6","0",",6","0",",6","","","19341203",",,6","","","","","","","19341228",",,6","19341226","+,,6","-13.3",",6,03,","","","","","10.2",",,6,28,","14.4",",6,26,+","994.3","6","508.3",",6","22.1",",,,6","","","1.94",",6","9.99",",,,6","-6.12",",,,6","",""
"USC00026468","1935-01","34.7994","-109.885","1659.9","PETRIFIED FOREST NATIONAL PARK, AZ US","0.0","6","0.0","1,6","6",",6","5",",6","0",",6","","","0",",6","0",",6","25",",6","3","1,6","0","1,6","0","1,6","","","19350119",",,6","","","19350119","+,,6","","","19350106",",,6","19350129",",1,6","-16.7",",6,19,","","","0",",T,6,19,+","20.8",",,6,06,","18.3","1,6,29,","1495.5","6","501.2","1,6","40.1",",,,6","0",",T,,6","1.63","1,6","7.78","1,,,6","-4.52",",,,6","",""
"USC00026468","1935-02","34.7994","-109.885","1659.9","PETRIFIED FOREST NATIONAL PARK, AZ US","0.0","6","0.0","1,6","7",",6","5",",6","0",",6","","","0",",6","0",",6","25",",6","0","1,6","1","1,6","0","1,6","","","19350226",",,6","","","19350224",",,6","","","19350206",",,6","19350220",",1,6","-11.1",",6,26,","","","0",",T,6,24,","6.6",",,6,06,","22.8","1,6,20,","1879.3","6","383.8","1,6","22.5",",,,6","0",",T,,6","4.07","1,6","11.64","1,,,6","-3.50",",,,6","",""
"USC00026468","1935-03","34.7994","-109.885","1659.9","PETRIFIED FOREST NATIONAL PARK, AZ US","0.0","6","0.0",",6","2",",6","2",",6","0",",6","","","0",",6","0",",6","29",",6","0",",6","3",",6","0",",6","","","19350311",",,6","","","19350320","+,,6","","","19350303","+,,6","19350331",",,6","-7.2",",6,11,","","","0",",T,6,20,+","3.8",",,6,03,+","21.7",",6,31,","2252.4","6","373.1",",6","7.6",",,,6","0",",T,,6","6.30",",6","14.82",",,,6","-2.23",",,,6","",""
