"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","DYFG","DYFG_ATTRIBUTES","DYNT","DYNT_ATTRIBUTES","DYSN","DYSN_ATTRIBUTES","DYXP","DYXP_ATTRIBUTES","DYXT","DYXT_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"USC00297930","1904-05","35.11667","-107.88333","1981.2","SAN RAFAEL, NM US","","","3.6","4,6","5",",6","0",",6","0",",6","0",",6","0","3,6","3","3,6","0","4,6","25","4,6","1","4,6","","","19040509",",3,6","19040504",",,6","19040516",",,6","19040507",",4,6","-3.9","3,6,09,","0",",T,6,04,","2.3",",,6,16,","32.8","4,6,07,","","","114.7","4,6","5.4",",,,6","0",",T,,6","14.18","4,6","24.57","4,,,6","3.79","3,,,6"
"USC00297930","1904-06","35.11667","-107.88333","1981.2","SAN RAFAEL, NM US","","","24.4",",6","6",",6","0",",6","0",",6","","","0",",6","0",",6","0",",6","30",",6","0",",6","","","19040622",",,6","","","19040626",",,6","19040630","+,,6","2.8",",6,22,","","","1.8",",,6,26,","31.7",",6,30,+","","","30.3",",6","6.7",",,,6","","","18.14",",6","27.56",",,,6","8.72",",,,6"
"USC00297930","1904-07","35.11667","-107.88333","1981.2","SAN RAFAEL, NM US","","","82.1",",6","11",",6","2",",6","0",",6","","","0",",6","0",",6","0",",6","31",",6","6",",6","","","19040704",",,6","","","19040726",",,6","19040711",",,6","7.2",",6,04,","","","10.4",",,6,26,","35.0",",6,11,","0.6","6","0.6",",6","18.9",",,,6","","","20.96",",6","29.85",",,,6","12.07",",,,6"
"USC00297930","1904-08","35.11667","-107.88333","1981.2","SAN RAFAEL, NM US","","","53.1",",6","18",",6","13",",6","0",",6","","","0",",6","0",",6","0",",6","30",",6","2",",6","","","19040828","+,,6","","","19040826",",,6","19040815","+,,6","9.4",",6,28,+","","","13.2",",,6,26,","32.2",",6,15,+","6.5","6","5.9",",6","76.8",",,,6","","","19.85",",6","27.65",",,,6","12.05",",,,6"
"USC00297930","1904-09","35.11667","-107.88333","1981.2","SAN RAFAEL, NM US","","","0.9",",6","8",",6","2",",6","0",",6","","","0",",6","0",",6","0",",6","28",",6","0",",6","","","19040928",",,6","","","19040929",",,6","19040919","+,,6","1.7",",6,28,","","","20.3",",,6,29,","28.9",",6,19,+","66.5","6","60.0",",6","30.8",",,,6","","","16.36",",6","25.24",",,,6","7.49",",,,6"
"USC00297930","1904-10","35.11667","-107.88333","1981.2","SAN RAFAEL, NM US","","","0.0",",6","4",",6","2",",6","1",",6","","","0",",6","16",",6","0",",6","9",",6","0",",6","","","19041028","+,,6","","","19041008",",,6","19041004",",,6","-6.7",",6,28,+","","","25.9",",,6,08,","25.0",",6,04,","339.3","6","272.8",",6","29.9",",,,6","","","9.53",",6","17.91",",,,6","1.16",",,,6"
"USC00297930","1904-11","35.11667","-107.88333","1981.2","SAN RAFAEL, NM US","","","0.0",",6","0",",6","0",",6","0",",6","0",",6","0",",6","30",",6","0",",6","2",",6","0",",6","","","19041110",",,6","19041130","+,,6","19041130","+,,6","19041115",",,6","-12.8",",6,10,","0",",,6,30,+","0.0",",,6,30,+","22.2",",6,15,","752.8","6","413.5",",6","0.0",",,,6","0",",,,6","4.55",",6","17.08",",,,6","-7.98",",,,6"
"USC00297930","1904-12","35.11667","-107.88333","1981.2","SAN RAFAEL, NM US","","","0.0",",6","4",",6","2",",6","0",",6","2",",6","0",",6","30",",6","4",",6","0",",6","0",",6","","","19041227",",,6","19041204",",,6","19041203",",,6","19041231","+,,6","-13.3",",6,27,","51",",,6,04,","5.1",",,6,03,","15.6",",6,31,+","1319.0","6","566.2",",6","12.0",",,,6","76",",,,6","0.07",",6","7.85",",,,6","-7.72",",,,6"
"USC00297930","1905-01","35.11667","-107.88333","1981.2","SAN RAFAEL, NM US","0.0","6","0.0",",6","3",",6","2",",6","0",",6","","","0",",6","31",",6","0",",6","0",",6","0",",6","","","19050107",",,6","","","19050110",",,6","19050131","+,,6","-13.3",",6,07,","","","16.5",",,6,10,","15.6",",6,31,+","1866.5","6","547.5",",6","20.0",",,,6","","","0.67",",6","9.07",",,,6","-7.73",",,,6"
"USC00297930","1905-02","35.11667","-107.88333","1981.2","SAN RAFAEL, NM US","0.0","6","0.0","2,6","13",",6","3",",6","0",",6","","","2","2,6","22","2,6","1",",6","0",",6","0",",6","1","","19050214","+,2,6","","","19050217",",,6","19050225",",,6","-18.3","2,6,14,+","","","8.4",",,6,17,","16.7",",6,25,","2286.9","6","420.4",",6","27.2",",,,6","","","2.17","2,6","8.63",",,,6","-4.28","2,,,6"
"USC00297930","1905-03","35.11667","-107.88333","1981.2","SAN RAFAEL, NM US","0.0","6","0.0","1,6","9","1,6","6","1,6","0","1,6","","","0",",6","20",",6","0","1,6","1","1,6","0","1,6","","","19050325","+,,6","","","19050331",",1,6","19050326",",1,6","-5.0",",6,25,+","","","8.9","1,,6,31,","22.8","1,6,26,","2640.4","6","353.5","1,6","40.6","1,,,6","","","6.51","1,6","13.53","1,,,6","-0.51",",,,6"
"USC00297930","1905-04","35.11667","-107.88333","1981.2","SAN RAFAEL, NM US","0.0","6","0.0",",6","8",",6","6",",6","2",",6","","","0",",6","17",",6","0",",6","8",",6","0",",6","1","","19050405",",,6","","","19050424",",,6","19050430",",,6","-5.0",",6,05,","","","30.5",",,6,24,","27.2",",6,30,","2935.7","6","295.3",",6","109.6",",,,6","","","8.49",",6","16.76",",,,6","0.21",",,,6"
"USC00297930","1905-05","35.11667","-107.88333","1981.2","SAN RAFAEL, NM US","0.9","6","0.9",",6","2",",6","1",",6","0",",6","0",",6","0",",6","5",",6","0",",6","22",",6","0",",6","","","19050504",",,6","19050531","+,,6","19050503",",,6","19050530","+,,6","-1.7",",6,04,","0",",,6,31,+","5.3",",,6,03,","29.4",",6,30,+","3067.6","6","131.9",",6","6.6",",,,6","0",",,,6","14.10",",6","24.34",",,,6","3.87",",,,6"
"USC00297930","1905-06","35.11667","-107.88333","1981.2","SAN RAFAEL, NM US","61.5","6","60.6",",6","4",",6","3",",6","0",",6","0",",6","0",",6","0",",6","0",",6","29",",6","13",",6","","","19050630",",,6","19050630","+,,6","19050607",",,6","19050626",",,6","2.2",",6,30,","0",",,6,30,+","22.9",",,6,07,","36.1",",6,26,","3074.4","6","6.8",",6","32.9",",,,6","0",",,,6","20.13",",6","30.99",",,,6","9.26",",,,6"
"USC00297930","1905-07","35.11667","-107.88333","1981.2","SAN RAFAEL, NM US","138.1","6","76.6",",6","6",",6","5",",6","0",",6","0",",6","0",",6","0",",6","0",",6","31",",6","13",",6","","","19050713","+,,6","19050731","+,,6","19050719",",,6","19050704",",,6","5.6",",6,13,+","0",",,6,31,+","5.3",",,6,19,","37.2",",6,04,","0.0","6","0.0",",6","24.1",",,,6","0",",,,6","20.80",",6","31.15",",,,6","10.45",",,,6"
"USC00297930","1905-08","35.11667","-107.88333","1981.2","SAN RAFAEL, NM US","262.6","6","124.5",",6","11",",6","6",",6","0",",6","0",",6","0",",6","0",",6","0",",6","31",",6","24",",6","","","19050819","+,,6","19050831","+,,6","19050810",",,6","19050819",",,6","7.2",",6,19,+","0",",,6,31,+","20.3",",,6,10,","36.1",",6,19,","0.0","6","0.0",",6","53.7",",,,6","0",",,,6","22.35",",6","32.79",",,,6","11.91",",,,6"
