"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","DYNT","DYNT_ATTRIBUTES","DYXT","DYXT_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"USR0000CDEV","1989-09","37.2269","-107.3047","2243.3","DEVIL MOUNTAIN COLORADO, CO US","","","10.9",",U","0",",U","0",",U","0",",U","27",",U","0",",U","19890913",",,U","19890928",",,U","1.7",",U,13,","30.0",",U,28,","","","50.6",",U","17.01",",U","25.15",",,,U","8.87",",,,U"
"USR0000CDEV","1989-10","37.2269","-107.3047","2243.3","DEVIL MOUNTAIN COLORADO, CO US","","","0.0",",U","0",",U","9",",U","0",",U","10",",U","0",",U","19891030",",,U","19891013",",,U","-7.2",",U,30,","24.4",",U,13,","","","255.1",",U","10.10",",U","17.65",",,,U","2.56",",,,U"
"USR0000CDEV","1989-11","37.2269","-107.3047","2243.3","DEVIL MOUNTAIN COLORADO, CO US","","","0.0","1,U","0",",U","23",",U","0","1,U","1","1,U","0","1,U","19891128",",,U","19891120",",1,U","-10.0",",U,28,","21.1","1,U,20,","","","387.5","1,U","5.02","1,U","12.48","1,,,U","-2.44",",,,U"
"USR0000CDEV","1989-12","37.2269","-107.3047","2243.3","DEVIL MOUNTAIN COLORADO, CO US","","","0.0",",U","0",",U","31",",U","2",",U","0",",U","0",",U","19891212",",,U","19891227","+,,U","-15.0",",U,12,","12.8",",U,27,+","","","573.3",",U","-0.16",",U","7.08",",,,U","-7.40",",,,U"
"USR0000CDEV","1990-01","37.2269","-107.3047","2243.3","DEVIL MOUNTAIN COLORADO, CO US","0.0","U","0.0",",U","0",",U","31",",U","4",",U","0",",U","0",",U","19900128",",,U","19900111",",,U","-15.6",",U,28,","13.9",",U,11,","","","627.4",",U","-1.90",",U","4.57",",,,U","-8.38",",,,U"
"USR0000CDEV","1990-02","37.2269","-107.3047","2243.3","DEVIL MOUNTAIN COLORADO, CO US","0.0","U","0.0",",U","1",",U","25",",U","2",",U","0",",U","0",",U","19900216",",,U","19900226",",,U","-18.3",",U,16,","14.4",",U,26,","","","505.7",",U","0.27",",U","6.85",",,,U","-6.30",",,,U"
"USR0000CDEV","1990-03","37.2269","-107.3047","2243.3","DEVIL MOUNTAIN COLORADO, CO US","0.0","U","0.0",",U","0",",U","21",",U","0",",U","0",",U","0",",U","19900314",",,U","19900322",",,U","-12.2",",U,14,","19.4",",U,22,","","","426.6",",U","4.57",",U","11.11",",,,U","-1.97",",,,U"
"USR0000CDEV","1990-04","37.2269","-107.3047","2243.3","DEVIL MOUNTAIN COLORADO, CO US","0.0","U","0.0","1,U","0","1,U","10","1,U","0","1,U","3","1,U","0","1,U","19900401",",1,U","19900415",",1,U","-1.1","1,U,01,","23.3","1,U,15,","","","284.8","1,U","8.51","1,U","15.30","1,,,U","1.73","1,,,U"
"USR0000CDEV","1990-05","37.2269","-107.3047","2243.3","DEVIL MOUNTAIN COLORADO, CO US","0.0","U","0.0",",U","0",",U","2",",U","0",",U","12",",U","0",",U","19900509",",,U","19900522",",,U","-1.1",",U,09,","25.6",",U,22,","","","211.6",",U","11.51",",U","19.09",",,,U","3.92",",,,U"
"USR0000CDEV","1990-06","37.2269","-107.3047","2243.3","DEVIL MOUNTAIN COLORADO, CO US","70.3","U","70.3","1,U","0",",U","1",",U","0","1,U","27","1,U","8","1,U","19900602",",,U","19900629",",1,U","-0.6",",U,02,","36.7","1,U,29,","","","26.4","1,U","19.86","1,U","28.68","1,,,U","11.04",",,,U"
"USR0000CDEV","1990-07","37.2269","-107.3047","2243.3","DEVIL MOUNTAIN COLORADO, CO US","120.7","U","50.4",",U","0",",U","0",",U","0",",U","31",",U","3",",U","19900715",",,U","19900701",",,U","8.9",",U,15,","34.4",",U,01,","8.4","U","8.4",",U","19.69",",U","27.81",",,,U","11.57",",,,U"
"USR0000CDEV","1990-08","37.2269","-107.3047","2243.3","DEVIL MOUNTAIN COLORADO, CO US","156.1","U","35.4",",U","0",",U","0",",U","0",",U","29",",U","3",",U","19900807",",,U","19900829",",,U","7.2",",U,07,","33.3",",U,29,","25.9","U","17.5",",U","18.91",",U","27.17",",,,U","10.65",",,,U"
"USR0000CDEV","1990-09","37.2269","-107.3047","2243.3","DEVIL MOUNTAIN COLORADO, CO US","192.2","U","36.1",",U","0",",U","0",",U","0",",U","25",",U","3",",U","19900919",",,U","19900914","+,,U","3.3",",U,19,","32.8",",U,14,+","87.7","U","61.8",",U","17.47",",U","25.57",",,,U","9.38",",,,U"
"USR0000CDEV","1990-10","37.2269","-107.3047","2243.3","DEVIL MOUNTAIN COLORADO, CO US","192.2","U","0.0",",U","0",",U","8",",U","0",",U","7",",U","0",",U","19901021",",,U","19901005",",,U","-5.0",",U,21,","23.9",",U,05,","338.4","U","250.7",",U","10.25",",U","18.31",",,,U","2.18",",,,U"
