"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","DYNT","DYNT_ATTRIBUTES","DYSD","DYSD_ATTRIBUTES","DYXP","DYXP_ATTRIBUTES","DYXT","DYXT_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"NOE00134214","1961-10","61.1217","9.0631","521.0","LOKEN I VOLBU, NO","","","0.0",",E","17",",E","11",",E","0",",E","0",",","0",",E","2",",E","0",",E","0",",E","0",",E","19611030",",,E","19611031","+,,E","19611019",",,E","19611010",",,E","-3.3",",E,30,","0",",,E,31,+","15.5",",,E,19,","14.3",",E,10,","","","374.5",",E","81.4",",,,E","6.25",",E","8.70",",,,E","3.80",",,,E"
"NOE00134214","1961-11","61.1217","9.0631","521.0","LOKEN I VOLBU, NO","","","0.0",",E","11",",E","9",",E","0",",E","9",",","0",",E","23",",E","12",",E","0",",E","0",",E","19611130",",,E","19611130",",,E","19611110","+,,E","19611121",",,E","-15.8",",E,30,","200",",,E,30,","10.4",",,E,10,+","8.0",",E,21,","","","601.4",",E","53.5",",,,E","-1.72",",E","1.15",",,,E","-4.58",",,,E"
"NOE00134214","1961-12","61.1217","9.0631","521.0","LOKEN I VOLBU, NO","","","0.0",",E","11",",E","4",",E","0",",E","31",",","8",",E","31",",E","28",",E","0",",E","0",",E","19611223",",,E","19611231",",,E","19611205",",,E","19611220",",,E","-26.2",",E,23,","390",",,E,31,","9.3",",,E,05,","5.8",",E,20,","","","879.9",",E","33.5",",,,E","-10.05",",E","-6.06",",,,E","-14.04",",,,E"
"NOE00134214","1962-01","61.1217","9.0631","521.0","LOKEN I VOLBU, NO","0.0","E","0.0",",E","13",",E","7",",E","0",",E","31",",","4",",E","31",",E","22",",E","0",",E","0",",E","19620102",",,E","19620122",",,E","19620121",",,E","19620104",",,E","-20.6",",E,02,","760",",,E,22,","15.0",",,E,21,","5.2",",E,04,","","","794.6",",E","54.0",",,,E","-7.30",",E","-3.02",",,,E","-11.58",",,,E"
"NOE00134214","1962-02","61.1217","9.0631","521.0","LOKEN I VOLBU, NO","0.0","E","0.0",",E","7",",E","3",",E","0",",E","28",",","2",",E","27",",E","18",",E","0",",E","0",",E","19620228",",,E","19620216","+,,E","19620211",",,E","19620210",",,E","-20.7",",E,28,","650",",,E,16,+","7.1",",,E,11,","7.4",",E,10,","","","670.0",",E","21.1",",,,E","-5.59",",E","-0.75",",,,E","-10.44",",,,E"
"NOE00134214","1962-03","61.1217","9.0631","521.0","LOKEN I VOLBU, NO","0.0","E","0.0",",E","10",",E","4",",E","0",",E","31",",","11",",E","31",",E","22",",E","0",",E","0",",E","19620312",",,E","19620331",",,E","19620330",",,E","19620327",",,E","-25.9",",E,12,","850",",,E,31,","15.3",",,E,30,","3.0",",E,27,","","","835.4",",E","39.0",",,,E","-8.62",",E","-2.58",",,,E","-14.65",",,,E"
"NOE00134214","1962-04","61.1217","9.0631","521.0","LOKEN I VOLBU, NO","0.0","E","0.0",",E","8",",E","4",",E","0",",E","30",",","0",",E","24",",E","2",",E","0",",E","0",",E","19620407",",,E","19620412","+,,E","19620422",",,E","19620424",",,E","-15.1",",E,07,","900",",,E,12,+","11.9",",,E,22,","11.5",",E,24,","","","533.3",",E","33.3",",,,E","0.56",",E","6.10",",,,E","-4.99",",,,E"
"NOE00134214","1962-05","61.1217","9.0631","521.0","LOKEN I VOLBU, NO","0.0","E","0.0",",E","12",",E","6",",E","1",",E","3",",","0",",E","9",",E","0",",E","0",",E","0",",E","19620527","+,,E","19620501",",,E","19620522",",,E","19620528",",,E","-2.2",",E,27,+","100",",,E,01,","30.6",",,E,22,","16.4",",E,28,","","","404.3",",E","65.7",",,,E","5.29",",E","9.44",",,,E","1.15",",,,E"
"NOE00134214","1962-06","61.1217","9.0631","521.0","LOKEN I VOLBU, NO","0.0","E","0.0",",E","11",",E","3",",E","0",",E","0",",","0",",E","3",",E","0",",E","0",",E","0",",E","19620602",",,E","19620630","+,,E","19620619",",,E","19620618","+,,E","-3.7",",E,02,","0",",,E,30,+","20.3",",,E,19,","19.5",",E,18,+","","","280.7",",E","48.8",",,,E","8.98",",E","14.44",",,,E","3.52",",,,E"
"NOE00134214","1962-07","61.1217","9.0631","521.0","LOKEN I VOLBU, NO","0.0","E","0.0",",E","20",",E","10",",E","0",",E","0",",","0",",E","0",",E","0",",E","3",",E","0",",E","19620725",",,E","19620731","+,,E","19620722",",,E","19620710",",,E","0.8",",E,25,","0",",,E,31,+","11.9",",,E,22,","22.7",",E,10,","177.1","E","177.1",",E","55.5",",,,E","12.62",",E","17.62",",,,E","7.62",",,,E"
