"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","DYFG","DYFG_ATTRIBUTES","DYSD","DYSD_ATTRIBUTES","DYSN","DYSN_ATTRIBUTES","DYTS","DYTS_ATTRIBUTES","DYXP","DYXP_ATTRIBUTES","DYXT","DYXT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES"
"USC00041373","1916-01","34.23333","-117.66667","1311.9","MOUNT BALDY FC 85 G, CA US","8",",6","8",",6","5",",6","","","","","","","","","","","","","","","","","","","19160117",",,6","","","","","","","254.0",",,6,17,","","","657.3",",,,6","","","",""
"USC00041373","1916-02","34.23333","-117.66667","1311.9","MOUNT BALDY FC 85 G, CA US","2",",6","2",",6","1",",6","","","","","","","","","","","","","","","","","","","19160227",",,6","","","","","","","79.5",",,6,27,","","","88.6",",,,6","","","",""
"USC00041373","1916-03","34.23333","-117.66667","1311.9","MOUNT BALDY FC 85 G, CA US","4",",6","4",",6","3",",6","","","","","","","","","","","","","","","","","","","19160320",",,6","","","","","","","67.6",",,6,20,","","","138.7",",,,6","","","",""
"USC00041373","1916-04","34.23333","-117.66667","1311.9","MOUNT BALDY FC 85 G, CA US","2",",6","1",",6","0",",6","","","0",",6","1",",6","0",",6","0",",6","2","","","","19160430","+,,6","","","19160411",",,6","19160421",",,6","","","0",",,6,30,+","10.2",",,6,11,","12.2",",6,21,","10.5",",,,6","0",",,,6","7.87",",,,6"
"USC00041373","1916-05","34.23333","-117.66667","1311.9","MOUNT BALDY FC 85 G, CA US","","","","","","","","","","","0",",6","0",",6","0",",6","1","","","","","","","","","","19160504",",,6","","","","","","","13.3",",6,04,","","","","","8.56",",,,6"
"USC00041373","1916-06","34.23333","-117.66667","1311.9","MOUNT BALDY FC 85 G, CA US","0",",6","0",",6","0",",6","","","","","","","","","","","","","","","","","","","19160630","+,,6","","","","","","","0.0",",,6,30,+","","","0.0",",,,6","","","",""
"USC00041373","1916-07","34.23333","-117.66667","1311.9","MOUNT BALDY FC 85 G, CA US","0",",6","0",",6","0",",6","","","","","","","","","","","","","","","","","","","19160731","+,,6","","","","","","","0.0",",,6,31,+","","","0.0",",,,6","","","",""
"USC00041373","1916-09","34.23333","-117.66667","1311.9","MOUNT BALDY FC 85 G, CA US","1",",6","1",",6","1",",6","","","","","","","","","","","","","","","","","","","19160930",",,6","","","","","","","49.5",",,6,30,","","","49.5",",,,6","","","",""
"USC00041373","1916-10","34.23333","-117.66667","1311.9","MOUNT BALDY FC 85 G, CA US","6",",6","5",",6","3",",6","","","","","","","","","","","","","","","","","","","19161002",",,6","","","","","","","91.4",",,6,02,","","","185.6",",,,6","","","",""
"USC00041373","1916-12","34.23333","-117.66667","1311.9","MOUNT BALDY FC 85 G, CA US","6",",6","6",",6","0",",6","","","","","","","","","","","","","","","","","","","19161228",",,6","","","","","","","20.3",",,6,28,","","","73.6",",,,6","","","",""
