"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DYNT","DYNT_ATTRIBUTES","DYSD","DYSD_ATTRIBUTES","DYXP","DYXP_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"NOE00133050","1927-07","58.6667","7.8","207.0","BYGLANDSFJORD, NO","12",",E","9",",E","0",",E","0",",","0",",","0",",E","19270726","+,,E","19270731","+,,E","19270731",",,E","8.3",",E,26,+","0",",,E,31,+","23.5",",,E,31,","124.2",",,,E","11.65",",,,E"
"NOE00133050","1927-08","58.6667","7.8","207.0","BYGLANDSFJORD, NO","16",",E","13",",E","2",",E","0",",","0",",","0",",E","19270830",",,E","19270831","+,,E","19270822",",,E","3.1",",E,30,","0",",,E,31,+","31.2",",,E,22,","174.8",",,,E","9.46",",,,E"
"NOE00133050","1927-09","58.6667","7.8","207.0","BYGLANDSFJORD, NO","18",",E","14",",E","2",",E","0",",","0",",","1",",E","19270921",",,E","19270930","+,,E","19270924",",,E","-0.5",",E,21,","0",",,E,30,+","35.5",",,E,24,","209.8",",,,E","5.99",",,,E"
"NOE00133050","1927-10","58.6667","7.8","207.0","BYGLANDSFJORD, NO","16",",E","12",",E","1",",E","1",",","0",",","12",",E","19271023","+,,E","19271019",",,E","19271002",",,E","-6.0",",E,23,+","40",",,E,19,","26.3",",,E,02,","141.6",",,,E","1.05",",,,E"
"NOE00133050","1927-11","58.6667","7.8","207.0","BYGLANDSFJORD, NO","14",",E","7",",E","0",",E","21",",","0",",","25",",E","19271113",",,E","19271114","+,,E","19271109",",,E","-16.0",",E,13,","200",",,E,14,+","9.6",",,E,09,","52.7",",,,E","-3.95",",,,E"
"NOE00133050","1927-12","58.6667","7.8","207.0","BYGLANDSFJORD, NO","3",",E","1",",E","0",",E","31",",","1",",","31",",E","19271219",",,E","19271223",",,E","19271222",",,E","-19.0",",E,19,","170",",,E,23,","6.8",",,E,22,","8.8",",,,E","-9.52",",,,E"
"NOE00133050","1928-01","58.6667","7.8","207.0","BYGLANDSFJORD, NO","29",",E","21",",E","1",",E","31",",","0",",","31",",E","19280121",",,E","19280131",",,E","19280110",",,E","-15.5",",E,21,","880",",,E,31,","25.4",",,E,10,","215.7",",,,E","-5.98",",,,E"
"NOE00133050","1928-02","58.6667","7.8","207.0","BYGLANDSFJORD, NO","16",",E","13",",E","1",",E","29",",","0",",","26",",E","19280213",",,E","19280206",",,E","19280202",",,E","-13.8",",E,13,","1100",",,E,06,","25.7",",,E,02,","174.1",",,,E","-6.04",",,,E"
"NOE00133050","1928-03","58.6667","7.8","207.0","BYGLANDSFJORD, NO","15",",E","9",",E","0",",E","31",",","0",",","27",",E","19280316",",,E","19280323","+,,E","19280330",",,E","-15.9",",E,16,","1030",",,E,23,+","12.4",",,E,30,","74.0",",,,E","-6.69",",,,E"
"NOE00133050","1928-04","58.6667","7.8","207.0","BYGLANDSFJORD, NO","6",",E","3",",E","1",",E","28",",","0",",","23",",E","19280417","+,,E","19280404","+,,E","19280403",",,E","-8.1",",E,17,+","900",",,E,04,+","26.7",",,E,03,","37.2",",,,E","-2.58",",,,E"
"NOE00133050","1928-05","58.6667","7.8","207.0","BYGLANDSFJORD, NO","9",",E","3",",E","0",",E","0",",","0",",","8",",E","19280511",",,E","19280531","+,,E","19280514",",,E","-5.6",",E,11,","0",",,E,31,+","6.9",",,E,14,","26.0",",,,E","2.30",",,,E"
"NOE00133050","1928-06","58.6667","7.8","207.0","BYGLANDSFJORD, NO","14",",E","6",",E","0",",E","0",",","0",",","3",",E","19280613",",,E","19280630","+,,E","19280629",",,E","-1.6",",E,13,","0",",,E,30,+","20.4",",,E,29,","71.0",",,,E","3.98",",,,E"
"NOE00133050","1928-07","58.6667","7.8","207.0","BYGLANDSFJORD, NO","14",",E","5",",E","0",",E","0",",","0",",","0",",E","19280730",",,E","19280731","+,,E","19280730",",,E","2.2",",E,30,","0",",,E,31,+","8.8",",,E,30,","38.0",",,,E","7.67",",,,E"
"NOE00133050","1928-08","58.6667","7.8","207.0","BYGLANDSFJORD, NO","19",",E","10",",E","1",",E","0",",","0",",","0",",E","19280830",",,E","19280831","+,,E","19280814",",,E","3.9",",E,30,","0",",,E,31,+","43.7",",,E,14,","141.1",",,,E","7.72",",,,E"
"NOE00133050","1928-09","58.6667","7.8","207.0","BYGLANDSFJORD, NO","14",",E","7",",E","0",",E","0",",","0",",","3",",E","19280929",",,E","19280928",",,E","19280917",",,E","-5.7",",E,29,","10",",,E,28,","13.8",",,E,17,","63.2",",,,E","4.26",",,,E"
"NOE00133050","1928-10","58.6667","7.8","207.0","BYGLANDSFJORD, NO","18",",E","16",",E","2",",E","0",",","0",",","14",",E","19281012",",,E","19281031","+,,E","19281018",",,E","-7.5",",E,12,","0",",,E,31,+","32.2",",,E,18,","208.5",",,,E","1.16",",,,E"
"NOE00133050","1928-11","58.6667","7.8","207.0","BYGLANDSFJORD, NO","20",",E","14",",E","4",",E","0",",","0",",","17",",E","19281107",",,E","19281112","+,,E","19281123",",,E","-10.0",",E,07,","20",",,E,12,+","46.6",",,E,23,","211.0",",,,E","-0.81",",,,E"
"NOE00133050","1928-12","58.6667","7.8","207.0","BYGLANDSFJORD, NO","17",",E","10",",E","1",",E","25",",","0",",","31",",E","19281216",",,E","19281222","+,,E","19281224",",,E","-17.6",",E,16,","230",",,E,22,+","30.1",",,E,24,","102.3",",,,E","-5.47",",,,E"
"NOE00133050","1929-01","58.6667","7.8","207.0","BYGLANDSFJORD, NO","6",",E","3",",E","0",",E","31",",","1",",","31",",E","19290117",",,E","19290131",",,E","19290130",",,E","-18.9",",E,17,","280",",,E,31,","11.1",",,E,30,","32.5",",,,E","-9.69",",,,E"
"NOE00133050","1929-02","58.6667","7.8","207.0","BYGLANDSFJORD, NO","9",",E","3",",E","0",",E","28",",","5",",","28",",E","19290213",",,E","19290221","+,,E","19290209",",,E","-21.6",",E,13,","400",",,E,21,+","7.2",",,E,09,","19.8",",,,E","-13.24",",,,E"
"NOE00133050","1929-03","58.6667","7.8","207.0","BYGLANDSFJORD, NO","5",",E","0",",E","0",",E","20",",","0",",","26",",E","19290302",",,E","19290303","+,,E","19290321",",,E","-14.9",",E,02,","300",",,E,03,+","2.3",",,E,21,","7.4",",,,E","-3.75",",,,E"
"NOE00133050","1929-04","58.6667","7.8","207.0","BYGLANDSFJORD, NO","8",",E","5",",E","0",",E","1",",","0",",","28",",E","19290404",",,E","19290423",",,E","19290422",",,E","-9.9",",E,04,","40",",,E,23,","9.4",",,E,22,","26.4",",,,E","-3.12",",,,E"
"NOE00133050","1929-05","58.6667","7.8","207.0","BYGLANDSFJORD, NO","18",",E","8",",E","0",",E","0",",","0",",","4",",E","19290503",",,E","19290531","+,,E","19290505",",,E","-7.1",",E,03,","0",",,E,31,+","21.6",",,E,05,","87.5",",,,E","3.46",",,,E"
"NOE00133050","1929-06","58.6667","7.8","207.0","BYGLANDSFJORD, NO","10",",E","8",",E","0",",E","0",",","0",",","0",",E","19290606",",,E","19290630","+,,E","19290630",",,E","0.1",",E,06,","0",",,E,30,+","19.2",",,E,30,","56.3",",,,E","5.65",",,,E"
"NOE00133050","1929-07","58.6667","7.8","207.0","BYGLANDSFJORD, NO","8",",E","6",",E","0",",E","0",",","0",",","0",",E","19290702",",,E","19290731","+,,E","19290731",",,E","3.4",",E,02,","0",",,E,31,+","20.9",",,E,31,","54.7",",,,E","8.61",",,,E"
"NOE00133050","1929-08","58.6667","7.8","207.0","BYGLANDSFJORD, NO","21",",E","17",",E","1",",E","0",",","0",",","1",",E","19290820",",,E","19290831","+,,E","19290810",",,E","0.0",",E,20,","0",",,E,31,+","42.1",",,E,10,","233.1",",,,E","7.28",",,,E"
"NOE00133050","1929-09","58.6667","7.8","207.0","BYGLANDSFJORD, NO","11",",E","7",",E","0",",E","0",",","0",",","2",",E","19290923",",,E","19290930","+,,E","19290930",",,E","-1.1",",E,23,","0",",,E,30,+","13.7",",,E,30,","57.6",",,,E","6.09",",,,E"
"NOE00133050","1929-10","58.6667","7.8","207.0","BYGLANDSFJORD, NO","24",",E","20",",E","3",",E","0",",","0",",","10",",E","19291016",",,E","19291031","+,,E","19291024",",,E","-3.0",",E,16,","0",",,E,31,+","56.0",",,E,24,","283.0",",,,E","1.99",",,,E"
"NOE00133050","1929-11","58.6667","7.8","207.0","BYGLANDSFJORD, NO","25",",E","20",",E","3",",E","6",",","0",",","17",",E","19291119",",,E","19291120",",,E","19291111",",,E","-7.0",",E,19,","70",",,E,20,","35.8",",,E,11,","229.5",",,,E","-0.20",",,,E"
"NOE00133050","1929-12","58.6667","7.8","207.0","BYGLANDSFJORD, NO","24",",E","19",",E","2",",E","8",",","0",",","22",",E","19291219","+,,E","19291226",",,E","19291207",",,E","-7.2",",E,19,+","230",",,E,26,","36.1",",,E,07,","278.7",",,,E","-1.60",",,,E"
"NOE00133050","1930-01","58.6667","7.8","207.0","BYGLANDSFJORD, NO","27",",E","21",",E","1",",E","18",",","0",",","27",",E","19300130",",,E","19300131",",,E","19300111",",,E","-8.3",",E,30,","160",",,E,31,","27.1",",,E,11,","252.2",",,,E","-2.28",",,,E"
"NOE00133050","1930-02","58.6667","7.8","207.0","BYGLANDSFJORD, NO","6",",E","1",",E","0",",E","28",",","0",",","27",",E","19300223",",,E","19300209","+,,E","19300202",",,E","-11.1",",E,23,","200",",,E,09,+","3.1",",,E,02,","7.8",",,,E","-5.69",",,,E"
"NOE00133050","1930-03","58.6667","7.8","207.0","BYGLANDSFJORD, NO","11",",E","9",",E","0",",E","27",",","0",",","28",",E","19300320",",,E","19300317",",,E","19300321",",,E","-14.9",",E,20,","380",",,E,17,","19.9",",,E,21,","88.2",",,,E","-5.78",",,,E"
"NOE00133050","1930-04","58.6667","7.8","207.0","BYGLANDSFJORD, NO","16",",E","8",",E","0",",E","1",",","0",",","6",",E","19300420",",,E","19300401",",,E","19300418",",,E","-3.6",",E,20,","50",",,E,01,","11.7",",,E,18,","63.8",",,,E","1.60",",,,E"
"NOE00133050","1930-05","58.6667","7.8","207.0","BYGLANDSFJORD, NO","15",",E","11",",E","0",",E","0",",","0",",","6",",E","19300507",",,E","19300531","+,,E","19300518",",,E","-2.8",",E,07,","0",",,E,31,+","17.9",",,E,18,","80.0",",,,E","3.88",",,,E"
"NOE00133050","1930-06","58.6667","7.8","207.0","BYGLANDSFJORD, NO","9",",E","5",",E","0",",E","0",",","0",",","0",",E","19300605",",,E","19300630","+,,E","19300625",",,E","2.7",",E,05,","0",",,E,30,+","20.8",",,E,25,","71.5",",,,E","6.92",",,,E"
"NOE00133050","1930-07","58.6667","7.8","207.0","BYGLANDSFJORD, NO","19",",E","14",",E","3",",E","0",",","0",",","0",",E","19300701",",,E","19300731","+,,E","19300717",",,E","5.3",",E,01,","0",",,E,31,+","28.5",",,E,17,","176.8",",,,E","10.76",",,,E"
"NOE00133050","1930-08","58.6667","7.8","207.0","BYGLANDSFJORD, NO","19",",E","13",",E","2",",E","0",",","0",",","0",",E","19300820",",,E","19300831","+,,E","19300803",",,E","5.2",",E,20,","0",",,E,31,+","32.0",",,E,03,","169.0",",,,E","9.65",",,,E"
"NOE00133050","1930-09","58.6667","7.8","207.0","BYGLANDSFJORD, NO","17",",E","13",",E","2",",E","0",",","0",",","0",",E","19300905",",,E","19300930","+,,E","19300920",",,E","0.6",",E,05,","0",",,E,30,+","31.8",",,E,20,","190.3",",,,E","7.30",",,,E"
"NOE00133050","1930-10","58.6667","7.8","207.0","BYGLANDSFJORD, NO","22",",E","17",",E","0",",E","0",",","0",",","11",",E","19301026",",,E","19301031","+,,E","19301012",",,E","-3.2",",E,26,","0",",,E,31,+","23.3",",,E,12,","168.5",",,,E","2.48",",,,E"
"NOE00133050","1930-11","58.6667","7.8","207.0","BYGLANDSFJORD, NO","20",",E","14",",E","0",",E","0",",","0",",","19",",E","19301119",",,E","19301130","+,,E","19301109",",,E","-10.3",",E,19,","0",",,E,30,+","24.7",",,E,09,","135.1",",,,E","-1.61",",,,E"
"NOE00133050","1930-12","58.6667","7.8","207.0","BYGLANDSFJORD, NO","22",",E","16",",E","0",",E","18",",","0",",","23",",E","19301218",",,E","19301228",",,E","19301228",",,E","-13.1",",E,18,","520",",,E,28,","25.0",",,E,28,","183.8",",,,E","-2.45",",,,E"
"NOE00133050","1931-01","58.6667","7.8","207.0","BYGLANDSFJORD, NO","15",",E","9",",E","1",",E","31",",","0",",","31",",E","19310107",",,E","19310123",",,E","19310123",",,E","-16.8",",E,07,","450",",,E,23,","41.1",",,E,23,","101.0",",,,E","-7.12",",,,E"
"NOE00133050","1931-02","58.6667","7.8","207.0","BYGLANDSFJORD, NO","18",",E","17",",E","2",",E","28",",","0",",","28",",E","19310224",",,E","19310225",",,E","19310220",",,E","-16.8",",E,24,","1140",",,E,25,","30.3",",,E,20,","194.6",",,,E","-6.96",",,,E"
"NOE00133050","1931-03","58.6667","7.8","207.0","BYGLANDSFJORD, NO","1",",E","1",",E","0",",E","31",",","3",",","31",",E","19310302",",,E","19310303","+,,E","19310310",",,E","-22.6",",E,02,","1040",",,E,03,+","3.4",",,E,10,","3.6",",,,E","-10.85",",,,E"
"NOE00133050","1931-04","58.6667","7.8","207.0","BYGLANDSFJORD, NO","15",",E","9",",E","0",",E","30",",","0",",","20",",E","19310407",",,E","19310403","+,,E","19310426",",,E","-10.1",",E,07,","950",",,E,03,+","19.1",",,E,26,","62.0",",,,E","-2.38",",,,E"
"NOE00133050","1931-05","58.6667","7.8","207.0","BYGLANDSFJORD, NO","19",",E","12",",E","0",",E","0",",","0",",","1",",E","19310510",",,E","19310531","+,,E","19310529",",,E","-1.0",",E,10,","0",",,E,31,+","18.3",",,E,29,","121.2",",,,E","5.08",",,,E"
"NOE00133050","1931-06","58.6667","7.8","207.0","BYGLANDSFJORD, NO","10",",E","6",",E","0",",E","0",",","0",",","0",",E","19310606",",,E","19310630","+,,E","19310615",",,E","0.4",",E,06,","0",",,E,30,+","10.0",",,E,15,","45.6",",,,E","5.24",",,,E"
"NOE00133050","1931-07","58.6667","7.8","207.0","BYGLANDSFJORD, NO","19",",E","12",",E","2",",E","0",",","0",",","0",",E","19310702",",,E","19310731","+,,E","19310727",",,E","3.1",",E,02,","0",",,E,31,+","37.1",",,E,27,","153.1",",,,E","10.22",",,,E"
"NOE00133050","1931-08","58.6667","7.8","207.0","BYGLANDSFJORD, NO","14",",E","9",",E","0",",E","0",",","0",",","0",",E","19310811",",,E","19310831","+,,E","19310824",",,E","1.8",",E,11,","0",",,E,31,+","14.3",",,E,24,","92.6",",,,E","8.05",",,,E"
"NOE00133050","1931-09","58.6667","7.8","207.0","BYGLANDSFJORD, NO","11",",E","2",",E","0",",E","0",",","0",",","6",",E","19310914","+,,E","19310930","+,,E","19310902",",,E","-1.8",",E,14,+","0",",,E,30,+","14.5",",,E,02,","27.2",",,,E","2.54",",,,E"
"NOE00133050","1931-10","58.6667","7.8","207.0","BYGLANDSFJORD, NO","14",",E","11",",E","2",",E","1",",","0",",","16",",E","19311031",",,E","19311030",",,E","19311027",",,E","-11.0",",E,31,","30",",,E,30,","28.8",",,E,27,","123.8",",,,E","-0.74",",,,E"
"NOE00133050","1931-11","58.6667","7.8","207.0","BYGLANDSFJORD, NO","24",",E","15",",E","4",",E","0",",","0",",","9",",E","19311101",",,E","19311102","+,,E","19311103",",,E","-11.2",",E,01,","20",",,E,02,+","43.2",",,E,03,","223.7",",,,E","1.44",",,,E"
"NOE00133050","1931-12","58.6667","7.8","207.0","BYGLANDSFJORD, NO","15",",E","7",",E","1",",E","0",",","0",",","23",",E","19311230",",,E","19311231","+,,E","19311203",",,E","-14.8",",E,30,","20",",,E,31,+","29.8",",,E,03,","83.3",",,,E","-3.51",",,,E"
"NOE00133050","1932-01","58.6667","7.8","207.0","BYGLANDSFJORD, NO","17",",E","13",",E","2",",E","16",",","0",",","21",",E","19320101",",,E","19320105",",,E","19320110",",,E","-13.8",",E,01,","200",",,E,05,","45.1",",,E,10,","190.9",",,,E","-2.64",",,,E"
"NOE00133050","1932-02","58.6667","7.8","207.0","BYGLANDSFJORD, NO","1",",E","0",",E","0",",E","0",",","0",",","28",",E","19320210",",,E","19320229","+,,E","19320209",",,E","-10.6",",E,10,","0",",,E,29,+","0.3",",,E,09,","0.3",",,,E","-4.85",",,,E"
"NOE00133050","1932-03","58.6667","7.8","207.0","BYGLANDSFJORD, NO","9",",E","6",",E","0",",E","14",",","2",",","28",",E","19320312",",,E","19320309",",,E","19320330",",,E","-19.9",",E,12,","220",",,E,09,","18.5",",,E,30,","74.0",",,,E","-7.96",",,,E"
"NOE00133050","1932-04","58.6667","7.8","207.0","BYGLANDSFJORD, NO","15",",E","9",",E","0",",E","1",",","0",",","23",",E","19320414",",,E","19320410",",,E","19320410",",,E","-6.6",",E,14,","30",",,E,10,","15.5",",,E,10,","88.3",",,,E","-1.68",",,,E"
"NOE00133050","1932-05","58.6667","7.8","207.0","BYGLANDSFJORD, NO","18",",E","11",",E","0",",E","0",",","0",",","3",",E","19320511",",,E","19320531","+,,E","19320517",",,E","-3.6",",E,11,","0",",,E,31,+","15.0",",,E,17,","88.1",",,,E","4.22",",,,E"
"NOE00133050","1932-06","58.6667","7.8","207.0","BYGLANDSFJORD, NO","8",",E","4",",E","0",",E","0",",","0",",","0",",E","19320604",",,E","19320630","+,,E","19320628",",,E","1.4",",E,04,","0",",,E,30,+","14.2",",,E,28,","37.4",",,,E","6.81",",,,E"
"NOE00133050","1932-07","58.6667","7.8","207.0","BYGLANDSFJORD, NO","12",",E","10",",E","0",",E","0",",","0",",","0",",E","19320721",",,E","19320731","+,,E","19320701",",,E","4.4",",E,21,","0",",,E,31,+","25.3",",,E,01,","129.1",",,,E","10.46",",,,E"
"NOE00133050","1932-08","58.6667","7.8","207.0","BYGLANDSFJORD, NO","10",",E","6",",E","0",",E","0",",","0",",","0",",E","19320806",",,E","19320831","+,,E","19320831",",,E","3.7",",E,06,","0",",,E,31,+","18.9",",,E,31,","51.7",",,,E","9.44",",,,E"
"NOE00133050","1932-09","58.6667","7.8","207.0","BYGLANDSFJORD, NO","17",",E","16",",E","2",",E","0",",","0",",","5",",E","19320924",",,E","19320930","+,,E","19320925",",,E","-1.8",",E,24,","0",",,E,30,+","37.1",",,E,25,","208.4",",,,E","4.69",",,,E"
"NOE00133050","1932-10","58.6667","7.8","207.0","BYGLANDSFJORD, NO","15",",E","10",",E","1",",E","0",",","0",",","17",",E","19321026","+,,E","19321031",",,E","19321013",",,E","-6.1",",E,26,+","10",",,E,31,","38.8",",,E,13,","148.4",",,,E","0.56",",,,E"
"NOE00133050","1932-11","58.6667","7.8","207.0","BYGLANDSFJORD, NO","16",",E","14",",E","0",",E","1",",","0",",","23",",E","19321114",",,E","19321127",",,E","19321122",",,E","-8.2",",E,14,","40",",,E,27,","22.7",",,E,22,","132.7",",,,E","-2.14",",,,E"
"NOE00133050","1932-12","58.6667","7.8","207.0","BYGLANDSFJORD, NO","19",",E","15",",E","1",",E","2",",","0",",","19",",E","19321209",",,E","19321215",",,E","19321217",",,E","-10.0",",E,09,","130",",,E,15,","34.0",",,E,17,","161.4",",,,E","-1.73",",,,E"
"NOE00133050","1933-01","58.6667","7.8","207.0","BYGLANDSFJORD, NO","19",",E","13",",E","0",",E","20",",","0",",","25",",E","19330127","+,,E","19330119",",,E","19330103",",,E","-12.4",",E,27,+","260",",,E,19,","17.2",",,E,03,","114.5",",,,E","-4.67",",,,E"
"NOE00133050","1933-02","58.6667","7.8","207.0","BYGLANDSFJORD, NO","20",",E","11",",E","0",",E","28",",","1",",","28",",E","19330220",",,E","19330222",",,E","19330201",",,E","-19.9",",E,20,","430",",,E,22,","17.7",",,E,01,","100.0",",,,E","-6.48",",,,E"
"NOE00133050","1933-03","58.6667","7.8","207.0","BYGLANDSFJORD, NO","14",",E","9",",E","0",",E","31",",","0",",","31",",E","19330321",",,E","19330309","+,,E","19330317",",,E","-11.4",",E,21,","560",",,E,09,+","11.5",",,E,17,","66.9",",,,E","-4.44",",,,E"
"NOE00133050","1933-04","58.6667","7.8","207.0","BYGLANDSFJORD, NO","4",",E","2",",E","0",",E","7",",","0",",","25",",E","19330417",",,E","19330401",",,E","19330409",",,E","-7.8",",E,17,","170",",,E,01,","4.6",",,E,09,","11.6",",,,E","-1.62",",,,E"
"NOE00133050","1933-05","58.6667","7.8","207.0","BYGLANDSFJORD, NO","12",",E","7",",E","0",",E","0",",","0",",","3",",E","19330503",",,E","19330531","+,,E","19330507",",,E","-2.3",",E,03,","0",",,E,31,+","8.8",",,E,07,","44.0",",,,E","3.44",",,,E"
"NOE00133050","1933-06","58.6667","7.8","207.0","BYGLANDSFJORD, NO","11",",E","9",",E","4",",E","0",",","0",",","0",",E","19330601",",,E","19330630","+,,E","19330615",",,E","1.8",",E,01,","0",",,E,30,+","64.1",",,E,15,","267.4",",,,E","9.38",",,,E"
"NOE00133050","1933-07","58.6667","7.8","207.0","BYGLANDSFJORD, NO","10",",E","7",",E","1",",E","0",",","0",",","0",",E","19330731",",,E","19330731","+,,E","19330710",",,E","3.9",",E,31,","0",",,E,31,+","27.2",",,E,10,","65.7",",,,E","10.70",",,,E"
"NOE00133050","1933-08","58.6667","7.8","207.0","BYGLANDSFJORD, NO","11",",E","9",",E","0",",E","0",",","0",",","0",",E","19330820",",,E","19330831","+,,E","19330817",",,E","2.1",",E,20,","0",",,E,31,+","18.2",",,E,17,","88.0",",,,E","8.20",",,,E"
"NOE00133050","1933-09","58.6667","7.8","207.0","BYGLANDSFJORD, NO","5","1,E","1","1,E","0","1,E","0",",","0",",","0",",E","19330915",",,E","19330930","+,,E","19330923",",1,E","0.2",",E,15,","0",",,E,30,+","3.8","1,,E,23,","6.6","1,,,E","7.65",",,,E"
"NOE00133050","1933-10","58.6667","7.8","207.0","BYGLANDSFJORD, NO","17",",E","15",",E","2",",E","0",",","0",",","7",",E","19331031",",,E","19331031","+,,E","19331011",",,E","-6.6",",E,31,","0",",,E,31,+","47.4",",,E,11,","214.9",",,,E","2.53",",,,E"
"NOE00133050","1933-11","58.6667","7.8","207.0","BYGLANDSFJORD, NO","6",",E","0",",E","0",",E","0",",","0",",","24",",E","19331127","+,,E","19331118","+,,E","19331115",",,E","-16.2",",E,27,+","20",",,E,18,+","2.0",",,E,15,","5.9",",,,E","-2.89",",,,E"
"NOE00133050","1933-12","58.6667","7.8","207.0","BYGLANDSFJORD, NO","3",",E","0",",E","0",",E","4",",","1",",","31",",E","19331214",",,E","19331231",",,E","19331228",",,E","-18.2",",E,14,","60",",,E,31,","1.9",",,E,28,","4.6",",,,E","-6.55",",,,E"
"NOE00133050","1934-01","58.6667","7.8","207.0","BYGLANDSFJORD, NO","19",",E","14",",E","3",",E","23",",","0",",","25",",E","19340102","+,,E","19340118","+,,E","19340114",",,E","-14.7",",E,02,+","240",",,E,18,+","40.8",",,E,14,","246.6",",,,E","-3.62",",,,E"
"NOE00133050","1934-02","58.6667","7.8","207.0","BYGLANDSFJORD, NO","11",",E","4",",E","0",",E","7",",","0",",","20",",E","19340202",",,E","19340204","+,,E","19340210",",,E","-11.8",",E,02,","80",",,E,04,+","17.9",",,E,10,","54.6",",,,E","-2.41",",,,E"
"NOE00133050","1934-03","58.6667","7.8","207.0","BYGLANDSFJORD, NO","18",",E","12",",E","0",",E","1",",","0",",","19",",E","19340308",",,E","19340316",",,E","19340316",",,E","-6.8",",E,08,","30",",,E,16,","23.9",",,E,16,","107.8",",,,E","-1.92",",,,E"
"NOE00133050","1934-04","58.6667","7.8","207.0","BYGLANDSFJORD, NO","16",",E","9",",E","0",",E","0",",","0",",","16",",E","19340424",",,E","19340408","+,,E","19340426",",,E","-4.9",",E,24,","10",",,E,08,+","11.0",",,E,26,","77.4",",,,E","-0.11",",,,E"
"NOE00133050","1934-05","58.6667","7.8","207.0","BYGLANDSFJORD, NO","10",",E","7",",E","0",",E","0",",","0",",","6",",E","19340516",",,E","19340531","+,,E","19340516",",,E","-2.9",",E,16,","0",",,E,31,+","18.8",",,E,16,","62.6",",,,E","2.82",",,,E"
"NOE00133050","1934-06","58.6667","7.8","207.0","BYGLANDSFJORD, NO","8",",E","6",",E","0",",E","0",",","0",",","1",",E","19340622",",,E","19340630","+,,E","19340606",",,E","-0.9",",E,22,","0",",,E,30,+","16.2",",,E,06,","57.5",",,,E","8.24",",,,E"
"NOE00133050","1934-07","58.6667","7.8","207.0","BYGLANDSFJORD, NO","7",",E","3",",E","0",",E","0",",","0",",","0",",E","19340704",",,E","19340731","+,,E","19340714",",,E","4.9",",E,04,","0",",,E,31,+","17.2",",,E,14,","31.0",",,,E","9.85",",,,E"
"NOE00133050","1934-08","58.6667","7.8","207.0","BYGLANDSFJORD, NO","21",",E","16",",E","3",",E","0",",","0",",","0",",E","19340825",",,E","19340831","+,,E","19340804",",,E","3.3",",E,25,","0",",,E,31,+","32.9",",,E,04,","258.9",",,,E","10.13",",,,E"
"NOE00133050","1934-09","58.6667","7.8","207.0","BYGLANDSFJORD, NO","18",",E","15",",E","2",",E","0",",","0",",","1",",E","19340922",",,E","19340930","+,,E","19340922",",,E","-0.1",",E,22,","0",",,E,30,+","37.8",",,E,22,","194.9",",,,E","7.57",",,,E"
"NOE00133050","1934-10","58.6667","7.8","207.0","BYGLANDSFJORD, NO","20",",E","16",",E","1",",E","0",",","0",",","6",",E","19341018",",,E","19341018",",,E","19341004",",,E","-2.2",",E,18,","10",",,E,18,","32.5",",,E,04,","216.1",",,,E","2.51",",,,E"
"NOE00133050","1934-11","58.6667","7.8","207.0","BYGLANDSFJORD, NO","10",",E","4",",E","0",",E","0",",","0",",","17",",E","19341103",",,E","19341130","+,,E","19341112",",,E","-9.6",",E,03,","0",",,E,30,+","14.0",",,E,12,","41.4",",,,E","-1.02",",,,E"
"NOE00133050","1934-12","58.6667","7.8","207.0","BYGLANDSFJORD, NO","29",",E","20",",E","1",",E","4",",","0",",","9",",E","19341225",",,E","19341231",",,E","19341215",",,E","-4.5",",E,25,","110",",,E,31,","45.3",",,E,15,","201.7",",,,E","1.66",",,,E"
"NOE00133050","1935-01","58.6667","7.8","207.0","BYGLANDSFJORD, NO","9",",E","7",",E","0",",E","12",",","0",",","29",",E","19350129",",,E","19350110","+,,E","19350111",",,E","-10.6",",E,29,","140",",,E,10,+","17.2",",,E,11,","57.6",",,,E","-5.03",",,,E"
"NOE00133050","1935-02","58.6667","7.8","207.0","BYGLANDSFJORD, NO","20",",E","11",",E","0",",E","15",",","0",",","26",",E","19350225",",,E","19350217",",,E","19350221",",,E","-11.2",",E,25,","170",",,E,17,","24.9",",,E,21,","117.1",",,,E","-6.13",",,,E"
"NOE00133050","1935-03","58.6667","7.8","207.0","BYGLANDSFJORD, NO","9",",E","6",",E","0",",E","17",",","0",",","29",",E","19350309",",,E","19350320",",,E","19350319",",,E","-7.7",",E,09,","100",",,E,20,","9.7",",,E,19,","31.7",",,,E","-3.80",",,,E"
"NOE00133050","1935-04","58.6667","7.8","207.0","BYGLANDSFJORD, NO","11",",E","9",",E","2",",E","0",",","0",",","16",",E","19350404",",,E","19350406",",,E","19350410",",,E","-9.6",",E,04,","20",",,E,06,","43.3",",,E,10,","138.0",",,,E","-0.53",",,,E"
