"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","AWND","AWND_ATTRIBUTES","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","DYFG","DYFG_ATTRIBUTES","DYHF","DYHF_ATTRIBUTES","DYNT","DYNT_ATTRIBUTES","DYTS","DYTS_ATTRIBUTES","DYXP","DYXP_ATTRIBUTES","DYXT","DYXT_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","WDF2","WDF2_ATTRIBUTES","WDF5","WDF5_ATTRIBUTES","WSF2","WSF2_ATTRIBUTES","WSF5","WSF5_ATTRIBUTES"
"USW00064705","2017-08","40.77694","-79.94972","380.1","BUTLER CO AIRPORT, PA US","","","","","","","","","","","","","","","","","","","","","","","9","","7","","","","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"USW00064705","2017-09","40.77694","-79.94972","380.1","BUTLER CO AIRPORT, PA US","1.8","3,W","","","40.7","3,W","6","3,W","6","3,W","0","3,W","0","3,W","0","3,W","0","3,W","19","3,W","0","3,W","19","","7","","20170930",",3,W","2","","20170905",",3,W","20170927",",3,W","3.3","3,W,30,","11.7","3,,W,05,","31.7","3,W,27,","","","45.1","3,W","35.8","3,,,W","18.17","3,W","24.62","3,,,W","11.71","3,,,W","250","3,W","270","3,W","11.2","3,W","14.3","3,W"
"USW00064705","2017-10","40.77694","-79.94972","380.1","BUTLER CO AIRPORT, PA US","2.7","4,W","","","","","12","3,W","8","3,W","1","3,W","","","","","","","","","","","17","","5","","","","","","20171023",",3,W","","","","","25.9","3,,W,23,","","","","","","","89.5","3,,,W","","","","","","","240","3,W","240","3,W","11.2","3,W","15.7","3,W"
"USW00064705","2017-11","40.77694","-79.94972","380.1","BUTLER CO AIRPORT, PA US","3.0","5,W","","","","","9","4,W","4","4,W","1","4,W","","","","","","","","","","","7","","","","","","1","","20171105",",4,W","","","","","61.5","4,,W,05,","","","","","","","102.2","4,,,W","","","","","","","200","4,W","200","4,W","11.2","4,W","16.1","4,W"
"USW00064705","2017-12","40.77694","-79.94972","380.1","BUTLER CO AIRPORT, PA US","3.1","2,W","","","0.0","2,W","9","2,W","3","2,W","0","2,W","2","2,W","26","2,W","12","2,W","0","2,W","0","2,W","21","","3","","20171231",",2,W","","","20171223","+,2,W","20171204",",2,W","-18.8","2,W,31,","15.5","2,,W,23,+","13.3","2,W,04,","","","605.6","2,W","41.0","2,,,W","-2.55","2,W","1.79","2,,,W","-6.89","2,,,W","250","2,W","270","2,W","12.5","2,W","16.5","2,W"
"USW00064705","2018-01","40.77694","-79.94972","380.1","BUTLER CO AIRPORT, PA US","3.3","2,W","0.0","W","0.0","2,W","12","2,W","6","2,W","1","2,W","6","2,W","24","2,W","14","2,W","0","2,W","0","2,W","23","","4","","20180107",",2,W","1","","20180112",",2,W","20180111",",2,W","-23.8","2,W,07,","59.9","2,,W,12,","16.7","2,W,11,","","","653.7","2,W","118.5","2,,,W","-4.21","2,W","1.09","2,,,W","-9.50","2,,,W","260","2,W","250","2,W","13.4","2,W","17.4","2,W"
"USW00064705","2018-02","40.77694","-79.94972","380.1","BUTLER CO AIRPORT, PA US","3.2",",W","1.4","W","1.4",",W","19",",W","13",",W","0",",W","0",",W","18",",W","6",",W","1",",W","0",",W","22","","3","","20180209",",,W","","","20180215",",,W","20180220",",,W","-13.8",",W,09,","24.9",",,W,15,","24.4",",W,20,","","","441.0",",W","166.1",",,,W","2.63",",W","7.75",",,,W","-2.49",",,,W","250",",W","260",",W","10.7",",W","16.5",",W"
"USW00064705","2018-03","40.77694","-79.94972","380.1","BUTLER CO AIRPORT, PA US","3.3","5,W","1.4","W","0.0","3,W","10","3,W","7","3,W","0","3,W","0","3,W","25","3,W","3","3,W","0","3,W","0","3,W","16","","4","","20180311","+,3,W","","","20180301",",3,W","20180329",",3,W","-9.9","3,W,11,+","24.9","3,,W,01,","16.1","3,W,29,","","","503.7","3,W","73.7","3,,,W","0.34","3,W","5.13","3,,,W","-4.44","3,,,W","230","3,W","260","3,W","13.9","3,W","17.9","3,W"
"USW00064705","2018-04","40.77694","-79.94972","380.1","BUTLER CO AIRPORT, PA US","3.4",",W","6.1","W","4.7",",W","19",",W","10",",W","1",",W","0",",W","17",",W","0",",W","4",",W","0",",W","16","","","","20180410",",,W","2","","20180403",",,W","20180413",",,W","-5.5",",W,10,","30.7",",,W,03,","27.2",",W,13,","","","350.2",",W","112.7",",,,W","6.82",",W","12.41",",,,W","1.22",",,,W","250",",W","250",",W","15.7",",W","20.6",",W"
"USW00064705","2018-05","40.77694","-79.94972","380.1","BUTLER CO AIRPORT, PA US","2.5","1,W","57.6","W","51.5","1,W","14","1,W","12","1,W","0","1,W","0","1,W","0","1,W","0","1,W","28","1,W","0","1,W","17","","4","","20180501",",1,W","11","","20180513",",1,W","20180529",",1,W","2.8","1,W,01,","20.8","1,,W,13,","31.1","1,W,29,","","","20.0","1,W","76.6","1,,,W","19.38","1,W","25.65","1,,,W","13.11","1,,,W","280","1,W","270","1,W","12.5","1,W","19.2","1,W"
