"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","DYNT","DYNT_ATTRIBUTES","DYXT","DYXT_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"USR0000CHER","1990-06","36.3825","-120.8558","1137.8","HERNANDEZ CALIFORNIA, CA US","","","52.7","1,U","0","1,U","0","1,U","0","1,U","24","1,U","1","1,U","19900614","+,1,U","19900620",",1,U","3.3","1,U,14,+","32.2","1,U,20,","","","40.3","1,U","18.76","1,U","23.97","1,,,U","13.54","1,,,U"
"USR0000CHER","1990-07","36.3825","-120.8558","1137.8","HERNANDEZ CALIFORNIA, CA US","","","","","0","5,U","0","5,U","","","","","","","19900724","+,5,U","","","13.3","5,U,24,+","","","","","","","","","","","19.60","5,,,U"
"USR0000CHER","1990-08","36.3825","-120.8558","1137.8","HERNANDEZ CALIFORNIA, CA US","","","110.8","1,U","0",",U","0",",U","0","1,U","24","1,U","6","1,U","19900825",",,U","19900806",",1,U","5.6",",U,25,","34.4","1,U,06,","","","38.3","1,U","20.87","1,U","25.59","1,,,U","16.15",",,,U"
"USR0000CHER","1990-09","36.3825","-120.8558","1137.8","HERNANDEZ CALIFORNIA, CA US","","","61.2",",U","0",",U","0",",U","0",",U","21",",U","0",",U","19900925",",,U","19900909",",,U","9.4",",U,25,","31.1",",U,09,","","","33.4",",U","19.26",",U","23.83",",,,U","14.69",",,,U"
"USR0000CHER","1990-10","36.3825","-120.8558","1137.8","HERNANDEZ CALIFORNIA, CA US","","","24.3",",U","0",",U","0",",U","0",",U","22",",U","0",",U","19901031",",,U","19901001",",,U","1.1",",U,31,","27.2",",U,01,","","","59.7",",U","17.19",",U","22.07",",,,U","12.31",",,,U"
"USR0000CHER","1990-11","36.3825","-120.8558","1137.8","HERNANDEZ CALIFORNIA, CA US","","","1.7","3,U","0",",U","5",",U","0","3,U","5","3,U","0","3,U","19901126",",,U","19901124",",3,U","-2.2",",U,26,","24.4","3,U,24,","","","196.4","3,U","10.92","3,U","15.94","3,,,U","5.90",",,,U"
"USR0000CHER","1990-12","36.3825","-120.8558","1137.8","HERNANDEZ CALIFORNIA, CA US","","","","","0","3,U","9","3,U","","","","","","","19901221",",3,U","","","-10.0","3,U,21,","","","","","","","","","","","2.73","3,,,U"
"USR0000CHER","1991-01","36.3825","-120.8558","1137.8","HERNANDEZ CALIFORNIA, CA US","0.0","U","0.0","1,U","0",",U","1",",U","0","1,U","0","1,U","0","1,U","19910129",",,U","19910102",",1,U","-2.2",",U,29,","15.0","1,U,02,","","","323.4","1,U","7.60","1,U","11.37","1,,,U","3.83",",,,U"
"USR0000CHER","1991-02","36.3825","-120.8558","1137.8","HERNANDEZ CALIFORNIA, CA US","0.0","U","0.0","1,U","0",",U","0",",U","0","1,U","1","1,U","0","1,U","19910217",",,U","19910225",",1,U","2.2",",U,17,","21.1","1,U,25,","","","190.5","1,U","11.30","1,U","15.40","1,,,U","7.19",",,,U"
"USR0000CHER","1991-04","36.3825","-120.8558","1137.8","HERNANDEZ CALIFORNIA, CA US","","","0.0","1,U","0",",U","0",",U","0","1,U","0","1,U","0","1,U","19910416","+,,U","19910429",",1,U","0.6",",U,16,+","20.6","1,U,29,","","","281.5","1,U","8.67","1,U","12.84","1,,,U","4.50",",,,U"
