"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DYFG","DYFG_ATTRIBUTES","DYSN","DYSN_ATTRIBUTES","DYXP","DYXP_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES"
"USC00236036","1930-11","39.585322","-91.400984","199.9","NEW LONDON, MO US","4",",6","3",",6","2",",6","0",",6","","","19301128","+,,6","19301130",",,6","0",",T,6,28,+","40.6",",,6,30,","78.9",",,,6","0",",T,,6"
"USC00236036","1930-12","39.585322","-91.400984","199.9","NEW LONDON, MO US","3",",6","2",",6","0",",6","0",",6","","","19301219",",,6","19301205",",,6","10",",,6,19,","5.6",",,6,05,","10.2",",,,6","10",",,,6"
"USC00236036","1931-01","39.585322","-91.400984","199.9","NEW LONDON, MO US","3",",6","1",",6","0",",6","0",",6","","","19310113",",,6","19310119",",,6","13",",,6,13,","4.6",",,6,19,","6.4",",,,6","13",",,,6"
"USC00236036","1931-02","39.585322","-91.400984","199.9","NEW LONDON, MO US","6",",6","5",",6","0",",6","1",",6","","","19310219",",,6","19310207",",,6","38",",,6,19,","16.0",",,6,07,","56.7",",,,6","38",",,,6"
"USC00236036","1931-03","39.585322","-91.400984","199.9","NEW LONDON, MO US","9",",6","7",",6","0",",6","2",",6","","","19310308",",,6","19310308",",,6","114",",,6,08,","21.6",",,6,08,","69.6",",,,6","200",",,,6"
"USC00236036","1931-04","39.585322","-91.400984","199.9","NEW LONDON, MO US","8",",6","4",",6","0",",6","0",",6","","","19310430","+,,6","19310410",",,6","0",",,6,30,+","11.9",",,6,10,","40.9",",,,6","0",",,,6"
"USC00236036","1931-05","39.585322","-91.400984","199.9","NEW LONDON, MO US","12",",6","10",",6","2",",6","0",",6","","","19310531","+,,6","19310519",",,6","0",",,6,31,+","59.7",",,6,19,","167.3",",,,6","0",",,,6"
"USC00236036","1931-06","39.585322","-91.400984","199.9","NEW LONDON, MO US","10",",6","7",",6","1",",6","0",",6","","","19310630","+,,6","19310612",",,6","0",",,6,30,+","37.8",",,6,12,","85.3",",,,6","0",",,,6"
"USC00236036","1931-07","39.585322","-91.400984","199.9","NEW LONDON, MO US","8",",6","8",",6","2",",6","0",",6","","","19310731","+,,6","19310720",",,6","0",",,6,31,+","36.3",",,6,20,","125.8",",,,6","0",",,,6"
"USC00236036","1931-08","39.585322","-91.400984","199.9","NEW LONDON, MO US","9",",6","7",",6","1",",6","0",",6","1","","19310831","+,,6","19310809",",,6","0",",,6,31,+","40.1",",,6,09,","105.3",",,,6","0",",,,6"
"USC00236036","1931-09","39.585322","-91.400984","199.9","NEW LONDON, MO US","10",",6","9",",6","2",",6","0",",6","","","19310930","+,,6","19310922",",,6","0",",,6,30,+","27.9",",,6,22,","101.7",",,,6","0",",,,6"
"USC00236036","1931-10","39.585322","-91.400984","199.9","NEW LONDON, MO US","10",",6","5",",6","0",",6","0",",6","","","19311031","+,,6","19311013",",,6","0",",,6,31,+","21.8",",,6,13,","79.1",",,,6","0",",,,6"
"USC00236036","1931-11","39.585322","-91.400984","199.9","NEW LONDON, MO US","12",",6","10",",6","1",",6","1",",6","","","19311127",",,6","19311123",",,6","51",",,6,27,","81.5",",,6,23,","136.9",",,,6","51",",,,6"
"USC00236036","1931-12","39.585322","-91.400984","199.9","NEW LONDON, MO US","9",",6","6",",6","0",",6","1",",6","3","","19311209",",,6","19311230",",,6","81",",,6,09,","15.2",",,6,30,","56.0",",,,6","81",",,,6"
"USC00236036","1932-01","39.585322","-91.400984","199.9","NEW LONDON, MO US","9",",6","7",",6","0",",6","1",",6","","","19320126",",,6","19320102",",,6","25",",,6,26,","14.5",",,6,02,","58.5",",,,6","25",",,,6"
"USC00236036","1932-02","39.585322","-91.400984","199.9","NEW LONDON, MO US","4",",6","4",",6","0",",6","1",",6","","","19320215",",,6","19320211",",,6","30",",,6,15,","20.6",",,6,11,","38.9",",,,6","30",",,,6"
"USC00236036","1932-03","39.585322","-91.400984","199.9","NEW LONDON, MO US","9",",6","6",",6","0",",6","2",",6","","","19320322",",,6","19320322",",,6","76",",,6,22,","18.5",",,6,22,","53.1",",,,6","114",",,,6"
"USC00236036","1932-04","39.585322","-91.400984","199.9","NEW LONDON, MO US","8",",6","7",",6","1",",6","0",",6","","","19320430","+,,6","19320421",",,6","0",",,6,30,+","33.3",",,6,21,","67.0",",,,6","0",",,,6"
"USC00236036","1932-05","39.585322","-91.400984","199.9","NEW LONDON, MO US","5",",6","4",",6","0",",6","0",",6","","","19320531","+,,6","19320509",",,6","0",",,6,31,+","13.5",",,6,09,","34.1",",,,6","0",",,,6"
"USC00236036","1932-06","39.585322","-91.400984","199.9","NEW LONDON, MO US","10",",6","10",",6","4",",6","0",",6","","","19320630","+,,6","19320603",",,6","0",",,6,30,+","62.7",",,6,03,","233.8",",,,6","0",",,,6"
"USC00236036","1932-07","39.585322","-91.400984","199.9","NEW LONDON, MO US","4",",6","3",",6","1",",6","0",",6","","","19320731","+,,6","19320726",",,6","0",",,6,31,+","57.4",",,6,26,","84.3",",,,6","0",",,,6"
