"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","DYFG","DYFG_ATTRIBUTES","DYNT","DYNT_ATTRIBUTES","DYSD","DYSD_ATTRIBUTES","DYSN","DYSN_ATTRIBUTES","DYTS","DYTS_ATTRIBUTES","DYXP","DYXP_ATTRIBUTES","DYXT","DYXT_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HN01","HN01_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","HX01","HX01_ATTRIBUTES","LN01","LN01_ATTRIBUTES","LX01","LX01_ATTRIBUTES","MN01","MN01_ATTRIBUTES","MX01","MX01_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"USC00107968","1906-11","42.60279","-113.72424","1265.5","RUPERT 3 WSW, ID US","","","","","","","","","","","","","3",",6","","","","","","","","","","","","","","","","","19061128",",,6","","","","","","","","","","","76",",,6,28,","","","","","","","","","","","","","","","","","","","","","","","144",",,,6","","","","","",""
"USC00107968","1906-12","42.60279","-113.72424","1265.5","RUPERT 3 WSW, ID US","","","0.0","1,6","14",",6","3",",6","0",",6","10",",6","2",",6","3","1,6","27","1,6","3",",6","0",",6","0",",6","","","19061201",",1,6","19061205","+,,6","19061218",",,6","","","19061203",",,6","19061221",",,6","-23.3","1,6,01,","76",",,6,05,+","61",",,6,18,","10.7",",,6,03,","12.2",",6,21,","","","","","545.3",",6","","","","","","","","","","","31.3",",,,6","138",",,,6","0.27","1,6","5.37",",,,6","-4.84","1,,,6"
"USC00107968","1907-01","42.60279","-113.72424","1265.5","RUPERT 3 WSW, ID US","0.0","6","0.0","1,6","14",",6","3",",6","0",",6","22",",6","4",",6","1","1,6","27","1,6","15",",6","0",",6","0",",6","","","19070117",",1,6","19070117",",,6","19070112",",,6","","","19070112",",,6","19070129",",,6","-20.6","1,6,17,","102",",,6,17,","64",",,6,12,","5.1",",,6,12,","8.9",",6,29,","","","","","661.2",",6","","","","","","","","","","","24.0",",,,6","233",",,,6","-3.87","1,6","1.27",",,,6","-9.00","1,,,6"
"USC00107968","1907-02","42.60279","-113.72424","1265.5","RUPERT 3 WSW, ID US","0.0","6","0.0",",6","10",",6","6",",6","0",",6","","","2",",6","0",",6","21",",6","0",",6","0",",6","0",",6","","","19070228",",,6","","","19070202",",,6","","","19070202",",,6","19070224","+,,6","-5.6",",6,28,","","","127",",,6,02,","19.8",",,6,02,","13.9",",6,24,+","","","","","398.9",",6","","","","","","","","","","","58.1",",,,6","178",",,,6","4.09",",6","9.74",",,,6","-1.57",",,,6"
"USC00107968","1907-03","42.60279","-113.72424","1265.5","RUPERT 3 WSW, ID US","0.0","6","0.0",",6","13","1,6","10","1,6","1","1,6","","","4",",6","0",",6","23",",6","0",",6","1",",6","0",",6","","","19070311",",,6","","","19070324",",,6","","","19070307",",1,6","19070331",",,6","-9.4",",6,11,","","","127",",,6,24,","64.8","1,,6,07,","21.1",",6,31,","","","","","437.1",",6","","","","","","","","","","","138.4","1,,,6","241",",,,6","4.23",",6","9.15",",,,6","-0.68",",,,6"
"USC00107968","1907-04","42.60279","-113.72424","1265.5","RUPERT 3 WSW, ID US","0.0","6","0.0",",6","7",",6","6",",6","0",",6","","","0",",6","0",",6","12",",6","0",",6","5",",6","0",",6","","","19070429","+,,6","","","19070406","+,,6","","","19070406",",,6","19070412","+,,6","-5.6",",6,29,+","","","0",",T,6,06,+","16.5",",,6,06,","25.0",",6,12,+","","","","","290.4",",6","","","","","","","","","","","46.7",",,,6","0",",T,,6","8.65",",6","16.18",",,,6","1.13",",,,6"
"USC00107968","1907-05","42.60279","-113.72424","1265.5","RUPERT 3 WSW, ID US","0.6","6","0.6",",6","5",",6","3",",6","0",",6","","","0",",6","0",",6","10",",6","0",",6","16",",6","0",",6","","","19070501",",,6","","","19070531","+,,6","","","19070511",",,6","19070531",",,6","-2.2",",6,01,","","","0",",,6,31,+","8.4",",,6,11,","28.9",",6,31,","","","","","190.0",",6","","","","","","","","","","","19.7",",,,6","0",",,,6","12.22",",6","21.54",",,,6","2.91",",,,6"
"USC00107968","1907-06","42.60279","-113.72424","1265.5","RUPERT 3 WSW, ID US","8.1","6","7.5",",6","10",",6","8",",6","0",",6","","","0",",6","0",",6","0",",6","0",",6","20",",6","1",",6","","","19070613",",,6","","","19070630","+,,6","","","19070625",",,6","19070628",",,6","1.1",",6,13,","","","0",",,6,30,+","15.2",",,6,25,","33.3",",6,28,","","","","","123.7",",6","","","","","","","","","","","60.8",",,,6","0",",,,6","14.46",",6","22.67",",,,6","6.25",",,,6"
"USC00107968","1907-07","42.60279","-113.72424","1265.5","RUPERT 3 WSW, ID US","105.0","6","96.9",",6","1",",6","1",",6","0",",6","","","","","0",",6","0",",6","0",",6","31",",6","18",",6","","","19070716",",,6","","","","","","","19070727",",,6","19070731",",,6","6.1",",6,16,","","","","","6.6",",,6,27,","36.7",",6,31,","4.2","6","","","4.2",",6","","","","","","","","","","","6.6",",,,6","","","21.33",",6","31.95",",,,6","10.70",",,,6"
"USC00107968","1907-08","42.60279","-113.72424","1265.5","RUPERT 3 WSW, ID US","170.8","6","65.8",",6","8",",6","4",",6","0",",6","","","0",",6","0",",6","0",",6","0",",6","28",",6","15",",6","","","19070820",",,6","","","19070831","+,,6","","","19070824",",,6","19070813",",,6","2.2",",6,20,","","","0",",,6,31,+","3.8",",,6,24,","36.7",",6,13,","40.9","6","","","36.7",",6","","","","","","","","","","","15.8",",,,6","0",",,,6","19.27",",6","29.75",",,,6","8.80",",,,6"
"USC00107968","1907-09","42.60279","-113.72424","1265.5","RUPERT 3 WSW, ID US","178.8","6","8.0",",6","8",",6","4",",6","0",",6","","","","","0",",6","2",",6","0",",6","25",",6","2",",6","","","19070920",",,6","","","","","","","19070904",",,6","19070911","+,,6","-0.6",",6,20,","","","","","11.7",",,6,04,","32.2",",6,11,+","134.3","6","","","93.4",",6","","","","","","","","","","","24.4",",,,6","","","15.49",",6","25.45",",,,6","5.52",",,,6"
"USC00107968","1907-10","42.60279","-113.72424","1265.5","RUPERT 3 WSW, ID US","178.8","6","0.0",",6","5",",6","2",",6","0",",6","","","","","0",",6","3",",6","0",",6","18",",6","0",",6","","","19071029",",,6","","","","","","","19071013",",,6","19071012","+,,6","-1.1",",6,29,","","","","","10.4",",,6,13,","27.2",",6,12,+","321.9","6","","","187.6",",6","","","","","","","","","","","21.0",",,,6","","","12.28",",6","20.96",",,,6","3.60",",,,6"
