"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","DYFG","DYFG_ATTRIBUTES","DYNT","DYNT_ATTRIBUTES","DYSD","DYSD_ATTRIBUTES","DYSN","DYSN_ATTRIBUTES","DYTS","DYTS_ATTRIBUTES","DYXP","DYXP_ATTRIBUTES","DYXT","DYXT_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HN01","HN01_ATTRIBUTES","HN02","HN02_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","HX01","HX01_ATTRIBUTES","HX02","HX02_ATTRIBUTES","LN01","LN01_ATTRIBUTES","LN02","LN02_ATTRIBUTES","LX01","LX01_ATTRIBUTES","LX02","LX02_ATTRIBUTES","MN01","MN01_ATTRIBUTES","MN02","MN02_ATTRIBUTES","MX01","MX01_ATTRIBUTES","MX02","MX02_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"USC00207820","1895-03","44.0126","-83.8977","187.5","STANDISH 4 NE, MI US","","","0.0",",6","","","","","","","","","","","6",",6","31",",6","15",",6","0",",6","0",",6","","","18950305",",,6","","","","","","","","","18950329",",,6","-23.3",",6,05,","","","","","","","14.4",",6,29,","","","","","","","718.9",",6","","","","","","","","","","","","","","","","","","","","","","","","","-4.86",",6","0.75",",,,6","-10.46",",,,6"
"USC00207820","1895-04","44.0126","-83.8977","187.5","STANDISH 4 NE, MI US","","","0.0",",6","","","","","","","","","","","0",",6","12",",6","0",",6","1",",6","0",",6","","","18950402","+,,6","","","","","","","","","18950427",",,6","-3.3",",6,02,+","","","","","","","22.2",",6,27,","","","","","","","317.8",",6","","","","","","","","","","","","","","","","","","","","","","","","","7.74",",6","12.72",",,,6","2.76",",,,6"
"USC00207820","1895-05","44.0126","-83.8977","187.5","STANDISH 4 NE, MI US","","","95.8",",6","","","","","","","","","","","0",",6","6",",6","0",",6","18",",6","6",",6","","","18950521","+,,6","","","","","","","","","18950531",",,6","-2.2",",6,21,+","","","","","","","34.4",",6,31,","","","","","","","146.3",",6","","","","","","","","","","","","","","","","","","","","","","","","","16.70",",6","23.05",",,,6","10.36",",,,6"
"USC00207820","1895-06","44.0126","-83.8977","187.5","STANDISH 4 NE, MI US","","","108.5",",6","3",",6","2",",6","0",",6","","","","","0",",6","0",",6","0",",6","30",",6","13",",6","","","18950607",",,6","","","","","","","18950626",",,6","18950612",",,6","4.4",",6,07,","","","","","4.6",",,6,26,","35.0",",6,12,","","","","","","","3.1",",6","","","","","","","","","","","","","","","","","","","","","10.2",",,,6","","","21.85",",6","31.30",",,,6","12.39",",,,6"
"USC00207820","1895-08","44.0126","-83.8977","187.5","STANDISH 4 NE, MI US","","","62.2",",6","","","","","","","","","","","0",",6","0",",6","0",",6","30",",6","7",",6","","","18950821",",,6","","","","","","","","","18950811",",,6","3.3",",6,21,","","","","","","","33.9",",6,11,","","","","","","","26.3",",6","","","","","","","","","","","","","","","","","","","","","","","","","19.49",",6","28.28",",,,6","10.70",",,,6"
"USC00207820","1895-09","44.0126","-83.8977","187.5","STANDISH 4 NE, MI US","","","59.8",",6","6",",6","6",",6","0",",6","","","","","0",",6","2",",6","0",",6","23",",6","5",",6","","","18950930","+,,6","","","","","","","18950918",",,6","18950912",",,6","0.0",",6,30,+","","","","","17.5",",,6,18,","34.4",",6,12,","","","","","","","81.4",",6","","","","","","","","","","","","","","","","","","","","","67.1",",,,6","","","17.61",",6","25.65",",,,6","9.58",",,,6"
"USC00207820","1895-12","44.0126","-83.8977","187.5","STANDISH 4 NE, MI US","","","0.0","1,6","6","2,6","5","2,6","2","2,6","","","","","3","1,6","25","1,6","17",",6","0",",6","0",",6","1","","18951217","+,1,6","","","","","","","18951219",",2,6","18951225","+,,6","-17.8","1,6,17,+","","","","","54.4","2,,6,19,","10.0",",6,25,+","","","","","","","664.9",",6","","","","","","","","","","","","","","","","","","","","","118.4","2,,,6","","","-3.89","1,6","0.44",",,,6","-8.23","1,,,6"
"USC00207820","1938-02","44.0126","-83.8977","187.5","STANDISH 4 NE, MI US","","","0.0","1,6","9",",6","6",",6","1",",6","8","2,6","2",",6","1",",6","25",",6","11","1,6","0","1,6","0","1,6","","","19380201",",,6","19380204","+,2,6","19380222",",,6","","","19380213",",,6","19380209","+,1,6","-20.6",",6,01,","76","2,,6,04,+","38",",,6,22,","34.3",",,6,13,","9.4","1,6,09,+","","","","","","","570.1","1,6","","","","","","","","","","","","","","","","","","","","","81.0",",,,6","66",",,,6","-2.80","1,6","1.04","1,,,6","-6.65",",,,6"
"USC00207820","1938-03","44.0126","-83.8977","187.5","STANDISH 4 NE, MI US","","","0.0",",6","8",",6","2",",6","0",",6","","","0",",6","0",",6","23",",6","4",",6","2",",6","0",",6","","","19380304","+,,6","","","19380305","+,,6","","","19380323",",,6","19380322",",,6","-15.0",",6,04,+","","","13",",,6,05,+","8.9",",,6,23,","25.6",",6,22,","","","","","","","487.4",",6","","","","","","","","","","","","","","","","","","","","","18.7",",,,6","39",",,,6","2.61",",6","8.60",",,,6","-3.38",",,,6"
"USC00207820","1938-04","44.0126","-83.8977","187.5","STANDISH 4 NE, MI US","","","1.6","1,6","7",",6","5",",6","0",",6","","","0",",6","0","1,6","13","1,6","2",",6","6",",6","0",",6","","","19380406","+,1,6","","","19380430","+,,6","","","19380409",",,6","19380427",",,6","-8.3","1,6,06,+","","","0",",,6,30,+","10.7",",,6,09,","28.3",",6,27,","","","","","","","319.8",",6","","","","","","","","","","","","","","","","","","","","","38.7",",,,6","0",",,,6","7.48","1,6","13.63",",,,6","1.33","1,,,6"
