"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","AWND","AWND_ATTRIBUTES","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","DYFG","DYFG_ATTRIBUTES","DYHF","DYHF_ATTRIBUTES","DYNT","DYNT_ATTRIBUTES","DYSD","DYSD_ATTRIBUTES","DYSN","DYSN_ATTRIBUTES","DYTS","DYTS_ATTRIBUTES","DYXP","DYXP_ATTRIBUTES","DYXT","DYXT_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","WDF2","WDF2_ATTRIBUTES","WDF5","WDF5_ATTRIBUTES","WDFG","WDFG_ATTRIBUTES","WSF2","WSF2_ATTRIBUTES","WSF5","WSF5_ATTRIBUTES","WSFG","WSFG_ATTRIBUTES"
"USW00024106","1949-05","43.05","-115.86667","913.2","MOUNTAIN HOME AFB, ID US","","","","","29.6",",X","4",",X","3",",X","0",",X","0",",X","0",",X","0",",X","1",",X","0",",X","23",",X","2",",X","","","","","19490503",",,X","19490531","+,,X","19490531","+,,X","6","","19490531",",,X","19490526",",,X","0.0",",X,03,","0",",,X,31,+","0",",,X,31,+","7.9",",,X,31,","32.8",",X,26,","","","86.1",",X","14.0",",,,X","0",",,,X","16.51",",X","24.64",",,,X","8.37",",,,X","","","","","","","","","","","",""
"USW00024106","1949-06","43.05","-115.86667","913.2","MOUNTAIN HOME AFB, ID US","","","","","57.8",",X","2",",X","1",",X","0",",X","0",",X","0",",X","0",",X","0",",X","0",",X","27",",X","4",",X","","","","","19490627",",,X","19490630","+,,X","19490601",",,X","2","","19490619",",,X","19490610",",,X","2.2",",X,27,","0",",,X,30,+","0",",T,X,01,","11.9",",,X,19,","37.8",",X,10,","","","39.4",",X","12.2",",,,X","0",",T,,X","18.95",",X","27.96",",,,X","9.93",",,,X","","","","","315",",X","","","","","21.0",",X"
"USW00024106","1949-07","43.05","-115.86667","913.2","MOUNTAIN HOME AFB, ID US","","","","","186.0",",X","2",",X","0",",X","0",",X","0",",X","0",",X","0",",X","0",",X","0",",X","31",",X","22",",X","","","","","19490721",",,X","19490731","+,,X","19490731","+,,X","3","","19490715",",,X","19490715",",,X","7.8",",X,21,","0",",,X,31,+","0",",,X,31,+","1.3",",,X,15,","41.1",",X,15,","0.0","","0.0",",X","1.8",",,,X","0",",,,X","24.33",",X","34.24",",,,X","14.43",",,,X","","","","","","","","","","","",""
"USW00024106","1949-08","43.05","-115.86667","913.2","MOUNTAIN HOME AFB, ID US","","","","","175.3",",X","1",",X","1",",X","0",",X","0",",X","0",",X","0",",X","0",",X","0",",X","31",",X","21",",X","","","","","19490811",",,X","19490831","+,,X","19490831","+,,X","4","","19490818",",,X","19490805","+,,X","9.4",",X,11,","0",",,X,31,+","0",",,X,31,+","4.3",",,X,18,","40.6",",X,05,+","0.0","","0.0",",X","4.3",",,,X","0",",,,X","23.99",",X","33.44",",,,X","14.53",",,,X","","","","","","","","","","","",""
"USW00024106","1949-09","43.05","-115.86667","913.2","MOUNTAIN HOME AFB, ID US","","","","","71.2",",X","2",",X","0",",X","0",",X","0",",X","0",",X","0",",X","0",",X","0",",X","25",",X","10",",X","","","","","19490918",",,X","19490930","+,,X","19490930","+,,X","3","","19490929","+,,X","19490901",",,X","1.7",",X,18,","0",",,X,30,+","0",",,X,30,+","2.3",",,X,29,+","35.6",",X,01,","43.1","","43.1",",X","4.6",",,,X","0",",,,X","19.27",",X","28.46",",,,X","10.08",",,,X","","","","","293",",X","","","","","18.8",",X"
"USW00024106","1949-10","43.05","-115.86667","913.2","MOUNTAIN HOME AFB, ID US","","","","","0.0",",X","5",",X","2",",X","0",",X","0",",X","0",",X","0",",X","12",",X","0",",X","6",",X","0",",X","","","","","19491017",",,X","19491031","+,,X","19491031","+,,X","","","19491007",",,X","19491004",",,X","-5.0",",X,17,","0",",,X,31,+","0",",,X,31,+","6.4",",,X,07,","29.4",",X,04,","343.8","","300.7",",X","14.2",",,,X","0",",,,X","8.63",",X","16.13",",,,X","1.14",",,,X","","","","","315",",X","","","","","21.5",",X"
"USW00024106","1949-11","43.05","-115.86667","913.2","MOUNTAIN HOME AFB, ID US","","","","","0.0",",X","4",",X","1",",X","0",",X","0",",X","0",",X","0",",X","18",",X","0",",X","1",",X","0",",X","6","","","","19491122","+,,X","19491130","+,,X","19491130","+,,X","","","19491108",",,X","19491127",",,X","-5.0",",X,22,+","0",",,X,30,+","0",",,X,30,+","4.8",",,X,08,","22.2",",X,27,","685.1","","341.3",",X","7.8",",,,X","0",",,,X","6.96",",X","14.26",",,,X","-0.35",",,,X","","","","","248",",X","","","","","25.0",",X"
"USW00024106","1951-05","43.05","-115.86667","913.2","MOUNTAIN HOME AFB, ID US","","","","","6.7",",X","5",",X","2",",X","0",",X","0",",X","0",",X","0",",X","0",",X","0",",X","19",",X","0",",X","","","","","19510513",",,X","19510531","+,,X","19510531","+,,X","2","","19510512",",,X","19510527",",,X","1.7",",X,13,","0",",,X,31,+","0",",,X,31,+","15.5",",,X,12,","31.1",",X,27,","","","128.9",",X","25.6",",,,X","0",",,,X","14.39",",X","21.71",",,,X","7.07",",,,X","","","","","270",",X","","","","","23.2",",X"
"USW00024106","1951-06","43.05","-115.86667","913.2","MOUNTAIN HOME AFB, ID US","","","","","33.3",",X","5",",X","1",",X","0",",X","0",",X","0",",X","0",",X","1",",X","0",",X","25",",X","1",",X","","","","","19510603",",,X","19510630","+,,X","19510630","+,,X","","","19510607",",,X","19510615",",,X","0.0",",X,03,","0",",,X,30,+","0",",,X,30,+","3.8",",,X,07,","32.8",",X,15,","","","57.6",",X","8.1",",,,X","0",",,,X","17.52",",X","25.30",",,,X","9.75",",,,X","","","","","225",",X","","","","","24.1",",X"
"USW00024106","1951-07","43.05","-115.86667","913.2","MOUNTAIN HOME AFB, ID US","","","","","212.5",",X","1",",X","0",",X","0",",X","0",",X","0",",X","0",",X","0",",X","0",",X","31",",X","20",",X","","","","","19510711",",,X","19510731","+,,X","19510704",",,X","2","","19510704",",,X","19510717",",,X","8.9",",X,11,","0",",,X,31,+","0",",T,X,04,","0.8",",,X,04,","40.0",",X,17,","0.0","X","0.0",",X","0.8",",,,X","0",",T,,X","25.19",",X","34.12",",,,X","16.26",",,,X","","","","","225",",X","","","","","24.1",",X"
