"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","DYNT","DYNT_ATTRIBUTES","DYXP","DYXP_ATTRIBUTES","DYXT","DYXT_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","WDFG","WDFG_ATTRIBUTES","WSFG","WSFG_ATTRIBUTES"
"CA006012501","2013-04","56.0167","-87.6833","16.0","FORT SEVERN, ON CA","","","0.0",",C","","","","","","","16",",C","30",",C","23",",C","0",",C","0",",C","20130408",",,C","","","20130429",",,C","-26.2",",C,08,","","","5.1",",C,29,","","","856.2",",C","","","-10.21",",C","-4.75",",,,C","-15.66",",,,C","","","",""
"CA006012501","2013-05","56.0167","-87.6833","16.0","FORT SEVERN, ON CA","","","0.0","2,C","","","","","","","0","2,C","25","2,C","5","2,C","2","2,C","0","2,C","20130503",",2,C","","","20130527",",2,C","-17.0","2,C,03,","","","25.6","2,C,27,","","","508.9","2,C","","","0.79","2,C","6.17","2,,,C","-4.60","2,,,C","","","",""
"CA006012501","2013-06","56.0167","-87.6833","16.0","FORT SEVERN, ON CA","","","0.0","1,C","","","","","","","0","1,C","15","1,C","0","1,C","5","1,C","0","1,C","20130603",",1,C","","","20130622",",1,C","-3.9","1,C,03,","","","28.3","1,C,22,","","","323.0","1,C","","","7.20","1,C","13.80","1,,,C","0.60","1,,,C","","","",""
"CA006012501","2013-07","56.0167","-87.6833","16.0","FORT SEVERN, ON CA","","","5.9","2,C","9","2,C","3","2,C","0","2,C","0","2,C","1","2,C","0","2,C","11","2,C","0","2,C","20130707",",2,C","20130702",",2,C","20130701",",2,C","-0.4","2,C,07,","4.3","2,,C,02,","31.5","2,C,01,","165.8","C","165.8","2,C","18.5","2,,,C","12.82","2,C","20.10","2,,,C","5.54","2,,,C","","","",""
"CA006012501","2013-08","56.0167","-87.6833","16.0","FORT SEVERN, ON CA","","","3.6","2,C","16","4,C","7","4,C","0","4,C","0","2,C","1","2,C","0","2,C","6","2,C","0","2,C","20130831",",2,C","20130805",",4,C","20130823",",2,C","-0.5","2,C,31,","14.3","4,,C,05,","27.6","2,C,23,","369.2","C","203.4","2,C","72.9","4,,,C","11.44","2,C","16.36","2,,,C","6.53","2,,,C","","","",""
"CA006012501","2013-09","56.0167","-87.6833","16.0","FORT SEVERN, ON CA","","","0.0","2,C","19","2,C","11","2,C","1","2,C","0","2,C","2","2,C","0","2,C","6","2,C","0","2,C","20130910",",2,C","20130919",",2,C","20130927",",2,C","-0.6","2,C,10,","26.6","2,,C,19,","24.7","2,C,27,","644.8","C","275.6","2,C","113.2","2,,,C","8.49","2,C","13.55","2,,,C","3.43","2,,,C","","","",""
"CA006012501","2013-10","56.0167","-87.6833","16.0","FORT SEVERN, ON CA","","","0.0","3,C","9","3,C","2","3,C","0","3,C","0","3,C","19","3,C","1","3,C","0","3,C","0","3,C","20131028",",3,C","20131001",",3,C","20131012",",3,C","-10.9","3,C,28,","14.3","3,,C,01,","17.6","3,C,12,","1096.7","C","451.9","3,C","26.2","3,,,C","2.19","3,C","5.39","3,,,C","-1.00","3,,,C","","","",""
"CA006012501","2013-11","56.0167","-87.6833","16.0","FORT SEVERN, ON CA","","","0.0","1,C","13","1,C","1","1,C","0","1,C","9","1,C","28","1,C","21","1,C","0","1,C","0","1,C","20131130",",1,C","20131105",",1,C","20131116",",1,C","-33.0","1,C,30,","9.3","1,,C,05,","2.2","1,C,16,","1929.8","C","833.1","1,C","22.2","1,,,C","-10.39","1,C","-5.60","1,,,C","-15.19","1,,,C","","","",""
"CA006012501","2013-12","56.0167","-87.6833","16.0","FORT SEVERN, ON CA","","","0.0",",C","3",",C","0",",C","0",",C","28",",C","31",",C","31",",C","0",",C","0",",C","20131230",",,C","20131224",",,C","20131205",",,C","-39.0",",C,30,","0.5",",,C,24,","-5.6",",C,05,","3280.9","C","1351.1",",C","1.1",",,,C","-25.25",",C","-21.32",",,,C","-29.18",",,,C","","","",""
"CA006012501","2014-01","56.0167","-87.6833","16.0","FORT SEVERN, ON CA","0.0","C","0.0","2,C","7","3,C","0","3,C","0","3,C","28","2,C","29","2,C","29","2,C","0","2,C","0","2,C","20140101",",2,C","20140112",",3,C","20140111",",2,C","-37.2","2,C,01,","0.8","3,,C,12,","-11.2","2,C,11,","4500.1","C","1219.2","2,C","3.8","3,,,C","-23.71","2,C","-19.92","2,,,C","-27.49","2,,,C","","","",""
