"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","DYFG","DYFG_ATTRIBUTES","DYSD","DYSD_ATTRIBUTES","DYSN","DYSN_ATTRIBUTES","DYTS","DYTS_ATTRIBUTES","DYXP","DYXP_ATTRIBUTES","DYXT","DYXT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES"
"USC00344064","1942-06","36.86667","-96.2","302.1","HERD, OK US","16",",6","13",",6","4",",6","","","0",",6","","","","","","","","","","","19420630","+,,6","","","19420621",",,6","","","","","0",",,6,30,+","59.2",",,6,21,","","","237.5",",,,6","0",",,,6","",""
"USC00344064","1942-07","36.86667","-96.2","302.1","HERD, OK US","3",",6","3",",6","1",",6","","","","","","","","","","","","","","","","","","","19420711",",,6","","","","","","","25.4",",,6,11,","","","36.9",",,,6","","","",""
"USC00344064","1942-08","36.86667","-96.2","302.1","HERD, OK US","6",",6","4",",6","3",",6","","","0",",6","","","","","","","","","","","19420831","+,,6","","","19420811",",,6","","","","","0",",,6,31,+","62.7",",,6,11,","","","142.0",",,,6","0",",,,6","",""
"USC00344064","1942-09","36.86667","-96.2","302.1","HERD, OK US","9",",6","8",",6","2",",6","","","0",",6","","","","","","","","","","","19420930","+,,6","","","19420918",",,6","","","","","0",",,6,30,+","46.7",",,6,18,","","","149.8",",,,6","0",",,,6","",""
"USC00344064","1942-10","36.86667","-96.2","302.1","HERD, OK US","5",",6","4",",6","0",",6","","","0",",6","","","","","","","","","","","19421031","+,,6","","","19421017",",,6","","","","","0",",,6,31,+","22.1",",,6,17,","","","64.8",",,,6","0",",,,6","",""
"USC00344064","1942-11","36.86667","-96.2","302.1","HERD, OK US","3",",6","2",",6","0",",6","","","0",",6","","","","","","","","","","","19421122",",,6","","","19421104",",,6","","","","","0",",T,6,22,","19.6",",,6,04,","","","24.9",",,,6","0",",T,,6","",""
"USC00344064","1942-12","36.86667","-96.2","302.1","HERD, OK US","5","1,6","4","1,6","0","1,6","","","1",",6","","","","","","","","","","","19421206",",,6","","","19421220",",1,6","","","","","38",",,6,06,","20.3","1,,6,20,","","","54.6","1,,,6","38",",,,6","",""
"USC00344064","1943-01","36.86667","-96.2","302.1","HERD, OK US","1",",6","1",",6","0",",6","","","1",",6","","","","","","","","","","","19430118",",,6","","","19430118",",,6","","","","","25",",,6,18,","2.5",",,6,18,","","","2.5",",,,6","25",",,,6","",""
"USC00344064","1943-02","36.86667","-96.2","302.1","HERD, OK US","1",",6","1",",6","0",",6","","","0",",6","","","","","","","","","","","19430228","+,,6","","","19430202",",,6","","","","","0",",,6,28,+","22.1",",,6,02,","","","22.1",",,,6","0",",,,6","",""
"USC00344064","1943-03","36.86667","-96.2","302.1","HERD, OK US","4",",6","4",",6","0",",6","","","2",",6","","","","","","","","","","","19430305",",,6","","","19430325",",,6","","","","","94",",,6,05,","24.1",",,6,25,","","","59.7",",,,6","183",",,,6","",""
"USC00344064","1943-04","36.86667","-96.2","302.1","HERD, OK US","3",",6","3",",6","0",",6","","","0",",6","","","","","","","","","","","19430430","+,,6","","","19430407",",,6","","","","","0",",,6,30,+","24.1",",,6,07,","","","35.7",",,,6","0",",,,6","",""
"USC00344064","1943-05","36.86667","-96.2","302.1","HERD, OK US","14",",6","14",",6","5",",6","","","0",",6","","","","","","","","","","","19430531","+,,6","","","19430518",",,6","","","","","0",",,6,31,+","113.8",",,6,18,","","","460.3",",,,6","0",",,,6","",""
"USC00344064","1943-06","36.86667","-96.2","302.1","HERD, OK US","6",",6","5",",6","1",",6","","","0",",6","","","","","","","","","","","19430630","+,,6","","","19430611",",,6","","","","","0",",,6,30,+","34.5",",,6,11,","","","60.3",",,,6","0",",,,6","",""
"USC00344064","1943-07","36.86667","-96.2","302.1","HERD, OK US","4",",6","4",",6","0",",6","","","0",",6","","","","","","","","","","","19430731","+,,6","","","19430718",",,6","","","","","0",",,6,31,+","14.7",",,6,18,","","","28.9",",,,6","0",",,,6","",""
"USC00344064","1943-08","36.86667","-96.2","302.1","HERD, OK US","3",",6","1",",6","0",",6","","","","","","","","","","","","","","","","","","","19430805",",,6","","","","","","","5.1",",,6,05,","","","8.6",",,,6","","","",""
"USC00344064","1943-09","36.86667","-96.2","302.1","HERD, OK US","7",",6","5",",6","2",",6","","","0",",6","","","","","","","","","","","19430930","+,,6","","","19430928",",,6","","","","","0",",,6,30,+","68.3",",,6,28,","","","125.7",",,,6","0",",,,6","",""
"USC00344064","1943-10","36.86667","-96.2","302.1","HERD, OK US","5",",6","4",",6","0",",6","","","0",",6","","","","","","","","","","","19431031","+,,6","","","19431001",",,6","","","","","0",",,6,31,+","21.1",",,6,01,","","","53.6",",,,6","0",",,,6","",""
"USC00344064","1943-11","36.86667","-96.2","302.1","HERD, OK US","0",",6","0",",6","0",",6","","","0",",6","","","","","","","","","","","19431107",",,6","","","19431107",",,6","","","","","0",",T,6,07,","0.0",",T,6,07,","","","0.0",",T,,6","0",",T,,6","",""
"USC00344064","1943-12","36.86667","-96.2","302.1","HERD, OK US","3",",6","2",",6","0",",6","","","1",",6","","","","","","","","","","","19431227",",,6","","","19431209",",,6","","","","","178",",,6,27,","18.5",",,6,09,","","","26.9",",,,6","178",",,,6","",""
"USC00344064","1944-01","36.86667","-96.2","302.1","HERD, OK US","3",",6","2",",6","0",",6","","","1",",6","","","","","","","","","","","19440108",",,6","","","19440128",",,6","","","","","102",",,6,08,","15.0",",,6,28,","","","23.9",",,,6","102",",,,6","",""
