"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","DYNT","DYNT_ATTRIBUTES","DYXP","DYXP_ATTRIBUTES","DYXT","DYXT_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"CI000085469","1976-02","-27.167","-109.433","69.0","ISLA DE PASCUA, CI","","","","","","","","","0","4,I","0","4,I","","","","","","","19760201",",4,I","","","","","18.0","4,I,01,","","","","","","","","","","","","","20.40","4,,,I"
"CI000085469","1976-03","-27.167","-109.433","69.0","ISLA DE PASCUA, CI","","","","","","","","","0","1,I","0","1,I","","","","","","","19760325",",1,I","","","","","13.0","1,I,25,","","","","","","","","","","","","","19.50","1,,,I"
"CI000085469","1977-02","-27.167","-109.433","69.0","ISLA DE PASCUA, CI","","","","","","","","","0","4,I","0","4,I","","","","","","","19770210","+,4,I","","","","","19.0","4,I,10,+","","","","","","","","","","","","","20.38","4,,,I"
"CI000085469","1977-06","-27.167","-109.433","69.0","ISLA DE PASCUA, CI","","","","","","","","","0","5,I","0","5,I","","","","","","","19770602",",5,I","","","","","13.0","5,I,02,","","","","","","","","","","","","","16.64","5,,,I"
"CI000085469","1977-11","-27.167","-109.433","69.0","ISLA DE PASCUA, CI","","","","","","","","","0","5,I","0","5,I","","","","","","","19771103",",5,I","","","","","15.0","5,I,03,","","","","","","","","","","","","","17.92","5,,,I"
"CI000085469","1978-02","-27.167","-109.433","69.0","ISLA DE PASCUA, CI","","","","","","","","","0","5,I","0","5,I","","","","","","","19780227","+,5,I","","","","","18.0","5,I,27,+","","","","","","","","","","","","","20.00","5,,,I"
"CI000085469","1979-09","-27.167","-109.433","69.0","ISLA DE PASCUA, CI","","","","","","","","","0","5,","0","5,I","","","","","","","19790909",",5,I","","","","","11.0","5,I,09,","","","","","","","","","","","","","15.88","5,,,I"
"CI000085469","1980-01","-27.167","-109.433","69.0","ISLA DE PASCUA, CI","","","","","","","","","0","3,I","0","3,I","","","","","","","19800108",",3,I","","","","","18.0","3,I,08,","","","","","","","","","","","","","20.79","3,,,I"
"CI000085469","1980-02","-27.167","-109.433","69.0","ISLA DE PASCUA, CI","","","","","","","","","0","2,I","0","2,I","","","","","","","19800214","+,2,I","","","","","20.0","2,I,14,+","","","","","","","","","","","","","21.67","2,,,I"
"CI000085469","1980-04","-27.167","-109.433","69.0","ISLA DE PASCUA, CI","","","","","","","","","0","3,I","0","3,I","","","","","","","19800407",",3,I","","","","","12.0","3,I,07,","","","","","","","","","","","","","20.67","3,,,I"
"CI000085469","1980-06","-27.167","-109.433","69.0","ISLA DE PASCUA, CI","","","","","","","","","0","3,","0","3,I","","","","","","","19800628","+,3,I","","","","","13.0","3,I,28,+","","","","","","","","","","","","","17.33","3,,,I"
"CI000085469","1980-07","-27.167","-109.433","69.0","ISLA DE PASCUA, CI","","","","","","","","","0","3,","0","3,I","","","","","","","19800723","+,3,I","","","","","12.0","3,I,23,+","","","","","","","","","","","","","16.21","3,,,I"
"CI000085469","1980-09","-27.167","-109.433","69.0","ISLA DE PASCUA, CI","","","","","","","","","0","5,I","0","5,I","","","","","","","19800923",",5,I","","","","","14.0","5,I,23,","","","","","","","","","","","","","16.68","5,,,I"
"CI000085469","1983-03","-27.167","-109.433","69.0","ISLA DE PASCUA, CI","","","14","5,I","5","5,I","1","5,I","","","","","","","","","","","","","19830312",",5,I","","","","","82.0","5,,I,12,","","","","","117.0","5,,,I","","","","","",""
"CI000085469","1983-12","-27.167","-109.433","69.0","ISLA DE PASCUA, CI","","","","","","","","","0","5,I","0","5,I","","","","","","","19831222",",5,I","","","","","10.0","5,I,22,","","","","","","","","","","","","","18.85","5,,,I"
"CI000085469","1984-01","-27.167","-109.433","69.0","ISLA DE PASCUA, CI","","","19",",I","9",",I","2",",I","","","","","","","","","","","","","19840107",",,I","","","","","37.1",",,I,07,","","","","","140.3",",,,I","","","","","",""
"CI000085469","1984-03","-27.167","-109.433","69.0","ISLA DE PASCUA, CI","","","","","","","","","","","","","0","5,I","26","5,I","0","5,I","","","","","19840313",",5,I","","","","","28.6","5,I,13,","","","","","","","27.65","5,,,I","",""
"CI000085469","1984-05","-27.167","-109.433","69.0","ISLA DE PASCUA, CI","","","21","3,I","11","3,I","3","3,I","0","5,I","0","5,I","","","","","","","19840525",",5,I","19840531",",3,I","","","15.0","5,I,25,","132.1","3,,I,31,","","","","","388.2","3,,,I","","","","","18.28","5,,,I"
"CI000085469","1984-09","-27.167","-109.433","69.0","ISLA DE PASCUA, CI","","","11","5,I","6","5,I","0","5,I","","","","","","","","","","","","","19840909","+,5,I","","","","","9.9","5,,I,09,+","","","","","45.7","5,,,I","","","","","",""
"CI000085469","1986-04","-27.167","-109.433","69.0","ISLA DE PASCUA, CI","","","9","5,I","4","5,I","0","5,I","","","","","","","","","","","","","19860427",",5,I","","","","","11.9","5,,I,27,","","","","","33.9","5,,,I","","","","","",""
"CI000085469","1986-07","-27.167","-109.433","69.0","ISLA DE PASCUA, CI","","","20","5,I","9","5,I","2","5,I","","","","","","","","","","","","","19860723",",5,I","","","","","45.0","5,,I,23,","","","","","132.4","5,,,I","","","","","",""
"CI000085469","1986-09","-27.167","-109.433","69.0","ISLA DE PASCUA, CI","","","14","4,I","10","4,I","1","4,I","0","5,I","0","5,I","","","","","","","19860909",",5,I","19860926",",4,I","","","11.4","5,I,09,","39.1","4,,I,26,","","","","","115.1","4,,,I","","","","","15.07","5,,,I"
"CI000085469","1986-10","-27.167","-109.433","69.0","ISLA DE PASCUA, CI","","","","","","","","","0","5,I","0","5,I","","","","","","","19861003",",5,I","","","","","12.5","5,I,03,","","","","","","","","","","","","","16.11","5,,,I"
