"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DYSD","DYSD_ATTRIBUTES","DYSN","DYSN_ATTRIBUTES","DYTS","DYTS_ATTRIBUTES","DYXP","DYXP_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES"
"USC00147159","2011-10","38.8346","-97.5927","373.1","SALINA WX, KS US","6",",7","3",",7","0",",7","","","","","","","","","","","20111010",",,7","","","","","13.5",",,7,10,","20.8",",,,7","",""
"USC00147159","2011-11","38.8346","-97.5927","373.1","SALINA WX, KS US","6",",7","4",",7","0",",7","","","","","","","","","","","20111109",",,7","","","","","22.4",",,7,09,","65.9",",,,7","",""
"USC00147159","2011-12","38.8346","-97.5927","373.1","SALINA WX, KS US","5",",7","4",",7","1",",7","","","","","","","","","","","20111220",",,7","","","","","32.3",",,7,20,","66.1",",,,7","",""
"USC00147159","2012-01","38.8346","-97.5927","373.1","SALINA WX, KS US","1",",7","1",",7","0",",7","","","","","","","","","","","20120123",",,7","","","","","2.8",",,7,23,","2.8",",,,7","",""
"USC00147159","2012-02","38.8346","-97.5927","373.1","SALINA WX, KS US","7",",7","3",",7","1",",7","","","","","","","","","","","20120203",",,7","","","","","33.8",",,7,03,","50.5",",,,7","",""
"USC00147159","2012-03","38.8346","-97.5927","373.1","SALINA WX, KS US","8",",7","4",",7","1",",7","","","","","","","","","","","20120322",",,7","","","","","28.4",",,7,22,","52.7",",,,7","",""
"USC00147159","2012-04","38.8346","-97.5927","373.1","SALINA WX, KS US","9",",7","5",",7","1",",7","","","","","","","","","1","","20120415",",,7","","","","","28.7",",,7,15,","71.2",",,,7","",""
"USC00147159","2012-05","38.8346","-97.5927","373.1","SALINA WX, KS US","6",",7","2",",7","0",",7","","","","","","","","","1","","20120531",",,7","","","","","22.4",",,7,31,","30.3",",,,7","",""
"USC00147159","2012-06","38.8346","-97.5927","373.1","SALINA WX, KS US","5",",7","3",",7","1",",7","","","","","","","","","1","","20120615",",,7","","","","","41.7",",,7,15,","60.7",",,,7","",""
"USC00147159","2012-07","38.8346","-97.5927","373.1","SALINA WX, KS US","6",",7","4",",7","1",",7","","","","","","","","","","","20120726",",,7","","","","","36.3",",,7,26,","70.4",",,,7","",""
"USC00147159","2012-08","38.8346","-97.5927","373.1","SALINA WX, KS US","9",",7","6",",7","1",",7","","","","","","","","","","","20120825",",,7","","","","","32.0",",,7,25,","94.8",",,,7","",""
"USC00147159","2012-09","38.8346","-97.5927","373.1","SALINA WX, KS US","7",",7","5",",7","1",",7","","","","","","","","","1","","20120926",",,7","","","","","36.1",",,7,26,","62.1",",,,7","",""
