"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","DYNT","DYNT_ATTRIBUTES","DYSD","DYSD_ATTRIBUTES","DYSN","DYSN_ATTRIBUTES","DYXP","DYXP_ATTRIBUTES","DYXT","DYXT_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","EVAP","EVAP_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","WDMV","WDMV_ATTRIBUTES"
"USC00105955","1904-01","42.53333","-114.11667","1281.1","MILNER DAM, ID US","0.0","6","0.0","3,6","1",",6","1",",6","0",",6","","","1",",6","0","3,6","28","3,6","4","3,6","0","3,6","0","3,6","19040121","+,3,6","","","19040110",",,6","19040110",",,6","19040117","+,3,6","-10.6","3,6,21,+","","","84",",,6,10,","8.1",",,6,10,","10.0","3,6,17,+","","","","","545.4","3,6","8.1",",,,6","84",",,,6","-1.14","3,6","4.56","3,,,6","-6.85","3,,,6","",""
"USC00105955","1904-02","42.53333","-114.11667","1281.1","MILNER DAM, ID US","0.0","6","0.0",",6","8",",6","6",",6","0",",6","","","","","0",",6","25",",6","2",",6","0",",6","0",",6","19040210",",,6","","","","","19040221",",,6","19040227",",,6","-15.6",",6,10,","","","","","21.6",",,6,21,","17.8",",6,27,","","","","","470.5",",6","41.9",",,,6","","","2.11",",6","7.99",",,,6","-3.78",",,,6","",""
"USC00105955","1904-03","42.53333","-114.11667","1281.1","MILNER DAM, ID US","0.0","6","0.0",",6","12",",6","7",",6","0",",6","","","","","0",",6","22",",6","0",",6","0",",6","0",",6","19040312",",,6","","","","","19040316",",,6","19040307",",,6","-7.2",",6,12,","","","","","7.6",",,6,16,","17.2",",6,07,","","","","","436.7",",6","33.4",",,,6","","","4.25",",6","9.81",",,,6","-1.32",",,,6","",""
"USC00105955","1904-05","42.53333","-114.11667","1281.1","MILNER DAM, ID US","","","13.0",",6","3",",6","2",",6","0",",6","","","","","0",",6","3",",6","0",",6","20",",6","3",",6","19040503","+,,6","","","","","19040520","+,,6","19040529",",,6","-2.2",",6,03,+","","","","","2.5",",,6,20,+","35.0",",6,29,","","","","","130.4",",6","5.5",",,,6","","","14.55",",6","24.18",",,,6","4.91",",,,6","",""
"USC00105955","1904-06","42.53333","-114.11667","1281.1","MILNER DAM, ID US","","","50.8",",6","1",",6","1",",6","0",",6","","","","","0",",6","0",",6","0",",6","28",",6","14",",6","19040610",",,6","","","","","19040606",",,6","19040629",",,6","0.6",",6,10,","","","","","8.9",",,6,06,","37.8",",6,29,","","","","","46.6",",6","8.9",",,,6","","","18.47",",6","29.81",",,,6","7.13",",,,6","",""
"USC00105955","1904-07","42.53333","-114.11667","1281.1","MILNER DAM, ID US","","","110.7",",6","4",",6","0",",6","0",",6","","","","","0",",6","0",",6","0",",6","31",",6","17",",6","19040715",",,6","","","","","19040704",",,6","19040720","+,,6","4.4",",6,15,","","","","","2.3",",,6,04,","38.9",",6,20,+","","","5.3","6","5.3",",6","5.6",",,,6","","","21.73",",6","32.97",",,,6","10.50",",,,6","",""
"USC00105955","1904-08","42.53333","-114.11667","1281.1","MILNER DAM, ID US","","","138.1",",6","3",",6","3",",6","0",",6","","","","","0",",6","0",",6","0",",6","31",",6","24",",6","19040820",",,6","","","","","19040815",",,6","19040809",",,6","1.1",",6,20,","","","","","5.1",",,6,15,","39.4",",6,09,","","","20.1","6","14.8",",6","10.9",",,,6","","","22.31",",6","33.39",",,,6","11.23",",,,6","",""
"USC00105955","1904-09","42.53333","-114.11667","1281.1","MILNER DAM, ID US","","","33.6",",6","1",",6","1",",6","0",",6","","","","","0",",6","0",",6","0",",6","30",",6","10",",6","19040925",",,6","","","","","19040929",",,6","19040908",",,6","2.2",",6,25,","","","","","7.4",",,6,29,","37.2",",6,08,","","","70.0","6","49.9",",6","7.4",",,,6","","","17.79",",6","29.23",",,,6","6.35",",,,6","",""
"USC00105955","1904-10","42.53333","-114.11667","1281.1","MILNER DAM, ID US","","","0.0",",6","4",",6","3",",6","0",",6","","","","","0",",6","24",",6","0",",6","18",",6","0",",6","19041024","+,,6","","","","","19041007",",,6","19041005",",,6","-11.7",",6,24,+","","","","","4.1",",,6,07,","31.1",",6,05,","","","373.9","6","303.9",",6","12.0",",,,6","","","8.53",",6","21.37",",,,6","-4.31",",,,6","",""
"USC00105955","1904-11","42.53333","-114.11667","1281.1","MILNER DAM, ID US","","","0.0",",6","0",",6","0",",6","0",",6","","","","","0",",6","29",",6","0",",6","3",",6","0",",6","19041130","+,,6","","","","","19041127","+,,6","19041101",",,6","-9.4",",6,30,+","","","","","0.0",",T,6,27,+","22.8",",6,01,","","","746.3","6","372.4",",6","0.0",",T,,6","","","5.92",",6","16.89",",,,6","-5.05",",,,6","",""
"USC00105955","1904-12","42.53333","-114.11667","1281.1","MILNER DAM, ID US","","","0.0",",6","4",",6","4",",6","0",",6","","","3",",6","3",",6","31",",6","2",",6","0",",6","0",",6","19041226",",,6","","","19041223",",,6","19041223",",,6","19041220",",,6","-21.1",",6,26,","","","38",",,6,23,","3.8",",,6,23,","14.4",",6,20,","","","1355.8","6","609.5",",6","11.3",",,,6","88",",,,6","-1.33",",6","7.78",",,,6","-10.44",",,,6","",""
"USC00105955","1905-01","42.53333","-114.11667","1281.1","MILNER DAM, ID US","0.0","6","0.0",",6","1",",6","1",",6","0",",6","","","1",",6","0",",6","31",",6","5",",6","0",",6","0",",6","19050112","+,,6","","","19050129",",,6","19050129",",,6","19050125","+,,6","-16.1",",6,12,+","","","64",",,6,29,","4.1",",,6,29,","13.3",",6,25,+","","","1960.3","6","604.5",",6","4.1",",,,6","64",",,,6","-1.17",",6","4.97",",,,6","-7.31",",,,6","",""
"USC00105955","1905-02","42.53333","-114.11667","1281.1","MILNER DAM, ID US","0.0","6","0.0",",6","2",",6","2",",6","0",",6","","","2",",6","3",",6","28",",6","6",",6","0",",6","0",",6","19050211",",,6","","","19050218","+,,6","19050218","+,,6","19050225",",,6","-27.2",",6,11,","","","25",",,6,18,+","2.5",",,6,18,+","17.8",",6,25,","","","2508.7","6","548.4",",6","5.0",",,,6","50",",,,6","-1.25",",6","7.08",",,,6","-9.58",",,,6","",""
"USC00105955","1905-03","42.53333","-114.11667","1281.1","MILNER DAM, ID US","0.0","6","0.0",",6","6",",6","4",",6","0",",6","","","1",",6","0",",6","24",",6","0",",6","0",",6","0",",6","19050330",",,6","","","19050329",",,6","19050329","+,,6","19050313",",,6","-7.2",",6,30,","","","51",",,6,29,","5.6",",,6,29,+","20.6",",6,13,","","","2874.6","6","365.9",",6","21.1",",,,6","51",",,,6","6.53",",6","14.67",",,,6","-1.61",",,,6","",""
"USC00105955","1905-05","42.53333","-114.11667","1281.1","MILNER DAM, ID US","","","","","4",",6","2",",6","0",",6","","","","","","","","","","","","","","","","","","","","","19050527",",,6","","","","","","","","","7.9",",,6,27,","","","","","","","","","12.5",",,,6","","","","","","","","","",""
"USC00105955","1905-06","42.53333","-114.11667","1281.1","MILNER DAM, ID US","","","16.2","2,6","2",",6","1",",6","0",",6","","","","","0",",6","0",",6","0","2,6","25","2,6","0","2,6","19050617",",,6","","","","","19050604",",,6","19050630",",2,6","2.2",",6,17,","","","","","14.0",",,6,04,","31.1","2,6,30,","","","","","59.1","2,6","15.0",",,,6","","","16.83","2,6","25.46","2,,,6","8.19",",,,6","",""
"USC00105955","1905-07","42.53333","-114.11667","1281.1","MILNER DAM, ID US","","","148.9",",6","0",",6","0",",6","0",",6","","","","","0",",6","0",",6","0",",6","31",",6","18",",6","19050701",",,6","","","","","19050731","+,,6","19050723",",,6","6.1",",6,01,","","","","","0.0",",,6,31,+","38.3",",6,23,","","","3.0","6","3.0",",6","0.0",",,,6","","","23.04",",6","32.44",",,,6","13.63",",,,6","",""
"USC00105955","1905-08","42.53333","-114.11667","1281.1","MILNER DAM, ID US","","","149.2",",6","1",",6","1",",6","0",",6","","","","","0",",6","0",",6","0",",6","31",",6","20",",6","19050831",",,6","","","","","19050822",",,6","19050808","+,,6","3.3",",6,31,","","","","","9.1",",,6,22,","39.4",",6,08,+","","","11.7","6","8.7",",6","9.1",",,,6","","","22.87",",6","32.58",",,,6","13.15",",,,6","",""
"USC00105955","1905-09","42.53333","-114.11667","1281.1","MILNER DAM, ID US","","","26.8","1,6","0",",6","0",",6","0",",6","","","","","0",",6","0",",6","0","1,6","25","1,6","4","1,6","19050929","+,,6","","","","","19050929","+,,6","19050922",",1,6","0.6",",6,29,+","","","","","0.0",",T,6,29,+","34.4","1,6,22,","","","74.2","6","62.5","1,6","0.0",",T,,6","","","17.01","1,6","26.50","1,,,6","7.52",",,,6","",""
"USC00105955","1905-10","42.53333","-114.11667","1281.1","MILNER DAM, ID US","","","1.2",",6","1",",6","0",",6","0",",6","","","0",",6","0",",6","21",",6","0",",6","6",",6","0",",6","19051031","+,,6","","","19051018",",,6","19051018",",,6","19051003",",,6","-10.6",",6,31,+","","","3",",,6,18,","0.3",",,6,18,","30.6",",6,03,","","","440.7","6","366.5",",6","0.3",",,,6","3",",,,6","6.55",",6","15.73",",,,6","-2.64",",,,6","",""
"USC00105955","1905-11","42.53333","-114.11667","1281.1","MILNER DAM, ID US","","","0.0","1,6","5",",6","4",",6","0",",6","","","4",",6","0","1,6","29","1,6","1",",6","0",",6","0",",6","19051121",",1,6","","","19051121",",,6","19051121",",,6","19051113",",,6","-12.2","1,6,21,","","","102",",,6,21,","10.2",",,6,21,","17.2",",6,13,","","","921.1","6","480.4",",6","22.4",",,,6","216",",,,6","1.64","1,6","9.58",",,,6","-6.30","1,,,6","",""
"USC00105955","1905-12","42.53333","-114.11667","1281.1","MILNER DAM, ID US","","","0.0","3,6","","","","","","","","","5",",6","2","3,6","28","3,6","14",",6","0",",6","0",",6","19051222",",3,6","","","19051230","+,,6","","","19051217","+,,6","-19.4","3,6,22,","","","76",",,6,30,+","","","6.7",",6,17,+","","","1601.4","6","680.3",",6","","","240",",,,6","-5.82","3,6","0.14",",,,6","-11.78","3,,,6","",""
"USC00105955","1906-01","42.53333","-114.11667","1281.1","MILNER DAM, ID US","0.0","6","0.0","1,6","6",",6","5",",6","0",",6","","","5",",6","1","1,6","30","1,6","10",",6","0",",6","0",",6","19060101",",1,6","","","19060113",",,6","19060113",",,6","19060118","+,,6","-21.1","1,6,01,","","","152",",,6,13,","15.2",",,6,13,","8.3",",6,18,+","","","2255.7","6","654.3",",6","33.9",",,,6","329",",,,6","-3.52","1,6","1.84",",,,6","-8.88","1,,,6","",""
