"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","ADPT","ADPT_ATTRIBUTES","ASLP","ASLP_ATTRIBUTES","ASTP","ASTP_ATTRIBUTES","AWBT","AWBT_ATTRIBUTES","AWND","AWND_ATTRIBUTES","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","DYFG","DYFG_ATTRIBUTES","DYHF","DYHF_ATTRIBUTES","DYNT","DYNT_ATTRIBUTES","DYSD","DYSD_ATTRIBUTES","DYSN","DYSN_ATTRIBUTES","DYTS","DYTS_ATTRIBUTES","DYXP","DYXP_ATTRIBUTES","DYXT","DYXT_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","PSUN","PSUN_ATTRIBUTES","RHAV","RHAV_ATTRIBUTES","RHMN","RHMN_ATTRIBUTES","RHMX","RHMX_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","TSUN","TSUN_ATTRIBUTES","WDF1","WDF1_ATTRIBUTES","WDF2","WDF2_ATTRIBUTES","WDF5","WDF5_ATTRIBUTES","WDFG","WDFG_ATTRIBUTES","WDFM","WDFM_ATTRIBUTES","WSF1","WSF1_ATTRIBUTES","WSF2","WSF2_ATTRIBUTES","WSF5","WSF5_ATTRIBUTES","WSFG","WSFG_ATTRIBUTES","WSFM","WSFM_ATTRIBUTES"
"USW00013893","1940-01","35.05639","-89.9864","76.6","MEMPHIS INTERNATIONAL AIRPORT, TN US","","","","","","","","","","","","","","","6",",0","4",",0","0",",0","5",",0","1",",0","","","","","12","5,0","0","5,0","0","5,0","","","","","","","19400123",",,0","19400123",",,0","","","19400110",",,0","19400114","+,5,0","","","102",",,0,23,","99",",,0,23,","19.8",",,0,10,","15.6","5,0,14,+","","","","","42.4",",,,0","","","","","","","","","99",",,,0","","","2.15","5,,,0","","","","","","","","","","","","","","","","","","","","","","","",""
"USW00013893","1940-02","35.05639","-89.9864","76.6","MEMPHIS INTERNATIONAL AIRPORT, TN US","","","","","","","","","","","","","0.0","3,0","16",",0","9",",0","1",",0","0",",0","0",",0","0","2,0","14","2,0","0","1,0","1","1,0","0","1,0","","","","","19400201",",2,0","19400210",",,0","19400210",",,0","","","19400217",",,0","19400228",",1,0","-5.6","2,0,01,","0",",T,0,10,","18",",,0,10,","41.7",",,0,17,","21.1","1,0,28,","","","358.8","1,0","108.9",",,,0","","","","","","","","","18",",,,0","4.74","3,0","9.49","1,,,0","0.00","2,,,0","","","","","","","","","","","","","","","","","","","","","",""
"USW00013893","1940-03","35.05639","-89.9864","76.6","MEMPHIS INTERNATIONAL AIRPORT, TN US","","","","","","","","","","","","","","","14",",0","7",",0","0",",0","0",",0","0",",0","0","3,0","8","3,0","0","5,0","10","5,0","0","5,0","","","","","19400325",",3,0","19400324",",,0","19400324",",,0","","","19400330",",,0","19400331",",5,0","-3.9","3,0,25,","0",",T,0,24,","0",",T,0,24,","19.3",",,0,30,","26.7","5,0,31,","","","","","81.2",",,,0","","","","","","","","","0",",T,,0","10.98","8,0","17.41","5,,,0","4.54","3,,,0","","","","","","","","","","","","","","","","","","","","","",""
"USW00013893","1940-04","35.05639","-89.9864","76.6","MEMPHIS INTERNATIONAL AIRPORT, TN US","","","","","","","","","","","","","31.4","4,0","11",",0","9",",0","1",",0","0",",0","0",",0","0",",0","2",",0","0","4,0","16","4,0","0","4,0","","","","","19400413",",,0","19400430","+,,0","19400430","+,,0","","","19400418",",,0","19400403",",4,0","-0.6",",0,13,","0",",,0,30,+","0",",,0,30,+","36.3",",,0,18,","30.0","4,0,03,","","","78.9","4,0","113.0",",,,0","","","","","","","","","0",",,,0","16.17","4,0","22.26","4,,,0","10.08",",,,0","","","","","","","","","","","","","","","","","","","","","",""
"USW00013893","1940-05","35.05639","-89.9864","76.6","MEMPHIS INTERNATIONAL AIRPORT, TN US","","","","","","","","","","","","","59.5","3,0","7",",0","3",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0","3,0","26","3,0","0","3,0","","","","","19400504",",,0","19400531","+,,0","19400531","+,,0","","","19400522",",,0","19400522",",3,0","5.6",",0,04,","0",",,0,31,+","0",",,0,31,+","23.4",",,0,22,","31.7","3,0,22,","","","17.7","3,0","47.1",",,,0","","","","","","","","","0",",,,0","19.81","3,0","26.49","3,,,0","13.12",",,,0","","","","","","","","","","","","","","","","","","","","","",""
"USW00013893","1940-06","35.05639","-89.9864","76.6","MEMPHIS INTERNATIONAL AIRPORT, TN US","","","","","","","","","","","","","178.4","1,0","10",",0","6",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0","1,0","29","1,0","6","1,0","","","","","19400601",",,0","19400630","+,,0","19400630","+,,0","","","19400628",",,0","19400627","+,1,0","13.3",",0,01,","0",",,0,30,+","0",",,0,30,+","43.9",",,0,28,","33.3","1,0,27,+","","","0.0","1,0","104.5",",,,0","","","","","","","","","0",",,,0","24.45","1,0","29.83","1,,,0","19.08",",,,0","","","","","","","","","","","","","","","","","","","","","",""
"USW00013893","1940-07","35.05639","-89.9864","76.6","MEMPHIS INTERNATIONAL AIRPORT, TN US","","","","","","","","","","","","","233.4",",0","12",",0","8",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","10",",0","","","","","19400705",",,0","19400731","+,,0","19400731","+,,0","","","19400715",",,0","19400729",",,0","16.7",",0,05,","0",",,0,31,+","0",",,0,31,+","45.2",",,0,15,","36.7",",0,29,","0.0","0","0.0",",0","88.3",",,,0","","","","","","","","","0",",,,0","25.86",",0","30.55",",,,0","21.17",",,,0","","","","","","","","","","","","","","","","","","","","","",""
"USW00013893","1940-08","35.05639","-89.9864","76.6","MEMPHIS INTERNATIONAL AIRPORT, TN US","","","","","","","","","","","","","238.8",",0","9",",0","8",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","17",",0","","","","","19400822",",,0","19400831","+,,0","19400831","+,,0","","","19400809",",,0","19400801",",,0","13.9",",0,22,","0",",,0,31,+","0",",,0,31,+","36.3",",,0,09,","35.6",",0,01,","0.0","0","0.0",",0","119.1",",,,0","","","","","","","","","0",",,,0","26.04",",0","31.25",",,,0","20.83",",,,0","","","","","","","","","","","","","","","","","","","","","",""
"USW00013893","1940-09","35.05639","-89.9864","76.6","MEMPHIS INTERNATIONAL AIRPORT, TN US","","","","","","","","","","","","","125.8","3,0","3",",0","1",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0","3,0","25","3,0","12","3,0","","","","","19400912",",,0","19400930","+,,0","19400930","+,,0","","","19400924",",,0","19400909",",3,0","5.6",",0,12,","0",",,0,30,+","0",",,0,30,+","85.3",",,0,24,","34.4","3,0,09,","23.0","0","23.0","3,0","86.3",",,,0","","","","","","","","","0",",,,0","22.15","3,0","29.80","3,,,0","14.50",",,,0","","","","","","","","","","","","","","","","","","","","","",""
"USW00013893","1940-10","35.05639","-89.9864","76.6","MEMPHIS INTERNATIONAL AIRPORT, TN US","","","","","","","","","","","","","31.3","3,0","4",",0","4",",0","1",",0","0",",0","0",",0","0","1,0","0","1,0","0","2,0","27","2,0","0","2,0","","","","","19401017",",1,0","19401031","+,,0","19401031","+,,0","","","19401029",",,0","19401027","+,2,0","3.3","1,0,17,","0",",,0,31,+","0",",,0,31,+","28.4",",,0,29,","29.4","2,0,27,+","60.8","0","37.8","2,0","53.0",",,,0","","","","","","","","","0",",,,0","18.14","3,0","25.83","2,,,0","10.44","1,,,0","","","","","","","","","","","","","","","","","","","","","",""
"USW00013893","1940-11","35.05639","-89.9864","76.6","MEMPHIS INTERNATIONAL AIRPORT, TN US","","","","","","","","","","","","","","","12",",0","9",",0","0",",0","0",",0","0",",0","0","3,0","8","3,0","0","5,0","8","5,0","0","5,0","","","","","19401115",",3,0","19401130","+,,0","19401130","+,,0","","","19401111",",,0","19401103",",5,0","-8.9","3,0,15,","0",",,0,30,+","0",",,0,30,+","23.9",",,0,11,","24.4","5,0,03,","","","","","87.9",",,,0","","","","","","","","","0",",,,0","9.95","8,0","16.62","5,,,0","3.28","3,,,0","","","","","","","","","","","","","","","","","","","","","",""
"USW00013893","1940-12","35.05639","-89.9864","76.6","MEMPHIS INTERNATIONAL AIRPORT, TN US","","","","","","","","","","","","","","","10",",0","6",",0","1",",0","0",",0","0",",0","0","1,0","10","1,0","0","5,0","0","5,0","0","5,0","","","","","19401203","+,1,0","19401231","+,,0","19401231","+,,0","","","19401215",",,0","19401211","+,5,0","-3.3","1,0,03,+","0",",,0,31,+","0",",,0,31,+","30.7",",,0,15,","20.0","5,0,11,+","","","","","81.8",",,,0","","","","","","","","","0",",,,0","8.62","6,0","14.33","5,,,0","2.91","1,,,0","","","","","","","","","","","","","","","","","","","","","",""
