"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","DYFG","DYFG_ATTRIBUTES","DYNT","DYNT_ATTRIBUTES","DYSD","DYSD_ATTRIBUTES","DYSN","DYSN_ATTRIBUTES","DYTS","DYTS_ATTRIBUTES","DYXP","DYXP_ATTRIBUTES","DYXT","DYXT_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","EVAP","EVAP_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","WDMV","WDMV_ATTRIBUTES"
"USC00056559","1949-11","37.35","-106.53333","2997.4","PLATORO, CO US","","","0.0","2,0","1",",0","1",",0","0",",0","","","","","3","2,0","28","2,0","2","2,0","0","2,0","0","2,0","","","19491112",",2,0","","","","","","","19491111",",,0","19491105","+,2,0","-21.7","2,0,12,","","","","","13.7",",,0,11,","15.6","2,0,05,+","","","","","539.2","2,0","13.7",",,,0","","","-0.92","2,0","9.36","2,,,0","-11.21","2,,,0","",""
"USC00056559","1949-12","37.35","-106.53333","2997.4","PLATORO, CO US","","","0.0",",0","8",",0","7",",0","0",",0","","","","","17",",0","31",",0","18",",0","0",",0","0",",0","","","19491214",",,0","","","","","","","19491210",",,0","19491203",",,0","-34.4",",0,14,","","","","","22.6",",,0,10,","8.3",",0,03,","","","","","910.0",",0","70.9",",,,0","","","-11.02",",0","-1.33",",,,0","-20.72",",,,0","",""
"USC00056559","1950-01","37.35","-106.53333","2997.4","PLATORO, CO US","0.0","0","0.0",",0","14",",0","11",",0","0",",0","","","","","13",",0","31",",0","21",",0","0",",0","0",",0","","","19500104",",,0","","","","","","","19500102",",,0","19500123","+,,0","-36.1",",0,04,","","","","","16.8",",,0,02,","8.9",",0,23,+","","","","","889.5",",0","106.2",",,,0","","","-10.36",",0","-2.36",",,,0","-18.35",",,,0","",""
"USC00056559","1950-02","37.35","-106.53333","2997.4","PLATORO, CO US","0.0","0","0.0","1,0","6",",0","4",",0","0",",0","","","","","17",",0","28",",0","4","1,0","0","1,0","0","1,0","","","19500210",",,0","","","","","","","19500211",",,0","19500218",",1,0","-30.0",",0,10,","","","","","10.2",",,0,11,","11.1","1,0,18,","","","","","690.9","1,0","29.0",",,,0","","","-7.22","1,0","3.62","1,,,0","-18.06",",,,0","",""
"USC00056559","1950-03","37.35","-106.53333","2997.4","PLATORO, CO US","0.0","0","0.0",",0","7",",0","6",",0","0",",0","","","","","17",",0","31",",0","9",",0","0",",0","0",",0","","","19500320",",,0","","","","","","","19500326","+,,0","19500317",",,0","-27.2",",0,20,","","","","","7.6",",,0,26,+","12.2",",0,17,","","","","","771.9",",0","31.8",",,,0","","","-6.57",",0","3.25",",,,0","-16.39",",,,0","6131",",,,0"
"USC00056559","1950-04","37.35","-106.53333","2997.4","PLATORO, CO US","0.0","0","0.0",",0","7",",0","3",",0","0",",0","","","","","1",",0","27",",0","0",",0","0",",0","0",",0","","","19500404",",,0","","","","","","","19500408",",,0","19500401",",,0","-17.8",",0,04,","","","","","12.7",",,0,08,","16.7",",0,01,","","","","","532.2",",0","34.6",",,,0","","","0.59",",0","8.23",",,,0","-7.04",",,,0","5988",",,,0"
"USC00056559","1950-05","37.35","-106.53333","2997.4","PLATORO, CO US","0.0","0","0.0",",0","4",",0","1",",0","0",",0","","","","","0",",0","30",",0","0",",0","0",",0","0",",0","","","19500507","+,,0","","","","","1","","19500506",",,0","19500531","+,,0","-10.6",",0,07,+","","","","","5.3",",,0,06,","19.4",",0,31,+","","","","","466.2",",0","7.6",",,,0","","","3.30",",0","11.88",",,,0","-5.29",",,,0","5448","3,,,0"
"USC00056559","1950-06","37.35","-106.53333","2997.4","PLATORO, CO US","0.0","0","0.0",",0","5",",0","4",",0","0",",0","","","","","0",",0","25",",0","0",",0","8",",0","0",",0","","","19500609",",,0","","","","","5","","19500603",",,0","19500630",",,0","-7.8",",0,09,","","","","","8.4",",,0,03,","23.9",",0,30,","","","","","303.0",",0","22.1",",,,0","","","8.23",",0","18.26",",,,0","-1.79",",,,0","4877","2,,,0"
"USC00056559","1950-07","37.35","-106.53333","2997.4","PLATORO, CO US","0.0","0","0.0",",0","24",",0","13",",0","0",",0","","","","","0",",0","3",",0","0",",0","4",",0","0",",0","","","19500704",",,0","","","","","10","","19500711",",,0","19500704","+,,0","-0.6",",0,04,","","","","","18.8",",,0,11,","22.8",",0,04,+","116.4","1,,,0","244.4","0","244.4",",0","104.3",",,,0","","","10.45",",0","18.67",",,,0","2.23",",,,0","3232","1,,,0"
"USC00056559","1950-08","37.35","-106.53333","2997.4","PLATORO, CO US","0.0","0","0.0",",0","12",",0","5",",0","0",",0","","","","","0",",0","22",",0","0",",0","6",",0","0",",0","","","19500830",",,0","","","","","1","","19500818",",,0","19500825",",,0","-3.9",",0,30,","","","","","9.1",",,0,18,","22.2",",0,25,","","","520.3","0","275.9",",0","28.4",",,,0","","","9.43",",0","19.44",",,,0","-0.58",",,,0","3286","1,,,0"
"USC00056559","1950-09","37.35","-106.53333","2997.4","PLATORO, CO US","0.0","0","0.0",",0","14",",0","8",",0","0",",0","","","","","0",",0","21",",0","0",",0","3",",0","0",",0","2","","19500917",",,0","","","","","","","19500920",",,0","19500901",",,0","-7.8",",0,17,","","","","","22.4",",,0,20,","22.8",",0,01,","","","871.5","0","351.2",",0","70.2",",,,0","","","6.63",",0","15.01",",,,0","-1.76",",,,0","3280","2,,,0"
"USC00056559","1950-10","37.35","-106.53333","2997.4","PLATORO, CO US","0.0","0","0.0",",0","3",",0","1",",0","1",",0","","","","","0",",0","28",",0","0",",0","2",",0","0",",0","","","19501030","+,,0","","","","","","","19501002",",,0","19501015",",,0","-8.3",",0,30,+","","","","","26.2",",,0,02,","22.2",",0,15,","","","1271.1","0","399.6",",0","27.8",",,,0","","","5.44",",0","15.63",",,,0","-4.74",",,,0","4424",",,,0"
"USC00056559","1950-11","37.35","-106.53333","2997.4","PLATORO, CO US","0.0","0","0.0",",0","4",",0","3",",0","0",",0","","","","","4",",0","29",",0","2",",0","0",",0","0",",0","","","19501116",",,0","","","","","","","19501115",",,0","19501105",",,0","-27.8",",0,16,","","","","","21.8",",,0,15,","14.4",",0,05,","","","1898.2","0","627.1",",0","32.7",",,,0","","","-2.57",",0","7.62",",,,0","-12.76",",,,0","4894",",,,0"
"USC00056559","1950-12","37.35","-106.53333","2997.4","PLATORO, CO US","0.0","0","0.0",",0","5",",0","2",",0","0",",0","","","","","17",",0","31",",0","5",",0","0",",0","0",",0","","","19501207","+,,0","","","","","","","19501202",",,0","19501212","+,,0","-25.6",",0,07,+","","","","","3.6",",,0,02,","10.0",",0,12,+","","","2661.2","0","763.0",",0","9.0",",,,0","","","-6.28",",0","4.08",",,,0","-16.65",",,,0","",""
"USC00056559","1951-01","37.35","-106.53333","2997.4","PLATORO, CO US","0.0","","0.0",",0","7","4,0","4","4,0","1","4,0","","","","","18",",0","31",",0","18",",0","0",",0","0",",0","","","19510110",",,0","","","","","","","19510130",",4,0","19510126",",,0","-30.6",",0,10,","","","","","31.8","4,,0,30,","8.3",",0,26,","","","3539.6","","878.4",",0","63.8",",a,,0","","","-10.00",",0","-0.62",",,,0","-19.39",",,,0","5243",",,,0"
"USC00056559","1951-02","37.35","-106.53333","2997.4","PLATORO, CO US","0.0","","0.0",",0","8",",0","7",",0","0",",0","","","","","18",",0","28",",0","8",",0","0",",0","0",",0","","","19510201",",,0","","","","","1","","19510224",",,0","19510212","+,,0","-44.4",",0,01,","","","","","15.2",",,0,24,","11.7",",0,12,+","","","4317.2","","777.6",",0","53.4",",,,0","","","-9.44",",0","1.96",",,,0","-20.84",",,,0","3702",",,,0"
"USC00056559","1951-03","37.35","-106.53333","2997.4","PLATORO, CO US","0.0","","0.0","1,0","10",",0","8",",0","0",",0","","","","","11","1,0","30","1,0","11",",0","0",",0","0",",0","","","19510312",",1,0","","","","","","","19510305","+,,0","19510327","+,,0","-31.1","1,0,12,","","","","","10.9",",,0,05,+","7.8",",0,27,+","","","5082.8","","765.6",",0","53.5",",,,0","","","-7.20","1,0","1.41",",,,0","-15.81","1,,,0","5407","1,,,0"
"USC00056559","1951-04","37.35","-106.53333","2997.4","PLATORO, CO US","0.0","","0.0",",0","9",",0","4",",0","0",",0","30",",","","","2",",0","29",",0","1",",0","0",",0","0",",0","","","19510411",",,0","19510408","+,,0","","","","","19510430",",,0","19510424",",,0","-25.6",",0,11,","965",",,0,08,+","","","11.2",",,0,30,","14.4",",0,24,","","","5680.0","","597.2",",0","31.5",",,,0","","","-1.58",",0","6.31",",,,0","-9.46",",,,0","4632","1,,,0"
"USC00056559","1951-05","37.35","-106.53333","2997.4","PLATORO, CO US","0.0","","0.0",",0","7",",0","3",",0","0",",0","11","2,0","2","1,0","0",",0","27",",0","2",",0","3",",0","0",",0","","","19510503","+,,0","19510502",",2,0","19510502",",1,0","","","19510514",",,0","19510528",",,0","-15.6",",0,03,+","584","2,,0,02,","102","1,,0,02,","7.1",",,0,14,","22.2",",0,28,","","","6121.9","","441.9",",0","19.7",",,,0","179","1,,,0","4.08",",0","12.22",",,,0","-4.06",",,,0","4826","1,,,0"
"USC00056559","1951-06","37.35","-106.53333","2997.4","PLATORO, CO US","0.0","","0.0",",0","1",",0","0",",0","0",",0","","","0",",0","0",",0","24",",0","0",",0","9",",0","0",",0","","","19510611","+,,0","","","19510630","+,,0","","","19510621",",,0","19510630",",,0","-7.2",",0,11,+","","","0",",,0,30,+","1.8",",,0,21,","23.9",",0,30,","230.5",",,,0","6452.6","","330.7",",0","1.8",",,,0","0",",,,0","7.31",",0","17.63",",,,0","-3.01",",,,0","4684","2,,,0"
"USC00056559","1951-07","37.35","-106.53333","2997.4","PLATORO, CO US","0.0","","0.0",",0","10",",0","6",",0","0",",0","0",",0","0",",0","0",",0","8",",0","0",",0","28",",0","0",",0","","","19510702",",,0","19510731","+,,0","19510731","+,,0","6","","19510731",",,0","19510709","+,,0","-3.3",",0,02,","0",",,0,31,+","0",",T,0,31,+","15.5",",,0,31,","26.1",",0,09,+","192.8","3,,,0","178.4","","178.4",",0","48.9",",,,0","0",",T,,0","12.58",",0","23.05",",,,0","2.11",",,,0","3367","4,,,0"
"USC00056559","1951-08","37.35","-106.53333","2997.4","PLATORO, CO US","0.0","","0.0",",0","10","2,0","7","2,0","1","2,0","0",",0","0",",0","0",",0","9",",0","0",",0","12",",0","0",",0","","","19510815","+,,0","19510831","+,,0","19510801",",,0","","","19510801",",2,0","19510816","+,,0","-3.3",",0,15,+","0",",,0,31,+","0",",T,0,01,","35.1","2,,0,01,","23.9",",0,16,+","","","404.5","","226.1",",0","99.1",",a,,0","0",",T,,0","11.04",",0","19.99",",,,0","2.09",",,,0","",""
"USC00056559","1951-09","37.35","-106.53333","2997.4","PLATORO, CO US","0.0","","0.0",",0","3",",0","1",",0","0",",0","0",",0","0",",0","0",",0","27",",0","0",",0","7",",0","0",",0","","","19510922",",,0","19510930","+,,0","19510921",",,0","","","19510921",",,0","19510916","+,,0","-10.0",",0,22,","0",",,0,30,+","0",",T,0,21,","4.8",",,0,21,","22.8",",0,16,+","169.8","1,,,0","734.2","","329.7",",0","6.1",",,,0","0",",T,,0","7.34",",0","19.30",",,,0","-4.62",",,,0","3677","4,,,0"
"USC00056559","1951-10","37.35","-106.53333","2997.4","PLATORO, CO US","","","","","6","1,0","4","1,0","0","1,0","2","1,0","0","1,0","","","","","","","","","","","","","","","19511021","+,1,0","19511021",",1,0","","","19511026",",1,0","","","","","25","1,,0,21,+","13","1,,0,21,","19.1","1,,0,26,","","","","","","","","","33.9","1,,,0","13","1,,,0","","","","","","","",""
