"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","DYFG","DYFG_ATTRIBUTES","DYHF","DYHF_ATTRIBUTES","DYNT","DYNT_ATTRIBUTES","DYSD","DYSD_ATTRIBUTES","DYSN","DYSN_ATTRIBUTES","DYTS","DYTS_ATTRIBUTES","DYXP","DYXP_ATTRIBUTES","DYXT","DYXT_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","WDF1","WDF1_ATTRIBUTES","WSF1","WSF1_ATTRIBUTES"
"USC00041194","1955-09","34.1866","-118.348","199.6","BURBANK VALLEY PUMP PLANT, CA US","594.0","0","184.1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","29",",0","14",",0","4","","","","19550930",",,0","19550930","+,,0","19550930","+,,0","","","19550924","+,,0","19550906","+,,0","8.3",",0,30,","0",",,0,30,+","0",",,0,30,+","0.0",",T,0,24,+","43.9",",0,06,+","3.1","0","2.8",",0","0.0",",T,,0","0",",,,0","24.38",",0","31.96",",,,0","16.79",",,,0","","","",""
"USC00041194","1955-10","34.1866","-118.348","199.6","BURBANK VALLEY PUMP PLANT, CA US","625.9","0","31.9",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","25",",0","4",",0","11","","","","19551027",",,0","19551031","+,,0","19551031","+,,0","","","19551018",",,0","19551006",",,0","8.9",",0,27,","0",",,0,31,+","0",",,0,31,+","0.3",",,0,18,","35.6",",0,06,","31.4","0","28.3",",0","0.3",",,,0","0",",,,0","18.45",",0","25.08",",,,0","11.82",",,,0","","","",""
"USC00041194","1955-11","34.1866","-118.348","199.6","BURBANK VALLEY PUMP PLANT, CA US","640.7","0","14.8",",0","5",",0","4",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","16",",0","2",",0","2","","","","19551124","+,,0","19551130","+,,0","19551130","+,,0","","","19551114",",,0","19551106",",,0","2.8",",0,24,+","0",",,0,30,+","0",",,0,30,+","14.5",",,0,14,","32.8",",0,06,","137.6","0","106.2",",0","30.0",",,,0","0",",,,0","15.29",",0","22.13",",,,0","8.44",",,,0","","","",""
"USC00041194","1955-12","34.1866","-118.348","199.6","BURBANK VALLEY PUMP PLANT, CA US","640.7","0","0.0",",0","8",",X","4",",X","0",",X","0",",0","0",",0","0",",0","0",",0","0",",0","8",",0","0",",0","15","","","","19551230",",,0","19551231","+,,0","19551231","+,,0","","","19551204",",,X","19551212",",,0","1.7",",0,30,","0",",,0,31,+","0",",,0,31,+","13.2",",,X,04,","26.1",",0,12,","325.7","0","188.1",",0","33.4",",,,X","0",",,,0","12.27",",0","17.06",",,,0","7.47",",,,0","","","",""
"USC00041194","1956-01","34.1866","-118.348","199.6","BURBANK VALLEY PUMP PLANT, CA US","0.0","0","0.0",",0","7",",0","4",",0","2",",0","0",",0","0",",0","0",",0","0",",0","0",",0","8",",0","0",",0","14","","","","19560108",",,0","19560131","+,,0","19560131","+,,0","","","19560126",",,0","19560112",",,0","1.7",",0,08,","0",",,0,31,+","0",",,0,31,+","103.1",",,0,26,","25.6",",0,12,","511.2","0","185.5",",0","155.7",",,,0","0",",,,0","12.35",",0","18.34",",,,0","6.36",",,,0","","","",""
"USC00041194","1956-02","34.1866","-118.348","199.6","BURBANK VALLEY PUMP PLANT, CA US","0.0","0","0.0",",0","3",",0","1",",0","0",",0","0",",0","0",",0","0",",0","1",",0","0",",0","2",",0","0",",0","7","","","","19560217",",,0","19560229","+,,0","19560229","+,,0","","","19560223",",,0","19560211",",,0","0.0",",0,17,","0",",,0,29,+","0",",,0,29,+","12.7",",,0,23,","22.2",",0,11,","732.8","0","221.6",",0","15.0",",,,0","0",",,,0","10.69",",0","17.17",",,,0","4.22",",,,0","","","",""
"USC00041194","1956-03","34.1866","-118.348","199.6","BURBANK VALLEY PUMP PLANT, CA US","4.5","0","4.5",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","20",",0","0",",0","5","","","","19560307",",,0","19560331","+,,0","19560331","+,,0","","","19560331",",,0","19560323",",,0","3.3",",0,07,","0",",,0,31,+","0",",,0,31,+","0.0",",T,0,31,","30.0",",0,23,","833.6","0","100.8",",0","0.0",",T,,0","0",",,,0","15.22",",0","22.74",",,,0","7.71",",,,0","","","",""
"USC00041194","1956-04","34.1866","-118.348","199.6","BURBANK VALLEY PUMP PLANT, CA US","13.1","0","8.6",",0","7",",0","4",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","10",",0","0",",0","10","","","","19560402","+,,0","19560430","+,,0","19560430","+,,0","1","","19560412",",,0","19560420",",,0","3.9",",0,02,+","0",",,0,30,+","0",",,0,30,+","58.4",",,0,12,","30.0",",0,20,","952.4","0","118.8",",0","101.6",",,,0","0",",,,0","14.66",",0","20.05",",,,0","9.26",",,,0","","","",""
"USC00041194","1956-05","34.1866","-118.348","199.6","BURBANK VALLEY PUMP PLANT, CA US","41.7","0","28.6",",0","2",",0","2",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","18",",0","2",",0","5","","","","19560531",",,0","19560531","+,,0","19560531","+,,0","","","19560509",",,0","19560516",",,0","8.9",",0,31,","0",",,0,31,+","0",",,0,31,+","16.5",",,0,09,","35.6",",0,16,","1005.9","0","53.5",",0","24.1",",,,0","0",",,,0","17.53",",0","22.87",",,,0","12.19",",,,0","","","",""
"USC00041194","1956-06","34.1866","-118.348","199.6","BURBANK VALLEY PUMP PLANT, CA US","122.8","0","81.1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","30",",0","5",",0","7","","","","19560601",",,0","19560630","+,,0","19560630","+,,0","","","19560618",",,0","19560626",",,0","10.0",",0,01,","0",",,0,30,+","0",",,0,30,+","0.0",",T,0,18,","36.7",",0,26,","1006.7","0","0.8",",0","0.0",",T,,0","0",",,,0","21.01",",0","27.75",",,,0","14.26",",,,0","","","",""
"USC00041194","1956-07","34.1866","-118.348","199.6","BURBANK VALLEY PUMP PLANT, CA US","265.1","0","142.3",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","9",",0","5","","","","19560715","+,,0","19560731","+,,0","19560731","+,,0","","","19560702",",,0","19560728","+,,0","13.3",",0,15,+","0",",,0,31,+","0",",,0,31,+","0.0",",T,0,02,","33.3",",0,28,+","0.0","0","0.0",",0","0.0",",T,,0","0",",,,0","22.92",",0","29.86",",,,0","15.98",",,,0","","","",""
"USC00041194","1956-08","34.1866","-118.348","199.6","BURBANK VALLEY PUMP PLANT, CA US","384.6","0","119.5",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","29",",0","6",",0","8","","","","19560804",",,0","19560831","+,,0","19560831","+,,0","","","19560831","+,,0","19560823",",,0","12.2",",0,04,","0",",,0,31,+","0",",,0,31,+","0.0",",T,0,31,+","41.1",",0,23,","1.1","0","1.1",",0","0.0",",T,,0","0",",,,0","22.15",",0","29.02",",,,0","15.29",",,,0","","","",""
"USC00041194","1956-09","34.1866","-118.348","199.6","BURBANK VALLEY PUMP PLANT, CA US","575.8","0","191.2",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","30",",0","22",",0","4","","","","19560913",",,0","19560930","+,,0","19560930","+,,0","","","19560930","+,,0","19560909",",,0","12.8",",0,13,","0",",,0,30,+","0",",,0,30,+","0.0",",,0,30,+","40.0",",0,09,","1.1","0","0.0",",0","0.0",",,,0","0",",,,0","24.71",",0","33.65",",,,0","15.77",",,,0","","","",""
"USC00041194","1956-10","34.1866","-118.348","199.6","BURBANK VALLEY PUMP PLANT, CA US","598.9","0","23.1",",0","4",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","24",",0","0",",0","12","","","","19561030",",,0","19561031","+,,0","19561031","+,,0","1","","19561004",",,0","19561020",",,0","5.6",",0,30,","0",",,0,31,+","0",",,0,31,+","12.2",",,0,04,","31.7",",0,20,","35.3","0","34.2",",0","13.1",",,,0","0",",,,0","17.97",",0","24.17",",,,0","11.77",",,,0","","","",""
"USC00041194","1956-11","34.1866","-118.348","199.6","BURBANK VALLEY PUMP PLANT, CA US","627.5","0","28.6",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","27",",0","5",",0","3","","","","19561121",",,0","19561130","+,,0","19561130","+,,0","","","19561130","+,,0","19561109","+,,0","4.4",",0,21,","0",",,0,30,+","0",",,0,30,+","0.0",",,0,30,+","33.9",",0,09,+","79.5","0","44.2",",0","0.0",",,,0","0",",,,0","17.81",",0","26.94",",,,0","8.69",",,,0","","","",""
"USC00041194","1956-12","34.1866","-118.348","199.6","BURBANK VALLEY PUMP PLANT, CA US","628.1","0","0.6",",0","1",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","23",",0","0",",0","3","","","","19561209",",,0","19561231","+,,0","19561231","+,,0","","","19561205",",,0","19561228","+,,0","1.7",",0,09,","0",",,0,31,+","0",",,0,31,+","3.3",",,0,05,","28.9",",0,28,+","196.4","0","116.9",",0","3.3",",,,0","0",",,,0","14.58",",0","22.67",",,,0","6.50",",,,0","","","",""
"USC00041194","1957-01","34.1866","-118.348","199.6","BURBANK VALLEY PUMP PLANT, CA US","0.0","0","0.0",",0","15",",0","12",",0","2",",0","0",",0","0",",0","0",",0","2",",0","0",",0","4",",0","0",",0","13","","","","19570128",",,0","19570131","+,,0","19570127",",,0","","","19570112",",,0","19570117","+,,0","-2.2",",0,28,","0",",,0,31,+","0",",T,0,27,","42.7",",,0,12,","23.3",",0,17,+","438.1","0","241.7",",0","145.2",",,,0","0",",T,,0","10.54",",0","15.70",",,,0","5.38",",,,0","","","",""
"USC00041194","1957-02","34.1866","-118.348","199.6","BURBANK VALLEY PUMP PLANT, CA US","10.9","0","10.9",",0","6",",0","2",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","11",",0","0",",0","12","","","","19570201",",,0","19570228","+,,0","19570228","+,,0","1","","19570223",",,0","19570213",",,0","1.1",",0,01,","0",",,0,28,+","0",",,0,28,+","37.8",",,0,23,","31.1",",0,13,","551.2","0","113.1",",0","54.0",",,,0","0",",,,0","14.68",",0","20.04",",,,0","9.32",",,,0","","","",""
"USC00041194","1957-03","34.1866","-118.348","199.6","BURBANK VALLEY PUMP PLANT, CA US","18.4","0","7.5",",0","5",",0","2",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","16",",0","0",",0","4","","","","19570314",",,0","19570331","+,,0","19570331","+,,0","","","19570316",",,0","19570307",",,0","5.0",",0,14,","0",",,0,31,+","0",",,0,31,+","19.8",",,0,16,","29.4",",0,07,","645.1","0","93.9",",0","28.6",",,,0","0",",,,0","15.55",",0","21.56",",,,0","9.54",",,,0","","","",""
"USC00041194","1957-04","34.1866","-118.348","199.6","BURBANK VALLEY PUMP PLANT, CA US","26.5","0","8.1",",0","3",",0","3",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","15",",0","0",",0","6","","","","19570421",",,0","19570430","+,,0","19570430","+,,0","","","19570420",",,0","19570428","+,,0","5.0",",0,21,","0",",,0,30,+","0",",,0,30,+","15.7",",,0,20,","30.0",",0,28,+","733.9","0","88.8",",0","30.2",",,,0","0",",,,0","15.64",",0","21.15",",,,0","10.13",",,,0","","","",""
"USC00041194","1957-05","34.1866","-118.348","199.6","BURBANK VALLEY PUMP PLANT, CA US","37.0","0","10.5",",0","6",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","18",",0","1",",0","5","","","","19570509",",,0","19570531","+,,0","19570531","+,,0","","","19570511",",,0","19570526",",,0","8.9",",0,09,","0",",,0,31,+","0",",,0,31,+","11.7",",,0,11,","32.8",",0,26,","782.2","0","48.3",",0","15.9",",,,0","0",",,,0","17.11",",0","21.94",",,,0","12.29",",,,0","","","",""
"USC00041194","1957-06","34.1866","-118.348","199.6","BURBANK VALLEY PUMP PLANT, CA US","169.0","0","132.0",",0","2",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","29",",0","9",",0","6","","","","19570616","+,,0","19570630","+,,0","19570630","+,,0","","","19570609",",,0","19570618",",,0","13.9",",0,16,+","0",",,0,30,+","0",",,0,30,+","1.5",",,0,09,","38.9",",0,18,","783.3","0","1.1",",0","2.0",",,,0","0",",,,0","22.70",",0","29.15",",,,0","16.24",",,,0","","","",""
"USC00041194","1957-07","34.1866","-118.348","199.6","BURBANK VALLEY PUMP PLANT, CA US","365.3","0","196.3",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","16",",0","5","","","","19570723","+,,0","19570731","+,,0","19570731","+,,0","","","19570710","+,,0","19570703",",,0","13.9",",0,23,+","0",",,0,31,+","0",",,0,31,+","0.0",",T,0,10,+","40.6",",0,03,","0.0","0","0.0",",0","0.0",",T,,0","0",",,,0","24.66",",0","32.05",",,,0","17.28",",,,0","","","",""
"USC00041194","1957-08","34.1866","-118.348","199.6","BURBANK VALLEY PUMP PLANT, CA US","553.5","0","188.2",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","15",",0","4","","","","19570830",",,0","19570831","+,,0","19570831","+,,0","","","19570825",",,0","19570822","+,,0","12.2",",0,30,","0",",,0,31,+","0",",,0,31,+","0.0",",T,0,25,","35.6",",0,22,+","0.0","0","0.0",",0","0.0",",T,,0","0",",,,0","24.40",",0","31.51",",,,0","17.29",",,,0","","","",""
"USC00041194","1957-09","34.1866","-118.348","199.6","BURBANK VALLEY PUMP PLANT, CA US","674.7","0","121.2",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","30",",0","8",",0","3","","","","19570927","+,,0","19570930","+,,0","19570930","+,,0","","","19570930","+,,0","19570924","+,,0","12.8",",0,27,+","0",",,0,30,+","0",",,0,30,+","0.0",",,0,30,+","36.1",",0,24,+","0.0","0","0.0",",0","0.0",",,,0","0",",,,0","22.37",",0","29.76",",,,0","14.98",",,,0","","","",""
"USC00041194","1957-10","34.1866","-118.348","199.6","BURBANK VALLEY PUMP PLANT, CA US","694.1","0","19.4",",0","7",",0","4",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","22",",0","0",",0","4","","","","19571022","+,,0","19571031","+,,0","19571031","+,,0","2","","19571011",",,0","19571025",",,0","7.8",",0,22,+","0",",,0,31,+","0",",,0,31,+","35.3",",,0,11,","30.6",",0,25,","30.8","0","30.8",",0","61.5",",,,0","0",",,,0","17.96",",0","23.65",",,,0","12.27",",,,0","","","",""
"USC00041194","1957-11","34.1866","-118.348","199.6","BURBANK VALLEY PUMP PLANT, CA US","694.6","0","0.5",",0","2",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","17",",0","0",",0","4","","","","19571130","+,,0","19571130","+,,0","19571130","+,,0","","","19571102",",,0","19571125",",,0","3.9",",0,30,+","0",",,0,30,+","0",",,0,30,+","6.4",",,0,02,","28.3",",0,25,","145.1","0","114.3",",0","6.9",",,,0","0",",,,0","14.54",",0","21.45",",,,0","7.63",",,,0","","","",""
"USC00041194","1957-12","34.1866","-118.348","199.6","BURBANK VALLEY PUMP PLANT, CA US","696.0","0","1.4",",0","6",",0","5",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","17",",0","0",",0","7","","","","19571224",",,0","19571231","+,,0","19571231","+,,0","","","19571215",",,0","19571209",",,0","4.4",",0,24,","0",",,0,31,+","0",",,0,31,+","34.8",",,0,15,","28.3",",0,09,","263.8","0","118.7",",0","87.9",",,,0","0",",,,0","14.55",",0","21.76",",,,0","7.34",",,,0","","","",""
"USC00041194","1958-01","34.1866","-118.348","199.6","BURBANK VALLEY PUMP PLANT, CA US","0.0","0","0.0",",0","5",",0","4",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","15",",0","0",",0","4","","","","19580123",",,0","19580131","+,,0","19580131","+,,0","","","19580125",",,0","19580116",",,0","2.8",",0,23,","0",",,0,31,+","0",",,0,31,+","17.5",",,0,25,","27.8",",0,16,","401.1","0","137.3",",0","30.0",",,,0","0",",,,0","13.90",",0","20.75",",,,0","7.06",",,,0","","","",""
"USC00041194","1958-02","34.1866","-118.348","199.6","BURBANK VALLEY PUMP PLANT, CA US","0.0","0","0.0",",0","9",",0","5",",0","3",",0","0",",0","0",",0","0",",0","0",",0","0",",0","8",",0","0",",0","16","","","","19580228",",,0","19580228","+,,0","19580228","+,,0","3","","19580219",",,0","19580216",",,0","5.0",",0,28,","0",",,0,28,+","0",",,0,28,+","63.8",",,0,19,","27.8",",0,16,","513.1","0","112.0",",0","176.6",",,,0","0",",,,0","14.33",",0","19.94",",,,0","8.73",",,,0","","","",""
"USC00041194","1958-03","34.1866","-118.348","199.6","BURBANK VALLEY PUMP PLANT, CA US","0.0","0","0.0",",0","15",",0","8",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","3",",0","0",",0","5","","","","19580313",",,0","19580331","+,,0","19580331","+,,0","2","","19580315",",,0","19580319",",,0","2.8",",0,13,","0",",,0,31,+","0",",,0,31,+","27.4",",,0,15,","23.9",",0,19,","694.0","0","180.9",",0","93.6",",,,0","0",",,,0","12.50",",0","17.47",",,,0","7.53",",,,0","","","",""
"USC00041194","1958-04","34.1866","-118.348","199.6","BURBANK VALLEY PUMP PLANT, CA US","41.7","0","41.7",",0","6",",0","5",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","21",",0","3",",0","2","","","","19580405","+,,0","19580430","+,,0","19580430","+,,0","","","19580401",",,0","19580420",",,0","5.6",",0,05,+","0",",,0,30,+","0",",,0,30,+","34.0",",,0,01,","37.8",",0,20,","761.8","0","67.8",",0","91.9",",,,0","0",",,,0","17.46",",0","23.89",",,,0","11.04",",,,0","","","",""
"USC00041194","1958-05","34.1866","-118.348","199.6","BURBANK VALLEY PUMP PLANT, CA US","93.5","0","51.8",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","24",",0","0",",0","4","","","","19580513",",,0","19580531","+,,0","19580531","+,,0","","","19580522","+,,0","19580504",",,0","9.4",",0,13,","0",",,0,31,+","0",",,0,31,+","0.0",",T,0,22,+","31.1",",0,04,","779.6","0","17.8",",0","0.0",",T,,0","0",",,,0","19.43",",0","25.55",",,,0","13.31",",,,0","","","",""
"USC00041194","1958-06","34.1866","-118.348","199.6","BURBANK VALLEY PUMP PLANT, CA US","171.2","0","77.7",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","30",",0","1",",0","5","","","","19580613","+,,0","19580630","+,,0","19580630","+,,0","","","19580611",",,0","19580627",",,0","12.8",",0,13,+","0",",,0,30,+","0",",,0,30,+","0.0",",T,0,11,","32.2",",0,27,","779.6","0","0.0",",0","0.0",",T,,0","0",",,,0","20.92",",0","27.10",",,,0","14.74",",,,0","","","",""
"USC00041194","1958-07","34.1866","-118.348","199.6","BURBANK VALLEY PUMP PLANT, CA US","305.3","0","134.1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","7",",0","7","","","","19580720","+,,0","19580731","+,,0","19580731","+,,0","","","19580715",",,0","19580710",",,0","13.9",",0,20,+","0",",,0,31,+","0",",,0,31,+","0.0",",T,0,15,","38.3",",0,10,","0.0","0","0.0",",0","0.0",",T,,0","0",",,,0","22.66",",0","29.41",",,,0","15.91",",,,0","","","",""
"USC00041194","1958-08","34.1866","-118.348","199.6","BURBANK VALLEY PUMP PLANT, CA US","497.0","0","191.7",",0","2",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","12",",0","6","","","","19580831",",,0","19580831","+,,0","19580831","+,,0","2","","19580815",",,0","19580810",",,0","15.0",",0,31,","0",",,0,31,+","0",",,0,31,+","1.3",",,0,15,","36.7",",0,10,","0.0","0","0.0",",0","2.1",",,,0","0",",,,0","24.52",",0","31.01",",,,0","18.03",",,,0","","","",""
"USC00041194","1958-09","34.1866","-118.348","199.6","BURBANK VALLEY PUMP PLANT, CA US","676.6","0","179.6",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","29",",0","19",",0","1","","","","19580925","+,,0","19580930","+,,0","19580930","+,,0","1","","19580923",",,0","19580916",",,0","12.8",",0,25,+","0",",,0,30,+","0",",,0,30,+","1.0",",,0,23,","37.8",",0,16,","0.5","0","0.5",",0","1.0",",,,0","0",",,,0","24.30",",0","32.12",",,,0","16.49",",,,0","","","",""
"USC00041194","1958-10","34.1866","-118.348","199.6","BURBANK VALLEY PUMP PLANT, CA US","803.0","0","126.4",",0","2",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","11",",0","5","","","","19581030",",,0","19581031","+,,0","19581031","+,,0","","","19581024","+,,0","19581016",",,0","10.0",",0,30,","0",",,0,31,+","0",",,0,31,+","0.3",",,0,24,+","39.4",",0,16,","5.0","0","4.5",",0","0.6",",,,0","0",",,,0","22.27",",0","29.64",",,,0","14.89",",,,0","","","",""
"USC00041194","1958-11","34.1866","-118.348","199.6","BURBANK VALLEY PUMP PLANT, CA US","812.5","0","9.5",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","1",",0","0",",0","21",",0","0",",0","4","","","","19581117",",,0","19581130","+,,0","19581115",",,0","","","19581115",",,0","19581106",",,0","0.0",",0,17,","0",",,0,30,+","0",",T,0,15,","0.3",",,0,15,","31.1",",0,06,","85.3","0","80.3",",0","0.3",",,,0","0",",T,,0","15.97",",0","23.43",",,,0","8.52",",,,0","","","",""
"USC00041194","1958-12","34.1866","-118.348","199.6","BURBANK VALLEY PUMP PLANT, CA US","822.8","0","10.3",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","18",",0","1",",0","5","","","","19581225","+,,0","19581231","+,,0","19581231","+,,0","","","19581227",",,0","19581203",",,0","4.4",",0,25,+","0",",,0,31,+","0",",,0,31,+","0.0",",T,0,27,","33.3",",0,03,","188.3","0","103.0",",0","0.0",",T,,0","0",",,,0","15.34",",0","23.43",",,,0","7.25",",,,0","","","",""
"USC00041194","1959-01","34.1866","-118.348","199.6","BURBANK VALLEY PUMP PLANT, CA US","1.1","0","1.1",",0","2",",0","2",",0","2",",0","0",",0","0",",0","0",",0","0",",0","0",",0","15",",0","0",",0","9","","","","19590123","+,,0","19590131","+,,0","19590131","+,,0","1","","19590106",",,0","19590117",",,0","4.4",",0,23,+","0",",,0,31,+","0",",,0,31,+","45.5",",,0,06,","28.9",",0,17,","319.2","0","130.9",",0","73.7",",,,0","0",",,,0","14.15",",0","20.91",",,,0","7.38",",,,0","","","",""
"USC00041194","1959-02","34.1866","-118.348","199.6","BURBANK VALLEY PUMP PLANT, CA US","1.1","0","0.0",",0","9",",0","7",",0","2",",0","0",",0","0",",0","0",",0","0",",0","0",",0","5",",0","0",",0","5","","","","19590222",",,0","19590228","+,,0","19590208",",,0","1","","19590211",",,0","19590228",",,0","1.1",",0,22,","0",",,0,28,+","0",",T,0,08,","48.3",",,0,11,","27.2",",0,28,","501.0","0","181.8",",0","146.3",",,,0","0",",T,,0","11.84",",0","17.70",",,,0","5.98",",,,0","","","",""
"USC00041194","1959-03","34.1866","-118.348","199.6","BURBANK VALLEY PUMP PLANT, CA US","12.6","0","11.5",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","27",",0","0",",0","4","","","","19590308","+,,0","19590331","+,,0","19590331","+,,0","","","19590331","+,,0","19590312",",,0","6.7",",0,08,+","0",",,0,31,+","0",",,0,31,+","0.0",",,0,31,+","30.6",",0,12,","550.2","0","49.2",",0","0.0",",,,0","0",",,,0","17.11",",0","24.62",",,,0","9.61",",,,0","","","",""
"USC00041194","1959-04","34.1866","-118.348","199.6","BURBANK VALLEY PUMP PLANT, CA US","44.5","0","31.9",",0","2",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","20",",0","2",",0","8","","","","19590405",",,0","19590430","+,,0","19590430","+,,0","","","19590425",",,0","19590429",",,0","8.9",",0,05,","0",",,0,30,+","0",",,0,30,+","11.4",",,0,25,","34.4",",0,29,","582.6","0","32.4",",0","12.7",",,,0","0",",,,0","18.32",",0","24.49",",,,0","12.15",",,,0","","","",""
"USC00041194","1959-05","34.1866","-118.348","199.6","BURBANK VALLEY PUMP PLANT, CA US","48.2","0","3.7",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","25",",0","0",",0","","","","","19590505","+,,0","19590531","+,,0","19590531","+,,0","","","19590522","+,,0","19590507",",,0","7.8",",0,05,+","0",",,0,31,+","0",",,0,31,+","0.0",",T,0,22,+","26.7",",0,07,","617.4","0","34.8",",0","0.0",",T,,0","0",",,,0","17.33",",0","22.49",",,,0","12.16",",,,0","","","",""
"USC00041194","1959-06","34.1866","-118.348","199.6","BURBANK VALLEY PUMP PLANT, CA US","148.2","0","100.0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","30",",0","4",",0","8","","","","19590602",",,0","19590630","+,,0","19590630","+,,0","","","19590628",",,0","19590620",",,0","12.2",",0,02,","0",",,0,30,+","0",",,0,30,+","0.0",",T,0,28,","32.8",",0,20,","617.4","0","0.0",",0","0.0",",T,,0","0",",,,0","21.67",",0","28.04",",,,0","15.29",",,,0","","","",""
"USC00041194","1959-07","34.1866","-118.348","199.6","BURBANK VALLEY PUMP PLANT, CA US","358.4","0","210.2",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","14",",0","1","","","","19590708","+,,0","19590731","+,,0","19590731","+,,0","","","19590722",",,0","19590710",",,0","15.6",",0,08,+","0",",,0,31,+","0",",,0,31,+","0.0",",T,0,22,","40.0",",0,10,","0.0","0","0.0",",0","0.0",",T,,0","0",",,,0","25.11",",0","31.95",",,,0","18.27",",,,0","","","",""
"USC00041194","1959-08","34.1866","-118.348","199.6","BURBANK VALLEY PUMP PLANT, CA US","519.2","0","160.8",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","9",",0","3","","","","19590821",",,0","19590831","+,,0","19590831","+,,0","","","19590826","+,,0","19590801",",,0","12.2",",0,21,","0",",,0,31,+","0",",,0,31,+","0.0",",T,0,26,+","37.2",",0,01,","0.0","0","0.0",",0","0.0",",T,,0","0",",,,0","23.52",",0","29.93",",,,0","17.11",",,,0","","","",""
