"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","DYNT","DYNT_ATTRIBUTES","DYXP","DYXP_ATTRIBUTES","DYXT","DYXT_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"KE000063612","1977-09","3.117","35.617","515.0","LODWAR, KE","","","","","1","5,I","0","5,I","0","5,I","","","","","","","","","","","","","19770918",",5,I","","","","","0.3","5,,I,18,","","","","","0.3","5,,,I","","","","","",""
"KE000063612","1977-10","3.117","35.617","515.0","LODWAR, KE","","","","","2","4,I","1","4,I","1","4,I","","","","","","","","","","","","","19771022",",4,I","","","","","59.9","4,,I,22,","","","","","61.9","4,,,I","","","","","",""
"KE000063612","1978-07","3.117","35.617","515.0","LODWAR, KE","","","","","3","3,I","0","3,I","0","3,I","","","","","","","","","","","","","19780729",",3,I","","","","","1.0","3,,I,29,","","","","","1.8","3,,,I","","","","","",""
"KE000063612","1978-09","3.117","35.617","515.0","LODWAR, KE","","","","","4","2,I","1","2,I","0","2,I","0","4,I","0","4,I","","","","","","","19780905","+,4,I","19780905",",2,I","","","21.0","4,I,05,+","3.0","2,,I,05,","","","","","7.0","2,,,I","","","","","23.92","4,,,I"
"KE000063612","1978-10","3.117","35.617","515.0","LODWAR, KE","","","","","4","5,I","1","5,I","0","5,I","","","","","","","","","","","","","19781023",",5,I","","","","","3.0","5,,I,23,","","","","","6.0","5,,,I","","","","","",""
"KE000063612","1979-08","3.117","35.617","515.0","LODWAR, KE","","","","","1","4,I","1","4,I","0","4,I","0","4,I","0","4,I","","","","","","","19790807","+,4,I","19790806",",4,I","","","21.0","4,I,07,+","4.1","4,,I,06,","","","","","4.1","4,,,I","","","","","23.96","4,,,I"
"KE000063612","1979-09","3.117","35.617","515.0","LODWAR, KE","","","","","1","2,I","0","2,I","0","2,I","0","3,I","0","3,I","","","","","","","19790927","+,3,I","19790927",",2,I","","","23.0","3,I,27,+","1.0","2,,I,27,","","","","","1.0","2,,,I","","","","","24.59","3,,,I"
"KE000063612","1979-12","3.117","35.617","515.0","LODWAR, KE","","","","","3","4,I","0","4,I","0","4,I","0","4,I","0","4,I","","","","","","","19791205",",4,I","19791230",",4,I","","","19.0","4,I,05,","2.0","4,,I,30,","","","","","2.8","4,,,I","","","","","23.04","4,,,I"
"KE000063612","1980-08","3.117","35.617","515.0","LODWAR, KE","","","","","","","","","","","","","","","0","2,I","29","2,I","29","2,I","","","","","19800828","+,2,I","","","","","35.0","2,I,28,+","","","","","","","34.10","2,,,I","",""
"KE000063612","1980-09","3.117","35.617","515.0","LODWAR, KE","","","","","0","2,I","0","2,I","0","2,I","0","3,I","0","3,I","","","","","","","19800930",",3,I","19800930","+,2,I","","","22.0","3,I,30,","0.0","2,,I,30,+","","","","","0.0","2,,,I","","","","","24.70","3,,,I"
"KE000063612","1980-11","3.117","35.617","515.0","LODWAR, KE","","","","","3","5,I","2","5,I","0","5,I","","","","","0","3,I","27","3,I","25","3,I","","","19801122",",5,I","19801130","+,3,I","","","19.1","5,,I,22,","37.0","3,I,30,+","","","29.0","5,,,I","","","35.30","3,,,I","",""
"KE000063612","1981-02","3.117","35.617","515.0","LODWAR, KE","","","","","0","4,I","0","4,I","0","4,I","0","5,I","0","5,I","","","","","","","19810204",",5,I","19810228","+,4,I","","","17.0","5,I,04,","0.0","4,,I,28,+","","","","","0.0","4,,,I","","","","","23.00","5,,,I"
"KE000063612","1981-05","3.117","35.617","515.0","LODWAR, KE","","","","","1","4,I","0","4,I","0","4,I","0","4,I","0","4,I","","","","","","","19810508",",4,I","19810508",",4,I","","","22.0","4,I,08,","2.0","4,,I,08,","","","","","2.0","4,,,I","","","","","24.22","4,,,I"
"KE000063612","1981-06","3.117","35.617","515.0","LODWAR, KE","","","","","1","2,I","1","2,I","1","2,I","0","2,I","0","2,I","","","","","","","19810629","+,2,I","19810611",",2,I","","","23.0","2,I,29,+","50.0","2,,I,11,","","","","","50.0","2,,,I","","","","","24.04","2,,,I"
"KE000063612","1981-07","3.117","35.617","515.0","LODWAR, KE","","","","","0","4,I","0","4,I","0","4,I","0","5,I","0","5,I","","","","","","","19810708",",5,I","19810731","+,4,I","","","22.0","5,I,08,","0.0","4,,I,31,+","","","","","0.0","4,,,I","","","","","24.15","5,,,I"
"KE000063612","1981-09","3.117","35.617","515.0","LODWAR, KE","","","","","0","5,I","0","5,I","0","5,I","","","","","","","","","","","","","19810930","+,5,I","","","","","0.0","5,,I,30,+","","","","","0.0","5,,,I","","","","","",""
"KE000063612","1981-10","3.117","35.617","515.0","LODWAR, KE","","","324.8","5,I","1","3,I","0","3,I","0","3,I","0","4,I","0","4,I","0","2,I","29","2,I","29","2,I","19811005",",4,I","19811019",",3,I","19811031","+,2,I","22.0","4,I,05,","0.5","3,,I,19,","37.0","2,I,31,+","0.0","2,I","0.5","3,,,I","30.86","5,I","36.21","2,,,I","25.52","4,,,I"
"KE000063612","1981-11","3.117","35.617","515.0","LODWAR, KE","","","","","0","4,I","0","4,I","0","4,I","","","","","","","","","","","","","19811130","+,4,I","","","","","0.0","4,,I,30,+","","","","","0.0","4,,,I","","","","","",""
"KE000063612","1983-08","3.117","35.617","515.0","LODWAR, KE","","","","","","","","","","","0","5,I","0","5,I","","","","","","","19830810",",5,I","","","","","20.2","5,I,10,","","","","","","","","","","","","","23.22","5,,,I"
"KE000063612","1983-09","3.117","35.617","515.0","LODWAR, KE","","","","","","","","","","","0","3,I","0","3,I","","","","","","","19830918",",3,I","","","","","21.6","3,I,18,","","","","","","","","","","","","","24.34","3,,,I"
"KE000063612","1983-11","3.117","35.617","515.0","LODWAR, KE","","","","","","","","","","","0","5,I","0","5,I","0","3,I","27","3,I","27","3,I","19831122",",5,I","","","19831112",",3,I","19.8","5,I,22,","","","37.2","3,I,12,","","","","","29.83","7,I","36.08","3,,,I","23.58","5,,,I"
"KE000063612","1984-01","3.117","35.617","515.0","LODWAR, KE","","","","","","","","","","","0","5,I","0","5,I","","","","","","","19840124",",5,I","","","","","18.5","5,I,24,","","","","","","","","","","","","","21.22","5,,,I"
"KE000063612","1984-02","3.117","35.617","515.0","LODWAR, KE","","","","","","","","","","","0","4,I","0","4,I","0","4,I","25","4,I","25","4,I","19840212",",4,I","","","19840214",",4,I","16.9","4,I,12,","","","39.4","4,I,14,","","","","","28.95","8,I","37.27","4,,,I","20.64","4,,,I"
"KE000063612","1984-03","3.117","35.617","515.0","LODWAR, KE","","","","","","","","","","","","","","","0","4,I","27","4,I","27","4,I","","","","","19840326",",4,I","","","","","39.2","4,I,26,","","","","","","","37.69","4,,,I","",""
"KE000063612","1984-05","3.117","35.617","515.0","LODWAR, KE","","","","","","","","","","","0","4,I","0","4,I","0","5,I","26","5,I","26","5,I","19840501",",4,I","","","19840504",",5,I","15.7","4,I,01,","","","38.0","5,I,04,","","","","","30.82","8,I","36.27","5,,,I","25.37","4,,,I"
"KE000063612","1984-06","3.117","35.617","515.0","LODWAR, KE","","","","","","","","","","","0","5,I","0","5,I","","","","","","","19840627",",5,I","","","","","20.3","5,I,27,","","","","","","","","","","","","","24.15","5,,,I"
"KE000063612","1984-07","3.117","35.617","515.0","LODWAR, KE","","","","","","","","","","","0","4,I","0","4,I","","","","","","","19840727","+,4,I","","","","","23.0","4,I,27,+","","","","","","","","","","","","","23.90","4,,,I"
"KE000063612","1984-08","3.117","35.617","515.0","LODWAR, KE","","","","","","","","","","","","","","","0","5,I","26","5,I","26","5,I","","","","","19840828","+,5,I","","","","","35.7","5,I,28,+","","","","","","","34.41","5,,,I","",""
"KE000063612","1984-10","3.117","35.617","515.0","LODWAR, KE","","","304.3","5,I","","","","","","","0",",I","0",",I","0","5,I","26","5,I","26","5,I","19841029",",,I","","","19841016",",5,I","20.9",",I,29,","","","37.2","5,I,16,","0.0","5,I","","","29.99","5,I","35.84","5,,,I","24.13",",,,I"
"KE000063612","1984-11","3.117","35.617","515.0","LODWAR, KE","","","","","","","","","","","0","5,I","0","5,I","","","","","","","19841115",",5,I","","","","","21.4","5,I,15,","","","","","","","","","","","","","23.33","5,,,I"
"KE000063612","1984-12","3.117","35.617","515.0","LODWAR, KE","","","","","","","","","","","0","2,I","0","2,I","","","","","","","19841219",",2,I","","","","","18.1","2,I,19,","","","","","","","","","","","","","22.04","2,,,I"
"KE000063612","1985-04","3.117","35.617","515.0","LODWAR, KE","","","","","","","","","","","","","","","0","4,I","26","4,I","18","4,I","","","","","19850406",",4,I","","","","","35.8","4,I,06,","","","","","","","32.73","4,,,I","",""
"KE000063612","1985-09","3.117","35.617","515.0","LODWAR, KE","","","","","","","","","","","0","5,I","0","5,I","0","5,I","25","5,I","25","5,I","19850920",",5,I","","","19850930",",5,I","20.5","5,I,20,","","","36.2","5,I,30,","","","","","29.86","9,I","35.21","5,,,I","24.51","5,,,I"
"KE000063612","1985-10","3.117","35.617","515.0","LODWAR, KE","","","","","","","","","","","0","5,I","0","5,I","","","","","","","19851031",",5,I","","","","","21.2","5,I,31,","","","","","","","","","","","","","24.46","5,,,I"
"KE000063612","1985-12","3.117","35.617","515.0","LODWAR, KE","","","","","","","","","","","0","3,I","0","3,I","","","","","","","19851230",",3,I","","","","","17.4","3,I,30,","","","","","","","","","","","","","21.43","3,,,I"
"KE000063612","1986-01","3.117","35.617","515.0","LODWAR, KE","","","","","","","","","","","0","5,I","0","5,I","0","3,I","28","3,I","28","3,I","19860126",",5,I","","","19860114",",3,I","17.7","5,I,26,","","","37.8","3,I,14,","","","","","28.48","7,I","36.70","3,,,I","20.26","5,,,I"
"KE000063612","1986-02","3.117","35.617","515.0","LODWAR, KE","","","304.7","3,I","","","","","","","0","1,I","0","1,I","0","2,I","26","2,I","26","2,I","19860215",",1,I","","","19860212",",2,I","17.9","1,I,15,","","","39.4","2,I,12,","0.0","2,I","","","30.49","3,I","37.64","2,,,I","23.33","1,,,I"
"KE000063612","1986-04","3.117","35.617","515.0","LODWAR, KE","","","","","9","4,I","4","4,I","1","4,I","","","","","0","5,I","25","5,I","23","5,I","","","19860424",",4,I","19860402",",5,I","","","33.0","4,,I,24,","37.3","5,I,02,","","","78.7","4,,,I","","","35.36","5,,,I","",""
"KE000063612","1986-05","3.117","35.617","515.0","LODWAR, KE","","","","","","","","","","","0","5,I","0","5,I","","","","","","","19860501",",5,I","","","","","22.3","5,I,01,","","","","","","","","","","","","","24.70","5,,,I"
"KE000063612","1986-06","3.117","35.617","515.0","LODWAR, KE","","","","","","","","","","","0","4,I","0","4,I","","","","","","","19860618",",4,I","","","","","20.8","4,I,18,","","","","","","","","","","","","","23.72","4,,,I"
"KE000063612","1986-08","3.117","35.617","515.0","LODWAR, KE","","","","","","","","","","","0","5,I","0","5,I","","","","","","","19860812",",5,I","","","","","22.0","5,I,12,","","","","","","","","","","","","","23.73","5,,,I"
"KE000063612","1986-10","3.117","35.617","515.0","LODWAR, KE","","","","","","","","","","","0","5,I","0","5,I","","","","","","","19861031",",5,I","","","","","21.1","5,I,31,","","","","","","","","","","","","","24.68","5,,,I"
"KE000063612","1986-11","3.117","35.617","515.0","LODWAR, KE","","","","","","","","","","","0","5,I","0","5,I","0","2,I","28","2,I","28","2,I","19861113",",5,I","","","19861107","+,2,I","20.9","5,I,13,","","","37.7","2,I,07,+","","","","","29.98","6,I","35.88","2,,,I","24.09","5,,,I"
"KE000063612","1987-05","3.117","35.617","515.0","LODWAR, KE","","","","","","","","","","","0","4,I","0","4,I","","","","","","","19870528",",4,I","","","","","20.4","4,I,28,","","","","","","","","","","","","","24.10","4,,,I"
"KE000063612","1987-06","3.117","35.617","515.0","LODWAR, KE","","","","","","","","","","","0","3,I","0","3,I","0","5,I","25","5,I","21","5,I","19870605",",3,I","","","19870628",",5,I","21.0","3,I,05,","","","35.9","5,I,28,","","","","","28.26","7,I","33.10","5,,,I","23.42","3,,,I"
"KE000063612","1987-07","3.117","35.617","515.0","LODWAR, KE","","","","","","","","","","","","","","","0","3,I","28","3,I","28","3,I","","","","","19870730","+,3,I","","","","","35.4","3,I,30,+","","","","","","","34.24","3,,,I","",""
"KE000063612","1987-09","3.117","35.617","515.0","LODWAR, KE","","","","","0","5,I","0","5,I","0","5,I","","","","","0","5,I","25","5,I","25","5,I","","","19870930","+,5,I","19870925",",5,I","","","0.0","5,,I,30,+","37.6","5,I,25,","","","0.0","5,,,I","","","35.84","5,,,I","",""
"KE000063612","1987-10","3.117","35.617","515.0","LODWAR, KE","","","","","0","5,I","0","5,I","0","5,I","","","","","","","","","","","","","19871031","+,5,I","","","","","0.0","5,,I,31,+","","","","","0.0","5,,,I","","","","","",""
"KE000063612","1987-11","3.117","35.617","515.0","LODWAR, KE","","","","","","","","","","","0","4,I","0","4,I","","","","","","","19871103",",4,I","","","","","17.3","4,I,03,","","","","","","","","","","","","","23.46","4,,,I"
"KE000063612","1987-12","3.117","35.617","515.0","LODWAR, KE","","","","","0","5,I","0","5,I","0","5,I","","","","","","","","","","","","","19871231","+,5,I","","","","","0.0","5,,I,31,+","","","","","0.0","5,,,I","","","","","",""
"KE000063612","1988-01","3.117","35.617","515.0","LODWAR, KE","","","","","2","3,I","0","3,I","0","3,I","","","","","0","4,I","27","4,I","27","4,I","","","19880118",",3,I","19880127",",4,I","","","2.0","3,,I,18,","39.3","4,I,27,","","","3.0","3,,,I","","","36.70","4,,,I","",""
"KE000063612","1988-02","3.117","35.617","515.0","LODWAR, KE","","","","","0","2,I","0","2,I","0","2,I","0","4,I","0","4,I","0","4,I","25","4,I","25","4,I","19880206",",4,I","19880229","+,2,I","19880219","+,4,I","19.2","4,I,06,","0.0","2,,I,29,+","38.7","4,I,19,+","","","0.0","2,,,I","30.60","8,I","37.61","4,,,I","23.59","4,,,I"
"KE000063612","1988-04","3.117","35.617","515.0","LODWAR, KE","","","","","10","5,I","8","5,I","1","5,I","","","","","0","4,I","26","4,I","21","4,I","","","19880410",",5,I","19880404",",4,I","","","30.0","5,,I,10,","39.4","4,I,04,","","","83.2","5,,,I","","","34.71","4,,,I","",""
