"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","DYNT","DYNT_ATTRIBUTES","DYSD","DYSD_ATTRIBUTES","DYSN","DYSN_ATTRIBUTES","DYXP","DYXP_ATTRIBUTES","DYXT","DYXT_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","EVAP","EVAP_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","WDMV","WDMV_ATTRIBUTES"
"USC00124492","1947-04","41.45","-85.25","305.1","KENDALLVILLE, IN US","","","","","15",",6","8",",6","1",",6","","","","","","","","","","","","","","","","","","","","","19470420",",,6","","","","","","","","","42.2",",,6,20,","","","835.6",",,,6","","","","","136.1",",,,6","","","","","","","","","",""
"USC00124492","1947-05","41.45","-85.25","305.1","KENDALLVILLE, IN US","","","","","18",",6","10",",6","0",",6","","","","","","","","","","","","","","","","","","","","","19470514",",,6","","","","","","","","","18.5",",,6,14,","","","1126.5",",,,6","","","","","115.8",",,,6","","","","","","","","","",""
"USC00124492","1947-06","41.45","-85.25","305.1","KENDALLVILLE, IN US","","","55.3","2,6","11",",6","7",",6","0",",6","","","","","0","2,6","0","2,6","0",",6","23",",6","0",",6","19470603",",2,6","","","","","19470602",",,6","19470611",",,6","4.4","2,6,03,","","","","","19.3",",,6,02,","31.7",",6,11,","1367.7",",,,6","","","43.0",",6","80.2",",,,6","","","18.71","2,6","23.91",",,,6","13.51","2,,,6","1581",",,,6"
"USC00124492","1947-07","41.45","-85.25","305.1","KENDALLVILLE, IN US","","","95.8",",6","8",",6","5",",6","0",",6","","","","","0",",6","0",",6","0",",6","30",",6","2",",6","19470720",",,6","","","","","19470715",",,6","19470731",",,6","7.2",",6,20,","","","","","6.9",",,6,15,","38.9",",6,31,","1483.9",",,,6","11.4","6","11.4",",6","29.8",",,,6","","","21.06",",6","27.56",",,,6","14.55",",,,6","1207",",,,6"
"USC00124492","1947-08","41.45","-85.25","305.1","KENDALLVILLE, IN US","","","233.2","1,6","6",",6","3",",6","2",",6","","","","","0",",6","0",",6","0","1,6","30","1,6","17","1,6","19470801",",,6","","","","","19470815",",,6","19470807","+,1,6","8.9",",6,01,","","","","","38.4",",,6,15,","38.3","1,6,07,+","1715.0","1,,,6","11.4","6","0.0","1,6","80.2",",,,6","","","26.09","1,6","32.86","1,,,6","19.32",",,,6","1683",",,,6"
"USC00124492","1947-09","41.45","-85.25","305.1","KENDALLVILLE, IN US","","","93.1","1,6","8",",6","6",",6","3",",6","","","","","0","1,6","1","1,6","0",",6","23",",6","2",",6","19470930",",1,6","","","","","19470912",",,6","19470912",",,6","0.0","1,6,30,","","","","","48.0",",,6,12,","32.8",",6,12,","1057.8","1,,,6","81.2","6","69.8",",6","144.2",",,,6","","","19.06","1,6","24.74",",,,6","13.39","1,,,6","2064",",,,6"
"USC00124492","1947-10","41.45","-85.25","305.1","KENDALLVILLE, IN US","","","15.2",",6","7",",6","6",",6","0",",6","","","","","0",",6","0",",6","0",",6","21",",6","0",",6","19471001",",,6","","","","","19471018",",,6","19471016",",,6","1.1",",6,01,","","","","","24.1",",,6,18,","29.4",",6,16,","744.7",",,,6","168.8","6","87.6",",6","68.0",",,,6","","","16.00",",6","22.37",",,,6","9.62",",,,6","1768",",,,6"
"USC00124492","1947-11","41.45","-85.25","305.1","KENDALLVILLE, IN US","","","0.0",",6","7","4,6","5","4,6","0","4,6","","","","","0",",6","18",",6","4",",6","0",",6","0",",6","19471130",",,6","","","","","19471111",",4,6","19471107","+,,6","-15.0",",6,30,","","","","","23.1","4,,6,11,","12.2",",6,07,+","","","649.1","6","480.3",",6","59.4","4,,,6","","","2.32",",6","5.59",",,,6","-0.95",",,,6","4207",",,,6"
"USC00124492","1947-12","41.45","-85.25","305.1","KENDALLVILLE, IN US","","","0.0","3,6","","","","","","","","","","","0","2,6","27","2,6","17","1,6","0","1,6","0","1,6","19471211",",2,6","","","","","","","19471204","+,1,6","-15.0","2,6,11,","","","","","","","8.9","1,6,04,+","","","1246.8","6","597.7","1,6","","","","","-3.14","3,6","1.03","1,,,6","-7.30","2,,,6","3790",",,,6"
"USC00124492","1948-01","41.45","-85.25","305.1","KENDALLVILLE, IN US","0.0","0","0.0",",6","6",",6","3",",6","0",",6","","","","","13",",6","30",",6","19",",6","0",",6","0",",6","19480118",",,6","","","","","19480102",",,6","19480109",",,6","-21.1",",6,18,","","","","","22.1",",,6,02,","6.7",",6,09,","","","2056.7","0","809.9",",6","41.9",",,,6","","","-7.79",",6","-3.20",",,,6","-12.38",",,,6","3960",",,,6"
