"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","AWND","AWND_ATTRIBUTES","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","DYFG","DYFG_ATTRIBUTES","DYNT","DYNT_ATTRIBUTES","DYSD","DYSD_ATTRIBUTES","DYSN","DYSN_ATTRIBUTES","DYTS","DYTS_ATTRIBUTES","DYXP","DYXP_ATTRIBUTES","DYXT","DYXT_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","WDFG","WDFG_ATTRIBUTES","WSFG","WSFG_ATTRIBUTES"
"USC00052947","1998-04","40.6483","-102.8594","1299.7","FLEMING 3 SW, CO US","","","","","0.0","1,0","6",",0","1",",0","0",",0","0",",0","0",",0","0","1,0","22","1,0","0",",0","4",",0","0",",0","4","","19980409",",1,0","19980403",",,0","19980403",",,0","1","","19980414",",,0","19980412",",,0","-7.2","1,0,09,","0",",T,0,03,","5",",,0,03,","11.7",",,0,14,","28.9",",0,12,","","","326.6",",0","17.9",",,,0","5",",,,0","7.13","1,0","15.36",",,,0","-1.10","1,,,0","","","",""
"USC00052947","1998-05","40.6483","-102.8594","1299.7","FLEMING 3 SW, CO US","","","","","16.1",",0","12",",0","9",",0","0",",0","0","1,0","0",",0","0",",0","1",",0","0",",0","20",",0","0",",0","9","","19980502",",,0","19980531","+,1,0","19980531","+,,0","10","","19980523",",,0","19980518","+,,0","0.0",",0,02,","0","1,,0,31,+","0",",,0,31,+","24.4",",,0,23,","31.1",",0,18,+","","","107.2",",0","104.4",",,,0","0",",,,0","15.40",",0","23.45",",,,0","7.34",",,,0","","","",""
"USC00052947","1998-06","40.6483","-102.8594","1299.7","FLEMING 3 SW, CO US","","","","","36.7","2,0","12",",0","8",",0","1",",0","0",",0","0",",0","0","2,0","0","2,0","0",",0","24",",0","3",",0","3","","19980606",",2,0","19980630","+,,0","19980630","+,,0","8","","19980608",",,0","19980627",",,0","1.1","2,0,06,","0",",,0,30,+","0",",,0,30,+","30.0",",,0,08,","35.0",",0,27,","","","71.3",",0","82.4",",,,0","0",",,,0","17.18","2,0","24.84",",,,0","9.52","2,,,0","","","",""
"USC00052947","1998-07","40.6483","-102.8594","1299.7","FLEMING 3 SW, CO US","","","","","165.3","1,0","13",",0","7",",0","0",",0","0",",0","0",",0","0","1,0","0","1,0","0",",0","30",",0","13",",0","6","","19980707",",1,0","19980731","+,,0","19980731","+,,0","13","","19980726",",,0","19980721",",,0","13.3","1,0,07,","0",",,0,31,+","0",",,0,31,+","24.1",",,0,26,","40.0",",0,21,","3.0","0","3.0",",0","75.0",",,,0","0",",,,0","23.85","1,0","31.40",",,,0","16.30","1,,,0","","","",""
"USC00052947","1998-08","40.6483","-102.8594","1299.7","FLEMING 3 SW, CO US","","","","","121.9","1,0","6",",0","3",",0","0",",0","0",",0","0",",0","0","1,0","0","1,0","0",",0","30",",0","12",",0","1","","19980829",",1,0","19980831","+,,0","19980831","+,,0","3","","19980802",",,0","19980831","+,,0","8.3","1,0,29,","0",",,0,31,+","0",",,0,31,+","16.5",",,0,02,","36.7",",0,31,+","5.2","0","2.2",",0","28.7",",,,0","0",",,,0","22.38","1,0","30.74",",,,0","14.02","1,,,0","","","",""
"USC00052947","1998-09","40.6483","-102.8594","1299.7","FLEMING 3 SW, CO US","","","","","95.9",",0","7",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","28",",0","12",",0","5","","19980922",",,0","19980930","+,,0","19980930","+,,0","4","","19980921",",,0","19980905",",,0","6.1",",0,22,","0",",,0,30,+","0",",,0,30,+","4.1",",,0,21,","38.3",",0,05,","31.3","0","26.1",",0","10.3",",,,0","0",",,,0","20.66",",0","29.61",",,,0","11.71",",,,0","","","",""
"USC00052947","1998-10","40.6483","-102.8594","1299.7","FLEMING 3 SW, CO US","","","","","0.0",",0","10",",0","6",",0","0",",0","0",",0","0",",0","0",",0","6",",0","0",",0","9",",0","0",",0","8","","19981021",",,0","19981031",",,0","19981031",",,0","2","","19981005",",,0","19981010",",,0","-3.3",",0,21,","0",",T,0,31,","0",",T,0,31,","9.9",",,0,05,","26.1",",0,10,","299.1","0","267.8",",0","47.5",",,,0","0",",T,,0","9.69",",0","16.70",",,,0","2.69",",,,0","","","",""
"USC00052947","1998-11","40.6483","-102.8594","1299.7","FLEMING 3 SW, CO US","","","","","0.0","1,0","6",",0","2",",0","0",",0","4",",0","1",",0","0","1,0","23","1,0","1",",0","6",",0","0",",0","6","","19981111",",1,0","19981103",",,0","19981103",",,0","","","19981103",",,0","19981128",",,0","-7.8","1,0,11,","76",",,0,03,","91",",,0,03,","8.1",",,0,03,","23.9",",0,28,","691.3","0","392.2",",0","14.1",",,,0","142",",,,0","4.79","1,0","11.15",",,,0","-1.57","1,,,0","","","",""
"USC00052947","1998-12","40.6483","-102.8594","1299.7","FLEMING 3 SW, CO US","","","","","0.0",",0","4",",0","2",",0","0",",0","10",",0","2",",0","6",",0","31",",0","6",",0","0",",0","0",",0","3","","19981222",",,0","19981221","+,,0","19981219",",,0","","","19981219",",,0","19981202",",,0","-28.9",",0,22,","152",",,0,21,+","142",",,0,19,","4.8",",,0,19,","20.6",",0,02,","1330.9","0","639.6",",0","12.5",",,,0","266",",,,0","-2.30",",0","5.13",",,,0","-9.72",",,,0","","","",""
"USC00052947","1999-01","40.6483","-102.8594","1299.7","FLEMING 3 SW, CO US","","","0.0","0","0.0",",0","2",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","5",",0","0",",0","0",",0","4","","19990104","+,,0","19990122","+,,0","19990114",",,0","","","19990101",",,0","19990112",",,0","-13.9",",0,04,+","0",",T,0,22,+","8",",,0,14,","2.3",",,0,01,","17.8",",0,12,","1888.5","0","557.6",",0","2.6",",,,0","16",",,,0","0.35",",0","7.61",",,,0","-6.92",",,,0","","","",""
