"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","DYNT","DYNT_ATTRIBUTES","DYSN","DYSN_ATTRIBUTES","DYXP","DYXP_ATTRIBUTES","DYXT","DYXT_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"USC00345688","1893-01","35.15","-97.016667","365.8","MCCOMB, OK US","0.0","6","0.0","1,6","2",",6","1",",6","0",",6","1",",6","1","1,6","27","1,6","2",",6","2",",6","0",",6","18930119",",1,6","18930117",",,6","18930117",",,6","18930128",",,6","-21.7","1,6,19,","127",",,6,17,","18.0",",,6,17,","21.7",",6,28,","","","486.4",",6","18.5",",,,6","127",",,,6","2.30","1,6","10.05",",,,6","-5.45","1,,,6"
"USC00345688","1893-02","35.15","-97.016667","365.8","MCCOMB, OK US","","","","","6","2,6","4","2,6","0","2,6","2",",6","0","5,6","20","5,6","6","4,6","1","4,6","0","4,6","18930207",",5,6","18930207",",,6","18930220",",2,6","18930222",",4,6","-13.9","5,6,07,","56",",,6,07,","8.6","2,,6,20,","21.7","4,6,22,","","","","","24.6","2,,,6","119",",,,6","2.34","8,6","9.63","4,,,6","-4.95","5,,,6"
"USC00345688","1893-03","35.15","-97.016667","365.8","MCCOMB, OK US","","","6.1",",6","2",",6","2",",6","0",",6","","","0",",6","12",",6","0",",6","9",",6","0",",6","18930304",",,6","","","18930307",",,6","18930331","+,,6","-10.6",",6,04,","","","20.1",",,6,07,","28.9",",6,31,+","","","257.3",",6","30.0",",,,6","","","10.23",",6","17.79",",,,6","2.67",",,,6"
"USC00345688","1893-04","35.15","-97.016667","365.8","MCCOMB, OK US","","","66.2","4,6","6",",6","5",",6","1",",6","","","0","2,6","1","2,6","0","2,6","22","2,6","5","2,6","18930415",",2,6","","","18930429",",,6","18930405",",2,6","-1.7","2,6,15,","","","31.2",",,6,29,","35.6","2,6,05,","","","60.1","2,6","58.4",",,,6","","","18.31","4,6","26.05","2,,,6","10.58","2,,,6"
"USC00345688","1893-05","35.15","-97.016667","365.8","MCCOMB, OK US","","","80.5","2,6","5",",6","5",",6","0",",6","","","0","1,6","0","1,6","0","1,6","28","1,6","0","1,6","18930523",",1,6","","","18930528",",,6","18930520","+,1,6","5.6","1,6,23,","","","24.4",",,6,28,","31.7","1,6,20,+","","","28.8","1,6","55.4",",,,6","","","20.10","2,6","26.28","1,,,6","13.92","1,,,6"
"USC00345688","1893-06","35.15","-97.016667","365.8","MCCOMB, OK US","","","203.8",",6","4",",6","4",",6","0",",6","","","0",",6","0",",6","0",",6","30",",6","16",",6","18930607",",,6","","","18930603",",,6","18930625",",,6","10.6",",6,07,","","","13.0",",,6,03,","38.3",",6,25,","","","0.0",",6","36.9",",,,6","","","25.13",",6","31.98",",,,6","18.27",",,,6"
"USC00345688","1893-07","35.15","-97.016667","365.8","MCCOMB, OK US","","","292.4",",6","6",",6","5",",6","3",",6","","","0",",6","0",",6","0",",6","31",",6","22",",6","18930721","+,,6","","","18930702",",,6","18930728",",,6","16.1",",6,21,+","","","37.1",",,6,02,","38.3",",6,28,","0.0","6","0.0",",6","123.2",",,,6","","","27.77",",6","34.18",",,,6","21.35",",,,6"
"USC00345688","1893-08","35.15","-97.016667","365.8","MCCOMB, OK US","","","184.8",",6","10",",6","9",",6","3",",6","","","0",",6","0",",6","0",",6","31",",6","11",",6","18930829",",,6","","","18930822",",,6","18930816","+,,6","8.9",",6,29,","","","29.7",",,6,22,","35.0",",6,16,+","0.8","6","0.8",",6","148.2",",,,6","","","24.27",",6","30.71",",,,6","17.83",",,,6"
"USC00345688","1893-09","35.15","-97.016667","365.8","MCCOMB, OK US","","","169.6",",6","5",",6","5",",6","1",",6","","","0",",6","0",",6","0",",6","28",",6","19",",6","18930926",",,6","","","18930923",",,6","18930913",",,6","5.6",",6,26,","","","41.4",",,6,23,","40.0",",6,13,","9.7","6","8.9",",6","102.9",",,,6","","","23.69",",6","31.78",",,,6","15.59",",,,6"
"USC00345688","1893-10","35.15","-97.016667","365.8","MCCOMB, OK US","","","","","2",",6","1",",6","0",",6","","","0","1,6","3","1,6","0","5,6","24","5,6","0","5,6","18931026",",1,6","","","18931001",",,6","18931009","+,5,6","-4.4","1,6,26,","","","22.4",",,6,01,","31.7","5,6,09,+","","","","","22.9",",,,6","","","16.12","6,6","25.76","5,,,6","6.49","1,,,6"
"USC00345688","1893-11","35.15","-97.016667","365.8","MCCOMB, OK US","","","0.0","2,6","4",",6","4",",6","0",",6","","","0","1,6","16","1,6","0","1,6","6","1,6","0","1,6","18931124",",1,6","","","18931120",",,6","18931101",",1,6","-10.6","1,6,24,","","","23.6",",,6,20,","28.9","1,6,01,","","","308.3","1,6","44.8",",,,6","","","7.70","2,6","15.98","1,,,6","-0.57","1,,,6"
"USC00345688","1893-12","35.15","-97.016667","365.8","MCCOMB, OK US","","","0.0","2,6","8",",6","6",",6","0",",6","0",",6","0","1,6","18","1,6","0","1,6","3","1,6","0","1,6","18931203",",1,6","18931201",",,6","18931223",",,6","18931211",",1,6","-11.1","1,6,03,","8",",,6,01,","11.2",",,6,23,","22.8","1,6,11,","","","328.0","1,6","45.1",",,,6","8",",,,6","7.15","2,6","14.23","1,,,6","0.08","1,,,6"
