"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","DYFG","DYFG_ATTRIBUTES","DYNT","DYNT_ATTRIBUTES","DYSD","DYSD_ATTRIBUTES","DYSN","DYSN_ATTRIBUTES","DYXP","DYXP_ATTRIBUTES","DYXT","DYXT_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"USC00205403","1938-11","46.53529","-88.10949","490.1","MICHIGAMME, MI US","","","","","","","","","","","3",",6","","","","","","","","","","","","","","","","","19381107",",,6","","","","","","","","","203",",,6,07,","","","","","","","","","","","393",",,,6","","","","","",""
"USC00205403","1939-01","46.53529","-88.10949","490.1","MICHIGAMME, MI US","","","10","2,6","9","2,6","0","2,6","","","9",",6","","","","","","","","","","","","","","","","","19390123",",,6","19390123",",2,6","","","","","","","117",",,6,23,","15.7","2,,6,23,","","","","","","","63.7","2,,,6","542",",,,6","","","","","",""
"USC00205403","1939-02","46.53529","-88.10949","490.1","MICHIGAMME, MI US","","","7",",6","7",",6","2",",6","","","7",",6","","","","","","","","","","","","","","","","","19390228",",,6","19390228","+,,6","","","","","","","366",",,6,28,","38.1",",,6,28,+","","","","","","","121.1",",,,6","1098",",,,6","","","","","",""
"USC00205403","1939-03","46.53529","-88.10949","490.1","MICHIGAMME, MI US","","","6",",6","6",",6","1",",6","","","6",",6","","","","","","","","","","","","","","","","","19390315",",,6","19390315",",,6","","","","","","","406",",,6,15,","43.2",",,6,15,","","","","","","","81.4",",,,6","990",",,,6","","","","","",""
"USC00205403","1939-04","46.53529","-88.10949","490.1","MICHIGAMME, MI US","","","8",",6","8",",6","2",",6","","","6",",6","","","","","","","","","","","","","","","","","19390411",",,6","19390426",",,6","","","","","","","81",",,6,11,","48.3",",,6,26,","","","","","","","143.3",",,,6","251",",,,6","","","","","",""
"USC00205403","1939-05","46.53529","-88.10949","490.1","MICHIGAMME, MI US","","","12",",6","8",",6","0",",6","","","","","","","","","","","","","","","","","","","","","","","19390525",",,6","","","","","","","","","19.8",",,6,25,","","","","","","","75.5",",,,6","","","","","","","",""
"USC00205403","1939-06","46.53529","-88.10949","490.1","MICHIGAMME, MI US","","","12",",6","11",",6","2",",6","","","","","","","","","","","","","","","","","","","","","","","19390611",",,6","","","","","","","","","73.7",",,6,11,","","","","","","","202.0",",,,6","","","","","","","",""
"USC00205403","1939-07","46.53529","-88.10949","490.1","MICHIGAMME, MI US","","","9",",6","5",",6","1",",6","","","","","","","","","","","","","","","","","","","","","","","19390704",",,6","","","","","","","","","32.0",",,6,04,","","","","","","","55.3",",,,6","","","","","","","",""
"USC00205403","1939-08","46.53529","-88.10949","490.1","MICHIGAMME, MI US","","","10",",6","8",",6","1",",6","","","","","","","","","","","","","","","","","","","","","","","19390809",",,6","","","","","","","","","58.4",",,6,09,","","","","","","","144.2",",,,6","","","","","","","",""
"USC00205403","1939-09","46.53529","-88.10949","490.1","MICHIGAMME, MI US","","","8",",6","5",",6","0",",6","","","0",",6","","","","","","","","","","","","","","","","","19390925",",,6","19390903",",,6","","","","","","","0",",T,6,25,","19.8",",,6,03,","","","","","","","54.9",",,,6","0",",T,,6","","","","","",""
