"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","DYNT","DYNT_ATTRIBUTES","DYXP","DYXP_ATTRIBUTES","DYXT","DYXT_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"TZ000063862","1987-05","-6.167","35.767","1120.0","DODOMA, TZ","","","","","","","0","3,I","0","3,I","","","","","","","19870530",",3,I","","","","","12.5","3,I,30,","","","","","","","","","","","16.92","3,,,I"
"TZ000063862","1987-06","-6.167","35.767","1120.0","DODOMA, TZ","","","","","","","0","5,I","0","5,I","","","","","","","19870623",",5,I","","","","","10.8","5,I,23,","","","","","","","","","","","14.42","5,,,I"
"TZ000063862","1988-09","-6.167","35.767","1120.0","DODOMA, TZ","","","","","","","0","5,I","0","5,I","","","","","","","19880922",",5,I","","","","","14.1","5,I,22,","","","","","","","","","","","15.11","5,,,I"
"TZ000063862","1988-10","-6.167","35.767","1120.0","DODOMA, TZ","","","","","","","0","4,","0","4,I","","","","","","","19881001",",4,I","","","","","14.6","4,I,01,","","","","","","","","","","","16.72","4,,,I"
"TZ000063862","2002-09","-6.167","35.767","1120.0","DODOMA, TZ","0","5,I","0","5,I","0","5,I","","","","","","","","","","","","","20020930","+,5,I","","","","","0.0","5,,I,30,+","","","0.0","5,,,I","","","","","",""
"TZ000063862","2002-10","-6.167","35.767","1120.0","DODOMA, TZ","1","4,I","1","4,I","0","4,I","","","","","","","","","","","","","20021023",",4,I","","","","","3.0","4,,I,23,","","","3.0","4,,,I","","","","","",""
"TZ000063862","2002-11","-6.167","35.767","1120.0","DODOMA, TZ","0","4,I","0","4,I","0","4,I","","","","","","","","","","","","","20021130","+,4,I","","","","","0.0","4,,I,30,+","","","0.0","4,,,I","","","","","",""
"TZ000063862","2003-02","-6.167","35.767","1120.0","DODOMA, TZ","4","4,I","3","4,I","1","4,I","","","","","","","","","","","","","20030211",",4,I","","","","","30.2","4,,I,11,","","","41.9","4,,,I","","","","","",""
"TZ000063862","2003-03","-6.167","35.767","1120.0","DODOMA, TZ","4","3,I","2","3,I","0","3,I","","","","","","","","","","","","","20030324",",3,I","","","","","22.1","3,,I,24,","","","43.2","3,,,I","","","","","",""
"TZ000063862","2003-12","-6.167","35.767","1120.0","DODOMA, TZ","4","3,I","4","3,I","2","3,I","","","","","","","","","","","","","20031219",",3,I","","","","","45.0","3,,I,19,","","","104.4","3,,,I","","","","","",""
