"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CLDD","CLDD_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","DYNT","DYNT_ATTRIBUTES","DYXT","DYXT_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"IDM00097876","2010-08","-6.1","140.3","16.0","TANAH MERAH, ID","","","","","","","0","4,S","27","4,S","1","4,S","","","20100824",",4,S","","","32.2","4,S,24,","","","","","29.87","4,,,S","",""
"IDM00097876","2010-11","-6.1","140.3","16.0","TANAH MERAH, ID","","","","","","","0","3,S","27","3,S","14","3,S","","","20101129",",3,S","","","34.0","3,S,29,","","","","","32.11","3,,,S","",""
"IDM00097876","2011-01","-6.1","140.3","16.0","TANAH MERAH, ID","","","","","","","0","3,S","28","3,S","18","3,S","","","20110104",",3,S","","","35.0","3,S,04,","","","","","32.42","3,,,S","",""
"IDM00097876","2011-02","-6.1","140.3","16.0","TANAH MERAH, ID","","","","","","","0","5,S","23","5,S","14","5,S","","","20110227","+,5,S","","","33.4","5,S,27,+","","","","","31.42","5,,,S","",""
"IDM00097876","2011-03","-6.1","140.3","16.0","TANAH MERAH, ID","","","","","","","0","3,S","28","3,S","16","3,S","","","20110311","+,3,S","","","34.6","3,S,11,+","","","","","31.91","3,,,S","",""
"IDM00097876","2011-05","-6.1","140.3","16.0","TANAH MERAH, ID","","","","","","","0","5,S","26","5,S","2","5,S","","","20110503","+,5,S","","","33.0","5,S,03,+","","","","","30.05","5,,,S","",""
"IDM00097876","2011-06","-6.1","140.3","16.0","TANAH MERAH, ID","","","","","","","0","4,S","26","4,S","0","4,S","","","20110609",",4,S","","","30.8","4,S,09,","","","","","27.92","4,,,S","",""
"IDM00097876","2011-07","-6.1","140.3","16.0","TANAH MERAH, ID","","","","","","","0","4,S","27","4,S","0","4,S","","","20110731",",4,S","","","29.6","4,S,31,","","","","","27.99","4,,,S","",""
"IDM00097876","2011-08","-6.1","140.3","16.0","TANAH MERAH, ID","","","","","","","0","3,S","28","3,S","0","3,S","","","20110811",",3,S","","","31.4","3,S,11,","","","","","28.40","3,,,S","",""
"IDM00097876","2011-09","-6.1","140.3","16.0","TANAH MERAH, ID","","","","","","","0","5,S","25","5,S","0","5,S","","","20110928",",5,S","","","31.4","5,S,28,","","","","","29.06","5,,,S","",""
"IDM00097876","2011-12","-6.1","140.3","16.0","TANAH MERAH, ID","","","","","","","0","4,S","27","4,S","14","4,S","","","20111226",",4,S","","","34.8","4,S,26,","","","","","31.99","4,,,S","",""
"IDM00097876","2012-01","-6.1","140.3","16.0","TANAH MERAH, ID","","","","","","","0","5,S","26","5,S","14","5,S","","","20120128",",5,S","","","35.2","5,S,28,","","","","","31.98","5,,,S","",""
"IDM00097876","2012-03","-6.1","140.3","16.0","TANAH MERAH, ID","","","","","","","0","3,S","28","3,S","11","3,S","","","20120327",",3,S","","","34.4","3,S,27,","","","","","31.41","3,,,S","",""
"IDM00097876","2012-04","-6.1","140.3","16.0","TANAH MERAH, ID","","","","","","","0","2,S","28","2,S","15","2,S","","","20120416","+,2,S","","","34.2","2,S,16,+","","","","","31.79","2,,,S","",""
"IDM00097876","2012-05","-6.1","140.3","16.0","TANAH MERAH, ID","","","","","","","0","4,S","27","4,S","1","4,S","","","20120513",",4,S","","","32.6","4,S,13,","","","","","30.30","4,,,S","",""
"IDM00097876","2012-09","-6.1","140.3","16.0","TANAH MERAH, ID","","","","","","","0","4,S","26","4,S","1","4,S","","","20120918",",4,S","","","32.6","4,S,18,","","","","","29.85","4,,,S","",""
"IDM00097876","2012-10","-6.1","140.3","16.0","TANAH MERAH, ID","","","","","","","0","3,S","28","3,S","15","3,S","","","20121001",",3,S","","","33.8","3,S,01,","","","","","31.79","3,,,S","",""
"IDM00097876","2012-11","-6.1","140.3","16.0","TANAH MERAH, ID","","","","","","","0","2,S","28","2,S","13","2,S","","","20121127",",2,S","","","34.6","2,S,27,","","","","","31.84","2,,,S","",""
"IDM00097876","2012-12","-6.1","140.3","16.0","TANAH MERAH, ID","","","","","","","0","3,S","28","3,S","17","3,S","","","20121223","+,3,S","","","34.9","3,S,23,+","","","","","32.76","3,,,S","",""
"IDM00097876","2013-01","-6.1","140.3","16.0","TANAH MERAH, ID","","","","","","","0","1,S","30","1,S","21","1,S","","","20130111",",1,S","","","33.8","1,S,11,","","","","","32.50","1,,,S","",""
"IDM00097876","2013-02","-6.1","140.3","16.0","TANAH MERAH, ID","","","","","","","0","4,S","24","4,S","9","4,S","","","20130208",",4,S","","","33.7","4,S,08,","","","","","31.62","4,,,S","",""
"IDM00097876","2013-03","-6.1","140.3","16.0","TANAH MERAH, ID","","","","","","","0","1,S","30","1,S","19","1,S","","","20130331",",1,S","","","34.8","1,S,31,","","","","","32.63","1,,,S","",""
"IDM00097876","2013-04","-6.1","140.3","16.0","TANAH MERAH, ID","","","","","","","0","2,S","28","2,S","11","2,S","","","20130409",",2,S","","","33.8","2,S,09,","","","","","31.84","2,,,S","",""
"IDM00097876","2014-06","-6.1","140.3","16.0","TANAH MERAH, ID","","","","","","","0","2,S","28","2,S","0","2,S","","","20140613",",2,S","","","31.6","2,S,13,","","","","","29.57","2,,,S","",""
"IDM00097876","2014-08","-6.1","140.3","16.0","TANAH MERAH, ID","","","","","","","0","3,S","28","3,S","0","3,S","","","20140806",",3,S","","","30.2","3,S,06,","","","","","28.72","3,,,S","",""
"IDM00097876","2014-10","-6.1","140.3","16.0","TANAH MERAH, ID","","","","","","","0","1,S","30","1,S","11","1,S","","","20141012",",1,S","","","34.7","1,S,12,","","","","","31.68","1,,,S","",""
"IDM00097876","2014-11","-6.1","140.3","16.0","TANAH MERAH, ID","","","","","","","0","3,S","27","3,S","15","3,S","","","20141128",",3,S","","","34.0","3,S,28,","","","","","32.07","3,,,S","",""
"IDM00097876","2015-02","-6.1","140.3","16.0","TANAH MERAH, ID","","","","","","","0","5,S","23","5,S","10","5,S","","","20150220",",5,S","","","35.0","5,S,20,","","","","","31.69","5,,,S","",""
"IDM00097876","2015-04","-6.1","140.3","16.0","TANAH MERAH, ID","","","","","","","0","4,S","26","4,S","10","4,S","","","20150402",",4,S","","","34.2","4,S,02,","","","","","31.19","4,,,S","",""
"IDM00097876","2015-05","-6.1","140.3","16.0","TANAH MERAH, ID","","","","","","","0","2,S","29","2,S","1","2,S","","","20150518",",2,S","","","32.2","2,S,18,","","","","","30.32","2,,,S","",""
"IDM00097876","2015-06","-6.1","140.3","16.0","TANAH MERAH, ID","","","","","","","0","2,S","28","2,S","1","2,S","","","20150601",",2,S","","","32.2","2,S,01,","","","","","29.50","2,,,S","",""
"IDM00097876","2015-07","-6.1","140.3","16.0","TANAH MERAH, ID","","","","","","","0",",S","31",",S","1",",S","","","20150710",",,S","","","32.5",",S,10,","","","","","29.85",",,,S","",""
"IDM00097876","2015-08","-6.1","140.3","16.0","TANAH MERAH, ID","","","","","","","0","1,S","30","1,S","0","1,S","","","20150823","+,1,S","","","31.9","1,S,23,+","","","","","30.00","1,,,S","",""
"IDM00097876","2015-09","-6.1","140.3","16.0","TANAH MERAH, ID","","","","","","","0","1,S","29","1,S","20","1,S","","","20150922",",1,S","","","35.2","1,S,22,","","","","","32.68","1,,,S","",""
"IDM00097876","2015-10","-6.1","140.3","16.0","TANAH MERAH, ID","","","","","","","0","4,S","27","4,S","21","4,S","","","20151022",",4,S","","","37.1","4,S,22,","","","","","33.31","4,,,S","",""
"IDM00097876","2015-11","-6.1","140.3","16.0","TANAH MERAH, ID","","","","","","","0","1,S","29","1,S","23","1,S","","","20151125",",1,S","","","35.6","1,S,25,","","","","","33.43","1,,,S","",""
"IDM00097876","2015-12","-6.1","140.3","16.0","TANAH MERAH, ID","","","","","","","0","4,S","27","4,S","20","4,S","","","20151227",",4,S","","","36.0","4,S,27,","","","","","33.68","4,,,S","",""
"IDM00097876","2016-01","-6.1","140.3","16.0","TANAH MERAH, ID","","","","","","","0","5,S","26","5,S","22","5,S","","","20160115",",5,S","","","36.4","5,S,15,","","","","","33.96","5,,,S","",""
"IDM00097876","2016-04","-6.1","140.3","16.0","TANAH MERAH, ID","","","","","","","0","1,S","29","1,S","16","1,S","","","20160430","+,1,S","","","34.3","1,S,30,+","","","","","32.43","1,,,S","",""
"IDM00097876","2016-05","-6.1","140.3","16.0","TANAH MERAH, ID","","","","","","","0","1,S","30","1,S","17","1,S","","","20160501",",1,S","","","34.8","1,S,01,","","","","","31.90","1,,,S","",""
"IDM00097876","2016-06","-6.1","140.3","16.0","TANAH MERAH, ID","","","","","","","0","1,S","29","1,S","5","1,S","","","20160618",",1,S","","","32.8","1,S,18,","","","","","30.42","1,,,S","",""
"IDM00097876","2016-07","-6.1","140.3","16.0","TANAH MERAH, ID","","","","","","","0","3,S","28","3,S","0","3,S","","","20160711",",3,S","","","31.9","3,S,11,","","","","","29.76","3,,,S","",""
"IDM00097876","2016-08","-6.1","140.3","16.0","TANAH MERAH, ID","","","","","","","0","3,S","28","3,S","3","3,S","","","20160825",",3,S","","","35.5","3,S,25,","","","","","30.00","3,,,S","",""
"IDM00097876","2016-09","-6.1","140.3","16.0","TANAH MERAH, ID","","","","","","","0","3,S","27","3,S","9","3,S","","","20160925",",3,S","","","34.5","3,S,25,","","","","","31.40","3,,,S","",""
"IDM00097876","2016-11","-6.1","140.3","16.0","TANAH MERAH, ID","","","","","","","0","2,S","28","2,S","20","2,S","","","20161127",",2,S","","","35.2","2,S,27,","","","","","32.69","2,,,S","",""
"IDM00097876","2016-12","-6.1","140.3","16.0","TANAH MERAH, ID","","","","","","","0","1,S","30","1,S","20","1,S","","","20161201",",1,S","","","34.7","1,S,01,","","","","","32.36","1,,,S","",""
"IDM00097876","2017-01","-6.1","140.3","16.0","TANAH MERAH, ID","","","","","","","0","3,S","28","3,S","17","3,S","","","20170120",",3,S","","","34.7","3,S,20,","","","","","32.43","3,,,S","",""
"IDM00097876","2017-02","-6.1","140.3","16.0","TANAH MERAH, ID","","","","","","","0","1,S","27","1,S","20","1,S","","","20170223",",1,S","","","35.2","1,S,23,","","","","","32.47","1,,,S","",""
"IDM00097876","2017-03","-6.1","140.3","16.0","TANAH MERAH, ID","","","","","","","0",",S","31",",S","22",",S","","","20170325",",,S","","","35.0",",S,25,","","","","","32.66",",,,S","",""
"IDM00097876","2017-04","-6.1","140.3","16.0","TANAH MERAH, ID","","","","","","","0","4,S","26","4,S","16","4,S","","","20170414",",4,S","","","34.6","4,S,14,","","","","","32.11","4,,,S","",""
"IDM00097876","2017-05","-6.1","140.3","16.0","TANAH MERAH, ID","","","","","","","0","2,S","29","2,S","8","2,S","","","20170505",",2,S","","","33.8","2,S,05,","","","","","31.46","2,,,S","",""
"IDM00097876","2017-06","-6.1","140.3","16.0","TANAH MERAH, ID","","","","","","","0","5,S","25","5,S","1","5,S","","","20170603",",5,S","","","32.2","5,S,03,","","","","","30.28","5,,,S","",""
"IDM00097876","2017-08","-6.1","140.3","16.0","TANAH MERAH, ID","","","","","","","0","2,S","29","2,S","0","2,S","","","20170815",",2,S","","","31.2","2,S,15,","","","","","29.40","2,,,S","",""
"IDM00097876","2018-09","-6.1","140.3","16.0","TANAH MERAH, ID","","","","","","","0","2,S","28","2,S","1","2,S","","","20180928",",2,S","","","32.9","2,S,28,","","","","","30.24","2,,,S","",""
"IDM00097876","2018-12","-6.1","140.3","16.0","TANAH MERAH, ID","","","","","","","0","4,S","27","4,S","22","4,S","","","20181204",",4,S","","","36.1","4,S,04,","","","","","33.14","4,,,S","",""
"IDM00097876","2019-11","-6.1","140.3","16.0","TANAH MERAH, ID","","","","","","","0","5,S","25","5,S","19","5,S","","","20191127",",5,S","","","36.3","5,S,27,","","","","","33.53","5,,,S","",""
"IDM00097876","2020-02","-6.1","140.3","16.0","TANAH MERAH, ID","","","","","","","0","3,S","26","3,S","20","3,S","","","20200216",",3,S","","","35.2","3,S,16,","","","","","33.21","3,,,S","",""
"IDM00097876","2020-04","-6.1","140.3","16.0","TANAH MERAH, ID","","","","","","","0","4,S","26","4,S","16","4,S","","","20200404",",4,S","","","35.5","4,S,04,","","","","","32.62","4,,,S","",""
"IDM00097876","2020-05","-6.1","140.3","16.0","TANAH MERAH, ID","","","","","","","0","3,S","28","3,S","4","3,S","","","20200502",",3,S","","","33.2","3,S,02,","","","","","31.14","3,,,S","",""
"IDM00097876","2020-06","-6.1","140.3","16.0","TANAH MERAH, ID","","","","","","","0",",S","30",",S","1",",S","","","20200606",",,S","","","32.3",",S,06,","","","","","30.17",",,,S","",""
"IDM00097876","2020-07","-6.1","140.3","16.0","TANAH MERAH, ID","","","","","","","0","1,S","30","1,S","0","1,S","","","20200710",",1,S","","","31.6","1,S,10,","","","","","29.68","1,,,S","",""
"IDM00097876","2020-08","-6.1","140.3","16.0","TANAH MERAH, ID","","","","","","","0","5,S","26","5,S","1","5,S","","","20200830",",5,S","","","32.4","5,S,30,","","","","","30.51","5,,,S","",""
"IDM00097876","2020-09","-6.1","140.3","16.0","TANAH MERAH, ID","","","","","","","0","3,S","27","3,S","7","3,S","","","20200916",",3,S","","","33.6","3,S,16,","","","","","31.11","3,,,S","",""
"IDM00097876","2020-10","-6.1","140.3","16.0","TANAH MERAH, ID","","","","","","","0","4,S","27","4,S","11","4,S","","","20201022",",4,S","","","34.5","4,S,22,","","","","","31.90","4,,,S","",""
"IDM00097876","2020-11","-6.1","140.3","16.0","TANAH MERAH, ID","","","","","","","0","2,S","28","2,S","23","2,S","","","20201114",",2,S","","","36.6","2,S,14,","","","","","33.46","2,,,S","",""
"IDM00097876","2020-12","-6.1","140.3","16.0","TANAH MERAH, ID","","","","","","","0","2,S","29","2,S","19","2,S","","","20201204",",2,S","","","35.8","2,S,04,","","","","","32.59","2,,,S","",""
"IDM00097876","2021-01","-6.1","140.3","16.0","TANAH MERAH, ID","","","","","","","0","1,S","30","1,S","21","1,S","","","20210101",",1,S","","","35.8","1,S,01,","","","","","33.11","1,,,S","",""
"IDM00097876","2021-03","-6.1","140.3","16.0","TANAH MERAH, ID","","","","","","","0","2,S","29","2,S","20","2,S","","","20210328","+,2,S","","","35.0","2,S,28,+","","","","","32.61","2,,,S","",""
"IDM00097876","2021-04","-6.1","140.3","16.0","TANAH MERAH, ID","","","","","","","0","4,S","26","4,S","19","4,S","","","20210422",",4,S","","","35.0","4,S,22,","","","","","32.67","4,,,S","",""
"IDM00097876","2021-06","-6.1","140.3","16.0","TANAH MERAH, ID","","","","","","","0","1,S","29","1,S","3","1,S","","","20210629",",1,S","","","33.3","1,S,29,","","","","","30.16","1,,,S","",""
"IDM00097876","2021-07","-6.1","140.3","16.0","TANAH MERAH, ID","","","","","","","0","1,S","30","1,S","2","1,S","","","20210716","+,1,S","","","32.2","1,S,16,+","","","","","30.28","1,,,S","",""
"IDM00097876","2021-08","-6.1","140.3","16.0","TANAH MERAH, ID","","","","","","","0","1,S","30","1,S","11","1,S","","","20210822",",1,S","","","33.2","1,S,22,","","","","","31.32","1,,,S","",""
"IDM00097876","2021-09","-6.1","140.3","16.0","TANAH MERAH, ID","","","","","","","0",",S","30",",S","12",",S","","","20210929",",,S","","","33.8",",S,29,","","","","","31.46",",,,S","",""
"IDM00097876","2021-10","-6.1","140.3","16.0","TANAH MERAH, ID","","","","","","","0","1,S","30","1,S","25","1,S","","","20211021",",1,S","","","36.9","1,S,21,","","","","","33.46","1,,,S","",""
"IDM00097876","2021-11","-6.1","140.3","16.0","TANAH MERAH, ID","","","","","","","0","1,S","29","1,S","19","1,S","","","20211109",",1,S","","","36.0","1,S,09,","","","","","32.39","1,,,S","",""
"IDM00097876","2021-12","-6.1","140.3","16.0","TANAH MERAH, ID","","","","","","","0","4,S","27","4,S","24","4,S","","","20211228",",4,S","","","35.5","4,S,28,","","","","","33.38","4,,,S","",""
"IDM00097876","2022-01","-6.1","140.3","16.0","TANAH MERAH, ID","","","","","","","0",",S","31",",S","24",",S","","","20220128",",,S","","","35.4",",S,28,","","","","","33.30",",,,S","",""
"IDM00097876","2022-02","-6.1","140.3","16.0","TANAH MERAH, ID","","","","","","","0","2,S","26","2,S","19","2,S","","","20220208",",2,S","","","35.8","2,S,08,","","","","","32.95","2,,,S","",""
"IDM00097876","2022-03","-6.1","140.3","16.0","TANAH MERAH, ID","","","","","","","0",",S","31",",S","23",",S","","","20220313",",,S","","","36.3",",S,13,","","","","","33.30",",,,S","",""
"IDM00097876","2022-04","-6.1","140.3","16.0","TANAH MERAH, ID","","","","","","","0","3,S","27","3,S","25","3,S","","","20220404",",3,S","","","35.8","3,S,04,","","","","","33.40","3,,,S","",""
"IDM00097876","2022-05","-6.1","140.3","16.0","TANAH MERAH, ID","","","","","","","0","3,S","28","3,S","20","3,S","","","20220513",",3,S","","","35.3","3,S,13,","","","","","32.61","3,,,S","",""
"IDM00097876","2022-06","-6.1","140.3","16.0","TANAH MERAH, ID","","","","","","","0","5,S","25","5,S","15","5,S","","","20220604","+,5,S","","","33.5","5,S,04,+","","","","","32.14","5,,,S","",""
"IDM00097876","2022-07","-6.1","140.3","16.0","TANAH MERAH, ID","","","","","","","0","2,S","29","2,S","2","2,S","","","20220705",",2,S","","","33.6","2,S,05,","","","","","30.39","2,,,S","",""
"IDM00097876","2022-08","-6.1","140.3","16.0","TANAH MERAH, ID","","","","","","","0","5,S","26","5,S","6","5,S","","","20220803",",5,S","","","33.1","5,S,03,","","","","","31.02","5,,,S","",""
"IDM00097876","2022-10","-6.1","140.3","16.0","TANAH MERAH, ID","","","","","","","0","4,S","27","4,S","19","4,S","","","20221031",",4,S","","","35.8","4,S,31,","","","","","33.07","4,,,S","",""
"IDM00097876","2022-11","-6.1","140.3","16.0","TANAH MERAH, ID","","","","","","","0","4,S","26","4,S","19","4,S","","","20221102",",4,S","","","36.3","4,S,02,","","","","","32.97","4,,,S","",""
"IDM00097876","2022-12","-6.1","140.3","16.0","TANAH MERAH, ID","","","","","","","0","4,S","27","4,S","18","4,S","","","20221223",",4,S","","","35.7","4,S,23,","","","","","32.77","4,,,S","",""
"IDM00097876","2023-01","-6.1","140.3","16.0","TANAH MERAH, ID","","","","","","","0","2,S","29","2,S","20","2,S","","","20230103",",2,S","","","37.0","2,S,03,","","","","","32.99","2,,,S","",""
"IDM00097876","2023-02","-6.1","140.3","16.0","TANAH MERAH, ID","","","","","","","0","1,S","27","1,S","23","1,S","","","20230218",",1,S","","","35.1","1,S,18,","","","","","33.23","1,,,S","",""
"IDM00097876","2023-03","-6.1","140.3","16.0","TANAH MERAH, ID","","","","","","","0","1,S","30","1,S","23","1,S","","","20230311",",1,S","","","36.1","1,S,11,","","","","","33.39","1,,,S","",""
"IDM00097876","2023-04","-6.1","140.3","16.0","TANAH MERAH, ID","","","","","","","0","3,S","27","3,S","22","3,S","","","20230417",",3,S","","","35.3","3,S,17,","","","","","33.21","3,,,S","",""
"IDM00097876","2023-05","-6.1","140.3","16.0","TANAH MERAH, ID","","","","","","","0","1,S","30","1,S","12","1,S","","","20230504",",1,S","","","34.5","1,S,04,","","","","","31.71","1,,,S","",""
"IDM00097876","2023-06","-6.1","140.3","16.0","TANAH MERAH, ID","","","","","","","0","5,S","25","5,S","7","5,S","","","20230603",",5,S","","","34.2","5,S,03,","","","","","31.38","5,,,S","",""
"IDM00097876","2023-07","-6.1","140.3","16.0","TANAH MERAH, ID","","","","","","","0",",S","31",",S","7",",S","","","20230720",",,S","","","33.1",",S,20,","","","","","31.02",",,,S","",""
"IDM00097876","2023-08","-6.1","140.3","16.0","TANAH MERAH, ID","","","","","","","0","2,S","29","2,S","5","2,S","","","20230819",",2,S","","","33.4","2,S,19,","","","","","31.04","2,,,S","",""
"IDM00097876","2023-10","-6.1","140.3","16.0","TANAH MERAH, ID","","","","","","","0","3,S","28","3,S","18","3,S","","","20231024",",3,S","","","36.2","3,S,24,","","","","","32.91","3,,,S","",""
"IDM00097876","2023-11","-6.1","140.3","16.0","TANAH MERAH, ID","","","","","","","0","1,S","29","1,S","22","1,S","","","20231126",",1,S","","","36.0","1,S,26,","","","","","33.34","1,,,S","",""
"IDM00097876","2023-12","-6.1","140.3","16.0","TANAH MERAH, ID","","","","","","","0","3,S","28","3,S","27","3,S","","","20231226",",3,S","","","37.9","3,S,26,","","","","","34.53","3,,,S","",""
"IDM00097876","2024-01","-6.1","140.3","16.0","TANAH MERAH, ID","","","","","","","0","2,S","29","2,S","23","2,S","","","20240103",",2,S","","","36.6","2,S,03,","","","","","33.55","2,,,S","",""
"IDM00097876","2024-02","-6.1","140.3","16.0","TANAH MERAH, ID","","","","","","","0",",S","29",",S","26",",S","","","20240228",",,S","","","36.6",",S,28,","","","","","34.07",",,,S","",""
"IDM00097876","2024-04","-6.1","140.3","16.0","TANAH MERAH, ID","","","","","","","0","3,S","27","3,S","22","3,S","","","20240416",",3,S","","","35.6","3,S,16,","","","","","33.48","3,,,S","",""
"IDM00097876","2024-05","-6.1","140.3","16.0","TANAH MERAH, ID","","","","","","","0","1,S","30","1,S","16","1,S","","","20240502",",1,S","","","35.1","1,S,02,","","","","","32.09","1,,,S","",""
