"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CLDD","CLDD_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","DYNT","DYNT_ATTRIBUTES","DYXT","DYXT_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"IDM00097876","1995-12","-6.1","140.3","16.0","TANAH MERAH, ID","","","","","","","0","5,S","26","5,S","15","5,S","","","19951207",",5,S","","","34.2","5,S,07,","","","","","32.27","5,,,S","",""
"IDM00097876","1996-01","-6.1","140.3","16.0","TANAH MERAH, ID","","","0","5,S","0","5,S","","","","","","","19960101",",5,S","","","21.4","5,S,01,","","","","","","","","","23.46","5,,,S"
"IDM00097876","1996-10","-6.1","140.3","16.0","TANAH MERAH, ID","","","0","5,S","0","5,S","","","","","","","19961003",",5,S","","","20.1","5,S,03,","","","","","","","","","23.33","5,,,S"
"IDM00097876","1996-11","-6.1","140.3","16.0","TANAH MERAH, ID","","","0","5,S","0","5,S","","","","","","","19961121","+,5,S","","","21.2","5,S,21,+","","","","","","","","","23.31","5,,,S"
"IDM00097876","2001-05","-6.1","140.3","16.0","TANAH MERAH, ID","229.2","5,S","0","3,S","0","3,S","0","4,S","27","4,S","4","4,S","20010516",",3,S","20010504","+,4,S","21.8","3,S,16,","33.2","4,S,04,+","0.0","4,S","27.14","5,S","30.82","4,,,S","23.46","3,,,S"
"IDM00097876","2006-04","-6.1","140.3","16.0","TANAH MERAH, ID","","","0","5,S","0","5,S","","","","","","","20060427","+,5,S","","","22.4","5,S,27,+","","","","","","","","","23.34","5,,,S"
"IDM00097876","2007-07","-6.1","140.3","16.0","TANAH MERAH, ID","","","","","","","0","4,S","27","4,S","0","4,S","","","20070727","+,4,S","","","29.2","4,S,27,+","","","","","27.94","4,,,S","",""
"IDM00097876","2007-10","-6.1","140.3","16.0","TANAH MERAH, ID","","","","","","","0","1,S","30","1,S","12","1,S","","","20071026","+,1,S","","","33.4","1,S,26,+","","","","","31.35","1,,,S","",""
"IDM00097876","2007-11","-6.1","140.3","16.0","TANAH MERAH, ID","","","","","","","0",",S","30",",S","14",",S","","","20071125",",,S","","","33.8",",S,25,","","","","","31.79",",,,S","",""
"IDM00097876","2007-12","-6.1","140.3","16.0","TANAH MERAH, ID","","","","","","","0","5,S","26","5,S","18","5,S","","","20071227",",5,S","","","34.6","5,S,27,","","","","","32.62","5,,,S","",""
"IDM00097876","2008-01","-6.1","140.3","16.0","TANAH MERAH, ID","","","","","","","0","3,S","28","3,S","20","3,S","","","20080105",",3,S","","","35.0","3,S,05,","","","","","32.56","3,,,S","",""
"IDM00097876","2008-02","-6.1","140.3","16.0","TANAH MERAH, ID","","","","","","","0","4,S","25","4,S","20","4,S","","","20080214",",4,S","","","34.8","4,S,14,","","","","","32.91","4,,,S","",""
"IDM00097876","2008-04","-6.1","140.3","16.0","TANAH MERAH, ID","","","","","","","0","3,S","27","3,S","6","3,S","","","20080410",",3,S","","","33.3","3,S,10,","","","","","31.35","3,,,S","",""
"IDM00097876","2008-05","-6.1","140.3","16.0","TANAH MERAH, ID","","","","","","","0","1,S","30","1,S","0","1,S","","","20080527",",1,S","","","31.8","1,S,27,","","","","","29.20","1,,,S","",""
"IDM00097876","2008-06","-6.1","140.3","16.0","TANAH MERAH, ID","","","","","","","0",",S","30",",S","0",",S","","","20080606",",,S","","","30.4",",S,06,","","","","","28.71",",,,S","",""
"IDM00097876","2008-08","-6.1","140.3","16.0","TANAH MERAH, ID","","","","","","","0","4,S","27","4,S","0","4,S","","","20080830",",4,S","","","31.6","4,S,30,","","","","","28.71","4,,,S","",""
"IDM00097876","2008-09","-6.1","140.3","16.0","TANAH MERAH, ID","","","","","","","0","4,S","26","4,S","2","4,S","","","20080924",",4,S","","","32.4","4,S,24,","","","","","29.90","4,,,S","",""
"IDM00097876","2008-12","-6.1","140.3","16.0","TANAH MERAH, ID","","","0","4,S","0","4,S","0","5,S","26","5,S","14","5,S","20081211",",4,S","20081230",",5,S","22.6","4,S,11,","35.0","5,S,30,","","","27.83","7,S","32.08","5,,,S","23.59","4,,,S"
"IDM00097876","2009-04","-6.1","140.3","16.0","TANAH MERAH, ID","","","0","2,S","0","2,S","","","","","","","20090425","+,2,S","","","22.2","2,S,25,+","","","","","","","","","23.46","2,,,S"
"IDM00097876","2009-06","-6.1","140.3","16.0","TANAH MERAH, ID","","","","","","","0","5,S","25","5,S","0","5,S","","","20090616",",5,S","","","31.4","5,S,16,","","","","","29.21","5,,,S","",""
"IDM00097876","2009-11","-6.1","140.3","16.0","TANAH MERAH, ID","235.4","5,S","0","4,S","0","4,S","0","3,S","27","3,S","13","3,S","20091127",",4,S","20091114",",3,S","22.4","4,S,27,","34.0","3,S,14,","0.0","3,S","27.76","5,S","31.80","3,,,S","23.72","4,,,S"
"IDM00097876","2009-12","-6.1","140.3","16.0","TANAH MERAH, ID","","","0","5,S","0","5,S","0","5,S","26","5,S","20","5,S","20091231",",5,S","20091214",",5,S","22.4","5,S,31,","35.0","5,S,14,","","","28.26","7,S","32.65","5,,,S","23.87","5,,,S"
"IDM00097876","2010-04","-6.1","140.3","16.0","TANAH MERAH, ID","261.5","3,S","0","2,S","0","2,S","0","3,S","27","3,S","14","3,S","20100407",",2,S","20100409",",3,S","23.0","2,S,07,","34.2","3,S,09,","0.0","3,S","28.02","3,S","31.98","3,,,S","24.05","2,,,S"
"IDM00097876","2010-05","-6.1","140.3","16.0","TANAH MERAH, ID","253.7","4,S","0","4,S","0","4,S","0","1,S","30","1,S","7","1,S","20100529",",4,S","20100502",",1,S","23.4","4,S,29,","32.8","1,S,02,","0.0","1,S","27.67","4,S","31.02","1,,,S","24.33","4,,,S"
"IDM00097876","2010-06","-6.1","140.3","16.0","TANAH MERAH, ID","232.8","4,S","0","4,S","0","4,S","0","1,S","29","1,S","0","1,S","20100604",",4,S","20100602",",1,S","22.4","4,S,04,","31.6","1,S,02,","0.0","1,S","27.24","4,S","30.19","1,,,S","24.28","4,,,S"
