,STATION,DATE,LATITUDE,LONGITUDE,ELEVATION,NAME,CDSD,CDSD_ATTRIBUTES,CLDD,CLDD_ATTRIBUTES,DP01,DP01_ATTRIBUTES,DP10,DP10_ATTRIBUTES,DP1X,DP1X_ATTRIBUTES,DSND,DSND_ATTRIBUTES,DT00,DT00_ATTRIBUTES,DT32,DT32_ATTRIBUTES,DX32,DX32_ATTRIBUTES,DX70,DX70_ATTRIBUTES,DX90,DX90_ATTRIBUTES,DYNT,DYNT_ATTRIBUTES,DYSD,DYSD_ATTRIBUTES,DYXP,DYXP_ATTRIBUTES,DYXT,DYXT_ATTRIBUTES,EMNT,EMNT_ATTRIBUTES,EMSD,EMSD_ATTRIBUTES,EMXP,EMXP_ATTRIBUTES,EMXT,EMXT_ATTRIBUTES,HDSD,HDSD_ATTRIBUTES,HTDD,HTDD_ATTRIBUTES,PRCP,PRCP_ATTRIBUTES,TAVG,TAVG_ATTRIBUTES,TMAX,TMAX_ATTRIBUTES,TMIN,TMIN_ATTRIBUTES
0,HR000142360,2021-01,45.8167,15.9781,157.0,"ZAGREB GRIC, HR",0.0,E,0.0,",E",13.0,",E",9.0,",E",0.0,",E",,,0.0,",E",15.0,",E",2.0,",E",0.0,",E",0.0,",E",20210115.0,",,E",,,20210124.0,",,E",20210122.0,",,E",-4.7,",E,15,",,,20.2,",,E,24,",15.3,",E,22,",,,458.9,",E",74.5,",,,E",3.53,",E",6.02,",,,E",1.04,",,,E"
1,HR000142360,2021-02,45.8167,15.9781,157.0,"ZAGREB GRIC, HR",0.0,E,0.0,",E",5.0,",E",5.0,",E",0.0,",E",,,0.0,",E",9.0,",E",2.0,",E",0.0,",E",0.0,",E",20210213.0,",,E",,,20210210.0,",,E",20210226.0,",,E",-6.5,",E,13,",,,7.5,",,E,10,",20.8,",E,26,",,,310.0,",E",25.4,",,,E",7.26,",E",11.56,",,,E",2.97,",,,E"
2,HR000142360,2021-03,45.8167,15.9781,157.0,"ZAGREB GRIC, HR",0.0,E,0.0,",E",3.0,",E",3.0,",E",0.0,",E",,,0.0,",E",5.0,",E",0.0,",E",2.0,",E",0.0,",E",20210307.0,",,E",,,20210312.0,",,E",20210330.0,",,E",-2.1,",E,07,",,,16.1,",,E,12,",23.7,",E,30,",,,303.6,",E",29.8,",,,E",8.54,",E",13.75,",,,E",3.33,",,,E"
3,HR000142360,2021-04,45.8167,15.9781,157.0,"ZAGREB GRIC, HR",0.6,E,0.6,",E",12.0,",E",7.0,",E",0.0,",E",,,0.0,",E",2.0,",E",0.0,",E",5.0,",E",0.0,",E",20210407.0,",,E",,,20210402.0,",,E",20210401.0,",,E",-1.4,",E,07,",,,18.6,",,E,02,",26.2,",E,01,",,,226.1,",E",57.0,",,,E",10.82,",E",15.51,",,,E",6.13,",,,E"
4,HR000142360,2021-05,45.8167,15.9781,157.0,"ZAGREB GRIC, HR",6.1,E,5.5,",E",20.0,",E",11.0,",E",0.0,",E",,,0.0,",E",0.0,",E",0.0,",E",15.0,",E",0.0,",E",20210504.0,",,E",,,20210507.0,",,E",20210511.0,",,E",5.9,",E,04,",,,20.4,",,E,07,",28.8,",E,11,",,,94.1,",E",117.7,",,,E",15.47,",E",20.58,",,,E",10.37,",,,E"
5,HR000142360,2021-06,45.8167,15.9781,157.0,"ZAGREB GRIC, HR",191.6,E,185.5,",E",4.0,",E",3.0,",E",0.0,",E",,,0.0,",E",0.0,",E",0.0,",E",30.0,",E",12.0,",E",20210602.0,",,E",,,20210606.0,",,E",20210629.0,",,E",11.5,",E,02,",,,20.5,",,E,06,",37.0,",E,29,",,,1.6,",E",32.4,",,,E",24.46,",E",30.33,",,,E",18.6,",,,E"
6,HR000142360,2021-07,45.8167,15.9781,157.0,"ZAGREB GRIC, HR",410.5,E,218.9,",E",9.0,",E",6.0,",E",1.0,",E",,,0.0,",E",0.0,",E",0.0,",E",31.0,",E",11.0,",E",20210702.0,",,E",,,20210716.0,",,E",20210708.0,"+,,E",15.0,",E,02,",,,33.8,",,E,16,",36.9,",E,08,+",0.0,E,0.0,",E",68.8,",,,E",25.4,",E",30.87,",,,E",19.92,",,,E"
7,HR000142360,2021-08,45.8167,15.9781,157.0,"ZAGREB GRIC, HR",580.0,E,169.5,",E",11.0,",E",9.0,",E",0.0,",E",,,0.0,",E",0.0,",E",0.0,",E",29.0,",E",12.0,",E",20210830.0,",,E",,,20210826.0,",,E",20210815.0,",,E",10.4,",E,30,",,,10.5,",,E,26,",38.4,",E,15,",5.3,E,5.3,",E",44.2,",,,E",23.63,",E",29.63,",,,E",17.63,",,,E"
8,HR000142360,2021-09,45.8167,15.9781,157.0,"ZAGREB GRIC, HR",646.0,E,66.0,",E",5.0,",E",2.0,",E",0.0,",E",,,0.0,",E",0.0,",E",0.0,",E",26.0,",E",1.0,",E",20210923.0,",,E",,,20210917.0,",,E",20210915.0,",,E",9.0,",E,23,",,,14.6,",,E,17,",32.5,",E,15,",24.4,E,19.1,",E",29.9,",,,E",19.9,",E",25.98,",,,E",13.81,",,,E"
9,HR000142360,2021-10,45.8167,15.9781,157.0,"ZAGREB GRIC, HR",649.6,E,3.6,",E",10.0,",E",9.0,",E",1.0,",E",,,0.0,",E",0.0,",E",0.0,",E",3.0,",E",0.0,",E",20211030.0,",,E",,,20211007.0,",,E",20211004.0,",,E",1.7,",E,30,",,,26.1,",,E,07,",26.9,",E,04,",241.3,E,216.9,",E",74.5,",,,E",11.45,",E",15.64,",,,E",7.27,",,,E"
