,STATION,DATE,LATITUDE,LONGITUDE,ELEVATION,NAME,DP01,DP01_ATTRIBUTES,DP10,DP10_ATTRIBUTES,DP1X,DP1X_ATTRIBUTES,DYXP,DYXP_ATTRIBUTES,EMXP,EMXP_ATTRIBUTES,PRCP,PRCP_ATTRIBUTES,DT00,DT00_ATTRIBUTES,DT32,DT32_ATTRIBUTES,DX32,DX32_ATTRIBUTES,DX70,DX70_ATTRIBUTES,DX90,DX90_ATTRIBUTES,DYNT,DYNT_ATTRIBUTES,DYXT,DYXT_ATTRIBUTES,EMNT,EMNT_ATTRIBUTES,EMXT,EMXT_ATTRIBUTES,TAVG,TAVG_ATTRIBUTES,TMAX,TMAX_ATTRIBUTES,TMIN,TMIN_ATTRIBUTES,CLDD,CLDD_ATTRIBUTES,HTDD,HTDD_ATTRIBUTES,CDSD,CDSD_ATTRIBUTES,HDSD,HDSD_ATTRIBUTES,DSNW,DSNW_ATTRIBUTES,DYFG,DYFG_ATTRIBUTES,DYSN,DYSN_ATTRIBUTES,EMSN,EMSN_ATTRIBUTES,SNOW,SNOW_ATTRIBUTES
179,BRM00083566,2022-09,-19.833,-43.917,0.0,"BELO HORIZONTE CONFINS, BR",,,,,,,,,,,,,0.0,"4,S",0.0,"4,S",,,,,,,20220902.0,"+,4,S",,,11.3,"4,S,02,+",,,,,,,16.17,"4,,,S",,,,,,,,,,,,,,,,,,
180,BRM00083566,2022-10,-19.833,-43.917,0.0,"BELO HORIZONTE CONFINS, BR",,,,,,,,,,,,,0.0,"5,",0.0,"5,S",,,,,,,20221017.0,",5,S",,,16.5,"5,S,17,",,,,,,,19.14,"5,,,S",,,,,,,,,,,,,,,,,,
181,BRM00083566,2022-11,-19.833,-43.917,0.0,"BELO HORIZONTE CONFINS, BR",15.0,"5,S",10.0,"5,S",3.0,"5,S",20221130.0,",5,S",71.9,"5,,S,30,",214.8,"5,,,S",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
182,BRM00083566,2022-12,-19.833,-43.917,0.0,"BELO HORIZONTE CONFINS, BR",19.0,",S",14.0,",S",6.0,",S",20221211.0,",,S",69.1,",,S,11,",410.2,",,,S",0.0,"5,",0.0,"5,S",,,,,,,20221216.0,",5,S",,,16.1,"5,S,16,",,,,,,,18.91,"5,,,S",,,,,,,,,,,,,,,,,,
183,BRM00083698,2021-01,-21.698,-41.302,17.4,"BARTOLOMEU LISANDRO, BR",,,,,,,,,,,,,0.0,"4,S",0.0,"4,S",,,,,,,20210118.0,",4,S",,,22.0,"4,S,18,",,,,,,,23.51,"4,,,S",,,,,,,,,,,,,,,,,,
184,BRM00083698,2021-06,-21.698,-41.302,17.4,"BARTOLOMEU LISANDRO, BR",,,,,,,,,,,,,0.0,"3,S",0.0,"3,S",,,,,,,20210616.0,",3,S",,,15.0,"3,S,16,",,,,,,,17.91,"3,,,S",,,,,,,,,,,,,,,,,,
185,BRM00083698,2021-07,-21.698,-41.302,17.4,"BARTOLOMEU LISANDRO, BR",,,,,,,,,,,,,0.0,"4,S",0.0,"4,S",,,,,,,20210730.0,",4,S",,,11.1,"4,S,30,",,,,,,,15.73,"4,,,S",,,,,,,,,,,,,,,,,,
186,BRM00083698,2021-08,-21.698,-41.302,17.4,"BARTOLOMEU LISANDRO, BR",,,,,,,,,,,,,0.0,"5,S",0.0,"5,S",,,,,,,20210801.0,",5,S",,,12.8,"5,S,01,",,,,,,,17.87,"5,,,S",,,,,,,,,,,,,,,,,,
187,BRM00083698,2021-09,-21.698,-41.302,17.4,"BARTOLOMEU LISANDRO, BR",,,,,,,,,,,,,0.0,"2,S",0.0,"2,S",,,,,,,20210923.0,",2,S",,,16.6,"2,S,23,",,,,,,,20.28,"2,,,S",,,,,,,,,,,,,,,,,,
188,BRM00083698,2021-10,-21.698,-41.302,17.4,"BARTOLOMEU LISANDRO, BR",20.0,"4,S",15.0,"4,S",3.0,"4,S",20211012.0,",4,S",41.9,"4,,S,12,",243.1,"4,,,S",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
189,BRM00083698,2022-01,-21.698,-41.302,17.4,"BARTOLOMEU LISANDRO, BR",,,,,,,,,,,,,0.0,"5,S",0.0,"5,S",,,,,,,20220110.0,",5,S",,,21.5,"5,S,10,",,,,,,,23.74,"5,,,S",,,,,,,,,,,,,,,,,,
190,BRM00083698,2022-05,-21.698,-41.302,17.4,"BARTOLOMEU LISANDRO, BR",,,,,,,,,,,,,0.0,"1,S",0.0,"1,S",,,,,,,20220520.0,",1,S",,,14.0,"1,S,20,",,,,,,,19.29,"1,,,S",,,,,,,,,,,,,,,,,,
191,BRM00083698,2022-06,-21.698,-41.302,17.4,"BARTOLOMEU LISANDRO, BR",,,,,,,,,,,,,0.0,"3,S",0.0,"3,S",,,,,,,20220628.0,",3,S",,,13.1,"3,S,28,",,,,,,,17.34,"3,,,S",,,,,,,,,,,,,,,,,,
192,BRM00083698,2022-07,-21.698,-41.302,17.4,"BARTOLOMEU LISANDRO, BR",,,,,,,,,,,,,0.0,"4,S",0.0,"4,S",,,,,,,20220731.0,",4,S",,,15.6,"4,S,31,",,,,,,,18.03,"4,,,S",,,,,,,,,,,,,,,,,,
193,BRM00083698,2022-08,-21.698,-41.302,17.4,"BARTOLOMEU LISANDRO, BR",,,,,,,,,,,,,0.0,"4,S",0.0,"4,S",,,,,,,20220831.0,",4,S",,,14.4,"4,S,31,",,,,,,,18.1,"4,,,S",,,,,,,,,,,,,,,,,,
194,BRM00083698,2022-09,-21.698,-41.302,17.4,"BARTOLOMEU LISANDRO, BR",,,,,,,,,,,,,0.0,"3,S",0.0,"3,S",,,,,,,20220901.0,",3,S",,,13.5,"3,S,01,",,,,,,,18.03,"3,,,S",,,,,,,,,,,,,,,,,,
195,BRM00083698,2022-12,-21.698,-41.302,17.4,"BARTOLOMEU LISANDRO, BR",,,,,,,,,,,,,0.0,"4,S",0.0,"4,S",,,,,,,20221225.0,",4,S",,,20.1,"4,S,25,",,,,,,,22.33,"4,,,S",,,,,,,,,,,,,,,,,,
196,BRM00083746,2021-01,-22.809,-43.244,8.5,"GALEAO ANTONIO CARLOS JOBIM, BR",6.0,"1,S",4.0,"1,S",1.0,"1,S",20210103.0,",1,S",35.1,"1,,S,03,",63.3,"1,,,S",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
197,BRM00083746,2021-02,-22.809,-43.244,8.5,"GALEAO ANTONIO CARLOS JOBIM, BR",8.0,"5,S",6.0,"5,S",1.0,"5,S",20210206.0,",5,S",49.0,"5,,S,06,",91.1,"5,,,S",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
198,BRM00083746,2021-03,-22.809,-43.244,8.5,"GALEAO ANTONIO CARLOS JOBIM, BR",6.0,",S",5.0,",S",1.0,",S",20210307.0,",,S",49.0,",,S,07,",91.1,",,,S",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
199,BRM00083746,2021-04,-22.809,-43.244,8.5,"GALEAO ANTONIO CARLOS JOBIM, BR",12.0,"1,S",6.0,"1,S",0.0,"1,S",20210428.0,",1,S",9.9,"1,,S,28,",41.9,"1,,,S",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200,BRM00083746,2021-05,-22.809,-43.244,8.5,"GALEAO ANTONIO CARLOS JOBIM, BR",4.0,",S",3.0,",S",0.0,",S",20210531.0,",,S",9.9,",,S,31,",23.2,",,,S",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201,BRM00083746,2021-06,-22.809,-43.244,8.5,"GALEAO ANTONIO CARLOS JOBIM, BR",7.0,",S",3.0,",S",0.0,",S",20210601.0,",,S",6.1,",,S,01,",15.7,",,,S",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202,BRM00083746,2021-07,-22.809,-43.244,8.5,"GALEAO ANTONIO CARLOS JOBIM, BR",1.0,",S",1.0,",S",0.0,",S",20210729.0,",,S",4.1,",,S,29,",4.1,",,,S",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
203,BRM00083746,2021-08,-22.809,-43.244,8.5,"GALEAO ANTONIO CARLOS JOBIM, BR",7.0,"1,S",5.0,"1,S",0.0,"1,S",20210830.0,",1,S",9.9,"1,,S,30,",26.5,"1,,,S",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
204,BRM00083746,2021-09,-22.809,-43.244,8.5,"GALEAO ANTONIO CARLOS JOBIM, BR",7.0,"3,S",3.0,"3,S",0.0,"3,S",20210912.0,"+,3,S",7.9,"3,,S,12,+",25.0,"3,,,S",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
205,BRM00083746,2021-10,-22.809,-43.244,8.5,"GALEAO ANTONIO CARLOS JOBIM, BR",17.0,"1,S",10.0,"1,S",1.0,"1,S",20211020.0,",1,S",25.9,"1,,S,20,",110.4,"1,,,S",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
206,BRM00083746,2021-11,-22.809,-43.244,8.5,"GALEAO ANTONIO CARLOS JOBIM, BR",10.0,"2,S",6.0,"2,S",1.0,"2,S",20211102.0,",2,S",30.0,"2,,S,02,",90.7,"2,,,S",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
207,BRM00083746,2021-12,-22.809,-43.244,8.5,"GALEAO ANTONIO CARLOS JOBIM, BR",16.0,",S",8.0,",S",2.0,",S",20211218.0,",,S",65.0,",,S,18,",182.4,",,,S",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
208,BRM00083746,2022-01,-22.809,-43.244,8.5,"GALEAO ANTONIO CARLOS JOBIM, BR",14.0,",S",11.0,",S",1.0,",S",20220112.0,",,S",25.9,",,S,12,",174.5,",,,S",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
209,BRM00083746,2022-02,-22.809,-43.244,8.5,"GALEAO ANTONIO CARLOS JOBIM, BR",9.0,",S",8.0,",S",0.0,",S",20220208.0,",,S",16.0,",,S,08,",61.3,",,,S",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
210,BRM00083746,2022-03,-22.809,-43.244,8.5,"GALEAO ANTONIO CARLOS JOBIM, BR",3.0,"1,S",1.0,"1,S",1.0,"1,S",20220321.0,",1,S",58.9,"1,,S,21,",61.9,"1,,,S",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
211,BRM00083746,2022-04,-22.809,-43.244,8.5,"GALEAO ANTONIO CARLOS JOBIM, BR",8.0,",S",7.0,",S",1.0,",S",20220430.0,",,S",77.0,",,S,30,",161.7,",,,S",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
212,BRM00083746,2022-05,-22.809,-43.244,8.5,"GALEAO ANTONIO CARLOS JOBIM, BR",9.0,",S",3.0,",S",0.0,",S",20220501.0,",,S",21.1,",,S,01,",54.0,",,,S",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
213,BRM00083746,2022-06,-22.809,-43.244,8.5,"GALEAO ANTONIO CARLOS JOBIM, BR",11.0,",S",4.0,",S",0.0,",S",20220604.0,",,S",13.0,",,S,04,",39.6,",,,S",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
214,BRM00083746,2022-07,-22.809,-43.244,8.5,"GALEAO ANTONIO CARLOS JOBIM, BR",3.0,",S",1.0,",S",0.0,",S",20220730.0,",,S",7.1,",,S,30,",9.1,",,,S",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
215,BRM00083746,2022-08,-22.809,-43.244,8.5,"GALEAO ANTONIO CARLOS JOBIM, BR",11.0,"2,S",4.0,"2,S",0.0,"2,S",20220810.0,",2,S",7.9,"2,,S,10,",27.1,"2,,,S",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
216,BRM00083827,2021-01,-25.596,-54.487,239.9,"CATARATAS INTERNATIONAL, BR",20.0,",S",17.0,",S",9.0,",S",20210121.0,",,S",66.0,",,S,21,",508.0,",,,S",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
217,BRM00083827,2021-03,-25.596,-54.487,239.9,"CATARATAS INTERNATIONAL, BR",12.0,",S",7.0,",S",1.0,",S",20210317.0,",,S",25.9,",,S,17,",71.5,",,,S",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
218,BRM00083827,2021-04,-25.596,-54.487,239.9,"CATARATAS INTERNATIONAL, BR",4.0,",S",3.0,",S",0.0,",S",20210425.0,",,S",14.0,",,S,25,",25.2,",,,S",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
219,BRM00083827,2021-05,-25.596,-54.487,239.9,"CATARATAS INTERNATIONAL, BR",4.0,",S",3.0,",S",0.0,",S",20210522.0,",,S",10.9,",,S,22,",22.3,",,,S",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
220,BRM00083827,2021-06,-25.596,-54.487,239.9,"CATARATAS INTERNATIONAL, BR",12.0,",S",9.0,",S",1.0,",S",20210619.0,",,S",36.1,",,S,19,",128.1,",,,S",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
221,BRM00083827,2021-07,-25.596,-54.487,239.9,"CATARATAS INTERNATIONAL, BR",3.0,",S",2.0,",S",0.0,",S",20210727.0,",,S",21.1,",,S,27,",38.4,",,,S",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
222,BRM00083827,2021-08,-25.596,-54.487,239.9,"CATARATAS INTERNATIONAL, BR",6.0,",S",4.0,",S",0.0,",S",20210826.0,",,S",15.0,",,S,26,",35.4,",,,S",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
223,BRM00083827,2021-09,-25.596,-54.487,239.9,"CATARATAS INTERNATIONAL, BR",11.0,"2,S",6.0,"2,S",0.0,"2,S",20210914.0,",2,S",24.9,"2,,S,14,",85.6,"2,,,S",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224,BRM00083827,2021-10,-25.596,-54.487,239.9,"CATARATAS INTERNATIONAL, BR",13.0,"1,S",11.0,"1,S",6.0,"1,S",20211010.0,",1,S",55.1,"1,,S,10,",300.1,"1,,,S",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
225,BRM00083827,2021-11,-25.596,-54.487,239.9,"CATARATAS INTERNATIONAL, BR",10.0,",S",4.0,",S",0.0,",S",20211126.0,"+,,S",20.1,",,S,26,+",54.5,",,,S",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
226,BRM00083827,2021-12,-25.596,-54.487,239.9,"CATARATAS INTERNATIONAL, BR",2.0,",S",1.0,",S",0.0,",S",20211231.0,",,S",14.0,",,S,31,",14.5,",,,S",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
227,BRM00083827,2022-01,-25.596,-54.487,239.9,"CATARATAS INTERNATIONAL, BR",9.0,"1,S",6.0,"1,S",2.0,"1,S",20220103.0,",1,S",35.1,"1,,S,03,",99.4,"1,,,S",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
228,BRM00083827,2022-02,-25.596,-54.487,239.9,"CATARATAS INTERNATIONAL, BR",7.0,"1,S",4.0,"1,S",0.0,"1,S",20220205.0,",1,S",23.1,"1,,S,05,",52.1,"1,,,S",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
229,BRM00083827,2022-03,-25.596,-54.487,239.9,"CATARATAS INTERNATIONAL, BR",13.0,",S",11.0,",S",4.0,",S",20220323.0,",,S",77.0,",,S,23,",291.4,",,,S",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
230,BRM00083827,2022-04,-25.596,-54.487,239.9,"CATARATAS INTERNATIONAL, BR",7.0,"5,S",7.0,"5,S",3.0,"5,S",20220423.0,",5,S",54.1,"5,,S,23,",169.2,"5,,,S",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
231,BRM00083827,2022-05,-25.596,-54.487,239.9,"CATARATAS INTERNATIONAL, BR",12.0,"1,S",9.0,"1,S",3.0,"1,S",20220501.0,",1,S",67.1,"1,,S,01,",217.5,"1,,,S",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
232,BRM00083827,2022-06,-25.596,-54.487,239.9,"CATARATAS INTERNATIONAL, BR",7.0,",S",3.0,",S",1.0,",S",20220602.0,",,S",39.1,",,S,02,",62.4,",,,S",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
233,BRM00083827,2022-07,-25.596,-54.487,239.9,"CATARATAS INTERNATIONAL, BR",5.0,",S",5.0,",S",0.0,",S",20220712.0,",,S",14.0,",,S,12,",39.4,",,,S",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
234,BRM00083827,2022-08,-25.596,-54.487,239.9,"CATARATAS INTERNATIONAL, BR",7.0,",S",6.0,",S",2.0,",S",20220807.0,",,S",67.1,",,S,07,",184.2,",,,S",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
235,BRM00083827,2022-11,-25.596,-54.487,239.9,"CATARATAS INTERNATIONAL, BR",5.0,",S",2.0,",S",1.0,",S",20221113.0,",,S",47.0,",,S,13,",61.7,",,,S",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
236,BRM00083827,2022-12,-25.596,-54.487,239.9,"CATARATAS INTERNATIONAL, BR",6.0,",S",5.0,",S",0.0,",S",20221212.0,",,S",19.1,",,S,12,",48.2,",,,S",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
