,STATION,DATE,LATITUDE,LONGITUDE,ELEVATION,NAME,CDSD,CDSD_ATTRIBUTES,CLDD,CLDD_ATTRIBUTES,DP01,DP01_ATTRIBUTES,DP10,DP10_ATTRIBUTES,DP1X,DP1X_ATTRIBUTES,DT00,DT00_ATTRIBUTES,DT32,DT32_ATTRIBUTES,DX32,DX32_ATTRIBUTES,DX70,DX70_ATTRIBUTES,DX90,DX90_ATTRIBUTES,DYNT,DYNT_ATTRIBUTES,DYXP,DYXP_ATTRIBUTES,DYXT,DYXT_ATTRIBUTES,EMNT,EMNT_ATTRIBUTES,EMXP,EMXP_ATTRIBUTES,EMXT,EMXT_ATTRIBUTES,HDSD,HDSD_ATTRIBUTES,HTDD,HTDD_ATTRIBUTES,PRCP,PRCP_ATTRIBUTES,TAVG,TAVG_ATTRIBUTES,TMAX,TMAX_ATTRIBUTES,TMIN,TMIN_ATTRIBUTES,DSND,DSND_ATTRIBUTES,DYSD,DYSD_ATTRIBUTES,EMSD,EMSD_ATTRIBUTES,DSNW,DSNW_ATTRIBUTES,DYFG,DYFG_ATTRIBUTES,DYSN,DYSN_ATTRIBUTES,DYTS,DYTS_ATTRIBUTES,EMSN,EMSN_ATTRIBUTES,SNOW,SNOW_ATTRIBUTES,WDFG,WDFG_ATTRIBUTES,WSFG,WSFG_ATTRIBUTES
466,TUM00017130,2021-10,39.95,32.883,891.0,"ANKARA CENTRAL, TU",,,,,,,,,,,,,,,0.0,",S",16.0,",S",0.0,",S",,,,,20211010.0,",,S",,,,,29.6,",S,10,",,,,,,,,,20.95,",,,S",,,,,,,,,,,,,,,,,,,,,,,,
467,TUM00017130,2021-11,39.95,32.883,891.0,"ANKARA CENTRAL, TU",,,,,,,,,,,,,,,0.0,",S",3.0,",S",0.0,",S",,,,,20211107.0,",,S",,,,,23.2,",S,07,",,,,,,,,,15.24,",,,S",,,,,,,,,,,,,,,,,,,,,,,,
468,TUM00017130,2021-12,39.95,32.883,891.0,"ANKARA CENTRAL, TU",,,,,,,,,,,,,,,2.0,"1,S",0.0,"1,S",0.0,"1,S",,,,,20211212.0,",1,S",,,,,17.0,"1,S,12,",,,,,,,,,8.0,"1,,,S",,,,,,,,,,,,,,,,,,,,,,,,
469,TUM00017130,2022-01,39.95,32.883,891.0,"ANKARA CENTRAL, TU",,,,,,,,,,,,,,,7.0,"2,S",0.0,"2,S",0.0,"2,S",,,,,20220108.0,",2,S",,,,,13.5,"2,S,08,",,,,,,,,,4.24,"2,,,S",,,,,,,,,,,,,,,,,,,,,,,,
470,TUM00017130,2022-02,39.95,32.883,891.0,"ANKARA CENTRAL, TU",,,,,,,,,,,,,,,0.0,"2,S",0.0,"2,S",0.0,"2,S",,,,,20220221.0,",2,S",,,,,14.8,"2,S,21,",,,,,,,,,7.83,"2,,,S",,,,,,,,,,,,,,,,,,,,,,,,
471,TUM00017130,2022-03,39.95,32.883,891.0,"ANKARA CENTRAL, TU",,,,,,,,,,,,,,,0.0,"1,S",0.0,"1,S",0.0,"1,S",,,,,20220331.0,",1,S",,,,,18.6,"1,S,31,",,,,,,,,,6.6,"1,,,S",,,,,,,,,,,,,,,,,,,,,,,,
472,TUM00017130,2022-04,39.95,32.883,891.0,"ANKARA CENTRAL, TU",,,,,,,,,,,,,,,0.0,",S",12.0,",S",0.0,",S",,,,,20220425.0,",,S",,,,,28.8,",S,25,",,,,,,,,,20.02,",,,S",,,,,,,,,,,,,,,,,,,,,,,,
473,TUM00017130,2022-05,39.95,32.883,891.0,"ANKARA CENTRAL, TU",,,,,8.0,"1,S",1.0,"1,S",0.0,"1,S",,,,,0.0,",S",19.0,",S",1.0,",S",,,20220504.0,",1,S",20220530.0,",,S",,,5.1,"1,,S,04,",32.7,",S,30,",,,,,12.2,"1,,,S",,,22.69,",,,S",,,,,,,,,,,,,,,,,,,,,,,,
474,TUM00017130,2022-06,39.95,32.883,891.0,"ANKARA CENTRAL, TU",,,,,11.0,"2,S",8.0,"2,S",0.0,"2,S",,,,,0.0,",S",29.0,",S",4.0,",S",,,20220628.0,",2,S",20220604.0,",,S",,,13.2,"2,,S,28,",33.9,",S,04,",,,,,58.2,"2,,,S",,,26.98,",,,S",,,,,,,,,,,,,,,,,,,,,,,,
475,TUM00017130,2022-07,39.95,32.883,891.0,"ANKARA CENTRAL, TU",,,134.4,"1,S",,,,,,,0.0,"1,S",0.0,"1,S",0.0,",S",31.0,",S",5.0,",S",20220704.0,",1,S",,,20220730.0,"+,,S",12.1,"1,S,04,",,,34.8,",S,30,+",0.0,S,0.0,",S",,,22.84,"1,S",29.4,",,,S",16.27,"1,,,S",,,,,,,,,,,,,,,,,,,,,,
476,TUM00017130,2022-08,39.95,32.883,891.0,"ANKARA CENTRAL, TU",,,,,,,,,,,,,,,0.0,"3,S",28.0,"3,S",15.0,"3,S",,,,,20220824.0,",3,S",,,,,37.1,"3,S,24,",,,,,,,,,32.85,"3,,,S",,,,,,,,,,,,,,,,,,,,,,,,
477,TUM00017130,2022-09,39.95,32.883,891.0,"ANKARA CENTRAL, TU",,,,,,,,,,,,,,,0.0,",S",27.0,",S",5.0,",S",,,,,20220917.0,",,S",,,,,34.3,",S,17,",,,,,,,,,27.03,",,,S",,,,,,,,,,,,,,,,,,,,,,,,
478,TUM00017130,2022-10,39.95,32.883,891.0,"ANKARA CENTRAL, TU",,,6.9,"4,S",8.0,",S",2.0,",S",0.0,",S",0.0,"4,S",0.0,"4,S",0.0,",S",9.0,",S",0.0,",S",20221031.0,",4,S",20221017.0,",,S",20221002.0,",,S",1.7,"4,S,31,",7.9,",,S,17,",29.9,",S,02,",,,123.9,",S",15.5,",,,S",13.89,"4,S",19.45,",,,S",8.34,"4,,,S",,,,,,,,,,,,,,,,,,,,,,
479,TUM00017130,2022-11,39.95,32.883,891.0,"ANKARA CENTRAL, TU",,,,,7.0,",S",2.0,",S",0.0,",S",,,,,0.0,",S",1.0,",S",0.0,",S",,,20221125.0,"+,,S",20221106.0,",,S",,,4.3,",,S,25,+",21.8,",S,06,",,,,,12.3,",,,S",,,15.78,",,,S",,,,,,,,,,,,,,,,,,,,,,,,
480,TUM00017130,2022-12,39.95,32.883,891.0,"ANKARA CENTRAL, TU",,,,,7.0,",S",2.0,",S",0.0,",S",,,,,0.0,"2,S",0.0,"2,S",0.0,"2,S",,,20221214.0,",,S",20221216.0,",2,S",,,14.5,",,S,14,",15.8,"2,S,16,",,,,,23.6,",,,S",,,10.16,"2,,,S",,,,,,,,,,,,,,,,,,,,,,,,
481,TUM00017140,2021-04,39.817,34.8,1298.0,"YOZGAT, TU",,,,,,,,,,,0.0,"3,S",6.0,"3,S",,,,,,,20210410.0,",3,S",,,,,-4.5,"3,S,10,",,,,,,,,,,,,,,,4.33,"3,,,S",,,,,,,,,,,,,,,,,,,,,,
482,TUM00017140,2021-05,39.817,34.8,1298.0,"YOZGAT, TU",,,,,,,,,,,0.0,"5,S",0.0,"5,S",0.0,"2,S",20.0,"2,S",0.0,"2,S",20210510.0,",5,S",,,20210520.0,",2,S",0.1,"5,S,10,",,,30.2,"2,S,20,",,,,,,,15.52,"6,S",22.67,"2,,,S",8.36,"5,,,S",,,,,,,,,,,,,,,,,,,,,,
483,TUM00017140,2021-06,39.817,34.8,1298.0,"YOZGAT, TU",,,17.0,"3,S",,,,,,,0.0,"3,S",0.0,"3,S",0.0,",S",20.0,",S",0.0,",S",20210603.0,",3,S",,,20210620.0,",,S",3.6,"3,S,03,",,,28.5,",S,20,",,,62.5,",S",,,16.59,"3,S",22.87,",,,S",10.31,"3,,,S",,,,,,,,,,,,,,,,,,,,,,
484,TUM00017140,2021-07,39.817,34.8,1298.0,"YOZGAT, TU",,,101.3,"1,S",,,,,,,0.0,"1,S",0.0,"1,S",0.0,",S",31.0,",S",5.0,",S",20210705.0,",1,S",,,20210720.0,",,S",9.1,"1,S,05,",,,37.4,",S,20,",3.7,S,3.7,",S",,,21.62,"1,S",28.71,",,,S",14.53,"1,,,S",,,,,,,,,,,,,,,,,,,,,,
485,TUM00017140,2021-08,39.817,34.8,1298.0,"YOZGAT, TU",,,83.2,"2,S",,,,,,,0.0,"2,S",0.0,"2,S",0.0,",S",29.0,",S",5.0,",S",20210816.0,",2,S",,,20210828.0,",,S",9.7,"2,S,16,",,,35.1,",S,28,",7.4,S,3.7,",S",,,21.17,"2,S",28.14,",,,S",14.2,"2,,,S",,,,,,,,,,,,,,,,,,,,,,
486,TUM00017140,2021-09,39.817,34.8,1298.0,"YOZGAT, TU",,,,,,,,,,,,,,,0.0,"1,S",17.0,"1,S",0.0,"1,S",,,,,20210901.0,",1,S",,,,,27.8,"1,S,01,",,,,,,,,,21.22,"1,,,S",,,,,,,,,,,,,,,,,,,,,,,,
487,TUM00017140,2021-10,39.817,34.8,1298.0,"YOZGAT, TU",,,0.0,"5,S",,,,,,,0.0,"5,S",3.0,"5,S",0.0,",S",4.0,",S",0.0,",S",20211021.0,",5,S",,,20211010.0,",,S",-1.2,"5,S,21,",,,24.5,",S,10,",,,195.3,",S",,,10.42,"5,S",16.68,",,,S",4.16,"5,,,S",,,,,,,,,,,,,,,,,,,,,,
488,TUM00017140,2021-11,39.817,34.8,1298.0,"YOZGAT, TU",,,,,,,,,,,,,,,0.0,"2,S",0.0,"2,S",0.0,"2,S",,,,,20211108.0,",2,S",,,,,20.1,"2,S,08,",,,,,,,,,13.05,"2,,,S",,,,,,,,,,,,,,,,,,,,,,,,
489,TUM00017140,2021-12,39.817,34.8,1298.0,"YOZGAT, TU",,,,,,,,,,,,,,,4.0,"3,S",0.0,"3,S",0.0,"3,S",,,,,20211213.0,",3,S",,,,,14.6,"3,S,13,",,,,,,,,,5.76,"3,,,S",,,,,,,,,,,,,,,,,,,,,,,,
490,TUM00017140,2022-01,39.817,34.8,1298.0,"YOZGAT, TU",,,,,,,,,,,,,,,13.0,"2,S",0.0,"2,S",0.0,"2,S",,,,,20220109.0,",2,S",,,,,10.4,"2,S,09,",,,,,,,,,1.71,"2,,,S",,,,,,,,,,,,,,,,,,,,,,,,
491,TUM00017140,2022-02,39.817,34.8,1298.0,"YOZGAT, TU",,,,,,,,,,,,,,,4.0,"4,S",0.0,"4,S",0.0,"4,S",,,,,20220224.0,",4,S",,,,,11.6,"4,S,24,",,,,,,,,,3.98,"4,,,S",,,,,,,,,,,,,,,,,,,,,,,,
492,TUM00017140,2022-03,39.817,34.8,1298.0,"YOZGAT, TU",,,,,17.0,"5,S",9.0,"5,S",0.0,"5,S",,,,,10.0,"3,S",0.0,"3,S",0.0,"3,S",,,20220303.0,",5,S",20220331.0,",3,S",,,17.0,"5,,S,03,",14.8,"3,S,31,",,,,,83.3,"5,,,S",,,3.1,"3,,,S",,,,,,,,,,,,,,,,,,,,,,,,
493,TUM00017140,2022-04,39.817,34.8,1298.0,"YOZGAT, TU",,,,,,,,,,,,,,,0.0,",S",10.0,",S",0.0,",S",,,,,20220425.0,",,S",,,,,26.8,",S,25,",,,,,,,,,17.83,",,,S",,,,,,,,,,,,,,,,,,,,,,,,
494,TUM00017140,2022-05,39.817,34.8,1298.0,"YOZGAT, TU",,,,,14.0,",S",7.0,",S",0.0,",S",0.0,"4,S",0.0,"4,S",,,,,,,20220509.0,",4,S",20220519.0,"+,,S",,,2.4,"4,S,09,",10.7,",,S,19,+",,,,,,,51.1,",,,S",,,,,6.78,"4,,,S",,,,,,,,,,,,,,,,,,,,,,
495,TUM00017140,2022-06,39.817,34.8,1298.0,"YOZGAT, TU",,,26.4,"1,S",13.0,",S",7.0,",S",1.0,",S",0.0,"1,S",0.0,"1,S",0.0,",S",23.0,",S",1.0,",S",20220625.0,",1,S",20220628.0,",,S",20220603.0,",,S",9.0,"1,S,25,",25.9,",,S,28,",33.4,",S,03,",,,31.1,",S",101.0,",,,S",18.19,"1,S",23.85,",,,S",12.54,"1,,,S",,,,,,,,,,,,,,,,,,,,,,
496,TUM00017140,2022-07,39.817,34.8,1298.0,"YOZGAT, TU",,,,,,,,,,,0.0,",S",0.0,",S",,,,,,,20220704.0,",,S",,,,,8.0,",S,04,",,,,,,,,,,,,,,,12.38,",,,S",,,,,,,,,,,,,,,,,,,,,,
497,TUM00017140,2022-08,39.817,34.8,1298.0,"YOZGAT, TU",,,143.8,"2,S",2.0,"1,S",1.0,"1,S",0.0,"1,S",0.0,",S",0.0,",S",0.0,"2,S",29.0,"2,S",5.0,"2,S",20220829.0,",,S",20220829.0,",1,S",20220824.0,",2,S",13.7,",S,29,",6.1,"1,,S,29,",34.0,"2,S,24,",,,0.0,"2,S",7.1,"1,,,S",23.24,"2,S",30.42,"2,,,S",16.06,",,,S",,,,,,,,,,,,,,,,,,,,,,
498,TUM00017140,2022-09,39.817,34.8,1298.0,"YOZGAT, TU",,,43.7,"4,S",,,,,,,0.0,"4,S",0.0,"4,S",0.0,"1,S",23.0,"1,S",1.0,"1,S",20220925.0,",4,S",,,20220903.0,",1,S",3.2,"4,S,25,",,,32.7,"1,S,03,",,,39.2,"1,S",,,18.14,"4,S",25.38,"1,,,S",10.89,"4,,,S",,,,,,,,,,,,,,,,,,,,,,
499,TUM00017140,2022-10,39.817,34.8,1298.0,"YOZGAT, TU",,,,,,,,,,,,,,,0.0,",S",2.0,",S",0.0,",S",,,,,20221002.0,",,S",,,,,27.4,",S,02,",,,,,,,,,16.98,",,,S",,,,,,,,,,,,,,,,,,,,,,,,
500,TUM00017140,2022-11,39.817,34.8,1298.0,"YOZGAT, TU",,,,,,,,,,,,,,,0.0,"1,S",0.0,"1,S",0.0,"1,S",,,,,20221106.0,",1,S",,,,,18.4,"1,S,06,",,,,,,,,,13.12,"1,,,S",,,,,,,,,,,,,,,,,,,,,,,,
501,TUM00017140,2022-12,39.817,34.8,1298.0,"YOZGAT, TU",,,,,,,,,,,,,,,0.0,"1,S",0.0,"1,S",0.0,"1,S",,,,,20221201.0,",1,S",,,,,14.2,"1,S,01,",,,,,,,,,7.88,"1,,,S",,,,,,,,,,,,,,,,,,,,,,,,
502,TUM00017150,2021-06,39.619,27.926,103.6,"BALIKESIR, TU",,,,,,,,,,,,,,,0.0,"4,S",25.0,"4,S",6.0,"4,S",,,,,20210630.0,",4,S",,,,,34.4,"4,S,30,",,,,,,,,,28.54,"4,,,S",,,,,,,,,,,,,,,,,,,,,,,,
503,TUM00017150,2021-07,39.619,27.926,103.6,"BALIKESIR, TU",,,,,,,,,,,,,,,0.0,"2,S",29.0,"2,S",17.0,"2,S",,,,,20210731.0,",2,S",,,,,39.8,"2,S,31,",,,,,,,,,33.38,"2,,,S",,,,,,,,,,,,,,,,,,,,,,,,
504,TUM00017150,2021-08,39.619,27.926,103.6,"BALIKESIR, TU",,,,,,,,,,,,,,,0.0,"1,S",30.0,"1,S",21.0,"1,S",,,,,20210803.0,",1,S",,,,,40.8,"1,S,03,",,,,,,,,,34.26,"1,,,S",,,,,,,,,,,,,,,,,,,,,,,,
505,TUM00017150,2021-09,39.619,27.926,103.6,"BALIKESIR, TU",,,,,,,,,,,,,,,0.0,"5,S",24.0,"5,S",3.0,"5,S",,,,,20210920.0,",5,S",,,,,35.9,"5,S,20,",,,,,,,,,27.82,"5,,,S",,,,,,,,,,,,,,,,,,,,,,,,
506,TUM00017150,2021-10,39.619,27.926,103.6,"BALIKESIR, TU",,,,,,,,,,,,,,,0.0,"4,S",14.0,"4,S",0.0,"4,S",,,,,20211011.0,",4,S",,,,,28.5,"4,S,11,",,,,,,,,,21.11,"4,,,S",,,,,,,,,,,,,,,,,,,,,,,,
507,TUM00017150,2022-02,39.619,27.926,103.6,"BALIKESIR, TU",,,,,,,,,,,,,,,0.0,"4,S",0.0,"4,S",0.0,"4,S",,,,,20220222.0,",4,S",,,,,19.4,"4,S,22,",,,,,,,,,12.8,"4,,,S",,,,,,,,,,,,,,,,,,,,,,,,
508,TUM00017150,2022-05,39.619,27.926,103.6,"BALIKESIR, TU",,,,,5.0,"1,S",0.0,"1,S",0.0,"1,S",,,,,0.0,"5,S",18.0,"5,S",6.0,"5,S",,,20220503.0,",1,S",20220529.0,",5,S",,,2.0,"1,,S,03,",37.4,"5,S,29,",,,,,5.9,"1,,,S",,,25.85,"5,,,S",,,,,,,,,,,,,,,,,,,,,,,,
509,TUM00017150,2022-06,39.619,27.926,103.6,"BALIKESIR, TU",,,,,4.0,"1,S",3.0,"1,S",0.0,"1,S",,,,,0.0,",S",30.0,",S",3.0,",S",,,20220613.0,",1,S",20220622.0,",,S",,,14.5,"1,,S,13,",34.3,",S,22,",,,,,29.4,"1,,,S",,,29.58,",,,S",,,,,,,,,,,,,,,,,,,,,,,,
510,TUM00017150,2022-08,39.619,27.926,103.6,"BALIKESIR, TU",,,,,,,,,,,,,,,0.0,"5,S",26.0,"5,S",15.0,"5,S",,,,,20220818.0,",5,S",,,,,35.4,"5,S,18,",,,,,,,,,32.7,"5,,,S",,,,,,,,,,,,,,,,,,,,,,,,
511,TUM00017155,2021-03,39.417,29.967,969.0,"KUTAHYA, TU",,,,,,,,,,,0.0,"5,S",18.0,"5,S",,,,,,,20210326.0,",5,S",,,,,-5.0,"5,S,26,",,,,,,,,,,,,,,,-1.08,"5,,,S",,,,,,,,,,,,,,,,,,,,,,
512,TUM00017155,2021-04,39.417,29.967,969.0,"KUTAHYA, TU",,,,,,,,,,,0.0,"5,S",5.0,"5,S",,,,,,,20210410.0,",5,S",,,,,-2.0,"5,S,10,",,,,,,,,,,,,,,,4.75,"5,,,S",,,,,,,,,,,,,,,,,,,,,,
513,TUM00017155,2021-05,39.417,29.967,969.0,"KUTAHYA, TU",,,,,,,,,,,,,,,0.0,"3,S",22.0,"3,S",0.0,"3,S",,,,,20210527.0,",3,S",,,,,31.5,"3,S,27,",,,,,,,,,24.6,"3,,,S",,,,,,,,,,,,,,,,,,,,,,,,
514,TUM00017155,2021-06,39.417,29.967,969.0,"KUTAHYA, TU",,,27.9,"3,S",,,,,,,0.0,"2,S",0.0,"2,S",0.0,"1,S",20.0,"1,S",0.0,"1,S",20210603.0,",2,S",,,20210630.0,",1,S",4.3,"2,S,03,",,,31.7,"1,S,30,",,,53.7,"1,S",,,17.13,"3,S",23.26,"1,,,S",10.99,"2,,,S",,,,,,,,,,,,,,,,,,,,,,
515,TUM00017155,2021-07,39.417,29.967,969.0,"KUTAHYA, TU",,,133.3,"4,S",,,,,,,0.0,"2,S",0.0,"2,S",0.0,"2,S",29.0,"2,S",10.0,"2,S",20210705.0,",2,S",,,20210718.0,",2,S",11.5,"2,S,05,",,,37.3,"2,S,18,",0.2,S,0.2,"2,S",,,23.13,"4,S",30.24,"2,,,S",16.01,"2,,,S",,,,,,,,,,,,,,,,,,,,,,
516,TUM00017155,2021-08,39.417,29.967,969.0,"KUTAHYA, TU",,,132.7,"2,S",,,,,,,0.0,",S",0.0,",S",0.0,"2,S",29.0,"2,S",12.0,"2,S",20210816.0,",,S",,,20210828.0,",2,S",10.2,",S,16,",,,36.8,"2,S,28,",0.2,S,0.0,"2,S",,,22.9,"2,S",30.84,"2,,,S",14.96,",,,S",,,,,,,,,,,,,,,,,,,,,,
517,TUM00017155,2021-09,39.417,29.967,969.0,"KUTAHYA, TU",,,14.8,"3,S",,,,,,,0.0,"3,S",0.0,"3,S",0.0,",S",22.0,",S",0.0,",S",20210925.0,",3,S",,,20210920.0,",,S",4.8,"3,S,25,",,,30.0,",S,20,",46.3,S,46.1,",S",,,16.87,"3,S",22.96,",,,S",10.78,"3,,,S",,,,,,,,,,,,,,,,,,,,,,
518,TUM00017155,2021-10,39.417,29.967,969.0,"KUTAHYA, TU",,,0.0,"5,S",,,,,,,0.0,"5,S",2.0,"5,S",0.0,"1,S",10.0,"1,S",0.0,"1,S",20211027.0,",5,S",,,20211011.0,",1,S",-1.4,"5,S,27,",,,24.6,"1,S,11,",206.4,S,160.1,"1,S",,,11.9,"5,S",18.9,"1,,,S",4.9,"5,,,S",,,,,,,,,,,,,,,,,,,,,,
519,TUM00017155,2021-11,39.417,29.967,969.0,"KUTAHYA, TU",,,,,,,,,,,,,,,0.0,"2,S",5.0,"2,S",0.0,"2,S",,,,,20211108.0,",2,S",,,,,24.5,"2,S,08,",,,,,,,,,16.23,"2,,,S",,,,,,,,,,,,,,,,,,,,,,,,
520,TUM00017155,2021-12,39.417,29.967,969.0,"KUTAHYA, TU",,,,,,,,,,,,,,,3.0,"3,S",0.0,"3,S",0.0,"3,S",,,,,20211212.0,",3,S",,,,,16.1,"3,S,12,",,,,,,,,,8.13,"3,,,S",,,,,,,,,,,,,,,,,,,,,,,,
521,TUM00017155,2022-01,39.417,29.967,969.0,"KUTAHYA, TU",,,,,,,,,,,,,,,8.0,"3,S",0.0,"3,S",0.0,"3,S",,,,,20220106.0,",3,S",,,,,13.7,"3,S,06,",,,,,,,,,4.02,"3,,,S",,,,,,,,,,,,,,,,,,,,,,,,
522,TUM00017155,2022-02,39.417,29.967,969.0,"KUTAHYA, TU",,,,,,,,,,,,,,,1.0,"4,S",0.0,"4,S",0.0,"4,S",,,,,20220221.0,",4,S",,,,,16.8,"4,S,21,",,,,,,,,,9.15,"4,,,S",,,,,,,,,,,,,,,,,,,,,,,,
523,TUM00017155,2022-03,39.417,29.967,969.0,"KUTAHYA, TU",,,,,,,,,,,,,,,6.0,",S",0.0,",S",0.0,",S",,,,,20220331.0,",,S",,,,,18.4,",S,31,",,,,,,,,,5.07,",,,S",,,,,,,,,,,,,,,,,,,,,,,,
524,TUM00017155,2022-04,39.417,29.967,969.0,"KUTAHYA, TU",,,,,,,,,,,,,,,0.0,"2,S",13.0,"2,S",0.0,"2,S",,,,,20220425.0,",2,S",,,,,27.5,"2,S,25,",,,,,,,,,19.83,"2,,,S",,,,,,,,,,,,,,,,,,,,,,,,
525,TUM00017155,2022-05,39.417,29.967,969.0,"KUTAHYA, TU",,,13.9,"2,S",12.0,",S",4.0,",S",0.0,",S",0.0,"2,S",0.0,"2,S",0.0,"1,S",19.0,"1,S",0.0,"1,S",20220508.0,",2,S",20220517.0,",,S",20220529.0,",1,S",2.8,"2,S,08,",14.5,",,S,17,",31.3,"1,S,29,",,,102.4,"1,S",36.8,",,,S",15.25,"2,S",22.51,"1,,,S",7.99,"2,,,S",,,,,,,,,,,,,,,,,,,,,,
526,TUM00017155,2022-06,39.417,29.967,969.0,"KUTAHYA, TU",,,34.0,"2,S",11.0,",S",6.0,",S",2.0,",S",0.0,"2,S",0.0,"2,S",0.0,",S",28.0,",S",0.0,",S",20220609.0,",2,S",20220612.0,",,S",20220620.0,",,S",10.7,"2,S,09,",27.7,",,S,12,",28.6,",S,20,",,,5.2,",S",89.1,",,,S",19.21,"2,S",24.68,",,,S",13.75,"2,,,S",,,,,,,,,,,,,,,,,,,,,,
527,TUM00017155,2022-07,39.417,29.967,969.0,"KUTAHYA, TU",,,75.0,"1,S",,,,,,,0.0,"1,S",0.0,"1,S",0.0,",S",31.0,",S",4.0,",S",20220706.0,",1,S",,,20220729.0,",,S",11.2,"1,S,06,",,,34.3,",S,29,",0.3,S,0.3,",S",,,20.77,"1,S",27.82,",,,S",13.72,"1,,,S",,,,,,,,,,,,,,,,,,,,,,
528,TUM00017155,2022-08,39.417,29.967,969.0,"KUTAHYA, TU",,,115.7,"4,S",9.0,"1,S",5.0,"1,S",1.0,"1,S",0.0,"2,S",0.0,"2,S",0.0,"2,S",29.0,"2,S",2.0,"2,S",20220816.0,",2,S",20220824.0,",1,S",20220823.0,",2,S",12.9,"2,S,16,",29.0,"1,,S,24,",34.7,"2,S,23,",0.3,S,0.0,"2,S",66.3,"1,,,S",22.71,"4,S",29.23,"2,,,S",16.19,"2,,,S",,,,,,,,,,,,,,,,,,,,,,
529,TUM00017155,2022-09,39.417,29.967,969.0,"KUTAHYA, TU",,,,,,,,,,,,,,,0.0,",S",26.0,",S",2.0,",S",,,,,20220917.0,",,S",,,,,34.2,",S,17,",,,,,,,,,26.01,",,,S",,,,,,,,,,,,,,,,,,,,,,,,
530,TUM00017155,2022-10,39.417,29.967,969.0,"KUTAHYA, TU",,,,,,,,,,,,,,,0.0,"1,S",5.0,"1,S",0.0,"1,S",,,,,20221001.0,",1,S",,,,,29.4,"1,S,01,",,,,,,,,,18.57,"1,,,S",,,,,,,,,,,,,,,,,,,,,,,,
531,TUM00017155,2022-11,39.417,29.967,969.0,"KUTAHYA, TU",,,,,,,,,,,,,,,0.0,",S",3.0,",S",0.0,",S",,,,,20221105.0,",,S",,,,,22.7,",S,05,",,,,,,,,,15.69,",,,S",,,,,,,,,,,,,,,,,,,,,,,,
532,TUM00017155,2022-12,39.417,29.967,969.0,"KUTAHYA, TU",,,,,,,,,,,,,,,0.0,"3,S",0.0,"3,S",0.0,"3,S",,,,,20221218.0,",3,S",,,,,18.3,"3,S,18,",,,,,,,,,10.83,"3,,,S",,,,,,,,,,,,,,,,,,,,,,,,
533,TUM00017160,2021-01,39.15,34.167,1007.0,"KIRSEHIR, TU",,,,,,,,,,,,,,,2.0,"2,S",0.0,"2,S",0.0,"2,S",,,,,20210112.0,",2,S",,,,,19.1,"2,S,12,",,,,,,,,,9.56,"2,,,S",,,,,,,,,,,,,,,,,,,,,,,,
534,TUM00017160,2021-02,39.15,34.167,1007.0,"KIRSEHIR, TU",,,,,,,,,,,,,,,3.0,"5,S",0.0,"5,S",0.0,"5,S",,,,,20210208.0,"+,5,S",,,,,18.5,"5,S,08,+",,,,,,,,,10.75,"5,,,S",,,,,,,,,,,,,,,,,,,,,,,,
535,TUM00017160,2021-03,39.15,34.167,1007.0,"KIRSEHIR, TU",,,,,,,,,,,,,,,0.0,"1,S",0.0,"1,S",0.0,"1,S",,,,,20210322.0,",1,S",,,,,19.8,"1,S,22,",,,,,,,,,10.72,"1,,,S",,,,,,,,,,,,,,,,,,,,,,,,
536,TUM00017160,2021-04,39.15,34.167,1007.0,"KIRSEHIR, TU",,,6.6,"5,S",,,,,,,0.0,"5,S",3.0,"5,S",0.0,"1,S",11.0,"1,S",0.0,"1,S",20210410.0,",5,S",,,20210429.0,",1,S",-1.8,"5,S,10,",,,29.7,"1,S,29,",,,167.2,"1,S",,,12.1,"5,S",18.84,"1,,,S",5.35,"5,,,S",,,,,,,,,,,,,,,,,,,,,,
537,TUM00017160,2021-05,39.15,34.167,1007.0,"KIRSEHIR, TU",,,,,,,,,,,,,,,0.0,"1,S",25.0,"1,S",1.0,"1,S",,,,,20210520.0,",1,S",,,,,33.0,"1,S,20,",,,,,,,,,26.3,"1,,,S",,,,,,,,,,,,,,,,,,,,,,,,
538,TUM00017160,2021-06,39.15,34.167,1007.0,"KIRSEHIR, TU",,,,,,,,,,,,,,,0.0,",S",27.0,",S",2.0,",S",,,,,20210620.0,",,S",,,,,33.1,",S,20,",,,,,,,,,26.62,",,,S",,,,,,,,,,,,,,,,,,,,,,,,
539,TUM00017160,2021-07,39.15,34.167,1007.0,"KIRSEHIR, TU",,,187.8,"2,S",,,,,,,0.0,"2,S",0.0,"2,S",0.0,",S",31.0,",S",14.0,",S",20210705.0,",2,S",,,20210720.0,",,S",11.7,"2,S,05,",,,39.0,",S,20,",0.0,S,0.0,",S",,,24.83,"2,S",32.48,",,,S",17.19,"2,,,S",,,,,,,,,,,,,,,,,,,,,,
540,TUM00017160,2021-08,39.15,34.167,1007.0,"KIRSEHIR, TU",,,184.8,"1,S",,,,,,,0.0,"1,S",0.0,"1,S",0.0,",S",31.0,",S",16.0,",S",20210816.0,",1,S",,,20210828.0,",,S",13.6,"1,S,16,",,,38.1,",S,28,",0.0,S,0.0,",S",,,24.47,"1,S",31.85,",,,S",17.1,"1,,,S",,,,,,,,,,,,,,,,,,,,,,
