,STATION,DATE,LATITUDE,LONGITUDE,ELEVATION,NAME,CDSD,CDSD_ATTRIBUTES,CLDD,CLDD_ATTRIBUTES,DP01,DP01_ATTRIBUTES,DP10,DP10_ATTRIBUTES,DP1X,DP1X_ATTRIBUTES,DSND,DSND_ATTRIBUTES,DT00,DT00_ATTRIBUTES,DT32,DT32_ATTRIBUTES,DX32,DX32_ATTRIBUTES,DX70,DX70_ATTRIBUTES,DX90,DX90_ATTRIBUTES,DYNT,DYNT_ATTRIBUTES,DYSD,DYSD_ATTRIBUTES,DYXP,DYXP_ATTRIBUTES,DYXT,DYXT_ATTRIBUTES,EMNT,EMNT_ATTRIBUTES,EMSD,EMSD_ATTRIBUTES,EMXP,EMXP_ATTRIBUTES,EMXT,EMXT_ATTRIBUTES,HDSD,HDSD_ATTRIBUTES,HTDD,HTDD_ATTRIBUTES,PRCP,PRCP_ATTRIBUTES,TAVG,TAVG_ATTRIBUTES,TMAX,TMAX_ATTRIBUTES,TMIN,TMIN_ATTRIBUTES
0,BE000006447,2021-01,50.8,4.35,104.0,"UCCLE, BE",,,,,23.0,",S",14.0,",S",1.0,",S",,,,,,,,,,,,,,,,,20210112.0,",,S",,,,,,,26.2,",,S,12,",,,,,,,131.1,",,,S",,,,,,
1,BE000006447,2021-02,50.8,4.35,104.0,"UCCLE, BE",,,,,11.0,"4,S",8.0,"4,S",0.0,"4,S",,,,,,,,,,,,,,,,,20210203.0,",4,S",,,,,,,14.5,"4,,S,03,",,,,,,,52.9,"4,,,S",,,,,,
2,BE000006447,2021-03,50.8,4.35,104.0,"UCCLE, BE",,,,,12.0,",S",6.0,",S",0.0,",S",,,,,,,0.0,"2,S",2.0,"2,S",0.0,"2,S",,,,,20210304.0,",,S",20210331.0,"+,2,S",,,,,12.7,",,S,04,",23.9,"2,S,31,+",,,,,43.6,",,,S",,,11.46,"2,,,S",,
3,BE000006447,2021-04,50.8,4.35,104.0,"UCCLE, BE",,,,,7.0,",S",3.0,",S",0.0,",S",,,,,,,0.0,"2,S",0.0,"2,S",0.0,"2,S",,,,,20210410.0,",,S",20210401.0,",2,S",,,,,18.3,",,S,10,",21.0,"2,S,01,",,,,,35.6,",,,S",,,12.0,"2,,,S",,
4,BE000006447,2021-05,50.8,4.35,104.0,"UCCLE, BE",,,,,22.0,",S",11.0,",S",0.0,",S",,,,,,,0.0,",S",3.0,",S",0.0,",S",,,,,20210517.0,",,S",20210509.0,",,S",,,,,15.2,",,S,17,",25.6,",S,09,",,,,,86.4,",,,S",,,15.95,",,,S",,
5,BE000006447,2021-06,50.8,4.35,104.0,"UCCLE, BE",,,,,12.0,",S",8.0,",S",2.0,",S",,,,,,,0.0,"2,S",23.0,"2,S",0.0,"2,S",,,,,20210604.0,",,S",20210618.0,",2,S",,,,,34.0,",,S,04,",29.6,"2,S,18,",,,,,121.2,",,,S",,,23.3,"2,,,S",,
6,BE000006447,2021-07,50.8,4.35,104.0,"UCCLE, BE",,,,,16.0,",S",9.0,",S",1.0,",S",,,,,,,0.0,"3,S",20.0,"3,S",0.0,"3,S",,,,,20210715.0,",,S",20210718.0,",3,S",,,,,58.9,",,S,15,",26.5,"3,S,18,",,,,,166.3,",,,S",,,22.32,"3,,,S",,
7,BE000006447,2021-08,50.8,4.35,104.0,"UCCLE, BE",,,,,19.0,",S",11.0,",S",1.0,",S",,,,,,,0.0,"1,S",12.0,"1,S",0.0,"1,S",,,,,20210821.0,",,S",20210815.0,",1,S",,,,,32.5,",,S,21,",27.0,"1,S,15,",,,,,124.1,",,,S",,,20.81,"1,,,S",,
8,BE000006447,2021-09,50.8,4.35,104.0,"UCCLE, BE",,,,,7.0,",S",5.0,",S",0.0,",S",,,,,,,0.0,",S",14.0,",S",0.0,",S",,,,,20210910.0,",,S",20210908.0,",,S",,,,,7.6,",,S,10,",27.5,",S,08,",,,,,25.7,",,,S",,,21.18,",,,S",,
9,BE000006447,2021-10,50.8,4.35,104.0,"UCCLE, BE",,,,,18.0,",S",10.0,",S",1.0,",S",,,,,,,0.0,"4,S",0.0,"4,S",0.0,"4,S",,,,,20211003.0,",,S",20211019.0,",4,S",,,,,30.5,",,S,03,",18.9,"4,S,19,",,,,,120.4,",,,S",,,15.42,"4,,,S",,
